Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1743542241.6494238,-0.42,-0.854,-0.298,0.21,-2.38,-0.63
1743542241.6694238,-0.418,-0.854,-0.3,0.35,-2.87,-0.42
1743542241.6894238,-0.412,-0.863,-0.301,-0.35,-3.01,-0.56
1743542241.948457,-0.419,-0.855,-0.308,0.63,-2.52,-0.77
1743542241.968457,-0.428,-0.867,-0.313,-0.84,-3.5,-0.7
1743542241.988457,-0.421,-0.858,-0.305,0.63,-2.73,-0.56
1743542242.248714,-0.417,-0.863,-0.31,3.5,-1.33,-1.19
1743542242.268714,-0.422,-0.855,-0.306,1.05,-2.45,-0.77
1743542242.288714,-0.417,-0.852,-0.292,0.98,-2.45,-0.7
1743542242.548241,-0.42,-0.858,-0.305,0.49,-2.73,-0.7
1743542242.568241,-0.424,-0.836,-0.298,1.19,-2.1,-1.12
1743542242.5882409,-0.42,-0.851,-0.306,0.56,-2.52,-0.7
1743542242.848028,-0.415,-0.856,-0.301,2.38,-2.31,-0.63
1743542242.868028,-0.419,-0.856,-0.304,1.12,-2.66,-0.77
1743542242.888028,-0.415,-0.855,-0.305,1.05,-2.73,-0.7
1743542243.161816,-0.418,-0.858,-0.306,0.91,-2.38,-0.7
1743542243.181816,-0.419,-0.854,-0.305,0.98,-2.45,-0.7
1743542243.201816,-0.42,-0.857,-0.306,0.91,-2.52,-0.7
1743542243.447674,-0.423,-0.856,-0.308,0.98,-2.52,-0.77
1743542243.467674,-0.421,-0.857,-0.303,0.98,-2.52,-0.63
1743542243.487674,-0.42,-0.854,-0.309,0.91,-2.59,-0.77
1743542243.7637162,-0.42,-0.855,-0.306,0.98,-2.52,-0.7
1743542243.7837162,-0.42,-0.854,-0.305,0.91,-2.45,-0.7
1743542243.8037162,-0.421,-0.855,-0.307,0.98,-2.59,-0.7
1743542244.0488222,-0.419,-0.853,-0.307,1.05,-2.59,-0.7
1743542244.068822,-0.419,-0.854,-0.307,0.98,-2.52,-0.7
1743542244.088822,-0.417,-0.858,-0.306,0.98,-2.59,-0.7
1743542244.347583,-0.423,-0.859,-0.312,0.0,-2.59,-0.49
1743542244.367583,-0.412,-0.85,-0.306,-1.47,-2.66,-0.42
1743542244.387583,-0.413,-0.849,-0.298,1.26,-2.87,-0.7
1743542244.663403,-0.418,-0.862,-0.32,2.38,-2.73,-0.77
1743542244.683403,-0.42,-0.857,-0.305,1.26,-2.45,-0.7
1743542244.703403,-0.416,-0.855,-0.298,0.21,-2.66,-0.7
1743542244.948516,-0.416,-0.854,-0.307,1.26,-2.24,-0.7
1743542244.968516,-0.422,-0.855,-0.307,0.84,-2.59,-0.84
1743542244.988516,-0.427,-0.868,-0.329,2.73,-1.54,-1.12
1743542245.261684,-0.419,-0.854,-0.311,1.12,-2.59,-0.7
1743542245.281684,-0.42,-0.855,-0.302,0.56,-2.52,-0.7
1743542245.301684,-0.422,-0.857,-0.305,0.91,-2.52,-0.63
1743542245.547841,-0.42,-0.856,-0.303,1.05,-2.66,-0.77
1743542245.567841,-0.418,-0.856,-0.303,0.42,-2.87,-0.56
1743542245.587841,-0.422,-0.853,-0.304,0.91,-2.73,-0.63
1743542245.848656,-0.409,-0.862,-0.298,0.35,-3.36,-0.35
1743542245.868656,-0.422,-0.853,-0.304,0.42,-2.59,-0.7
1743542245.888656,-0.43,-0.856,-0.316,-2.8,-3.71,0.0
1743542246.149307,-0.415,-0.855,-0.301,1.19,-2.24,-0.7
1743542246.169307,-0.422,-0.853,-0.307,0.98,-2.52,-0.77
1743542246.189307,-0.422,-0.863,-0.311,0.21,-2.73,-0.7
1743542246.448344,-0.423,-0.854,-0.306,0.77,-2.59,-0.77
1743542246.468344,-0.424,-0.853,-0.298,-0.14,-3.15,-0.42
1743542246.488344,-0.419,-0.854,-0.297,1.19,-2.17,-0.63
