Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
800.0,-1.002,-0.065,0.218,1.286,0.665,-0.507,-1.007,-0.138,0.078,-0.516,-2.161,0.77,-1.005,0.003,0.089,5.468,-0.929,-0.322
820.0,-0.998,-0.053,0.212,1.995,0.64,-0.534,-1.005,-0.142,0.076,0.226,-2.938,0.958,-0.995,0.0,0.09,5.005,-0.885,-0.515
840.0,-0.997,-0.037,0.212,2.691,1.318,-0.42,-1.01,-0.138,0.077,0.323,-3.075,1.261,-0.999,-0.01,0.106,4.474,-0.84,-0.765
860.0,-0.997,-0.04,0.212,1.929,2.115,-0.312,-1.01,-0.135,0.081,0.391,-3.084,1.47,-1.018,-0.022,0.103,5.219,-0.705,-1.019
880.0,-0.996,-0.05,0.213,0.131,2.452,-0.489,-1.009,-0.133,0.082,0.035,-3.043,1.379,-1.026,-0.016,0.103,5.942,-2.313,-1.481
900.0,-0.996,-0.051,0.216,-0.14,1.987,-0.788,-1.013,-0.136,0.081,-0.655,-3.063,1.153,-1.012,-0.018,0.109,6.849,-3.057,-2.478
920.0,-1.005,-0.047,0.212,-0.204,1.792,-0.91,-1.014,-0.143,0.079,-0.153,-3.196,1.402,-1.004,-0.015,0.109,7.459,-3.542,-2.706
940.0,-1.011,-0.043,0.213,-0.593,1.711,-0.889,-1.011,-0.142,0.079,0.823,-2.959,1.637,-0.989,-0.007,0.109,7.087,-3.447,-2.816
960.0,-1.004,-0.041,0.21,-1.106,1.347,-0.691,-1.012,-0.139,0.082,0.896,-2.949,1.581,-0.989,0.001,0.108,6.295,-2.737,-3.472
980.0,-1.001,-0.043,0.208,-1.636,0.477,-0.624,-1.01,-0.131,0.083,-0.286,-3.052,1.238,-1.0,0.004,0.105,4.356,-2.72,-5.013
1000.0,-1.003,-0.051,0.209,-1.809,-0.318,-0.569,-1.009,-0.139,0.08,-0.904,-3.277,1.195,-1.003,0.011,0.103,1.887,-3.499,-6.443
1020.0,-1.005,-0.05,0.206,-1.884,-0.489,-0.356,-1.008,-0.139,0.082,-0.185,-2.996,1.277,-0.998,0.019,0.101,-0.87,-4.005,-7.432
1040.0,-1.002,-0.053,0.205,-2.377,-0.421,-0.28,-1.008,-0.127,0.082,-0.271,-2.667,1.25,-0.997,0.018,0.097,-3.117,-4.06,-7.652
1060.0,-1.003,-0.052,0.198,-2.181,-0.55,-0.419,-1.007,-0.132,0.074,-1.4,-2.8,0.56,-0.999,0.014,0.09,-4.26,-4.049,-7.244
1080.0,-1.002,-0.052,0.213,-1.961,-0.894,-0.281,-1.006,-0.145,0.074,-0.35,-3.5,1.4,-0.997,0.013,0.085,-4.596,-3.775,-6.153
1100.0,-0.998,-0.051,0.203,-2.112,-1.234,-0.38,-1.007,-0.14,0.082,0.55,-3.492,1.605,-1.004,0.013,0.079,-4.318,-3.033,-5.372
1120.0,-1.003,-0.053,0.206,-2.425,-0.826,-0.577,-1.006,-0.132,0.086,-0.243,-2.874,1.235,-1.006,0.013,0.077,-4.221,-3.028,-4.48
1140.0,-1.001,-0.055,0.206,-2.354,-0.975,-0.952,-1.008,-0.128,0.091,-1.75,-2.03,0.682,-1.008,0.016,0.077,-4.789,-3.657,-3.003
1160.0,-1.002,-0.054,0.21,-1.769,-1.447,-0.98,-1.006,-0.14,0.083,-1.686,-2.03,0.421,-0.996,0.01,0.071,-4.884,-3.247,-1.092
1180.0,-1.0,-0.053,0.211,-1.097,-2.143,-0.935,-1.009,-0.149,0.082,-0.311,-2.03,0.767,-0.992,0.011,0.066,-4.761,-2.621,1.075
1200.0,-0.998,-0.051,0.209,-1.071,-2.265,-0.977,-1.006,-0.137,0.083,-0.001,-1.965,0.77,-0.999,0.012,0.067,-4.989,-1.744,2.709
1220.0,-0.998,-0.055,0.205,-1.12,-2.272,-1.171,-1.011,-0.133,0.084,-0.658,-1.754,0.573,-1.005,0.006,0.067,-5.677,-1.683,3.366
1240.0,-0.998,-0.059,0.205,-0.936,-2.415,-1.411,-1.017,-0.137,0.082,-0.901,-2.325,0.493,-1.006,-0.005,0.076,-5.681,-2.028,3.481
1260.0,-0.999,-0.057,0.206,-0.439,-2.45,-1.52,-1.01,-0.136,0.084,-0.828,-2.148,0.662,-0.995,-0.018,0.074,-3.966,-1.886,4.365
1280.0,-0.999,-0.053,0.206,-0.024,-2.354,-1.54,-1.011,-0.138,0.085,-0.354,-1.75,0.597,-0.991,-0.022,0.07,-1.721,-0.943,5.152
1300.0,-0.995,-0.053,0.206,-0.051,-1.86,-1.54,-1.008,-0.136,0.083,-0.401,-1.556,0.508,-0.996,-0.02,0.076,0.619,-0.428,5.598
1320.0,-0.995,-0.054,0.211,-0.21,-1.779,-1.513,-1.008,-0.136,0.08,-0.973,-1.592,0.443,-0.997,-0.013,0.083,0.373,-0.353,5.472
1340.0,-1.0,-0.056,0.212,-0.21,-2.226,-1.492,-1.007,-0.14,0.08,-1.415,-1.515,0.366,-1.006,-0.014,0.088,-1.05,-0.28,4.83
1360.0,-1.001,-0.054,0.207,-0.246,-2.414,-1.54,-1.008,-0.141,0.079,-0.389,-2.253,0.686,-1.002,-0.017,0.089,-3.707,-0.346,4.033
1380.0,-0.999,-0.052,0.206,-0.541,-2.143,-1.559,-1.007,-0.138,0.081,0.367,-2.747,0.851,-1.001,-0.026,0.092,-4.62,-0.42,3.08
1400.0,-1.0,-0.054,0.209,-0.308,-1.906,-1.686,-1.01,-0.138,0.085,0.319,-2.595,0.885,-0.999,-0.032,0.093,-4.97,-0.42,1.89
1420.0,-1.0,-0.054,0.212,-0.004,-2.043,-1.701,-1.016,-0.149,0.083,0.901,-2.903,1.446,-1.01,-0.035,0.096,-5.527,-0.941,0.647
1440.0,-1.0,-0.06,0.21,-0.075,-2.836,-1.61,-1.013,-0.154,0.081,1.608,-2.998,1.841,-1.007,-0.046,0.096,-4.733,-1.691,-0.277
1460.0,-0.997,-0.056,0.205,0.948,-2.592,-1.61,-1.011,-0.143,0.084,1.872,-2.369,1.96,-0.996,-0.045,0.094,-2.942,-2.168,-0.884
1480.0,-0.996,-0.048,0.208,2.45,-1.533,-1.457,-1.008,-0.13,0.085,0.778,-2.022,1.96,-0.994,-0.04,0.092,-1.852,-2.046,-1.327
1500.0,-0.992,-0.052,0.205,2.706,-0.924,-1.223,-1.016,-0.138,0.079,0.544,-3.217,1.944,-1.002,-0.04,0.089,-0.931,-2.076,-2.269
1520.0,-0.994,-0.06,0.21,1.385,-0.556,-1.464,-1.011,-0.136,0.077,0.501,-3.577,1.682,-1.014,-0.047,0.091,0.887,-2.6,-2.906
1540.0,-0.994,-0.057,0.216,1.175,-0.906,-1.747,-1.013,-0.137,0.082,1.162,-4.606,1.745,-1.014,-0.036,0.086,2.401,-3.193,-3.468
1560.0,-0.996,-0.057,0.208,1.77,-0.835,-1.965,-1.007,-0.139,0.086,1.652,-4.083,1.565,-1.005,-0.033,0.082,3.859,-3.13,-3.817
1580.0,-1.0,-0.06,0.207,2.026,-0.706,-2.048,-1.005,-0.13,0.096,0.28,-3.104,1.26,-0.998,-0.02,0.084,4.69,-2.658,-3.52
1600.0,-0.997,-0.06,0.205,1.834,-0.839,-2.232,-1.01,-0.142,0.085,0.28,-2.73,1.26,-1.001,-0.018,0.095,4.061,-2.912,-3.173
1620.0,-0.995,-0.055,0.202,1.169,-0.764,-2.38,-1.008,-0.147,0.082,1.846,-2.669,1.785,-1.0,-0.029,0.104,3.92,-3.447,-2.499
1640.0,-0.997,-0.053,0.206,0.913,-0.635,-2.375,-1.004,-0.137,0.08,3.845,-3.92,2.589,-0.992,-0.033,0.101,6.049,-3.43,-2.161
1660.0,-0.992,-0.052,0.206,1.044,-0.899,-2.072,-1.006,-0.125,0.089,2.568,-3.801,2.238,-0.994,-0.026,0.1,8.228,-3.399,-2.734
1680.0,-0.994,-0.057,0.209,0.59,-0.713,-1.852,-1.001,-0.13,0.089,1.568,-3.671,1.684,-1.002,-0.016,0.106,8.413,-4.074,-4.168
1700.0,-1.001,-0.06,0.212,0.56,-1.034,-1.626,-1.013,-0.145,0.092,0.299,-3.148,1.335,-1.003,-0.006,0.105,6.342,-5.238,-5.59
1720.0,-1.003,-0.06,0.215,1.314,-1.088,-1.354,-1.01,-0.146,0.089,1.564,-2.269,1.689,-0.995,-0.01,0.098,4.966,-5.58,-6.165
1740.0,-1.002,-0.058,0.207,1.33,-0.785,-1.109,-1.005,-0.143,0.083,2.71,-2.647,2.161,-0.996,-0.014,0.096,4.791,-5.573,-6.113
1760.0,-0.995,-0.056,0.202,1.122,0.075,-0.991,-1.004,-0.125,0.084,1.945,-2.483,1.647,-1.001,-0.023,0.091,5.701,-5.736,-5.155
1780.0,-0.99,-0.057,0.207,1.339,0.455,-0.819,-1.006,-0.121,0.091,-1.336,-2.542,0.716,-1.003,-0.026,0.082,7.433,-5.559,-3.824
1800.0,-0.99,-0.061,0.211,1.788,0.828,-0.725,-1.008,-0.139,0.084,-1.36,-2.782,0.362,-0.998,-0.024,0.079,9.235,-5.118,-2.885
1820.0,-0.995,-0.062,0.21,2.13,0.862,-0.646,-1.007,-0.137,0.086,-0.455,-2.691,0.711,-0.999,-0.012,0.079,9.798,-4.761,-2.188
1840.0,-0.999,-0.058,0.208,2.007,0.84,-0.714,-1.002,-0.133,0.089,1.027,-2.765,0.9,-1.0,-0.002,0.085,7.91,-5.04,-1.96
1860.0,-0.997,-0.053,0.206,1.549,0.904,-0.926,-1.005,-0.128,0.091,0.877,-3.325,0.722,-0.995,-0.001,0.075,5.55,-4.309,-1.555
1880.0,-0.996,-0.051,0.207,1.122,1.16,-0.911,-1.005,-0.132,0.09,-0.539,-2.918,0.341,-0.994,-0.004,0.07,4.141,-3.54,-1.331
1900.0,-0.998,-0.052,0.207,0.842,1.08,-0.796,-1.006,-0.14,0.087,-0.583,-2.857,0.398,-0.992,0.005,0.078,2.155,-2.671,-1.655
1920.0,-1.002,-0.054,0.204,0.627,0.491,-0.79,-1.007,-0.137,0.088,-0.304,-2.95,0.428,-0.996,0.005,0.08,-1.055,-2.593,-2.45
1940.0,-1.001,-0.054,0.199,0.376,0.21,-0.826,-1.007,-0.132,0.09,-0.538,-2.907,0.12,-0.994,-0.007,0.083,-2.076,-3.193,-2.45
1960.0,-0.998,-0.05,0.205,0.221,0.114,-0.749,-1.013,-0.143,0.089,0.688,-3.467,0.52,-0.98,-0.031,0.087,0.231,-2.55,-1.58
1980.0,-1.001,-0.049,0.214,0.356,-0.508,-0.623,-1.018,-0.146,0.092,2.38,-3.757,1.12,-0.993,-0.028,0.085,3.553,-1.529,-0.649
2000.0,-1.003,-0.055,0.217,0.555,-0.996,-0.32,-1.012,-0.135,0.098,1.805,-2.992,0.867,-1.011,-0.026,0.094,5.736,-1.471,-0.289
2020.0,-0.999,-0.055,0.208,0.34,-1.077,-0.236,-1.008,-0.129,0.099,0.453,-2.228,0.281,-1.014,-0.013,0.1,5.878,-2.171,-0.4
2040.0,-1.003,-0.056,0.206,0.01,-1.531,-0.579,-1.008,-0.134,0.098,-1.497,-1.517,-0.021,-1.008,-0.005,0.093,4.103,-2.959,-0.489
2060.0,-1.002,-0.052,0.206,0.172,-2.588,-0.77,-1.006,-0.138,0.089,-1.96,-1.141,-0.34,-0.998,-0.007,0.092,2.226,-3.214,-0.148
2080.0,-1.001,-0.05,0.204,0.936,-2.52,-0.768,-1.017,-0.135,0.086,-0.927,-1.456,0.751,-0.998,-0.02,0.091,2.286,-3.103,0.73
2100.0,-0.999,-0.054,0.209,1.405,-2.559,-0.572,-1.022,-0.137,0.092,0.097,-2.622,1.62,-0.995,-0.024,0.086,2.931,-2.621,1.989
2120.0,-0.991,-0.057,0.201,1.889,-2.862,-0.704,-1.01,-0.138,0.09,0.866,-3.247,1.065,-1.0,-0.021,0.082,3.007,-1.836,2.62
2140.0,-0.988,-0.055,0.197,1.516,-1.414,-0.767,-1.008,-0.127,0.088,0.724,-3.345,0.215,-1.003,-0.014,0.09,2.087,-1.356,2.447
2160.0,-0.998,-0.057,0.211,0.893,-0.564,-0.424,-1.011,-0.136,0.089,-0.316,-3.769,-0.319,-1.001,-0.01,0.094,-0.457,-1.285,1.641
2180.0,-1.002,-0.061,0.207,0.636,-1.405,-1.143,-1.017,-0.145,0.089,1.19,-4.55,0.07,-0.992,-0.013,0.092,-2.102,-1.0,0.84
2200.0,-0.991,-0.063,0.207,1.137,-1.576,-1.257,-1.003,-0.138,0.096,1.564,-2.978,-0.032,-0.994,-0.015,0.095,-3.479,-0.91,0.636
2220.0,-0.997,-0.063,0.207,1.19,-1.96,-0.98,-1.002,-0.133,0.099,1.743,-2.371,-0.252,-0.999,-0.02,0.094,-4.495,-1.037,0.934
2240.0,-0.993,-0.069,0.193,-0.061,-1.955,-0.91,-0.96,-0.138,0.099,-1.174,0.335,-0.908,-0.998,-0.03,0.093,-4.395,-1.25,2.095
2260.0,-0.988,-0.062,0.197,2.193,-0.815,-0.91,-0.998,-0.15,0.092,1.19,-1.96,-0.63,-0.999,-0.031,0.095,-3.819,-1.544,3.184
2280.0,-0.997,-0.063,0.201,4.354,-0.17,-0.799,-1.002,-0.134,0.098,0.647,-1.345,-0.829,-1.001,-0.041,0.102,-2.524,-1.67,3.998
2300.0,-0.994,-0.072,0.203,3.105,-0.28,-0.701,-1.012,-0.153,0.09,1.453,-2.085,-0.133,-1.015,-0.054,0.097,0.725,-1.627,4.854
2320.0,-0.999,-0.067,0.217,2.465,-0.213,-0.901,-1.009,-0.147,0.091,1.456,-2.034,0.347,-1.016,-0.051,0.097,4.666,-2.202,4.915
2340.0,-1.002,-0.068,0.214,2.982,-0.407,-0.647,-1.009,-0.141,0.09,0.513,-2.236,0.213,-1.007,-0.041,0.102,6.954,-2.805,4.616
2360.0,-1.004,-0.067,0.211,3.505,-0.42,-1.057,-1.009,-0.139,0.094,-0.385,-2.24,0.21,-0.999,-0.035,0.103,7.121,-2.971,4.41
2380.0,-1.0,-0.066,0.205,3.913,-0.827,-1.304,-1.004,-0.143,0.09,-0.558,-2.298,-0.062,-0.997,-0.027,0.102,6.347,-2.964,4.045
2400.0,-0.991,-0.06,0.198,3.712,-0.334,-1.71,-1.015,-0.141,0.095,-0.56,-2.782,0.324,-1.002,-0.026,0.099,4.329,-2.661,2.932
2420.0,-0.992,-0.051,0.201,3.599,0.463,-1.903,-1.018,-0.152,0.093,0.07,-3.01,0.91,-1.008,-0.027,0.099,2.872,-2.479,1.428
2440.0,-1.001,-0.041,0.206,3.46,0.393,-2.161,-1.01,-0.149,0.098,-0.069,-2.879,1.462,-1.01,-0.024,0.098,1.619,-2.375,-0.831
2460.0,-1.01,-0.042,0.205,3.018,-0.641,-2.613,-1.009,-0.143,0.091,0.555,-2.596,1.54,-1.018,-0.021,0.098,-0.185,-2.642,-3.573
2480.0,-1.018,-0.043,0.203,2.366,-1.927,-3.025,-1.013,-0.14,0.094,0.057,-2.524,1.354,-1.027,-0.018,0.103,-1.888,-4.213,-6.193
2500.0,-1.025,-0.037,0.199,2.33,-3.227,-3.792,-1.012,-0.155,0.091,-0.275,-2.579,1.57,-1.024,-0.017,0.109,-3.008,-5.573,-8.122
2520.0,-1.026,-0.032,0.196,2.481,-5.052,-4.502,-1.002,-0.146,0.096,-0.64,-2.291,2.065,-1.021,-0.026,0.111,-3.789,-7.455,-8.537
2540.0,-1.01,-0.035,0.189,2.553,-7.046,-4.865,-1.002,-0.13,0.099,-3.028,-1.364,1.999,-1.016,-0.035,0.109,-2.514,-9.4,-7.333
2560.0,-0.983,-0.033,0.185,2.647,-7.142,-4.949,-1.007,-0.145,0.085,-4.681,-1.811,1.877,-1.014,-0.046,0.096,1.755,-10.355,-4.793
2580.0,-0.976,-0.034,0.193,2.928,-5.938,-4.771,-1.019,-0.135,0.082,-5.02,-2.37,1.559,-1.014,-0.049,0.083,6.136,-10.748,-2.584
2600.0,-0.984,-0.046,0.213,4.039,-4.413,-4.251,-1.015,-0.14,0.081,-4.168,-2.892,0.398,-1.002,-0.039,0.08,9.076,-10.952,-1.034
2620.0,-0.987,-0.049,0.213,5.808,-3.906,-3.769,-1.01,-0.143,0.083,-1.878,-3.746,-0.845,-0.978,-0.036,0.068,11.677,-10.226,-0.248
2640.0,-0.97,-0.051,0.209,7.736,-2.743,-3.289,-1.015,-0.146,0.096,-0.603,-4.791,-1.12,-0.966,-0.035,0.05,14.265,-8.257,-0.085
2660.0,-0.96,-0.052,0.213,9.246,1.26,-2.474,-1.014,-0.146,0.099,0.645,-4.92,-1.15,-0.967,-0.032,0.045,15.917,-6.466,-0.429
2680.0,-0.972,-0.053,0.226,9.721,4.492,-1.678,-1.021,-0.127,0.095,-0.517,-4.935,-2.158,-0.97,-0.029,0.045,16.45,-4.859,-1.879
2700.0,-0.984,-0.049,0.224,10.087,6.28,-1.538,-1.019,-0.144,0.092,-0.485,-5.383,-2.739,-0.973,-0.025,0.036,16.291,-1.549,-4.346
2720.0,-0.978,-0.032,0.204,10.243,7.949,-1.839,-1.056,-0.106,0.104,-0.94,-8.147,-1.429,-0.992,-0.018,0.031,14.622,0.371,-7.775
2740.0,-0.974,-0.017,0.197,10.08,9.742,-2.392,-1.061,-0.136,0.105,-0.131,-8.643,-0.66,-0.994,-0.012,0.042,11.406,1.122,-11.061
2760.0,-0.978,-0.012,0.196,9.094,11.039,-3.084,-1.03,-0.185,0.046,1.174,-7.327,-1.783,-0.988,-0.016,0.045,7.959,2.258,-13.671
2780.0,-0.99,-0.013,0.197,7.512,12.378,-3.674,-1.016,-0.182,0.027,2.38,-6.484,-1.909,-0.991,-0.021,0.04,5.883,3.412,-15.199
2800.0,-0.999,-0.018,0.201,6.721,13.038,-4.502,-1.008,-0.166,0.092,6.72,-5.135,0.179,-1.005,-0.029,0.039,4.359,4.722,-16.482
2820.0,-0.994,-0.026,0.199,7.355,12.697,-5.814,-1.016,-0.159,0.092,9.602,-4.806,1.235,-1.023,-0.04,0.055,3.419,5.435,-17.37
2840.0,-0.994,-0.036,0.192,8.129,12.207,-7.448,-1.01,-0.145,0.107,9.904,-4.642,1.214,-1.036,-0.053,0.079,3.314,4.632,-17.638
2860.0,-1.007,-0.059,0.189,8.444,11.693,-9.362,-0.979,-0.123,0.134,4.782,-1.948,-0.645,-1.026,-0.061,0.089,6.58,3.36,-17.57
2880.0,-1.003,-0.083,0.182,6.818,14.038,-11.651,-1.009,-0.151,0.137,0.642,-0.662,-2.509,-1.009,-0.071,0.099,10.29,2.45,-16.38
2900.0,-0.997,-0.091,0.185,5.812,14.167,-13.912,-0.999,-0.123,0.146,-1.666,5.703,-3.253,-0.988,-0.065,0.106,12.989,2.823,-13.929
2920.0,-0.971,-0.1,0.162,6.978,12.776,-14.435,-1.01,-0.149,0.128,-5.471,9.865,-5.597,-0.987,-0.072,0.124,14.84,3.43,-10.64
2940.0,-0.972,-0.144,0.152,9.738,13.404,-13.407,-1.025,-0.187,0.145,-7.342,15.798,-5.433,-0.992,-0.081,0.131,16.87,3.99,-6.58
2960.0,-1.01,-0.178,0.161,10.254,14.163,-12.524,-1.015,-0.21,0.141,-9.519,20.232,-4.809,-0.993,-0.087,0.128,18.504,5.698,-4.081
2980.0,-1.047,-0.187,0.174,7.982,11.699,-11.946,-0.934,-0.273,0.12,-4.13,22.05,-7.42,-1.006,-0.084,0.138,20.365,5.81,-2.568
3000.0,-1.044,-0.183,0.159,8.671,10.782,-11.515,-0.963,-0.258,0.046,6.781,21.816,-7.731,-1.006,-0.064,0.163,18.269,5.61,-1.455
3020.0,-1.049,-0.182,0.159,10.848,8.56,-10.139,-1.002,-0.224,0.086,4.195,19.562,-10.206,-0.997,-0.085,0.183,14.635,4.973,0.403
3040.0,-1.04,-0.172,0.164,10.08,6.09,-8.12,-1.12,-0.226,0.171,-0.558,8.178,-18.395,-0.985,-0.126,0.189,16.636,5.816,3.628
3060.0,-1.029,-0.164,0.173,6.244,5.436,-5.316,-1.052,-0.142,0.072,0.407,-2.576,-14.973,-0.937,-0.151,0.208,27.408,8.526,7.659
3080.0,-1.026,-0.148,0.188,4.184,0.566,-2.434,-0.904,-0.15,0.183,-12.737,-1.77,-6.957,-0.929,-0.101,0.209,31.069,9.587,8.747
