Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
260.0,-0.991,0.005,0.194,-0.87,-6.004,0.475,-1.01,0.078,0.182,-1.7,3.777,0.375,-0.989,0.177,0.215,-58.354,-14.888,-13.514
280.0,-0.997,0.01,0.195,-0.867,-6.329,0.055,-1.009,0.083,0.18,-0.718,3.395,0.773,-0.974,0.11,0.223,-72.333,-14.507,-14.13
300.0,-0.998,0.015,0.193,-0.8,-6.126,-0.009,-1.006,0.084,0.178,-0.269,2.897,0.689,-0.974,0.047,0.259,-67.421,-13.743,-14.07
320.0,-1.0,0.017,0.195,-0.305,-4.983,0.449,-1.005,0.081,0.179,0.311,2.392,0.63,-0.969,0.052,0.301,-58.623,-12.768,-12.972
340.0,-0.999,0.012,0.198,0.725,-5.063,0.809,-1.005,0.082,0.18,0.997,2.31,0.551,-0.97,0.084,0.31,-53.833,-12.516,-9.411
360.0,-1.001,0.007,0.201,1.276,-4.989,0.716,-1.003,0.089,0.184,0.982,2.526,0.566,-0.998,0.159,0.306,-54.192,-15.303,-5.665
380.0,-1.009,0.002,0.206,1.3,-5.203,0.248,-1.002,0.092,0.18,0.414,2.767,0.455,-1.004,0.181,0.328,-65.874,-19.511,-2.769
400.0,-1.018,0.005,0.211,1.596,-7.026,-0.619,-1.004,0.088,0.174,-0.08,2.885,0.294,-1.002,0.187,0.37,-79.089,-25.483,-0.088
420.0,-1.022,0.009,0.209,2.484,-9.004,-0.911,-1.004,0.086,0.175,-0.415,3.226,0.463,-1.005,0.203,0.374,-91.513,-31.32,3.371
440.0,-1.021,0.008,0.206,3.11,-10.865,-0.821,-1.006,0.087,0.172,-0.596,3.286,0.669,-1.02,0.172,0.353,-97.76,-36.33,8.693
460.0,-1.019,0.013,0.208,3.404,-12.543,-1.727,-1.01,0.09,0.166,-0.916,2.818,0.682,-1.02,0.142,0.343,-92.859,-40.815,14.41
480.0,-1.015,0.027,0.204,2.469,-14.521,-2.471,-1.014,0.082,0.159,-1.165,1.918,0.468,-1.036,0.177,0.33,-98.344,-49.842,17.225
500.0,-1.028,0.036,0.218,2.677,-15.221,-2.545,-1.01,0.08,0.159,-0.683,1.114,0.436,-1.002,0.068,0.327,-112.905,-53.767,18.023
520.0,-0.967,-0.004,0.208,2.763,-20.448,-3.783,-1.008,0.08,0.16,-0.285,0.608,0.618,-0.983,-0.039,0.324,-103.927,-55.209,18.497
540.0,-0.897,-0.009,0.189,1.55,-13.465,-6.611,-1.007,0.081,0.156,-0.356,0.04,0.77,-0.978,-0.017,0.372,-89.035,-58.291,20.42
560.0,-1.003,0.016,0.256,5.45,-14.675,-4.613,-1.011,0.087,0.161,-0.629,-0.59,0.694,-0.927,-0.023,0.343,-78.146,-55.087,23.299
580.0,-0.998,0.026,0.221,3.358,-11.298,-4.41,-1.011,0.081,0.156,-0.409,-1.147,0.491,-0.952,-0.016,0.294,-75.572,-54.301,21.06
600.0,-0.943,-0.002,0.298,0.42,-12.46,-4.83,-1.015,0.078,0.157,-0.211,-1.61,0.71,-0.98,-0.032,0.32,-91.308,-56.789,18.735
620.0,-0.911,0.004,0.225,4.309,-13.461,-7.183,-1.005,0.084,0.162,-0.478,-1.61,0.886,-0.95,-0.182,0.331,-91.021,-55.752,13.34
640.0,-0.943,0.05,0.244,-0.711,1.856,-3.281,-1.006,0.079,0.163,-0.431,-1.339,1.047,-0.866,-0.269,0.251,-43.361,-49.521,5.892
660.0,-1.006,-0.001,0.343,0.621,2.586,-2.117,-1.011,0.083,0.157,-0.118,-1.704,1.05,-0.833,-0.067,0.257,-14.776,-44.024,4.106
680.0,-1.028,-0.01,0.32,7.641,-0.025,-2.417,-1.011,0.082,0.157,-0.235,-2.463,0.995,-0.854,-0.005,0.402,-52.946,-39.599,2.825
700.0,-0.999,0.005,0.284,8.034,-0.095,-1.85,-1.009,0.083,0.159,-0.152,-2.895,0.98,-0.868,-0.172,0.431,-65.701,-30.519,5.618
720.0,-0.968,0.006,0.254,7.121,2.262,-0.919,-1.012,0.08,0.159,-0.276,-3.185,1.184,-0.885,-0.155,0.424,-46.617,-24.268,5.874
740.0,-0.972,0.001,0.263,5.4,5.976,-1.161,-1.013,0.082,0.158,-0.28,-3.701,1.104,-0.897,-0.084,0.428,-37.617,-24.054,3.666
760.0,-0.974,0.006,0.269,3.819,8.217,-1.804,-1.012,0.084,0.161,-0.367,-4.015,0.88,-0.875,-0.089,0.467,-41.506,-23.032,1.679
780.0,-0.988,0.011,0.277,4.222,6.081,-1.613,-1.008,0.086,0.16,-0.539,-4.104,0.84,-0.862,-0.131,0.483,-43.279,-19.796,3.349
800.0,-0.983,0.016,0.265,4.648,6.823,-1.288,-1.009,0.085,0.161,-0.48,-4.439,0.708,-0.864,-0.116,0.48,-39.636,-17.493,6.202
820.0,-0.984,0.015,0.263,4.426,8.499,-1.118,-1.008,0.083,0.163,-0.121,-4.649,0.421,-0.862,-0.081,0.472,-38.196,-17.882,6.085
840.0,-0.994,0.019,0.262,4.763,9.351,-0.909,-1.006,0.081,0.163,-0.023,-4.726,0.425,-0.858,-0.117,0.476,-38.467,-19.133,2.363
860.0,-1.0,0.023,0.251,4.739,9.59,-0.545,-1.007,0.083,0.163,-0.224,-4.814,0.455,-0.849,-0.147,0.536,-36.312,-12.91,0.083
880.0,-0.999,0.015,0.25,3.285,9.8,-0.56,-1.008,0.08,0.165,-0.12,-5.145,0.467,-0.84,-0.142,0.558,-28.341,-7.786,0.296
900.0,-1.002,0.007,0.265,2.871,9.99,-0.587,-1.007,0.078,0.167,0.19,-5.463,0.723,-0.77,-0.092,0.534,-25.529,-9.131,3.065
920.0,-1.001,0.006,0.268,3.456,9.157,-0.676,-1.01,0.081,0.166,0.062,-5.68,0.812,-0.839,-0.084,0.527,-23.696,-1.983,3.043
940.0,-0.99,0.011,0.256,3.317,8.217,-0.652,-1.012,0.078,0.168,-0.128,-5.946,0.676,-0.85,-0.099,0.529,-23.46,0.109,3.518
960.0,-0.981,0.017,0.231,2.315,7.412,-0.736,-1.01,0.077,0.168,0.064,-6.202,0.591,-0.851,-0.128,0.518,-17.767,1.791,4.673
980.0,-0.973,0.019,0.218,0.309,7.734,-1.389,-1.005,0.08,0.171,0.321,-6.212,0.526,-0.843,-0.133,0.501,-10.584,2.786,5.57
1000.0,-0.975,0.025,0.239,-1.78,11.098,-1.655,-1.004,0.083,0.178,0.265,-5.979,0.508,-0.838,-0.128,0.488,-1.05,6.58,6.37
1020.0,-1.018,0.036,0.277,-1.775,11.11,-1.253,-1.007,0.082,0.175,-0.225,-5.972,0.586,-0.851,-0.097,0.483,1.398,9.007,6.693
1040.0,-1.021,0.025,0.274,-1.283,9.22,-0.631,-1.007,0.074,0.174,-0.313,-6.061,0.805,-0.854,-0.101,0.456,7.058,12.725,7.131
1060.0,-1.013,0.024,0.258,-1.101,9.185,-0.169,-1.005,0.073,0.181,-0.1,-5.997,1.119,-0.864,-0.069,0.458,5.466,13.433,5.956
1080.0,-1.008,0.022,0.241,-1.257,9.769,0.253,-1.002,0.079,0.183,-0.141,-5.59,1.23,-0.869,-0.101,0.472,7.084,16.654,7.75
1100.0,-0.996,0.022,0.217,-1.19,10.636,-0.347,-1.004,0.082,0.18,-0.313,-5.472,1.26,-0.862,-0.112,0.501,9.965,22.264,11.177
1120.0,-1.003,0.014,0.222,-2.927,10.206,-0.476,-1.011,0.081,0.177,-0.377,-5.672,1.206,-0.885,-0.115,0.465,18.374,28.081,13.43
1140.0,-0.992,0.004,0.19,-2.413,6.459,-3.275,-1.008,0.073,0.183,-0.223,-6.001,1.124,-0.866,-0.098,0.425,30.263,33.108,13.035
1160.0,-1.008,0.035,0.229,-1.37,6.787,-2.665,-1.005,0.083,0.187,0.132,-5.929,1.177,-0.867,-0.109,0.395,44.628,37.514,8.836
1180.0,-0.994,0.026,0.172,-0.77,-1.33,-3.15,-1.004,0.09,0.186,-0.01,-5.855,0.641,-0.889,-0.113,0.371,60.909,52.165,10.303
1200.0,-0.96,0.054,0.128,-6.37,5.924,-4.27,-1.002,0.08,0.186,-0.538,-5.608,0.147,-0.927,-0.206,0.32,109.18,53.092,3.401
1220.0,-1.016,0.048,0.204,-9.197,10.729,-4.312,-0.998,0.08,0.191,-0.09,-5.132,0.175,-0.923,-0.229,0.26,163.571,59.455,3.948
1240.0,-1.026,0.016,0.206,-6.955,4.135,-6.488,-0.995,0.083,0.195,0.127,-4.204,-0.282,-0.92,-0.168,0.181,222.759,77.038,2.873
1260.0,-1.001,0.045,0.168,-9.151,3.029,-5.134,-0.993,0.082,0.199,-0.734,-2.875,-0.626,-0.948,-0.075,0.102,269.211,82.864,0.183
1280.0,-0.99,0.021,0.173,-12.813,3.349,-5.854,-1.0,0.082,0.203,-1.168,-1.846,-0.872,-0.992,0.06,0.074,278.06,82.373,1.024
1300.0,-1.021,0.02,0.234,-14.108,2.82,-4.668,-0.992,0.089,0.2,-0.422,-0.541,-1.321,-1.046,0.229,0.117,268.74,75.08,3.402
1320.0,-1.016,-0.004,0.258,-11.311,0.229,-3.724,-0.993,0.071,0.2,-0.483,1.145,-2.13,-1.05,0.189,0.362,251.882,70.637,2.87
1340.0,-1.031,-0.036,0.256,-7.441,-4.794,-4.231,-0.996,0.093,0.197,-0.356,2.013,-2.777,-0.996,0.154,0.279,245.337,85.092,0.75
1360.0,-1.032,-0.04,0.2,-2.136,-8.631,-6.729,-0.991,0.087,0.201,-1.378,3.27,-4.289,-0.941,0.396,0.139,182.495,89.629,-8.603
1380.0,-1.008,0.009,0.145,-2.847,-5.518,-7.172,-0.992,0.083,0.204,-1.4,5.395,-5.209,-0.925,0.329,0.302,132.15,74.976,-22.614
1400.0,-0.993,0.048,0.163,-5.129,-4.898,-5.719,-1.0,0.07,0.183,-1.333,6.59,-5.658,-1.077,0.077,0.818,193.352,63.761,-5.92
1420.0,-0.981,0.027,0.153,-3.151,-2.091,-3.119,-1.004,0.077,0.182,-3.261,6.786,-5.298,-1.369,1.178,0.403,119.073,60.854,28.746
1440.0,-0.991,-0.02,0.152,2.45,0.418,-3.007,-1.021,0.062,0.16,-3.635,5.9,-5.135,-0.914,0.707,0.373,-103.031,-52.023,-3.19
1460.0,-1.007,-0.035,0.164,2.795,2.634,-4.143,-1.028,0.037,0.148,-2.601,3.784,-4.877,-0.747,-0.078,-0.006,-49.161,30.333,-8.237
1480.0,-1.009,-0.021,0.185,-3.29,3.09,-5.197,-1.022,0.019,0.149,-1.039,1.852,-3.434,-1.114,0.437,0.016,-67.157,-15.495,-4.747
1500.0,-1.001,-0.008,0.195,-7.913,3.07,-5.236,-1.028,0.118,0.163,-0.912,-0.636,-4.31,-0.977,0.178,-0.01,-93.863,-8.849,-8.629
1520.0,-0.988,-0.01,0.198,-8.934,3.526,-5.035,-1.037,0.05,0.136,-2.538,-3.829,-4.754,-0.99,0.048,-0.003,-62.465,-18.732,-3.548
1540.0,-0.98,-0.015,0.197,-6.317,3.755,-4.328,-1.009,0.017,0.17,-0.005,-4.739,-3.725,-0.904,0.071,0.014,-34.743,-10.2,-0.21
1560.0,-1.002,-0.011,0.2,-4.57,3.774,-3.666,-1.003,0.023,0.169,2.274,-4.421,-1.994,-0.935,0.054,-0.02,-13.382,-5.146,-0.21
1580.0,-1.022,-0.005,0.203,-5.131,2.813,-2.498,-1.006,0.071,0.165,1.53,-5.103,-1.338,-0.937,0.102,-0.026,-2.591,-3.891,-0.156
1600.0,-1.026,-0.007,0.202,-6.62,1.218,-1.325,-1.018,0.078,0.173,-1.069,-5.851,-2.558,-0.971,0.219,0.015,-14.825,-0.711,0.454
1620.0,-1.007,-0.02,0.179,-4.917,0.477,-0.647,-1.009,0.066,0.179,-1.433,-5.623,-4.146,-1.007,0.164,0.111,-34.777,-4.772,0.049
1640.0,-0.985,-0.039,0.161,-3.868,1.834,-0.446,-0.998,0.035,0.182,-0.212,-4.608,-3.81,-0.982,0.056,0.142,-27.877,-1.874,3.098
1660.0,-0.986,-0.056,0.169,-5.12,3.211,-0.934,-1.008,0.039,0.174,0.018,-4.443,-2.633,-1.01,0.037,0.18,-9.168,-0.838,5.912
1680.0,-0.997,-0.06,0.191,-5.267,2.981,-2.239,-1.012,0.043,0.17,-0.952,-4.573,-2.449,-1.021,0.092,0.217,-3.7,-4.25,4.173
1700.0,-0.992,-0.059,0.187,-3.446,2.849,-2.691,-1.006,0.048,0.182,-1.053,-4.67,-2.708,-0.974,0.09,0.228,-10.67,-6.411,3.481
1720.0,-0.989,-0.057,0.182,-0.994,3.331,-2.392,-1.004,0.052,0.185,-0.625,-4.587,-3.17,-0.971,0.078,0.224,-12.284,-5.963,-1.017
1740.0,-0.993,-0.054,0.175,-0.096,2.65,-2.577,-1.01,0.04,0.177,-0.548,-4.276,-3.414,-0.949,0.08,0.203,-6.969,-2.611,-2.02
1760.0,-1.006,-0.035,0.189,-0.322,3.964,-2.582,-1.009,0.026,0.181,-0.516,-4.076,-3.106,-0.987,0.129,0.175,-3.505,-1.05,-0.705
1780.0,-1.017,-0.039,0.154,2.051,0.616,-0.967,-0.999,0.027,0.189,0.188,-3.558,-2.63,-0.978,0.137,0.142,-4.27,-1.05,-1.4
1800.0,-0.999,-0.04,0.145,-1.179,7.403,-0.934,-0.998,0.035,0.186,0.578,-2.704,-2.436,-0.98,0.149,0.137,-3.946,-1.633,-0.493
1820.0,-1.021,-0.056,0.202,-4.368,6.064,-1.967,-1.006,0.04,0.181,0.107,-2.333,-2.564,-0.981,0.157,0.118,-8.248,-0.488,-0.927
1840.0,-1.008,-0.047,0.188,0.771,4.367,-2.145,-1.008,0.042,0.184,0.165,-1.987,-3.088,-1.107,0.138,0.103,-4.925,-0.714,-1.378
1860.0,-0.993,-0.043,0.161,4.666,4.872,-1.356,-1.006,0.031,0.185,0.463,-1.484,-3.117,-1.022,0.127,0.112,-2.794,-1.403,-0.475
1880.0,-0.978,-0.056,0.145,3.822,7.83,-2.154,-1.005,0.015,0.18,0.819,-1.267,-2.429,-0.998,0.124,0.118,-0.761,-2.316,0.129
1900.0,-0.986,-0.054,0.147,2.31,10.15,-3.15,-1.004,0.015,0.179,0.96,-1.03,-1.707,-0.995,0.12,0.129,1.772,-5.112,0.945
1920.0,-1.002,-0.054,0.155,1.976,10.532,-3.219,-1.002,0.04,0.187,0.429,-0.188,-1.736,-0.982,0.135,0.143,0.828,-4.188,2.392
1940.0,-0.992,-0.062,0.145,5.304,11.956,-3.043,-1.001,0.039,0.184,-0.128,0.506,-2.521,-0.983,0.098,0.164,4.933,-4.401,1.404
1960.0,-0.99,-0.061,0.136,8.47,14.557,-2.45,-1.009,0.028,0.175,-0.417,0.63,-2.915,-0.981,0.105,0.163,8.951,-3.504,-0.079
1980.0,-0.989,-0.068,0.143,10.03,16.331,-2.45,-1.016,0.03,0.171,-0.558,0.553,-2.914,-1.0,0.149,0.17,3.96,-5.155,-1.34
2000.0,-1.006,-0.083,0.136,12.298,14.736,-3.5,-1.021,0.013,0.163,-0.473,-0.173,-2.601,-0.995,0.143,0.165,-3.61,-5.144,-1.673
2020.0,-1.016,-0.076,0.139,11.667,17.063,-3.982,-1.016,0.007,0.166,0.315,-1.08,-1.763,-0.979,0.126,0.157,-5.133,-3.989,-0.457
2040.0,-1.019,-0.079,0.154,12.051,16.028,-5.028,-1.019,0.012,0.158,-0.032,-2.266,-0.646,-0.98,0.117,0.156,-2.416,-0.195,-0.441
2060.0,-1.006,-0.082,0.15,15.535,15.482,-5.052,-1.025,0.0,0.154,0.152,-4.115,0.317,-1.0,0.135,0.17,-3.06,0.218,-2.593
2080.0,-0.997,-0.088,0.127,20.738,16.227,-4.978,-1.022,0.0,0.16,1.944,-5.714,1.384,-1.003,0.145,0.187,-17.605,-3.086,-6.467
2100.0,-1.009,-0.091,0.124,20.878,16.245,-5.281,-1.022,0.001,0.162,3.57,-7.375,1.856,-0.997,0.082,0.176,-19.123,-4.028,-8.6
2120.0,-1.034,-0.089,0.134,18.852,15.157,-5.39,-1.029,0.002,0.159,4.243,-9.429,2.044,-0.989,0.08,0.182,-11.826,-2.998,-8.185
2140.0,-1.041,-0.062,0.138,16.389,13.352,-4.42,-1.031,0.0,0.171,6.445,-11.911,3.036,-0.975,0.097,0.193,-9.572,-1.922,-7.57
2160.0,-1.023,-0.06,0.136,17.244,11.941,-2.385,-1.03,-0.003,0.183,8.625,-14.017,3.911,-0.974,0.102,0.197,-10.904,-2.045,-7.651
2180.0,-1.022,-0.078,0.131,19.618,9.278,-0.605,-1.012,-0.018,0.168,9.547,-13.93,3.865,-0.991,0.092,0.22,-10.205,-3.574,-7.887
2200.0,-1.017,-0.082,0.098,19.607,7.682,-0.069,-1.018,-0.007,0.17,10.066,-15.288,3.742,-0.987,0.075,0.235,-6.445,-4.261,-8.095
2220.0,-1.007,-0.069,0.085,16.157,6.685,0.051,-1.034,-0.018,0.176,11.442,-15.369,2.465,-0.985,0.065,0.245,2.336,-4.394,-6.599
2240.0,-1.011,-0.044,0.096,12.463,5.173,0.82,-0.983,-0.021,0.16,17.234,-13.981,2.222,-0.956,0.093,0.234,16.066,-0.993,-3.261
2260.0,-1.02,-0.041,0.107,11.483,2.798,2.8,-1.001,0.003,0.206,20.857,-18.413,4.545,-0.955,0.19,0.197,19.537,-0.589,1.013
2280.0,-1.027,-0.055,0.102,11.343,0.307,3.493,-0.98,0.055,0.215,22.4,-17.36,7.07,-0.954,0.207,0.173,15.026,0.541,3.926
2300.0,-1.035,-0.057,0.098,8.965,-2.352,3.738,-0.973,0.041,0.233,20.51,-16.94,8.12,-0.95,0.225,0.184,10.192,0.22,5.576
2320.0,-1.036,-0.042,0.082,3.861,-6.42,3.71,-0.964,0.1,0.267,15.75,-14.98,12.53,-0.954,0.212,0.175,7.038,0.488,5.6
2340.0,-1.045,-0.006,0.1,0.412,-7.395,4.405,-0.96,0.046,0.272,11.13,-12.88,15.26,-0.957,0.209,0.17,5.394,0.143,4.925
2360.0,-1.058,0.008,0.126,1.66,-10.113,7.909,-0.948,0.121,0.29,6.3,-9.73,17.15,-0.965,0.212,0.148,3.862,2.092,4.626
2380.0,-1.036,0.005,0.07,4.372,-11.488,10.558,-0.967,0.107,0.23,-0.482,-6.824,18.269,-0.981,0.23,0.14,-2.305,1.529,5.011
2400.0,-1.001,0.008,0.053,0.856,-4.555,11.151,-0.988,0.092,0.219,-3.22,-5.25,18.06,-0.978,0.224,0.142,-14.32,0.27,5.453
2420.0,-1.027,-0.006,0.12,-1.089,-5.479,10.627,-1.035,0.013,0.197,-2.66,-7.07,16.31,-0.971,0.177,0.15,-20.981,-0.066,5.324
2440.0,-1.021,-0.008,0.095,2.067,-10.195,10.107,-1.015,0.039,0.234,1.12,-8.89,18.2,-0.971,0.137,0.142,-21.932,1.259,5.53
2460.0,-1.0,-0.001,0.069,0.061,-10.513,9.645,-1.008,0.074,0.226,0.078,-9.448,19.548,-0.984,0.132,0.147,-19.578,1.142,5.53
2480.0,-1.006,0.001,0.072,-2.23,-12.45,7.91,-0.985,0.101,0.243,-3.151,-8.732,20.482,-0.991,0.145,0.16,-22.4,-0.91,4.41
2500.0,-1.01,0.022,0.062,-1.615,-12.268,6.755,-0.986,0.092,0.246,-3.084,-8.088,19.187,-0.983,0.116,0.149,-19.569,0.052,4.504
2520.0,-1.006,0.041,0.088,-1.734,-10.557,6.251,-0.98,0.102,0.255,-1.912,-6.664,17.121,-1.005,0.136,0.134,-15.006,-0.887,5.408
2540.0,-1.009,0.04,0.102,-0.963,-10.951,5.94,-0.969,0.11,0.267,0.52,-5.107,14.979,-1.007,0.156,0.121,-14.928,-1.118,6.641
2560.0,-1.006,0.036,0.095,-0.297,-13.176,5.637,-0.967,0.118,0.271,2.102,-3.036,12.993,-0.998,0.155,0.122,-13.993,-2.931,8.341
2580.0,-1.002,0.038,0.077,-1.062,-13.384,4.682,-0.976,0.128,0.264,1.591,-0.535,12.244,-1.0,0.15,0.118,-10.257,-4.51,9.62
2600.0,-1.0,0.059,0.088,-5.922,-9.756,4.717,-0.978,0.14,0.262,-0.429,1.54,12.047,-0.983,0.143,0.119,-3.448,-4.003,11.379
2620.0,-1.008,0.05,0.113,-5.788,-8.805,5.238,-0.977,0.157,0.263,-2.095,3.036,11.559,-0.99,0.151,0.11,1.596,-3.901,12.845
2640.0,-1.005,0.04,0.128,-4.944,-7.627,5.708,-0.984,0.149,0.25,-3.26,4.031,9.733,-0.995,0.169,0.104,3.529,-4.507,13.532
2660.0,-1.007,0.021,0.143,-3.736,-9.503,5.705,-0.99,0.12,0.239,-3.301,4.577,8.18,-0.983,0.171,0.106,3.553,-4.899,13.995
2680.0,-1.002,-0.002,0.124,-0.081,-10.598,5.1,-0.983,0.124,0.24,-1.98,5.009,7.98,-0.976,0.156,0.113,4.294,-4.35,13.973
2700.0,-0.984,-0.016,0.097,2.978,-7.188,4.61,-0.985,0.15,0.242,-2.275,5.476,7.708,-0.974,0.143,0.127,6.185,-3.599,13.023
2720.0,-0.981,-0.032,0.103,3.459,-2.512,3.839,-0.982,0.188,0.252,-4.947,5.904,6.596,-0.978,0.139,0.154,8.446,-3.711,11.794
2740.0,-0.983,-0.029,0.118,0.97,-1.234,1.775,-0.975,0.169,0.243,-7.993,7.568,4.971,-0.997,0.143,0.177,13.541,-5.084,11.489
2760.0,-0.989,0.011,0.121,-5.936,-0.248,1.066,-0.985,0.142,0.234,-7.895,10.111,2.713,-0.995,0.15,0.174,18.284,-5.709,11.602
2780.0,-1.015,0.037,0.136,-9.027,3.67,1.5,-0.982,0.15,0.244,-6.108,11.896,0.479,-0.954,0.13,0.132,20.491,-2.778,11.071
2800.0,-1.016,0.047,0.137,-6.208,5.181,3.045,-0.968,0.137,0.245,-5.589,14.861,-0.882,-0.981,0.17,0.12,25.238,0.798,10.85
2820.0,-0.988,0.038,0.098,-4.627,8.064,3.666,-0.968,0.101,0.23,-3.576,17.969,-1.099,-1.037,0.252,0.148,23.88,0.068,10.715
2840.0,-0.98,0.042,0.075,-7.916,12.156,2.598,-0.98,0.095,0.218,-1.415,19.979,-0.12,-0.963,0.268,0.135,9.22,6.545,9.266
2860.0,-0.98,0.064,0.075,-17.376,16.98,2.229,-0.964,0.134,0.215,-3.013,24.389,1.131,-0.957,0.218,0.109,6.34,9.393,8.432
2880.0,-0.978,0.075,0.091,-23.346,19.746,2.777,-1.004,0.132,0.185,-2.668,25.667,-0.824,-0.956,0.246,0.117,3.339,12.62,6.555
2900.0,-0.967,0.073,0.072,-22.994,17.109,3.498,-1.009,0.165,0.165,-7.655,25.724,-2.555,-0.96,0.287,0.105,-10.375,12.944,4.49
2920.0,-0.934,0.085,0.03,-25.789,24.962,2.499,-1.003,0.104,0.162,-5.017,25.664,-3.591,-0.924,0.258,0.081,-17.15,15.82,2.1
2940.0,-0.982,0.105,0.056,-25.889,21.23,5.53,-1.007,0.127,0.165,0.556,26.074,-3.707,-0.901,0.274,0.069,-19.223,19.604,0.359
2960.0,-0.992,0.11,-0.003,-35.532,26.292,6.349,-1.006,0.179,0.151,-0.1,25.406,-4.975,-0.884,0.287,0.063,-27.899,21.881,-0.606
2980.0,-1.065,0.102,0.098,-41.096,29.064,6.527,-0.996,0.2,0.147,-7.178,25.752,-6.473,-0.911,0.246,0.05,-32.354,26.654,-1.031
3000.0,-1.071,0.096,0.033,-37.399,24.523,5.814,-0.986,0.185,0.132,-13.172,24.856,-7.094,-0.991,0.257,0.047,-28.885,30.117,-2.652
3020.0,-1.036,0.104,0.005,-39.76,29.356,6.765,-1.04,0.178,0.072,-19.284,19.271,-4.756,-0.991,0.278,0.041,-34.437,28.28,-5.125
3040.0,-1.013,0.091,0.049,-42.461,29.889,6.471,-1.057,0.06,0.051,-21.258,14.496,-2.93,-0.979,0.255,0.009,-39.652,28.507,-8.113
3060.0,-0.975,0.081,0.044,-44.024,28.714,4.092,-1.038,0.019,0.085,-15.29,12.065,-0.918,-0.958,0.242,-0.009,-45.38,30.481,-10.328
3080.0,-0.939,0.092,0.087,-41.3,26.32,2.52,-1.045,0.096,0.067,-16.441,7.276,-1.674,-0.963,0.242,-0.008,-47.298,27.363,-9.447
3100.0,-0.917,0.067,0.117,-23.185,20.799,0.029,-1.044,0.066,0.071,-15.424,3.863,-0.904,-0.942,0.214,0.01,-49.813,22.972,-10.47
3120.0,-0.875,0.047,0.039,-3.763,18.068,-4.831,-1.031,0.041,0.085,-9.499,0.923,1.779,-0.901,0.131,0.002,-43.353,18.496,-11.657
3140.0,-0.794,0.049,-0.068,5.781,26.909,-8.3,-1.019,0.076,0.096,-2.553,1.168,3.563,-0.852,0.11,-0.022,-20.803,13.689,-12.203
3160.0,-0.656,-0.028,-0.028,20.609,49.549,-9.629,-1.009,0.185,0.088,-5.245,2.018,1.555,-0.776,0.064,-0.016,-5.81,3.135,-16.98
3180.0,-0.47,-0.163,0.091,35.421,53.818,-14.572,-1.006,0.079,0.134,-3.6,-0.162,-1.451,-0.644,-0.051,0.086,6.419,-7.589,-28.942
