right ankle,left ankle,right knee,left knee,right hip,left hip,right shoulder,left shoulder,right elbow,left elbow,right foot,left foot,right shank,left shank,right thigh,left thigh,pelvis,trunk,shoulders,head,right arm,left arm,right forearm,left forearm
83.18774883233793,80.21002112070188,1.1194139043723226,1.1383280144718242,4.347514904609284,14.656310662518507,9.228833545622706,28.277556938088907,0.5479162389377734,22.11965892191111,82.63486434544387,87.70819047287378,89.44711551310589,97.4981693521718,88.32770160873437,98.63649736664362,2.0858115584941856,95.9728069971444,4.497165113679188,94.25202519134666,93.2090202497478,112.257743642214,92.66110401081,90.13808472030288
82.62640117227471,76.0489485016613,0.6988888593835441,0.28196959739713634,0.9223972330441086,8.469019402679976,2.947734884528643,22.40912873455818,0.3107952128113425,23.28346420845139,82.0288246562488,83.86193016457955,89.402423483974,97.81298166291816,88.70353462459119,98.0949512603153,2.008784231545093,95.9336194444951,3.7502925471024184,89.32742092074494,92.57366674216398,112.03506059219352,92.26287152935262,88.75159638374211
82.18865492183093,73.36474866955137,0.4330441092111528,0.28053076479895367,4.941334211664838,3.785892481601934,1.8400008835437234,17.862950461576077,0.2556033962496258,24.337032982290935,81.59586053775618,81.34666763433097,89.40720561592516,97.98191896477948,88.97416150671373,97.70138819998054,1.929796167846547,95.96431257603763,3.2193209813519275,85.54145361203359,92.07549483483488,111.77844617995464,91.81989143858522,87.44141319766369
82.24432917470975,72.3979777278564,0.36654512640731696,0.45304724630454984,7.738089842882914,0.6314513695373023,5.096590451189428,14.51524322481606,0.3057859062933517,24.96852506952706,81.71889761335451,80.32858949881575,89.47456843864468,97.93061177095925,89.10802331223445,97.47756452465468,1.9036347019688833,96.07770225273362,2.9597527751338646,82.82081823243834,91.74952270392794,111.3613563799334,91.4437367976346,86.39283131040634
83.01478724506829,72.43759730336642,0.4171547625324479,0.3623451082704321,10.061731895879944,1.8961604562511525,7.698009506054376,11.28824946904507,0.176890285923065,24.569840621079493,82.5791854906482,80.11275733430564,89.56439824557984,97.67516003093913,89.14724348303992,97.31281492266868,1.9787114059776627,96.22176206528258,2.875427918848885,80.46127204122308,91.51096587286548,110.49722484796492,91.3340755869424,85.92738422688545
84.27245676477736,72.93971947449474,0.4506575856452173,0.20857208639563396,12.128615185557095,4.197053399562151,9.99585504956471,7.569782699606179,0.24852043128822743,22.473659302174127,83.87205361552127,80.22879261197129,89.59959685074385,97.28907313747644,89.14893926508589,97.0805010510808,2.1108077697823546,96.3355584794732,2.871472816924552,78.32393906810307,91.28169940107826,108.84733715024916,91.53021983236648,86.37367784807503
85.60136126172614,73.92113285991462,0.3571422581441368,0.12848802035969697,13.245595089262139,5.670144436469542,11.33008265602254,3.9496734177791666,0.7467678571368026,18.55457781629309,85.12166255019035,80.78823056337251,89.5203012884642,96.8670977034578,89.16315903030552,96.73860968309808,2.203620797599001,96.41039974279272,2.9383085504697704,77.1477149120434,91.0786714635451,106.35842753734684,91.8254393206819,87.80384972105372
86.67775292122097,75.28855774063746,0.11570493650631875,0.16730353937788323,12.87745540140051,5.720225626570993,11.171745256474878,1.7344705273660566,1.0532682075453295,14.190539178227795,86.02049463659581,81.84012783370899,89.34274171537483,96.55157009307143,89.22703677886409,96.38426655369356,2.2005235306804707,96.46538733256625,3.0857547028566046,77.48570156963592,90.93274692378968,103.83896270763066,91.986015131335,89.64842352940286
87.22328055589178,76.4481787728592,0.1490489480295878,0.28687503647793733,11.492540493090843,4.573610078216149,9.995020519398452,2.1493719874823967,1.1528630892233593,12.258860157406303,86.39890773968185,82.97866035606081,89.17562718379006,96.53048158320154,89.32467613184895,96.2436065467236,2.109849433571128,96.48714266941357,3.2643322915377837,78.90029319252574,90.82219610554134,102.9665886124222,91.9750591947647,90.70772845501592
86.97242686205782,77.1039903764591,0.24426203645558076,0.38748475557275697,9.446942204973368,2.3780885811004,8.104646494850499,5.825226457960156,1.1650987874036787,14.425987631077334,86.12742419667315,83.95958812707131,89.15499733461529,96.85559775061212,89.39925937116645,96.4681129950394,1.991415388067196,96.44955014212053,3.3906679366227195,81.06759869057288,90.74155508128932,104.67142803409996,91.906653868693,90.24544040302266
