Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
0.0,-1.014,0.009,0.036,7.0,0.14,-1.05,-0.996,0.114,0.224,-1.47,-4.27,5.11,-0.986,-0.146,0.073,-5.46,-5.53,-0.84,-0.948,0.318,-0.112,6.65,-3.5,-1.75,-1.0,-0.114,-0.171,11.62,-1.89,1.12
20.0,-1.015,0.008,0.037,6.742,0.189,-1.219,-0.995,0.121,0.227,-3.28,-3.554,5.235,-0.996,-0.145,0.064,-7.726,-6.274,-1.19,-0.95,0.324,-0.113,6.788,-3.297,-1.278,-0.999,-0.107,-0.172,6.37,-1.89,-0.21
40.0,-1.011,0.003,0.035,6.209,0.324,-1.393,-0.994,0.122,0.229,-3.903,-3.452,4.745,-0.988,-0.169,0.068,-5.405,-5.035,-1.189,-0.952,0.325,-0.111,6.72,-3.57,-0.7,-0.994,-0.11,-0.17,2.678,-1.592,-1.049
60.0,-1.012,0.007,0.038,6.07,0.529,-1.4,-0.98,0.123,0.231,-4.756,-1.998,3.854,-0.985,-0.164,0.07,-3.655,-4.481,-1.121,-0.948,0.322,-0.106,7.042,-3.5,-0.028,-0.99,-0.13,-0.169,0.791,-1.463,-0.973
80.0,-1.013,0.008,0.038,5.593,0.176,-1.364,-0.983,0.147,0.192,-0.938,3.327,-1.227,-0.987,-0.157,0.073,-3.15,-3.5,-1.12,-0.951,0.321,-0.101,7.33,-3.522,0.61,-0.988,-0.137,-0.17,0.087,-1.297,-0.606
100.0,-1.011,0.01,0.036,4.884,-0.06,-1.222,-1.007,0.109,0.214,-2.59,-2.94,1.82,-0.999,-0.141,0.072,-3.64,-3.85,-1.4,-0.947,0.324,-0.097,7.054,-3.636,0.819,-0.986,-0.154,-0.171,0.387,-0.844,-0.393
120.0,-1.011,0.015,0.036,4.724,0.059,-1.19,-0.991,0.122,0.235,-3.915,-0.158,0.803,-1.002,-0.133,0.07,-5.528,-4.119,-2.027,-0.942,0.322,-0.096,6.58,-3.57,0.49,-0.987,-0.164,-0.17,2.413,-0.409,0.255
140.0,-1.014,0.021,0.037,4.46,0.293,-1.083,-1.004,0.117,0.234,-3.423,-0.513,0.311,-0.986,-0.178,0.07,-6.774,-4.325,-1.49,-0.941,0.322,-0.095,6.133,-3.341,-0.106,-0.991,-0.167,-0.169,5.008,-0.007,0.762
160.0,-1.013,0.02,0.036,3.248,-0.067,-0.865,-0.994,0.105,0.227,-5.132,-0.296,0.28,-0.987,-0.17,0.078,-1.367,-3.453,-1.335,-0.946,0.33,-0.091,5.403,-2.643,-1.032,-0.993,-0.156,-0.168,6.266,-0.343,0.77
180.0,-1.009,0.015,0.029,2.186,-0.579,-0.917,-0.981,0.105,0.217,-3.979,-0.073,-0.528,-0.988,-0.153,0.077,-0.56,-2.66,-1.54,-0.95,0.333,-0.09,3.213,-2.429,-2.243,-0.99,-0.14,-0.168,5.813,-0.957,0.256
200.0,-1.007,0.02,0.031,1.434,0.009,-1.096,-1.021,0.115,0.227,-4.372,-1.724,-0.042,-0.988,-0.149,0.072,0.107,-2.117,-1.473,-0.943,0.338,-0.09,0.974,-1.655,-2.924,-0.993,-0.131,-0.172,3.843,-1.551,-0.622
220.0,-1.014,0.021,0.039,-0.097,0.347,-1.12,-0.998,0.104,0.233,-4.542,-0.219,0.985,-0.994,-0.147,0.068,-0.086,-2.1,-1.864,-0.946,0.341,-0.088,-0.499,-1.065,-3.497,-0.996,-0.128,-0.17,2.599,-1.857,-0.949
240.0,-1.019,0.018,0.034,-1.408,0.045,-1.227,-0.997,0.107,0.225,-4.266,-1.06,1.313,-1.002,-0.137,0.068,-0.494,-2.807,-1.754,-0.943,0.335,-0.085,-1.584,-0.846,-3.015,-0.997,-0.121,-0.171,1.057,-1.89,-0.98
260.0,-1.02,0.015,0.031,-2.06,-0.237,-1.476,-1.002,0.104,0.23,-2.765,-0.712,1.536,-0.987,-0.153,0.072,-2.199,-3.206,-1.75,-0.949,0.345,-0.087,-2.706,-0.84,-2.632,-0.998,-0.114,-0.175,-1.032,-2.251,-1.561
280.0,-1.019,0.01,0.032,-2.763,-0.433,-1.54,-0.989,0.105,0.229,-2.798,-1.08,1.336,-0.996,-0.16,0.069,-1.97,-3.285,-1.514,-0.948,0.348,-0.094,-5.467,-0.893,-2.422,-0.999,-0.113,-0.172,-5.139,-3.069,-2.749
300.0,-1.016,0.005,0.036,-3.488,-0.49,-1.629,-0.997,0.111,0.229,-2.76,-1.435,1.389,-0.986,-0.157,0.072,-1.192,-2.714,-1.47,-0.946,0.335,-0.098,-8.06,-1.308,-1.829,-0.999,-0.121,-0.166,-9.615,-3.464,-3.908
320.0,-1.013,0.003,0.036,-3.787,-0.512,-1.686,-0.996,0.11,0.225,-2.226,-1.409,1.352,-0.988,-0.154,0.072,-0.771,-2.175,-1.346,-0.945,0.32,-0.104,-8.139,-1.235,-0.92,-0.999,-0.138,-0.162,-11.721,-3.594,-4.583
340.0,-1.011,0.004,0.034,-3.934,-0.627,-1.61,-0.995,0.109,0.225,-1.111,-1.689,1.194,-0.983,-0.155,0.073,-0.544,-1.153,-0.961,-0.946,0.308,-0.107,-7.339,-0.944,-0.27,-0.998,-0.154,-0.162,-12.019,-4.104,-4.97
360.0,-1.011,0.007,0.034,-3.939,-0.729,-1.513,-0.994,0.11,0.227,0.171,-1.88,1.032,-1.0,-0.155,0.071,-0.143,-1.258,-0.84,-0.947,0.307,-0.111,-6.955,-0.91,0.104,-0.993,-0.161,-0.161,-11.528,-4.442,-4.913
380.0,-1.013,0.008,0.035,-3.934,-0.821,-1.161,-0.994,0.112,0.226,0.044,-1.846,0.737,-0.994,-0.152,0.068,-0.202,-0.825,-0.95,-0.951,0.303,-0.114,-6.562,-0.988,0.389,-0.99,-0.165,-0.158,-9.889,-4.353,-4.391
400.0,-1.014,0.005,0.031,-4.178,-1.041,-0.933,-1.0,0.111,0.226,0.105,-2.087,0.665,-0.996,-0.15,0.069,-0.21,-0.875,-1.036,-0.949,0.297,-0.114,-5.987,-1.164,0.769,-0.989,-0.167,-0.159,-8.024,-4.012,-3.645
420.0,-1.012,0.007,0.028,-4.086,-1.151,-0.84,-0.998,0.11,0.224,-0.525,-2.918,-0.14,-0.988,-0.151,0.074,-0.154,-1.375,-1.163,-0.949,0.295,-0.116,-5.143,-1.341,0.894,-0.992,-0.165,-0.16,-6.252,-3.772,-3.01
440.0,-1.012,0.004,0.03,-4.2,-0.797,-0.823,-1.011,0.116,0.226,-0.893,-3.136,-0.078,-0.994,-0.148,0.068,-0.026,-1.062,-1.457,-0.95,0.294,-0.117,-4.413,-1.3,0.684,-0.995,-0.162,-0.156,-4.996,-3.716,-2.558
460.0,-1.014,0.003,0.036,-4.166,-0.657,-0.77,-1.031,0.117,0.23,-0.703,-2.717,1.024,-0.988,-0.151,0.068,0.235,-0.275,-1.303,-0.948,0.29,-0.116,-3.919,-1.046,0.287,-0.996,-0.158,-0.153,-4.243,-3.99,-2.27
480.0,-1.014,0.005,0.037,-3.764,-0.956,-0.77,-0.994,0.099,0.221,-1.909,-2.229,0.914,-0.996,-0.149,0.067,0.28,-0.501,-1.535,-0.949,0.289,-0.119,-3.679,-1.013,-0.035,-0.997,-0.149,-0.153,-3.922,-3.992,-2.53
500.0,-1.014,0.005,0.034,-3.25,-1.111,-0.741,-1.006,0.099,0.222,-0.241,-3.737,3.133,-0.994,-0.149,0.065,0.28,0.019,-1.745,-0.956,0.299,-0.12,-4.146,-1.081,-0.565,-0.995,-0.142,-0.156,-4.38,-4.337,-2.635
520.0,-1.012,0.002,0.031,-2.836,-1.039,-0.63,-0.996,0.108,0.218,0.204,-3.625,3.51,-0.985,-0.151,0.064,0.461,0.73,-1.621,-0.954,0.29,-0.12,-2.834,-0.535,-0.896,-0.995,-0.141,-0.157,-5.329,-4.465,-2.301
540.0,-1.014,-0.0,0.032,-2.651,-0.927,-0.594,-0.994,0.112,0.219,1.152,-4.446,4.174,-0.993,-0.152,0.062,0.855,0.948,-1.548,-0.957,0.29,-0.117,-2.14,-0.894,-0.707,-0.993,-0.145,-0.158,-5.88,-4.2,-1.82
560.0,-1.015,-0.001,0.027,-2.363,-0.705,-0.49,-0.997,0.112,0.219,0.56,-3.972,4.754,-0.99,-0.154,0.059,1.11,1.982,-1.54,-0.959,0.294,-0.119,-2.266,-0.966,-0.574,-0.996,-0.154,-0.159,-5.95,-3.99,-1.54
580.0,-1.012,0.001,0.021,-1.738,-0.202,-0.481,-0.996,0.124,0.224,0.122,-4.382,4.735,-0.99,-0.15,0.059,1.839,2.765,-1.488,-0.959,0.292,-0.12,-1.89,-0.91,-0.62,-0.995,-0.16,-0.162,-5.46,-3.78,-1.54
600.0,-1.011,-0.003,0.023,-1.237,0.269,-0.366,-0.993,0.125,0.227,-1.47,-3.664,4.774,-0.993,-0.147,0.057,2.03,3.325,-1.571,-0.961,0.288,-0.12,-1.413,-1.014,-0.49,-0.997,-0.164,-0.161,-4.13,-3.5,-1.26
620.0,-1.014,0.0,0.023,-0.77,0.49,-0.56,-0.986,0.119,0.229,-1.481,-3.481,3.828,-0.988,-0.152,0.052,2.379,4.13,-1.61,-0.96,0.29,-0.122,-1.115,-1.701,-0.499,-0.994,-0.165,-0.161,-2.749,-3.157,-1.054
640.0,-1.011,-0.002,0.024,0.029,0.779,-0.491,-0.985,0.123,0.233,-1.932,-2.329,3.224,-0.986,-0.148,0.048,4.271,6.37,-1.646,-0.957,0.275,-0.119,0.549,-1.868,-0.413,-0.991,-0.166,-0.162,-1.539,-2.621,-0.101
660.0,-1.011,-0.004,0.021,0.49,0.91,-0.63,-0.993,0.133,0.239,-3.548,-2.119,1.878,-1.002,-0.143,0.047,4.465,6.93,-1.786,-0.96,0.273,-0.118,2.911,-2.479,0.401,-0.989,-0.162,-0.163,0.07,-1.89,0.35
680.0,-1.01,-0.001,0.024,0.995,0.979,-0.56,-0.991,0.125,0.23,-5.753,-0.984,0.874,-0.996,-0.139,0.051,3.741,5.82,-1.954,-0.961,0.282,-0.113,5.291,-2.919,0.699,-0.985,-0.162,-0.163,1.469,-1.693,0.751
700.0,-1.009,0.005,0.026,1.19,0.77,-0.56,-0.994,0.12,0.229,-7.06,-1.468,0.325,-0.987,-0.148,0.048,4.795,7.639,-1.892,-0.957,0.298,-0.109,5.831,-3.288,0.591,-0.986,-0.159,-0.163,2.962,-1.26,1.098
720.0,-1.011,0.004,0.018,1.19,0.77,-0.56,-0.998,0.124,0.232,-8.174,-1.196,-0.133,-1.009,-0.157,0.05,1.49,3.115,-2.286,-0.956,0.305,-0.111,4.499,-3.19,-0.108,-0.987,-0.154,-0.164,4.175,-0.534,1.525
740.0,-1.011,0.006,0.015,1.19,0.999,-0.56,-0.997,0.115,0.228,-8.081,-1.19,-0.074,-0.986,-0.165,0.049,2.571,2.992,-2.181,-0.955,0.307,-0.113,3.203,-2.685,-0.88,-0.991,-0.147,-0.17,4.584,-0.297,1.79
760.0,-1.011,0.006,0.016,1.315,1.157,-0.56,-1.008,0.116,0.231,-7.697,-2.004,-0.07,-0.994,-0.161,0.046,2.562,2.996,-2.06,-0.954,0.306,-0.116,2.303,-2.146,-1.386,-0.994,-0.141,-0.17,4.246,-0.28,1.752
780.0,-1.014,0.006,0.016,1.265,1.435,-0.691,-0.991,0.112,0.225,-5.701,-1.38,0.284,-0.992,-0.156,0.042,3.214,3.239,-1.713,-0.95,0.309,-0.119,1.503,-1.752,-1.661,-0.996,-0.136,-0.169,3.215,-0.366,1.351
800.0,-1.013,0.005,0.014,1.436,1.588,-0.7,-0.991,0.113,0.227,-5.5,-1.773,0.185,-0.991,-0.152,0.038,4.96,4.415,-1.273,-0.95,0.308,-0.118,0.827,-1.514,-1.68,-0.997,-0.133,-0.169,1.958,-0.584,0.722
820.0,-1.013,0.007,0.016,1.623,1.788,-0.811,-0.998,0.107,0.224,-3.757,-2.425,0.372,-0.993,-0.154,0.032,6.413,4.932,-0.988,-0.949,0.303,-0.12,0.819,-1.344,-1.585,-0.998,-0.133,-0.169,0.319,-0.849,0.046
840.0,-1.017,0.005,0.02,1.78,1.628,-0.84,-1.006,0.114,0.227,-3.003,-2.711,0.007,-0.989,-0.152,0.029,7.587,5.643,-0.747,-0.951,0.301,-0.119,0.881,-1.544,-1.402,-0.996,-0.135,-0.168,-1.269,-1.025,-0.587
860.0,-1.02,0.0,0.023,1.858,1.181,-0.87,-0.998,0.12,0.228,-2.78,-1.962,0.048,-0.993,-0.144,0.029,8.188,6.467,-0.454,-0.953,0.295,-0.118,1.418,-2.131,-1.062,-0.993,-0.142,-0.163,-2.486,-1.05,-1.035
880.0,-1.021,0.0,0.023,2.109,0.615,-1.096,-0.998,0.119,0.228,-2.594,-2.292,-0.048,-1.0,-0.144,0.025,8.152,5.665,-0.564,-0.949,0.293,-0.114,2.506,-2.513,-0.654,-0.992,-0.15,-0.159,-3.35,-0.911,-1.595
900.0,-1.022,0.009,0.023,2.964,0.184,-1.253,-0.998,0.106,0.223,-1.094,-1.949,-0.034,-0.999,-0.146,0.024,7.752,4.766,-1.219,-0.953,0.302,-0.107,3.343,-2.875,-0.344,-0.994,-0.156,-0.154,-3.138,-0.737,-1.68
920.0,-1.029,0.008,0.027,2.929,-0.57,-1.107,-0.992,0.109,0.225,-0.815,-1.843,0.052,-0.996,-0.156,0.022,7.413,4.322,-1.315,-0.958,0.314,-0.103,3.22,-3.39,0.049,-0.996,-0.166,-0.151,-2.012,-0.879,-1.502
940.0,-1.031,0.003,0.019,2.98,-2.232,-0.756,-0.993,0.113,0.227,-0.825,-2.577,0.07,-1.001,-0.157,0.021,6.168,2.307,-1.294,-0.96,0.319,-0.103,1.981,-4.271,0.947,-0.994,-0.176,-0.152,0.386,-1.12,-0.909
960.0,-1.025,0.005,0.003,3.196,-3.202,-0.512,-0.996,0.113,0.228,-0.221,-2.538,0.156,-0.998,-0.151,0.024,5.125,1.568,-1.561,-0.964,0.318,-0.103,1.307,-5.445,2.482,-0.996,-0.181,-0.15,3.905,-1.164,-0.06
980.0,-1.021,0.008,0.003,3.179,-3.913,-0.531,-0.991,0.108,0.226,-0.05,-2.16,0.5,-0.995,-0.151,0.023,4.468,1.543,-1.888,-0.96,0.308,-0.107,1.4,-6.403,4.059,-1.002,-0.178,-0.15,7.871,-1.405,1.294
1000.0,-1.014,0.007,0.002,3.105,-4.784,-0.603,-0.986,0.108,0.226,-0.312,-1.968,0.488,-1.004,-0.149,0.015,3.987,1.469,-2.069,-0.951,0.302,-0.115,1.4,-6.692,5.019,-1.002,-0.162,-0.151,11.162,-2.179,2.132
1020.0,-0.998,0.006,0.0,2.973,-4.768,-0.771,-0.993,0.113,0.23,-0.42,-2.029,0.043,-0.997,-0.153,0.014,3.305,0.439,-1.932,-0.948,0.294,-0.12,1.42,-6.338,5.36,-1.006,-0.148,-0.155,11.764,-4.25,1.979
1040.0,-0.992,0.004,0.003,2.982,-4.168,-0.88,-0.996,0.112,0.23,-0.383,-1.714,-0.161,-0.993,-0.152,0.015,2.766,0.216,-1.875,-0.945,0.288,-0.125,1.967,-4.936,4.371,-1.006,-0.132,-0.168,10.642,-6.638,0.65
1060.0,-0.993,0.007,0.012,2.796,-3.11,-0.98,-0.996,0.111,0.229,-0.273,-1.486,-0.374,-0.994,-0.153,0.014,2.038,-0.128,-1.82,-0.947,0.286,-0.127,2.478,-3.791,2.705,-0.996,-0.122,-0.181,7.078,-7.958,-1.845
1080.0,-0.995,0.009,0.019,2.251,-1.975,-1.134,-0.994,0.109,0.228,-0.168,-1.47,-0.523,-0.995,-0.15,0.014,1.956,-0.268,-1.916,-0.95,0.287,-0.121,2.873,-2.467,0.576,-0.986,-0.121,-0.188,3.66,-7.958,-3.84
1100.0,-1.001,0.011,0.025,1.698,-0.832,-1.333,-0.995,0.109,0.228,-0.177,-1.289,-0.658,-0.999,-0.142,0.017,1.359,-0.318,-2.281,-0.95,0.297,-0.116,2.995,-1.637,-1.376,-0.977,-0.125,-0.194,1.929,-6.784,-4.255
1120.0,-1.009,0.015,0.032,1.243,0.131,-1.618,-0.995,0.108,0.224,-0.253,-1.19,-0.7,-1.001,-0.148,0.009,1.632,-1.064,-1.969,-0.95,0.306,-0.109,2.771,-1.09,-2.62,-0.972,-0.126,-0.198,1.274,-4.451,-3.784
1140.0,-1.013,0.014,0.036,0.92,0.691,-1.74,-0.997,0.107,0.224,-0.507,-1.025,-0.7,-0.997,-0.148,0.008,1.229,-1.64,-2.055,-0.948,0.307,-0.106,2.427,-0.871,-3.352,-0.97,-0.121,-0.195,-0.139,-1.986,-3.136
1160.0,-1.02,0.008,0.04,0.463,0.933,-1.664,-0.996,0.107,0.226,-0.537,-1.028,-0.673,-0.996,-0.147,0.006,0.63,-2.1,-2.24,-0.947,0.314,-0.107,2.329,-0.581,-3.627,-0.983,-0.118,-0.184,-3.856,-0.128,-2.824
1180.0,-1.018,0.01,0.037,0.28,1.053,-1.542,-0.998,0.104,0.226,-0.293,-1.445,-0.575,-0.996,-0.148,0.007,0.463,-2.697,-2.322,-0.949,0.324,-0.102,1.392,-0.421,-3.705,-0.993,-0.131,-0.177,-6.218,0.548,-2.923
1200.0,-1.014,0.01,0.028,0.223,1.26,-1.176,-0.999,0.1,0.224,0.068,-1.82,-0.431,-0.995,-0.151,0.009,0.07,-2.94,-2.52,-0.95,0.33,-0.103,-0.06,-0.42,-3.919,-0.997,-0.147,-0.171,-6.834,0.689,-2.58
1220.0,-1.017,0.006,0.026,-0.301,1.185,-0.902,-0.998,0.101,0.222,0.376,-2.083,-0.177,-0.994,-0.15,0.01,-0.025,-2.957,-2.711,-0.951,0.331,-0.105,-1.786,-0.225,-3.802,-1.001,-0.156,-0.163,-5.904,0.619,-1.492
1240.0,-1.016,0.007,0.02,-0.593,0.778,-0.84,-0.998,0.104,0.221,0.598,-2.535,0.155,-0.995,-0.15,0.01,-0.15,-3.158,-2.515,-0.954,0.324,-0.106,-3.494,-0.141,-3.254,-0.999,-0.16,-0.156,-3.649,0.533,-0.555
1260.0,-1.015,0.007,0.013,-0.742,0.528,-0.84,-1.004,0.107,0.225,0.804,-2.44,0.505,-0.996,-0.153,0.008,-0.444,-3.302,-2.431,-0.959,0.316,-0.109,-4.513,-0.398,-2.355,-0.998,-0.165,-0.154,-0.567,0.114,0.569
1280.0,-1.015,0.007,0.011,-0.899,0.505,-0.825,-0.999,0.104,0.225,1.078,-2.379,0.517,-0.995,-0.151,0.012,-0.572,-3.366,-2.23,-0.955,0.307,-0.109,-5.67,-0.56,-2.1,-1.003,-0.166,-0.16,1.684,-0.552,2.132
1300.0,-1.013,0.005,0.01,-1.099,0.549,-0.779,-0.997,0.104,0.227,0.861,-3.098,0.477,-0.994,-0.153,0.012,-1.05,-3.57,-2.03,-0.957,0.299,-0.111,-5.944,-0.493,-2.032,-0.997,-0.159,-0.166,4.137,-1.379,2.698
1320.0,-1.015,0.004,0.007,-1.219,0.472,-0.876,-1.005,0.107,0.231,0.566,-3.493,0.56,-0.991,-0.156,0.011,-0.77,-3.43,-1.82,-0.954,0.292,-0.113,-5.836,-0.604,-2.48,-0.994,-0.151,-0.173,4.76,-1.643,2.668
1340.0,-1.017,0.005,0.01,-1.26,0.306,-1.025,-0.994,0.101,0.225,0.66,-2.61,0.5,-0.994,-0.152,0.011,-0.636,-3.166,-1.686,-0.954,0.284,-0.115,-5.757,-0.684,-2.906,-0.99,-0.144,-0.183,4.632,-1.662,1.958
1360.0,-1.018,0.005,0.015,-1.26,-0.441,-1.12,-0.996,0.106,0.227,0.254,-2.982,0.35,-0.994,-0.155,0.01,-0.803,-3.397,-1.68,-0.95,0.271,-0.118,-4.945,-1.098,-3.041,-0.987,-0.133,-0.183,2.963,-1.47,0.674
1380.0,-1.018,0.001,0.018,-1.26,-1.017,-1.12,-0.999,0.102,0.226,0.301,-2.821,0.35,-0.997,-0.152,0.008,-1.789,-3.648,-1.68,-0.951,0.27,-0.12,-2.81,-0.843,-3.163,-0.984,-0.126,-0.178,0.118,-1.117,-0.585
1400.0,-1.018,0.0,0.018,-1.26,-1.787,-1.189,-0.997,0.102,0.224,-0.027,-2.638,0.339,-1.006,-0.161,0.012,-5.226,-6.943,-2.174,-0.943,0.268,-0.121,-1.013,-0.623,-3.596,-0.983,-0.125,-0.18,-1.681,-0.657,-1.594
1420.0,-1.019,-0.001,0.022,-0.993,-2.355,-0.986,-0.996,0.104,0.226,-0.063,-2.568,0.286,-0.983,-0.149,0.015,-5.496,-5.904,-2.255,-0.945,0.275,-0.119,0.799,-0.22,-4.413,-0.989,-0.137,-0.175,-3.676,-0.36,-1.885
1440.0,-1.019,-0.003,0.02,-0.77,-2.8,-0.91,-0.996,0.099,0.224,0.03,-2.553,0.41,-1.014,-0.165,0.013,-6.858,-7.775,-2.668,-0.945,0.28,-0.115,-0.38,0.032,-5.891,-0.993,-0.146,-0.169,-4.336,-0.57,-1.733
1460.0,-1.017,-0.002,0.012,-0.533,-2.8,-0.91,-0.998,0.1,0.225,0.498,-2.613,0.797,-0.99,-0.148,0.016,-5.239,-6.976,-2.387,-0.943,0.275,-0.114,-1.96,0.536,-7.967,-0.995,-0.152,-0.165,-4.013,-0.63,-1.508
1480.0,-1.012,-0.003,0.007,-0.172,-2.066,-0.91,-0.997,0.102,0.224,2.311,-2.465,1.098,-1.0,-0.16,0.018,-5.982,-7.433,-2.31,-0.947,0.273,-0.116,-2.235,1.262,-9.712,-0.995,-0.159,-0.162,-3.113,-0.651,-1.057
1500.0,-1.012,-0.003,0.005,0.073,-0.804,-0.972,-0.996,0.097,0.222,3.506,-2.709,0.91,-0.988,-0.156,0.019,-4.672,-7.236,-2.365,-0.949,0.272,-0.115,-3.103,1.477,-11.304,-0.995,-0.168,-0.16,-1.504,-1.084,-0.623
1520.0,-1.013,-0.003,0.01,0.43,-0.465,-0.856,-0.994,0.101,0.224,4.12,-2.854,0.913,-0.992,-0.158,0.017,-3.954,-6.942,-2.336,-0.95,0.273,-0.106,-4.169,1.728,-13.09,-0.997,-0.17,-0.159,0.21,-1.26,-0.07
1540.0,-1.014,-0.002,0.015,0.667,-0.085,-0.944,-0.996,0.101,0.224,3.99,-2.66,0.98,-0.987,-0.154,0.017,-2.291,-5.79,-2.259,-0.949,0.271,-0.1,-5.789,2.261,-15.229,-0.996,-0.166,-0.162,1.874,-1.794,0.196
1560.0,-1.02,-0.001,0.017,0.7,-0.077,-0.98,-0.996,0.105,0.229,4.627,-2.712,1.087,-0.987,-0.154,0.018,-0.518,-4.091,-1.492,-0.958,0.27,-0.098,-7.363,2.194,-16.921,-0.998,-0.166,-0.162,3.639,-2.245,0.507
1580.0,-1.026,-0.0,0.019,0.811,-0.744,-0.944,-1.0,0.093,0.222,6.283,-2.882,1.439,-1.011,-0.155,0.023,-2.981,-6.438,-1.923,-0.974,0.264,-0.078,-8.027,0.36,-17.485,-0.995,-0.16,-0.163,4.782,-2.297,0.881
1600.0,-1.02,0.002,0.016,1.204,-1.944,-0.798,-0.992,0.122,0.23,7.28,-3.36,1.47,-0.996,-0.157,0.023,-2.866,-6.797,-1.951,-0.979,0.251,-0.047,-5.845,-1.24,-16.968,-0.996,-0.156,-0.17,5.358,-2.552,0.98
1620.0,-1.018,0.004,0.017,1.555,-2.841,-0.595,-0.997,0.101,0.23,4.915,-2.665,1.331,-0.99,-0.155,0.025,-2.647,-5.411,-1.792,-0.998,0.263,-0.034,-0.737,-0.329,-17.057,-0.994,-0.151,-0.167,5.65,-2.907,0.98
1640.0,-1.017,0.004,0.012,1.558,-3.587,-0.236,-0.994,0.1,0.227,3.767,-2.799,1.399,-0.987,-0.156,0.023,-1.232,-5.292,-1.603,-1.012,0.373,0.111,-3.174,6.366,-22.152,-1.0,-0.14,-0.163,5.809,-3.206,0.911
1660.0,-1.019,-0.003,0.007,1.616,-4.107,-0.064,-0.996,0.101,0.228,2.512,-2.676,1.338,-0.987,-0.155,0.022,-0.174,-3.917,-1.346,-1.04,0.471,0.402,-33.007,7.403,-26.134,-1.016,-0.111,-0.147,4.355,-3.469,0.968
1680.0,-1.029,-0.003,0.006,2.54,-5.12,0.217,-0.996,0.104,0.227,1.52,-2.719,1.376,-0.997,-0.155,0.024,0.17,-3.456,-1.324,-1.283,0.478,0.62,-54.288,5.314,-27.429,-1.027,-0.069,-0.114,0.225,-3.814,3.58
1700.0,-1.031,0.002,-0.001,3.746,-7.8,1.119,-0.997,0.105,0.228,1.268,-2.606,1.515,-0.987,-0.158,0.025,0.547,-3.23,-1.284,-1.467,0.431,0.652,-50.483,-14.787,-21.668,-1.07,-0.062,-0.081,0.187,-5.68,11.35
1720.0,-1.001,-0.009,-0.041,3.092,-8.003,1.2,-0.998,0.108,0.229,3.423,-2.928,1.601,-0.991,-0.159,0.023,1.199,-3.121,-0.85,-1.514,0.449,0.695,-28.043,-39.268,-9.749,-0.998,-0.046,0.147,7.023,-3.404,16.778
1740.0,-0.979,-0.009,-0.05,0.218,-4.251,0.061,-0.996,0.104,0.229,2.142,-2.586,1.733,-0.998,-0.156,0.017,1.441,-3.185,-0.192,-1.463,0.574,0.713,-15.05,-57.47,7.21,-1.104,-0.121,0.503,10.102,20.135,15.64
1760.0,-0.996,0.021,-0.015,-3.592,-2.48,-1.644,-0.999,0.105,0.227,2.202,-2.723,1.654,-0.997,-0.153,0.018,1.516,-3.414,0.619,-1.545,0.788,0.694,-24.646,-87.016,25.745,-1.533,0.068,0.85,1.86,43.206,-4.761
1780.0,-1.054,0.04,0.023,-5.001,-3.487,-2.222,-0.997,0.107,0.225,2.795,-2.845,1.549,-0.992,-0.153,0.022,1.479,-3.326,1.132,-1.731,0.795,0.557,-36.61,-138.18,44.1,-1.813,0.074,0.828,2.362,37.726,-8.421
1800.0,-1.091,0.04,0.034,-3.984,-8.959,-1.961,-0.996,0.106,0.222,1.393,-3.05,1.626,-0.992,-0.152,0.023,1.548,-2.68,1.145,-1.646,0.8,0.484,-53.618,-165.276,58.878,-1.972,-0.257,0.597,8.447,-3.305,-1.048
1820.0,-1.086,0.023,0.019,-2.921,-12.817,-0.922,-1.0,0.102,0.222,0.254,-3.718,2.036,-0.996,-0.144,0.022,2.291,-2.462,0.274,-1.697,0.768,0.416,-61.53,-184.66,70.21,-2.145,-0.407,0.437,22.565,-93.087,2.403
1840.0,-1.062,0.012,0.023,-2.026,-14.782,0.891,-1.001,0.106,0.223,0.21,-4.26,2.194,-0.993,-0.138,0.021,3.02,-1.806,-0.529,-1.739,0.67,0.336,-56.639,-206.046,83.628,-2.094,-0.364,0.433,12.59,-178.852,0.049
1860.0,-1.045,-0.002,0.049,-0.706,-16.485,2.736,-0.996,0.104,0.229,0.022,-4.204,2.352,-0.993,-0.139,0.021,4.293,-0.321,-1.219,-1.692,0.679,0.281,-45.873,-214.941,100.39,-2.087,-0.309,0.353,-2.576,-243.506,-15.735
1880.0,-1.037,-0.002,0.061,0.644,-18.88,3.717,-0.995,0.106,0.23,-0.252,-4.227,2.714,-0.994,-0.144,0.024,5.308,0.82,-1.763,-1.701,0.691,0.252,-40.965,-220.36,111.483,-2.03,-0.312,0.234,-21.627,-286.367,-31.159
