Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1743903519.8229132,0.250,0.171,0.995,-3.360,-5.250,-0.630
1743903519.8229132,0.250,0.168,0.996,-3.220,-5.320,-0.630
1743903519.8229132,0.253,0.169,0.990,-2.800,-5.110,-0.700
1743903519.8229132,0.252,0.166,0.985,-1.820,-4.620,-0.630
1743903519.8229132,0.253,0.163,0.984,-1.400,-4.410,-0.630
1743903519.8229132,0.254,0.165,0.982,-0.840,-4.060,-0.700
1743903519.845089,0.255,0.164,0.984,-1.050,-3.500,-0.770
1743903519.845089,0.254,0.169,0.985,-1.050,-3.150,-0.770
1743903519.845089,0.255,0.164,0.988,-0.630,-2.730,-0.700
1743903519.845089,0.255,0.164,0.990,0.070,-2.380,-0.630
1743903519.845089,0.255,0.166,0.992,0.630,-2.030,-0.630
1743903519.845089,0.254,0.165,0.988,0.910,-1.540,-0.630
1743903519.888616,0.256,0.161,0.983,1.680,-1.120,-0.700
1743903519.888616,0.252,0.163,0.981,2.030,-0.770,-0.770
1743903519.888616,0.251,0.165,0.984,2.030,-0.490,-0.770
1743903519.888616,0.250,0.170,0.986,1.610,-0.280,-0.840
1743903519.888616,0.249,0.169,0.991,1.470,-0.350,-0.840
1743903519.888616,0.250,0.164,0.994,1.890,-0.490,-0.770
1743903519.919262,0.248,0.167,0.996,2.380,-0.840,-0.840
1743903519.919262,0.249,0.166,0.992,2.170,-1.190,-0.840
1743903519.919262,0.249,0.166,0.992,3.430,-0.910,-0.560
1743903519.919262,0.253,0.159,0.978,4.970,-0.980,-0.980
1743903519.919262,0.245,0.172,1.003,1.470,-0.910,-1.120
1743903519.919262,0.244,0.179,1.003,-0.490,-1.540,-0.980
1743903520.024251,0.245,0.179,1.003,-1.120,-2.240,-0.910
1743903520.024251,0.244,0.172,1.009,-0.140,-3.920,-0.630
1743903520.024251,0.253,0.170,1.004,0.280,-2.660,-0.840
1743903520.024251,0.254,0.164,0.988,0.840,-2.660,-0.770
1743903520.024251,0.251,0.166,0.982,0.560,-3.360,-0.700
1743903520.024251,0.253,0.173,0.988,-1.050,-2.800,-0.840
1743903520.0684261,0.254,0.169,0.989,-1.120,-2.450,-0.630
1743903520.0684261,0.254,0.166,0.996,-0.770,-2.310,-0.630
1743903520.0684261,0.251,0.167,1.000,-0.070,-2.520,-0.700
1743903520.0684261,0.249,0.173,0.997,0.210,-2.800,-0.700
1743903520.0684261,0.250,0.170,0.993,-0.560,-3.150,-0.630
1743903520.0684261,0.252,0.167,0.989,-0.560,-2.870,-0.700
1743903520.085118,0.251,0.166,0.989,-0.490,-2.940,-0.700
1743903520.085118,0.249,0.170,0.991,-0.420,-2.590,-0.700
1743903520.085118,0.249,0.167,0.993,-0.770,-2.590,-0.700
1743903520.085118,0.248,0.168,0.991,-0.210,-2.940,-0.630
1743903520.085118,0.246,0.168,0.993,0.070,-2.800,-0.700
1743903520.085118,0.252,0.168,0.991,0.070,-2.730,-0.770
1743903520.086777,0.251,0.168,0.991,0.000,-2.450,-0.700
1743903520.086777,0.252,0.166,0.989,0.000,-2.520,-0.770
1743903520.086777,0.253,0.166,0.989,0.420,-2.380,-0.770
1743903520.086777,0.251,0.166,0.990,0.420,-2.240,-0.700
1743903520.086777,0.252,0.165,0.989,0.560,-1.960,-0.700
1743903520.086777,0.252,0.167,0.990,0.700,-2.100,-0.700
1743903520.144953,0.249,0.166,0.991,0.980,-1.960,-0.700
1743903520.144953,0.251,0.168,0.990,0.910,-1.890,-0.840
1743903520.144953,0.250,0.168,0.991,0.770,-1.890,-0.700
1743903520.144953,0.248,0.169,0.992,0.910,-1.890,-0.630
1743903520.144953,0.252,0.167,0.991,1.050,-1.960,-0.700
1743903520.144953,0.249,0.169,0.993,0.910,-1.750,-0.840
1743903520.189886,0.249,0.169,0.991,0.910,-2.100,-0.840
1743903520.189886,0.249,0.169,0.989,0.980,-2.240,-0.840
1743903520.189886,0.252,0.169,0.996,0.490,-2.170,-0.910
1743903520.189886,0.250,0.165,0.994,0.560,-2.030,-0.840
1743903520.189886,0.248,0.168,0.994,0.700,-2.450,-0.700
1743903520.189886,0.248,0.171,0.994,0.490,-2.450,-0.840
1743903520.234549,0.249,0.171,0.993,0.280,-2.520,-0.770
1743903520.234549,0.250,0.168,0.992,0.140,-2.380,-0.700
1743903520.234549,0.249,0.168,0.993,0.350,-2.520,-0.700
1743903520.234549,0.248,0.169,0.993,0.000,-2.590,-0.770
1743903520.234549,0.252,0.164,0.991,0.280,-2.380,-0.630
1743903520.234549,0.250,0.168,0.989,0.350,-2.660,-0.700
1743903520.3268042,0.248,0.169,0.990,0.280,-2.660,-0.700
1743903520.3268042,0.252,0.168,0.993,0.070,-2.520,-0.770
1743903520.3268042,0.248,0.167,0.989,0.280,-2.380,-0.770
1743903520.3268042,0.251,0.168,0.989,0.560,-2.380,-0.840
1743903520.3268042,0.250,0.166,0.992,0.560,-2.310,-0.840
1743903520.3268042,0.252,0.171,0.989,0.420,-2.310,-0.770
1743903520.329418,0.251,0.166,0.988,0.350,-2.240,-0.770
1743903520.329418,0.252,0.168,0.992,0.350,-2.240,-0.840
1743903520.329418,0.250,0.167,0.990,0.560,-2.590,-0.840
1743903520.329418,0.252,0.168,0.992,0.560,-2.590,-0.770
1743903520.329418,0.253,0.169,0.994,0.350,-2.380,-0.840
1743903520.329418,0.252,0.168,0.992,0.350,-2.450,-0.700
1743903520.354336,0.250,0.168,0.990,0.350,-2.660,-0.770
1743903520.354336,0.249,0.169,0.991,0.350,-2.380,-0.770
1743903520.354336,0.251,0.169,0.994,0.210,-2.170,-0.700
1743903520.354336,0.249,0.170,0.993,0.000,-2.170,-0.700
1743903520.354336,0.250,0.170,0.992,0.280,-2.520,-0.700
1743903520.354336,0.249,0.171,0.993,0.000,-2.520,-0.700
1743903520.399588,0.250,0.166,0.993,-0.070,-2.310,-0.700
1743903520.399588,0.247,0.169,0.992,0.000,-2.590,-0.770
1743903520.399588,0.249,0.167,0.992,0.070,-2.730,-0.700
1743903520.399588,0.249,0.167,0.992,0.210,-2.730,-0.700
1743903520.399588,0.250,0.170,0.993,0.070,-2.450,-0.770
1743903520.399588,0.251,0.168,0.991,0.070,-2.520,-0.770
1743903520.444418,0.248,0.165,0.989,0.140,-2.310,-0.700
1743903520.444418,0.252,0.168,0.989,0.420,-2.730,-0.630
1743903520.444418,0.252,0.172,0.994,0.630,-2.660,-0.770
1743903520.444418,0.254,0.169,0.992,-0.070,-2.100,-0.700
1743903520.444418,0.250,0.168,0.990,0.070,-2.520,-0.770
1743903520.444418,0.249,0.166,0.992,0.490,-2.590,-0.630
1743903520.473682,0.253,0.168,0.993,0.560,-2.520,-0.700
1743903520.473682,0.254,0.169,0.994,0.350,-2.170,-0.770
1743903520.473682,0.253,0.169,0.992,0.280,-2.170,-0.700
1743903520.473682,0.249,0.166,0.990,0.420,-2.450,-0.770
1743903520.473682,0.248,0.168,0.993,0.280,-2.310,-0.700
1743903520.473682,0.248,0.167,0.995,0.210,-2.240,-0.630
1743903520.51926,0.250,0.167,0.993,0.210,-2.170,-0.770
