Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1743904139.169037,0.409,-0.375,0.889,1.260,-2.310,-0.770
1743904139.189037,0.411,-0.374,0.890,1.050,-2.450,-0.840
1743904139.209037,0.410,-0.376,0.890,1.120,-2.590,-0.910
1743904139.229037,0.407,-0.378,0.889,0.980,-2.590,-0.910
1743904139.249037,0.408,-0.374,0.888,0.980,-2.450,-0.770
1743904139.269037,0.409,-0.374,0.889,0.980,-2.380,-0.840
1743904139.181828,0.408,-0.376,0.891,0.770,-2.450,-0.770
1743904139.201828,0.409,-0.373,0.891,0.910,-2.520,-0.770
1743904139.221828,0.408,-0.375,0.889,0.630,-2.450,-0.980
1743904139.241828,0.407,-0.377,0.883,1.120,-2.380,-0.980
1743904139.261828,0.412,-0.366,0.897,0.210,-2.380,-0.840
1743904139.281828,0.405,-0.376,0.898,-1.050,-3.430,-1.120
1743904139.2278671,0.410,-0.382,0.890,-0.630,-3.640,-0.980
1743904139.247867,0.415,-0.380,0.888,0.140,-3.010,-0.980
1743904139.267867,0.410,-0.379,0.887,0.070,-2.870,-0.910
1743904139.287867,0.408,-0.376,0.889,-0.420,-3.150,-1.050
1743904139.307867,0.407,-0.380,0.890,0.000,-3.640,-1.190
1743904139.327867,0.409,-0.380,0.889,0.140,-3.430,-1.050
1743904139.273118,0.415,-0.376,0.887,0.210,-2.660,-0.910
1743904139.293118,0.413,-0.375,0.889,0.490,-2.590,-0.770
1743904139.313118,0.411,-0.377,0.885,0.770,-2.590,-0.770
1743904139.333118,0.409,-0.375,0.885,0.560,-2.310,-0.560
1743904139.353118,0.408,-0.376,0.887,1.050,-2.030,-0.560
1743904139.373118,0.409,-0.378,0.889,1.400,-2.240,-0.700
1743904139.316832,0.409,-0.378,0.885,1.890,-2.240,-0.700
1743904139.336832,0.412,-0.374,0.888,1.680,-1.750,-0.700
1743904139.356832,0.411,-0.378,0.891,1.750,-2.170,-0.700
1743904139.376832,0.408,-0.379,0.890,2.380,-2.310,-0.840
1743904139.396832,0.411,-0.377,0.887,2.310,-2.100,-0.700
1743904139.416832,0.411,-0.378,0.886,2.450,-1.890,-0.840
1743904139.363091,0.408,-0.376,0.886,2.660,-1.750,-0.770
1743904139.383091,0.409,-0.377,0.889,2.940,-1.750,-0.630
1743904139.403091,0.410,-0.375,0.891,2.450,-1.540,-0.630
1743904139.423091,0.410,-0.376,0.896,2.240,-1.680,-0.560
1743904139.443091,0.408,-0.375,0.892,2.030,-1.680,-0.560
1743904139.463091,0.410,-0.377,0.893,1.820,-1.960,-0.630
1743904139.421094,0.407,-0.376,0.891,1.470,-1.890,-0.630
1743904139.441094,0.409,-0.375,0.890,1.330,-2.170,-0.630
1743904139.461094,0.409,-0.373,0.892,0.980,-2.100,-0.700
1743904139.481094,0.408,-0.378,0.891,0.910,-2.240,-0.560
1743904139.5010939,0.407,-0.373,0.895,0.630,-2.380,-0.700
1743904139.5210938,0.407,-0.375,0.895,-0.070,-2.660,-0.630
1743904139.4981623,0.407,-0.377,0.898,-0.280,-2.940,-0.770
1743904139.5181623,0.407,-0.377,0.892,-0.140,-3.080,-0.840
1743904139.5381622,0.408,-0.376,0.885,-0.210,-2.940,-0.840
1743904139.5581622,0.409,-0.376,0.889,-0.210,-2.940,-0.980
1743904139.5781622,0.407,-0.374,0.889,0.000,-3.010,-0.840
1743904139.5981622,0.407,-0.378,0.888,-0.070,-3.150,-1.050
1743904139.5016842,0.410,-0.379,0.888,0.140,-3.010,-0.910
1743904139.5216842,0.411,-0.375,0.890,-17.920,-2.730,-0.980
1743904139.5416842,0.409,-0.377,0.889,0.140,-2.940,-0.910
1743904139.5616841,0.409,-0.374,0.888,0.280,-2.870,-0.840
1743904139.581684,0.410,-0.374,0.888,0.350,-2.800,-0.840
