Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
139420.0,-1.135,-0.113,0.369,-8.682,-6.651,5.404,-0.734,-0.405,-0.524,38.561,74.045,-100.911,-0.935,0.197,0.336,-14.758,-3.956,27.718,-1.018,-0.365,0.221,10.161,-10.468,-5.544
139440.0,-1.133,-0.175,0.374,-3.69,-9.983,1.103,-0.394,-0.295,-0.556,12.805,78.189,-100.895,-1.011,0.222,0.362,-20.283,-1.454,26.989,-1.015,-0.373,0.235,2.953,-10.763,-6.078
139460.0,-1.021,-0.094,0.261,4.176,-11.309,-0.655,-0.124,-0.642,-0.62,-1.438,77.85,-90.064,-1.072,0.206,0.356,-28.424,-6.012,21.674,-0.999,-0.383,0.275,-0.253,-8.357,-6.243
139480.0,-0.928,-0.003,0.189,6.709,-6.271,0.082,-0.126,-0.696,-0.677,13.706,70.026,-75.761,-1.064,0.11,0.309,-23.925,-18.003,19.679,-0.976,-0.383,0.26,0.635,-9.276,-4.752
139500.0,-0.972,0.07,0.208,5.552,-8.355,4.345,-0.344,-0.393,-0.654,19.237,61.139,-74.093,-0.985,0.05,0.256,0.93,-18.091,20.675,-0.922,-0.373,0.221,0.799,-9.297,-2.499
139520.0,-0.975,0.078,0.237,-1.657,-8.422,8.094,-0.489,-0.377,-0.596,8.234,59.827,-75.682,-0.987,0.068,0.247,24.739,-14.343,24.859,-0.917,-0.396,0.21,3.218,-7.34,-0.196
139540.0,-0.996,-0.063,0.243,-8.303,1.472,9.338,-0.236,-0.629,-0.748,2.923,59.688,-69.47,-0.987,0.12,0.262,33.911,-10.97,27.431,-0.953,-0.406,0.231,8.529,-8.048,0.598
139560.0,-1.074,-0.149,0.263,-5.952,-5.252,5.975,-0.318,-0.623,-0.724,13.4,55.735,-64.5,-0.977,0.152,0.258,24.095,-7.896,24.956,-0.944,-0.372,0.246,13.015,-3.966,1.92
139580.0,-1.039,-0.165,0.16,0.349,-2.736,-0.034,-0.268,-0.464,-0.685,15.169,53.974,-59.752,-0.979,0.152,0.268,7.0,-4.8,19.006,-0.945,-0.366,0.24,11.264,-2.729,2.614
139600.0,-1.042,-0.086,0.138,4.842,-0.129,-3.857,0.15,-0.613,-0.751,10.736,48.349,-43.083,-0.993,0.14,0.272,-3.233,-2.614,12.736,-0.948,-0.402,0.24,12.727,-0.573,4.652
139620.0,-1.074,-0.055,0.19,1.935,2.653,-4.548,0.006,-0.851,-0.767,23.568,52.007,-28.783,-1.059,0.115,0.259,-12.61,-0.364,6.775,-0.988,-0.418,0.235,16.763,0.835,6.074
139640.0,-1.034,-0.045,0.251,-2.237,6.032,-4.433,-0.232,-0.69,-0.643,31.501,44.195,-27.026,-1.054,0.088,0.26,-12.395,-4.754,3.958,-1.036,-0.399,0.217,17.57,-0.49,5.74
139660.0,-1.089,-0.033,0.271,0.709,2.541,-2.966,-0.31,-0.685,-0.657,4.505,49.642,-32.28,-1.02,0.067,0.239,-8.288,-3.42,2.295,-0.982,-0.354,0.223,13.23,-4.34,3.85
139680.0,-1.076,-0.032,0.237,3.25,-0.375,-1.565,-0.355,-0.812,-0.683,1.54,45.436,-38.23,-1.064,0.071,0.245,-2.748,-1.734,0.859,-0.947,-0.342,0.227,5.144,-3.308,1.051
139700.0,-1.01,-0.055,0.21,2.49,3.763,-2.463,-0.306,-0.665,-0.577,11.876,39.143,-40.538,-1.075,0.058,0.273,7.163,-6.94,0.071,-0.966,-0.397,0.238,2.826,-2.24,1.405
139720.0,-0.987,-0.044,0.234,3.108,3.34,-3.996,0.042,-0.641,-0.758,2.627,40.719,-31.649,-0.976,0.067,0.269,16.222,-6.571,-1.417,-0.948,-0.411,0.237,7.28,-0.21,4.2
139740.0,-1.002,0.006,0.231,5.289,-0.501,-3.177,0.023,-0.716,-0.776,3.759,41.007,-27.701,-0.942,0.099,0.265,23.557,-4.204,-3.775,-0.919,-0.369,0.219,7.63,1.33,4.97
139760.0,-1.008,-0.008,0.173,5.733,5.195,-2.807,-0.028,-0.653,-0.753,13.153,38.608,-25.087,-0.967,0.132,0.285,21.492,-0.314,-7.233,-0.898,-0.368,0.232,5.197,4.135,2.707
139780.0,-1.026,-0.047,0.216,3.409,14.106,-3.432,-0.118,-0.562,-0.848,17.275,41.969,-23.44,-1.01,0.163,0.315,15.44,-0.932,-13.509,-0.927,-0.402,0.235,9.577,7.222,0.99
139800.0,-1.03,-0.069,0.243,1.135,11.087,-5.541,-0.054,-0.456,-0.652,13.537,40.958,-14.853,-1.003,0.176,0.333,12.058,-1.967,-19.672,-0.952,-0.394,0.236,13.788,8.729,1.111
139820.0,-1.032,-0.084,0.213,1.332,7.619,-8.827,0.002,-0.712,-0.839,14.0,44.73,-7.0,-0.964,0.197,0.326,8.296,-1.159,-23.308,-0.937,-0.405,0.241,14.84,8.89,1.68
139840.0,-1.058,-0.076,0.218,2.579,9.179,-9.408,-0.018,-0.624,-0.777,15.216,43.249,-7.09,-0.99,0.239,0.334,2.161,1.53,-24.718,-0.92,-0.385,0.249,15.394,9.375,0.062
139860.0,-1.096,-0.061,0.266,1.786,10.438,-8.897,-0.078,-0.754,-0.672,18.889,39.464,-8.909,-1.015,0.244,0.363,-7.021,3.385,-24.638,-0.941,-0.388,0.256,13.368,7.918,-1.484
139880.0,-1.097,-0.072,0.331,-0.168,9.048,-8.762,-0.056,-0.719,-0.595,19.417,30.713,-14.306,-1.032,0.232,0.384,-12.754,2.649,-23.019,-0.995,-0.384,0.262,5.281,4.878,-2.207
139900.0,-1.079,-0.065,0.33,0.273,1.962,-9.371,-0.004,-0.67,-0.708,-0.531,34.024,-13.936,-1.027,0.228,0.394,-12.308,0.032,-20.326,-0.998,-0.409,0.252,-2.355,0.668,-2.005
139920.0,-1.074,-0.034,0.296,1.614,-1.474,-8.851,0.001,-0.614,-0.807,-8.225,32.437,-8.316,-0.988,0.229,0.395,-6.224,-0.961,-17.618,-0.969,-0.414,0.252,-5.613,-0.398,-1.758
139940.0,-1.071,0.002,0.306,0.511,0.128,-6.197,-0.015,-0.764,-0.887,9.588,29.991,-3.216,-0.978,0.244,0.395,-0.229,-0.954,-14.664,-0.952,-0.415,0.258,-10.061,0.101,-1.75
139960.0,-1.076,0.007,0.338,-3.992,-0.844,-3.008,-0.005,-0.695,-0.754,30.492,23.139,-3.6,-0.984,0.26,0.403,3.775,-1.653,-11.582,-0.969,-0.45,0.27,-8.916,1.294,-0.63
139980.0,-1.062,-0.016,0.312,-5.28,-3.169,-2.612,0.068,-0.627,-0.652,27.29,19.016,-5.268,-0.993,0.273,0.411,6.265,-2.674,-9.185,-1.014,-0.463,0.272,-8.464,1.866,0.436
140000.0,-1.071,-0.047,0.237,-2.064,-2.044,-3.024,0.141,-0.722,-0.69,3.305,20.443,-7.549,-0.986,0.295,0.421,7.584,-2.631,-7.845,-1.011,-0.469,0.28,-7.851,1.631,0.157
140020.0,-1.11,-0.073,0.215,0.434,2.388,-2.985,0.092,-0.709,-0.67,-2.499,15.504,-14.085,-1.004,0.328,0.423,1.562,1.953,-8.04,-1.005,-0.482,0.287,-7.272,2.82,-0.831
140040.0,-1.138,-0.093,0.238,0.029,6.26,-3.08,0.067,-0.646,-0.64,-3.576,10.302,-14.186,-1.087,0.337,0.418,-10.443,3.874,-8.801,-1.043,-0.5,0.297,-5.657,5.251,-2.465
140060.0,-1.163,-0.082,0.281,-3.216,5.614,-3.653,0.127,-0.742,-0.758,3.266,5.773,-12.748,-1.101,0.325,0.403,-21.905,-0.797,-7.234,-1.089,-0.506,0.297,-2.14,4.173,-3.635
140080.0,-1.155,-0.029,0.272,-7.123,6.085,-3.349,0.193,-0.555,-0.813,-8.136,6.296,-6.894,-1.059,0.261,0.384,-19.964,-1.114,-2.625,-1.073,-0.506,0.303,1.202,4.126,-5.366
140100.0,-1.152,-0.023,0.28,-8.201,6.062,-1.546,0.11,-0.727,-0.818,-5.457,3.908,2.532,-1.069,0.228,0.383,-10.778,0.063,2.235,-1.066,-0.501,0.307,4.836,5.537,-7.736
140120.0,-1.171,-0.061,0.332,-1.913,5.584,-0.921,0.014,-0.836,-0.658,17.594,-7.727,7.574,-1.098,0.221,0.383,-2.412,-1.359,5.785,-1.091,-0.485,0.315,6.162,6.887,-9.593
140140.0,-1.227,-0.072,0.304,3.528,1.104,-0.09,0.16,-0.717,-0.637,-2.478,-7.465,10.298,-1.117,0.232,0.37,1.215,-3.629,7.538,-1.116,-0.464,0.317,4.076,6.853,-9.444
140160.0,-1.241,-0.064,0.245,1.161,0.619,0.599,0.068,-0.848,-0.756,-2.289,-13.795,5.875,-1.138,0.218,0.358,0.138,-5.875,6.41,-1.131,-0.459,0.309,-0.958,6.165,-7.54
140180.0,-1.244,-0.029,0.248,-0.017,4.645,0.56,0.025,-0.549,-0.836,-19.53,-14.7,12.88,-1.166,0.218,0.359,1.296,-7.143,3.893,-1.131,-0.485,0.313,-1.682,6.405,-4.288
140200.0,-1.252,-0.013,0.319,3.24,5.796,0.945,-0.039,-0.701,-0.821,-5.254,-21.548,21.23,-1.164,0.211,0.353,4.593,-7.666,0.958,-1.127,-0.52,0.337,5.526,8.656,-0.726
140220.0,-1.237,-0.03,0.338,6.612,2.817,2.695,0.092,-0.675,-0.802,3.051,-23.686,27.761,-1.17,0.222,0.354,6.303,-7.235,-0.259,-1.135,-0.521,0.344,14.56,9.666,1.728
140240.0,-1.21,-0.059,0.282,6.814,-1.158,3.22,0.086,-0.833,-0.675,1.99,-33.578,30.022,-1.165,0.234,0.359,7.605,-5.953,0.107,-1.129,-0.504,0.35,17.049,8.718,1.29
140260.0,-1.211,-0.052,0.203,3.651,-1.385,3.593,0.063,-0.779,-0.648,-4.553,-35.959,28.736,-1.154,0.24,0.361,6.313,-3.429,1.358,-1.093,-0.47,0.355,15.357,6.505,-1.096
140280.0,-1.208,-0.027,0.181,-2.1,4.096,3.963,-0.091,-0.808,-0.649,-14.843,-42.233,24.316,-1.148,0.235,0.364,2.61,-1.009,3.026,-1.09,-0.511,0.342,8.637,4.754,-2.37
140300.0,-1.192,-0.025,0.288,-4.085,11.165,2.33,-0.016,-0.597,-0.648,-24.115,-46.33,25.831,-1.125,0.236,0.375,-1.391,1.165,5.321,-1.142,-0.59,0.327,9.316,1.528,-2.111
140320.0,-1.188,-0.049,0.345,-0.13,8.021,0.961,0.094,-0.677,-0.855,-24.903,-47.243,33.352,-1.093,0.237,0.381,-5.247,3.367,6.399,-1.152,-0.473,0.306,10.662,-2.81,-1.464
140340.0,-1.159,-0.065,0.311,4.564,0.901,0.951,0.031,-0.612,-0.849,-20.547,-49.404,38.203,-1.086,0.229,0.379,-9.527,4.201,6.309,-1.089,-0.423,0.285,2.23,-7.313,-2.63
140360.0,-1.132,-0.057,0.216,5.792,1.171,1.704,-0.118,-0.626,-0.788,-11.62,-52.85,39.973,-1.087,0.214,0.368,-11.724,2.842,5.212,-1.014,-0.419,0.295,-7.62,-7.305,-5.588
140380.0,-1.138,-0.054,0.199,3.54,6.141,1.043,-0.25,-0.631,-0.765,-4.769,-58.348,41.993,-1.073,0.173,0.349,-10.416,-0.712,4.263,-1.01,-0.421,0.299,-11.443,-6.316,-5.831
140400.0,-1.133,-0.071,0.241,5.381,6.898,0.048,-0.183,-0.579,-0.865,-2.96,-56.402,47.654,-1.063,0.167,0.352,-4.033,-2.67,3.164,-1.021,-0.471,0.276,-8.19,-4.41,-2.52
140420.0,-1.12,-0.096,0.248,9.475,1.276,-0.205,-0.097,-0.682,-0.678,-8.287,-59.961,51.852,-1.059,0.185,0.36,0.582,-3.614,2.027,-1.026,-0.482,0.249,2.78,-1.797,1.637
140440.0,-1.129,-0.091,0.211,10.547,-2.013,0.059,-0.115,-0.78,-0.659,-7.58,-57.398,48.8,-1.063,0.195,0.348,0.85,-4.233,1.889,-1.0,-0.467,0.242,10.555,-0.343,4.13
140460.0,-1.143,-0.057,0.21,9.608,-1.012,-0.127,-0.201,-0.689,-0.731,-11.724,-61.739,49.28,-1.065,0.195,0.34,-1.462,-5.441,3.857,-1.008,-0.443,0.257,13.399,1.38,4.13
140480.0,-1.126,-0.036,0.239,7.551,-0.149,0.422,-0.205,-0.688,-0.712,-16.424,-61.896,51.2,-1.059,0.168,0.34,-1.381,-5.759,5.917,-1.034,-0.44,0.256,11.706,1.377,3.356
140500.0,-1.1,-0.039,0.25,9.945,-1.001,0.61,-0.208,-0.508,-0.731,-16.084,-56.441,53.385,-1.045,0.142,0.337,3.582,-5.834,6.444,-1.035,-0.447,0.245,9.001,0.162,1.684
140520.0,-1.071,-0.053,0.232,14.635,-4.88,0.728,-0.215,-0.473,-0.868,-20.886,-57.23,59.879,-1.02,0.137,0.327,9.979,-6.026,6.384,-1.015,-0.426,0.22,5.488,-2.301,0.029
140540.0,-1.02,-0.081,0.196,15.802,-5.6,0.52,-0.219,-0.527,-0.815,-14.733,-63.92,65.315,-0.983,0.153,0.319,11.103,-7.279,7.265,-0.984,-0.424,0.215,0.327,-3.64,-0.709
140560.0,-1.015,-0.082,0.181,14.464,-6.558,-0.405,-0.177,-0.696,-0.738,3.165,-65.72,65.253,-0.949,0.149,0.316,10.558,-7.789,7.649,-0.953,-0.417,0.229,-0.91,-5.495,-1.55
140580.0,-1.034,-0.068,0.165,13.149,-11.819,-1.17,-0.218,-0.527,-0.735,3.161,-64.851,67.544,-0.929,0.149,0.317,7.853,-6.142,5.924,-0.903,-0.385,0.233,-3.515,-5.718,-2.593
140600.0,-1.0,-0.074,0.148,13.205,-9.924,-2.16,-0.336,-0.604,-0.653,0.906,-70.417,73.651,-0.952,0.144,0.33,5.186,-4.284,3.555,-0.911,-0.404,0.227,-2.861,-3.619,-3.605
140620.0,-1.003,-0.09,0.172,11.062,-11.612,-2.46,-0.324,-0.795,-0.607,12.136,-74.004,73.892,-0.958,0.136,0.318,2.857,-6.125,2.681,-0.953,-0.402,0.192,-1.158,-4.531,-3.78
140640.0,-1.003,-0.095,0.167,10.807,-15.275,-2.072,-0.279,-0.706,-0.634,15.664,-85.795,73.768,-0.93,0.145,0.303,1.715,-7.207,3.053,-0.923,-0.355,0.156,-2.108,-6.255,-3.987
140660.0,-0.936,-0.078,0.156,9.82,-13.91,-2.178,-0.156,-0.588,-0.641,6.736,-92.709,81.619,-0.917,0.129,0.282,1.276,-8.756,6.899,-0.904,-0.341,0.136,-2.899,-5.391,-3.179
140680.0,-0.899,-0.072,0.15,7.805,-14.07,-2.725,-0.278,-0.578,-0.599,18.064,-99.222,93.086,-0.871,0.092,0.29,5.385,-10.067,10.299,-0.902,-0.328,0.114,-1.851,-5.737,-3.098
140700.0,-0.894,-0.09,0.126,7.928,-14.967,-2.86,-0.545,-0.293,-0.545,25.395,-100.174,95.826,-0.846,0.082,0.294,12.682,-8.137,12.697,-0.879,-0.285,0.09,-2.165,-7.753,-3.96
140720.0,-0.866,-0.123,0.041,9.894,-11.432,-3.152,-0.653,-0.128,-0.557,14.066,-90.24,100.275,-0.848,0.091,0.288,16.94,-7.14,13.72,-0.835,-0.232,0.046,-11.127,-7.684,-5.447
140740.0,-0.844,-0.143,-0.001,9.009,-4.665,-4.667,-0.683,-0.181,-0.562,-5.969,-71.761,106.979,-0.834,0.104,0.278,15.524,-6.309,13.981,-0.85,-0.228,-0.021,-18.86,-5.591,-6.72
140760.0,-0.871,-0.15,-0.007,7.076,-3.636,-6.683,-0.758,-0.218,-0.487,-19.845,-63.944,107.442,-0.832,0.118,0.263,9.538,-4.613,13.741,-0.869,-0.229,-0.064,-18.864,-4.139,-7.275
140780.0,-0.878,-0.132,-0.042,7.038,-3.221,-9.077,-0.882,-0.255,-0.408,-37.902,-62.989,100.395,-0.86,0.146,0.259,-6.44,-3.92,14.0,-0.872,-0.195,-0.095,-12.111,1.059,-4.656
140800.0,-0.901,-0.086,0.058,1.15,7.196,-11.021,-0.708,-0.502,-0.374,-52.594,-56.05,95.346,-0.88,0.167,0.237,-21.831,-4.531,12.928,-0.9,-0.174,-0.1,-4.317,7.132,-0.117
140820.0,-0.958,-0.08,0.187,-3.519,5.818,-11.547,-0.69,-0.632,-0.268,-53.921,-43.181,94.945,-0.861,0.143,0.225,-26.944,-0.429,12.675,-0.915,-0.138,-0.07,-3.146,10.833,4.11
140840.0,-0.95,-0.082,0.254,-7.159,2.384,-11.195,-0.673,-0.469,-0.264,-97.194,-33.191,87.862,-0.88,0.164,0.277,-24.95,3.729,13.791,-0.913,-0.07,0.002,-9.373,11.805,7.774
140860.0,-0.886,-0.065,0.339,-13.05,4.918,-11.171,-0.845,-0.7,-0.329,-115.943,-37.884,85.468,-0.905,0.202,0.336,-14.91,8.33,15.54,-0.902,-0.09,0.039,-36.694,8.235,9.629
140880.0,-0.755,0.079,0.36,-16.011,14.879,-11.526,-0.996,-0.221,-0.294,-78.373,-14.393,85.939,-0.885,0.197,0.338,-1.26,6.93,15.05,-0.86,-0.236,0.122,-54.503,5.105,12.643
140900.0,-0.691,0.207,0.348,-13.355,31.109,-11.28,-1.254,0.305,-0.659,-75.002,-21.644,83.932,-0.817,0.254,0.336,13.719,6.705,15.724,-0.841,-0.355,0.245,-59.554,2.17,21.689
140920.0,-0.726,0.229,0.499,-5.994,33.96,-6.653,-1.522,0.331,-0.518,-37.553,-9.436,71.989,-0.684,0.323,0.344,17.882,6.186,18.401,-0.725,-0.382,0.368,-57.332,2.193,29.701
140940.0,-0.756,0.232,0.577,-9.526,30.921,-4.861,-1.113,0.134,-0.665,-26.301,-7.565,27.675,-0.585,0.371,0.357,20.57,17.931,17.586,-0.69,-0.424,0.479,-57.425,5.131,36.65
140960.0,-0.912,0.214,0.363,-15.077,34.15,-6.187,-0.568,-0.119,-0.747,-24.087,-24.64,9.935,-0.607,0.422,0.356,19.978,30.457,11.183,-0.718,-0.51,0.507,-54.909,6.351,43.123
140980.0,-1.044,0.152,0.292,-19.105,26.843,3.622,-0.709,0.009,-0.565,-38.227,-46.933,10.535,-0.66,0.5,0.365,13.996,37.545,-1.077,-0.877,-0.662,0.529,-34.553,7.16,47.966
141000.0,-1.006,0.087,0.287,-19.39,26.25,6.37,-0.844,0.042,-0.564,-54.42,-52.466,4.268,-0.716,0.607,0.407,-10.82,43.175,-12.934,-0.932,-0.728,0.564,-3.635,7.467,50.046
141020.0,-1.054,0.019,0.396,-19.74,29.89,9.73,-1.008,-0.296,-0.44,-52.574,-60.185,16.331,-0.811,0.659,0.426,-39.921,44.833,-24.883,-0.964,-0.688,0.552,25.467,9.953,48.768
141040.0,-1.118,-0.068,0.469,-21.109,29.281,9.441,-1.071,-0.105,-0.402,-36.998,-56.46,24.973,-0.9,0.642,0.425,-62.478,41.418,-28.208,-1.005,-0.59,0.521,33.227,5.867,44.652
141060.0,-1.152,-0.076,0.473,-20.21,20.57,4.242,-0.946,-0.13,-0.47,-34.485,-51.349,32.176,-0.974,0.581,0.405,-68.751,31.913,-26.908,-0.982,-0.547,0.498,22.549,1.943,36.006
141080.0,-1.079,0.011,0.458,-15.47,7.91,-0.42,-0.893,-0.238,-0.457,-17.967,-54.532,43.563,-0.989,0.465,0.375,-59.123,19.937,-20.233,-0.942,-0.532,0.447,4.539,-1.871,27.297
141100.0,-0.994,0.078,0.449,-16.911,2.86,-1.532,-0.927,-0.018,-0.414,-13.352,-55.749,46.323,-0.908,0.382,0.367,-32.417,13.216,-11.23,-0.885,-0.586,0.38,0.0,-4.55,19.32
141120.0,-1.053,0.056,0.421,-15.472,-3.834,-1.914,-0.9,0.016,-0.437,-25.948,-53.845,44.767,-0.873,0.381,0.373,-5.576,14.203,-0.923,-0.824,-0.588,0.386,5.38,-2.606,14.069
141140.0,-1.019,0.052,0.403,-9.17,-6.65,0.14,-0.907,-0.042,-0.387,-27.513,-53.567,41.035,-0.864,0.421,0.387,6.433,13.218,6.612,-0.832,-0.548,0.376,1.065,-4.776,13.095
141160.0,-0.966,0.006,0.376,-2.45,-11.97,1.61,-0.925,0.049,-0.34,-22.552,-52.745,36.07,-0.844,0.466,0.405,-1.143,10.484,7.859,-0.813,-0.538,0.367,-5.141,-9.818,12.15
141180.0,-0.912,-0.01,0.284,-0.56,-15.33,2.59,-0.922,0.017,-0.361,-16.366,-53.027,31.208,-0.823,0.453,0.386,-16.654,5.681,7.709,-0.796,-0.525,0.357,-11.438,-12.736,8.354
141200.0,-0.823,0.007,0.234,0.21,-3.85,1.75,-0.946,0.123,-0.344,-2.051,-48.436,29.103,-0.777,0.391,0.366,-24.528,0.926,9.412,-0.753,-0.538,0.352,-11.489,-14.269,1.658
141220.0,-0.847,0.025,0.299,3.78,-4.9,2.52,-0.939,0.047,-0.333,-10.054,-48.831,27.163,-0.736,0.324,0.341,-22.37,0.312,12.586,-0.706,-0.548,0.352,-5.452,-11.972,-7.457
141240.0,-0.856,0.029,0.307,5.214,-6.545,3.064,-0.896,-0.071,-0.259,-3.069,-48.097,27.383,-0.745,0.29,0.325,-14.065,0.39,14.516,-0.714,-0.511,0.358,4.222,-7.769,-13.938
141260.0,-0.865,0.054,0.338,4.502,-9.714,2.193,-0.913,0.125,-0.316,-4.392,-44.323,30.697,-0.759,0.288,0.32,-3.783,-0.684,13.877,-0.748,-0.472,0.335,9.105,-7.477,-17.178
141280.0,-0.886,0.053,0.274,1.979,-6.902,2.547,-0.935,0.049,-0.352,-17.012,-45.99,28.931,-0.786,0.302,0.318,-1.84,-2.819,10.26,-0.772,-0.475,0.332,15.607,-5.508,-19.003
141300.0,-0.949,0.052,0.268,7.159,-5.513,3.121,-0.966,0.018,-0.335,-4.991,-50.698,28.26,-0.815,0.309,0.312,-2.898,-5.344,3.53,-0.803,-0.445,0.337,24.24,-3.161,-19.616
141320.0,-0.902,0.047,0.288,15.058,-10.293,2.825,-0.96,0.072,-0.276,7.655,-53.554,25.749,-0.81,0.287,0.296,-1.967,-9.081,-2.602,-0.836,-0.394,0.324,26.04,-3.823,-19.67
141340.0,-0.859,0.017,0.253,14.56,-10.162,1.65,-0.932,0.246,-0.177,-5.625,-48.77,22.545,-0.809,0.296,0.293,2.663,-11.206,-6.931,-0.837,-0.368,0.294,26.346,-4.944,-19.258
141360.0,-0.878,0.017,0.234,9.101,-5.77,1.11,-0.943,0.205,-0.234,-25.921,-46.98,21.151,-0.825,0.304,0.289,4.461,-11.952,-8.612,-0.83,-0.335,0.272,26.063,-5.272,-18.507
141380.0,-0.913,0.051,0.253,7.298,2.139,0.991,-0.956,0.055,-0.216,-25.579,-47.644,21.131,-0.832,0.3,0.279,6.342,-12.095,-8.429,-0.837,-0.312,0.272,21.971,-5.461,-18.978
141400.0,-0.913,0.091,0.309,7.28,3.67,1.528,-1.013,-0.024,-0.166,-7.892,-51.975,20.505,-0.828,0.294,0.276,10.034,-11.487,-7.731,-0.863,-0.314,0.29,18.81,-5.422,-20.138
141420.0,-0.902,0.103,0.321,6.753,1.76,3.002,-0.985,0.157,-0.169,2.324,-47.939,20.035,-0.828,0.304,0.286,12.859,-9.688,-7.618,-0.88,-0.287,0.288,16.11,-5.343,-19.687
141440.0,-0.889,0.108,0.281,5.323,0.5,4.502,-0.949,0.293,-0.159,-6.084,-42.477,20.318,-0.83,0.324,0.295,12.261,-8.612,-7.644,-0.872,-0.267,0.282,10.663,-5.713,-18.0
141460.0,-0.867,0.109,0.244,3.93,5.289,4.794,-0.988,0.184,-0.145,-17.989,-42.177,19.648,-0.822,0.321,0.293,9.602,-8.181,-8.138,-0.865,-0.284,0.285,8.392,-4.607,-15.305
141480.0,-0.867,0.104,0.243,1.204,8.11,3.865,-1.011,0.114,-0.145,-13.971,-42.969,18.062,-0.817,0.292,0.276,10.591,-7.558,-9.321,-0.868,-0.268,0.278,10.393,-3.882,-11.027
141500.0,-0.884,0.105,0.253,-0.71,8.244,2.565,-1.002,0.134,-0.125,-7.843,-45.254,17.669,-0.831,0.288,0.274,15.947,-6.478,-11.404,-0.851,-0.236,0.285,8.18,-3.214,-7.641
141520.0,-0.89,0.104,0.263,-1.039,8.024,1.031,-0.991,0.123,-0.1,2.193,-46.145,15.514,-0.849,0.305,0.275,18.114,-6.038,-14.417,-0.839,-0.216,0.293,6.739,-1.407,-4.392
141540.0,-0.922,0.087,0.269,-0.987,8.099,-0.712,-0.894,0.258,-0.005,3.063,-34.293,9.247,-0.864,0.32,0.272,16.195,-5.64,-18.088,-0.85,-0.212,0.284,4.06,0.35,-1.05
141560.0,-0.963,0.066,0.26,-1.2,9.394,-1.631,-0.866,0.426,0.113,-9.75,-21.716,1.285,-0.893,0.323,0.273,12.443,-5.544,-21.014,-0.871,-0.22,0.269,1.61,2.17,3.29
141580.0,-0.972,0.045,0.26,-2.372,10.262,-2.219,-0.927,0.301,0.079,-9.858,-11.582,-7.971,-0.928,0.315,0.275,10.782,-4.26,-23.428,-0.909,-0.221,0.244,-0.778,6.333,6.196
141600.0,-1.008,0.034,0.249,-5.843,9.618,-3.533,-1.001,0.183,0.002,11.196,-8.315,-17.863,-0.961,0.318,0.284,10.127,-3.27,-24.515,-0.967,-0.248,0.219,-1.228,10.221,8.724
141620.0,-1.054,0.023,0.233,-7.981,8.176,-4.577,-0.994,0.222,0.008,26.576,-6.104,-27.78,-0.993,0.318,0.304,7.271,-1.288,-26.073,-1.001,-0.253,0.197,-0.777,12.304,11.985
141640.0,-1.083,0.024,0.243,-8.378,5.905,-4.87,-0.89,0.314,0.063,26.467,7.049,-36.1,-1.026,0.317,0.317,0.872,-1.771,-27.958,-1.007,-0.254,0.19,-0.271,14.2,17.099
