Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
59440.0,-0.963,0.048,0.314,-0.195,14.754,-2.789,-0.983,0.276,-0.042,0.423,-2.669,1.744,-1.313,0.881,1.086,-23.323,170.684,-180.706,-1.096,-0.712,1.053,-20.729,260.489,160.554
59460.0,-0.979,0.027,0.352,-2.0,13.84,-2.927,-0.979,0.279,-0.044,0.557,-1.961,1.368,-1.347,0.803,0.904,-17.796,158.262,-163.337,-1.318,-0.733,1.012,-15.073,252.147,138.39
59480.0,-1.006,-0.017,0.366,-1.471,9.654,-2.905,-0.972,0.277,-0.045,-0.014,-1.263,1.004,-1.384,0.885,0.925,-28.335,145.258,-137.586,-1.422,-0.778,1.0,6.069,239.329,114.76
59500.0,-1.0,-0.023,0.323,1.207,7.759,-4.041,-0.978,0.264,-0.048,-0.42,-0.49,0.84,-1.333,0.867,1.044,-59.993,126.052,-100.14,-1.474,-0.728,0.969,27.065,213.698,89.377
59520.0,-0.972,0.005,0.291,4.402,7.21,-5.106,-0.979,0.262,-0.043,0.099,0.073,0.786,-1.177,0.635,0.906,-56.98,114.66,-62.16,-1.46,-0.519,0.903,23.796,177.551,62.875
59540.0,-0.973,0.022,0.284,6.348,6.447,-5.438,-0.971,0.273,-0.043,0.14,1.058,0.583,-1.02,0.419,0.696,-34.44,114.94,-28.7,-1.363,-0.337,0.786,-24.98,147.962,43.025
59560.0,-0.978,0.03,0.278,8.165,4.941,-5.505,-0.981,0.258,-0.058,0.274,1.448,0.367,-0.941,0.346,0.596,-8.26,123.62,-9.24,-1.27,-0.261,0.7,-114.711,117.656,27.637
59580.0,-0.979,0.029,0.263,9.369,3.454,-5.53,-0.98,0.259,-0.059,1.488,1.352,0.35,-0.982,0.37,0.656,-4.207,130.936,-0.438,-1.182,-0.437,0.732,-178.574,94.788,19.349
59600.0,-0.977,0.018,0.242,9.241,2.154,-5.799,-0.981,0.271,-0.054,1.632,1.426,0.379,-1.043,0.409,0.711,-7.334,121.32,5.339,-1.082,-0.577,0.78,-187.141,89.678,15.669
59620.0,-0.962,0.022,0.23,7.285,2.186,-7.819,-0.986,0.263,-0.056,2.115,0.968,0.672,-0.959,0.364,0.68,-35.591,107.161,3.928,-1.053,-0.553,0.811,-180.611,87.002,14.029
59640.0,-0.962,0.04,0.228,3.657,3.569,-9.256,-0.99,0.259,-0.062,2.576,0.316,1.046,-0.9,0.349,0.656,-27.872,101.277,0.292,-1.032,-0.446,0.71,-193.859,77.264,15.709
59660.0,-0.983,0.037,0.227,-1.351,5.988,-9.306,-0.987,0.264,-0.063,1.869,-0.012,1.199,-0.922,0.367,0.651,-27.891,95.655,-4.867,-0.921,-0.706,0.659,-188.261,64.931,17.865
59680.0,-1.012,0.019,0.233,-2.906,9.207,-8.757,-0.981,0.262,-0.064,1.066,-0.245,1.422,-0.976,0.372,0.624,-29.96,84.98,-6.44,-0.876,-0.87,0.671,-122.695,64.326,20.623
59700.0,-1.026,0.007,0.247,-3.646,10.852,-7.506,-0.982,0.263,-0.068,0.291,-0.623,1.883,-0.973,0.323,0.573,-29.71,72.651,-6.132,-0.887,-0.848,0.715,-71.332,62.397,19.421
59720.0,-1.021,-0.005,0.257,-5.02,11.07,-5.953,-0.99,0.262,-0.075,-0.895,-1.498,2.413,-0.959,0.286,0.536,-24.434,64.503,-4.595,-0.91,-0.792,0.649,-29.05,56.77,14.35
59740.0,-1.029,-0.017,0.265,-5.201,10.731,-4.489,-0.983,0.261,-0.078,-1.425,-2.77,2.884,-0.97,0.321,0.482,-19.898,51.135,-2.429,-0.876,-0.694,0.625,0.395,50.211,6.025
59760.0,-1.032,-0.021,0.264,-4.652,8.788,-3.281,-0.971,0.273,-0.073,-1.815,-3.567,3.263,-0.999,-0.003,0.525,19.249,38.899,-12.094,-0.939,-0.217,0.796,-78.05,21.0,-4.41
59780.0,-1.014,-0.017,0.258,-2.194,7.322,-2.475,-0.982,0.273,-0.062,-2.5,-3.774,3.342,-1.035,0.246,0.469,52.934,21.454,-4.58,-0.911,-0.39,0.658,-140.413,2.931,-5.282
59800.0,-1.006,-0.013,0.249,-1.462,5.167,-1.551,-0.987,0.264,-0.058,-2.522,-3.896,3.202,-0.996,0.445,0.44,9.889,0.737,-5.047,-0.862,-0.867,0.348,-76.549,-4.403,-8.298
59820.0,-1.0,-0.015,0.219,-6.397,2.82,-0.55,-0.972,0.266,-0.055,-1.455,-3.488,3.058,-0.989,0.454,0.382,-32.03,-13.76,-1.608,-0.8,-0.917,0.258,26.133,9.141,-11.707
59840.0,-0.982,-0.013,0.231,-7.014,5.85,-0.365,-0.971,0.284,-0.045,-1.887,-2.471,2.203,-0.961,0.426,0.286,-75.677,-22.948,3.292,-0.849,-0.673,0.207,82.939,14.805,-12.899
59860.0,-0.988,-0.01,0.224,-6.769,3.011,0.56,-0.97,0.268,-0.054,-1.149,-1.471,1.529,-0.92,0.349,0.212,-97.839,-22.958,3.65,-0.888,-0.522,0.152,111.181,19.09,-13.614
59880.0,-0.962,-0.009,0.231,-7.109,5.719,0.589,-0.971,0.28,-0.056,0.186,-0.735,1.071,-0.915,0.278,0.171,-101.854,-21.341,4.206,-0.928,-0.369,0.107,105.109,11.314,-13.593
59900.0,-0.982,-0.011,0.235,-3.795,6.774,1.175,-0.976,0.267,-0.061,-0.488,-0.563,0.663,-0.913,0.199,0.143,-93.561,-18.542,3.005,-0.935,-0.319,0.09,70.995,5.517,-13.1
59920.0,-1.018,-0.037,0.241,-3.135,5.103,1.986,-0.977,0.262,-0.066,-0.42,-0.63,0.56,-0.922,0.162,0.144,-71.363,-14.082,1.437,-0.962,-0.316,0.06,29.934,-4.386,-14.822
59940.0,-1.014,-0.034,0.23,-1.987,3.433,1.452,-0.98,0.268,-0.065,-0.071,-0.856,0.707,-0.95,0.169,0.152,-43.561,-10.522,-0.722,-0.896,-0.353,0.075,-4.674,-12.808,-17.116
59960.0,-1.001,-0.008,0.242,-1.546,4.942,0.736,-0.985,0.266,-0.066,-0.139,-1.26,0.844,-0.971,0.192,0.16,-26.462,-8.586,-0.791,-0.853,-0.414,0.067,-16.833,-10.418,-16.67
59980.0,-1.014,-0.004,0.259,-1.814,4.017,0.475,-0.973,0.264,-0.069,0.116,-1.193,0.908,-0.976,0.203,0.162,-11.924,-8.366,0.041,-0.871,-0.454,0.068,-14.891,-7.665,-17.407
60000.0,-1.02,-0.004,0.253,-1.734,-0.504,0.15,-0.979,0.263,-0.063,0.2,-1.19,0.844,-0.978,0.214,0.163,2.415,-8.506,1.458,-0.876,-0.481,0.078,-4.419,-3.844,-16.623
60020.0,-1.022,-0.01,0.249,-1.485,-3.551,-0.329,-0.974,0.265,-0.056,0.266,-0.413,1.037,-0.98,0.253,0.174,7.624,-9.173,3.431,-0.892,-0.456,0.104,11.765,-0.202,-13.111
60040.0,-1.014,-0.016,0.241,-0.198,-7.074,-0.694,-0.98,0.273,-0.057,0.454,-0.306,0.72,-0.975,0.25,0.192,8.394,-9.645,5.586,-0.919,-0.395,0.142,20.672,0.514,-9.222
60060.0,-1.006,-0.018,0.215,0.667,-8.834,-0.67,-0.973,0.273,-0.062,0.437,0.175,0.358,-0.959,0.243,0.204,8.997,-9.208,7.618,-0.948,-0.339,0.182,21.687,-0.021,-6.089
60080.0,-0.993,-0.014,0.213,1.382,-7.097,-0.867,-0.973,0.27,-0.062,1.042,0.883,0.122,-0.956,0.252,0.214,7.629,-7.845,8.222,-0.963,-0.314,0.209,13.944,-3.568,-4.245
60100.0,-0.99,-0.018,0.223,1.948,-6.76,-0.907,-0.982,0.265,-0.067,1.224,0.98,0.011,-0.961,0.248,0.216,5.246,-6.407,7.935,-0.962,-0.324,0.208,2.909,-6.218,-3.323
60120.0,-0.991,-0.02,0.233,2.22,-5.43,-0.84,-0.978,0.261,-0.071,1.099,1.037,0.0,-0.971,0.24,0.221,3.807,-6.743,7.967,-0.951,-0.373,0.189,1.37,-6.44,-2.608
60140.0,-1.0,-0.014,0.237,1.685,-6.073,-0.851,-0.98,0.263,-0.075,0.741,0.919,0.0,-0.964,0.235,0.243,1.109,-8.409,8.12,-0.928,-0.414,0.183,2.597,-6.092,-1.765
60160.0,-0.998,-0.006,0.232,1.831,-5.884,-0.978,-0.979,0.263,-0.077,0.881,0.422,0.05,-0.958,0.22,0.285,-1.881,-10.608,7.805,-0.918,-0.445,0.178,5.416,-4.962,-0.318
60180.0,-1.001,-0.009,0.237,2.43,-6.683,-0.637,-0.978,0.268,-0.079,1.53,-0.01,0.487,-0.968,0.214,0.327,-2.791,-14.262,6.946,-0.914,-0.466,0.17,7.231,-5.879,1.082
60200.0,-1.001,-0.015,0.229,4.104,-6.856,-0.685,-0.983,0.267,-0.077,1.237,-0.506,0.62,-0.973,0.226,0.378,-4.287,-18.791,5.672,-0.891,-0.478,0.178,8.524,-6.274,1.738
60220.0,-0.985,-0.006,0.223,6.358,-3.261,-0.908,-0.986,0.258,-0.077,1.054,-1.126,0.776,-0.98,0.26,0.424,-10.719,-25.23,4.361,-0.895,-0.52,0.184,13.185,-5.598,1.385
60240.0,-1.004,-0.006,0.239,3.067,-0.085,-0.237,-0.981,0.259,-0.076,1.956,-1.773,0.879,-0.98,0.319,0.465,-27.208,-38.088,4.279,-0.915,-0.536,0.217,21.228,-6.81,-0.18
60260.0,-1.008,-0.007,0.26,0.624,-2.094,0.266,-0.969,0.268,-0.076,2.106,-1.799,0.782,-0.963,0.326,0.517,-37.644,-49.287,4.623,-0.915,-0.544,0.284,38.807,-10.519,-4.099
60280.0,-0.99,-0.005,0.245,0.027,-5.571,0.166,-0.972,0.266,-0.08,1.28,-1.75,0.77,-0.943,0.255,0.587,-37.417,-59.915,5.539,-0.894,-0.513,0.333,45.159,-13.883,-7.692
60300.0,-0.952,0.008,0.225,-0.718,-5.007,-0.305,-0.983,0.245,-0.08,1.627,-2.457,1.059,-0.956,0.242,0.746,-18.287,-74.55,8.983,-0.943,-0.502,0.488,40.118,-28.932,-13.047
60320.0,-0.955,0.004,0.229,-1.302,-0.501,-0.744,-0.983,0.258,-0.079,1.627,-2.847,1.621,-1.036,0.262,0.805,7.054,-89.25,14.204,-1.012,-0.534,0.641,26.06,-50.381,-16.235
60340.0,-0.994,-0.003,0.246,0.105,0.046,-0.803,-0.98,0.271,-0.077,0.523,-3.184,2.014,-1.057,0.317,0.815,25.76,-112.156,19.746,-1.047,-0.532,0.711,11.729,-70.897,-21.435
60360.0,-1.02,-0.011,0.242,0.763,-3.906,-0.269,-0.975,0.267,-0.074,0.0,-3.206,2.139,-1.02,0.381,0.858,29.511,-130.228,24.465,-0.993,-0.559,0.814,-10.509,-100.297,-28.636
60380.0,-1.021,-0.01,0.218,-0.133,-4.223,-0.067,-0.973,0.271,-0.072,-0.171,-2.73,2.318,-1.006,0.445,0.94,29.862,-143.256,33.782,-0.939,-0.631,0.893,-23.178,-123.445,-43.533
60400.0,-1.005,0.003,0.216,-0.218,-0.893,-0.426,-0.978,0.275,-0.072,-0.808,-2.76,2.38,-0.997,0.521,1.078,21.813,-158.184,46.375,-0.964,-0.834,1.073,-9.306,-133.619,-58.657
60420.0,-0.988,0.002,0.217,-2.513,-0.441,-0.484,-0.976,0.264,-0.075,-0.374,-3.16,2.586,-1.042,0.617,1.062,-2.577,-176.843,55.059,-1.074,-0.902,1.082,23.814,-146.999,-72.222
60440.0,-0.989,-0.002,0.235,-3.05,2.994,-1.54,-0.974,0.261,-0.077,0.164,-3.29,2.73,-0.992,0.526,0.974,-12.884,-188.535,62.953,-1.027,-0.892,0.994,41.833,-166.045,-85.116
60460.0,-1.022,-0.007,0.258,-1.616,-0.71,-1.513,-0.979,0.271,-0.073,-0.14,-3.29,2.8,-0.97,0.536,1.062,-12.838,-198.21,73.358,-0.995,-0.894,1.005,60.581,-178.806,-93.706
60480.0,-1.04,-0.011,0.241,-2.929,-6.225,-1.292,-0.979,0.27,-0.074,-0.91,-3.325,2.757,-0.977,0.543,1.221,-2.762,-204.193,82.889,-1.032,-0.838,1.079,48.854,-194.568,-121.767
60500.0,-1.022,-0.002,0.234,-0.953,-7.872,-1.61,-0.972,0.269,-0.075,-0.734,-3.149,2.5,-0.939,0.608,1.192,17.021,-215.102,93.107,-1.03,-0.976,1.057,50.397,-210.529,-120.634
60520.0,-0.996,0.003,0.255,0.854,-7.249,-1.559,-0.973,0.273,-0.071,-0.228,-2.8,2.307,-0.877,0.74,1.225,14.305,-221.791,102.08,-0.993,-1.051,1.012,77.187,-214.431,-120.472
60540.0,-1.001,-0.013,0.262,1.68,-10.5,-0.7,-0.983,0.271,-0.072,-0.455,-2.809,1.979,-0.851,0.66,1.211,2.023,-227.0,108.118,-0.958,-0.989,1.011,88.73,-218.584,-126.985
60560.0,-0.998,-0.027,0.261,2.52,-10.71,-0.21,-0.976,0.272,-0.071,-0.458,-2.904,1.75,-0.763,0.727,1.158,-0.062,-232.24,116.077,-0.895,-0.902,1.008,76.968,-224.642,-134.585
60580.0,-1.004,-0.017,0.306,1.795,-10.671,-0.206,-0.973,0.269,-0.075,0.351,-3.069,1.737,-0.744,0.713,1.197,-1.47,-231.21,117.04,-0.831,-0.944,0.957,62.123,-223.403,-141.084
60600.0,-0.979,-0.012,0.31,3.201,-16.138,0.177,-0.977,0.273,-0.071,-0.159,-2.924,1.626,-0.688,0.709,1.183,-3.017,-232.345,113.222,-0.761,-0.948,0.939,43.527,-219.15,-148.714
60620.0,-0.965,-0.014,0.285,2.52,-20.79,1.26,-0.982,0.273,-0.066,-0.704,-2.783,1.385,-0.619,0.895,1.179,-13.804,-231.857,107.722,-0.666,-0.951,0.944,24.788,-213.625,-154.84
60640.0,-0.946,0.016,0.257,1.108,-16.571,0.57,-0.979,0.277,-0.068,-0.878,-2.903,0.897,-0.497,0.816,1.15,-24.842,-232.209,105.352,-0.569,-1.021,0.943,22.19,-202.698,-157.912
60660.0,-0.993,0.0,0.317,3.637,-9.485,0.884,-0.965,0.267,-0.075,0.357,-2.171,0.501,-0.444,0.76,1.088,-21.598,-231.497,112.018,-0.417,-1.021,0.833,48.568,-188.551,-161.197
60680.0,-1.035,-0.012,0.359,5.575,-12.37,1.186,-0.978,0.263,-0.074,0.813,-2.519,0.67,-0.371,0.719,1.07,-26.416,-227.772,123.284,-0.313,-1.028,0.785,70.73,-177.072,-163.464
60700.0,-0.967,0.017,0.308,4.358,-14.064,0.868,-0.981,0.262,-0.074,0.374,-3.235,1.009,-0.327,0.679,1.018,-36.521,-223.975,129.488,-0.27,-0.972,0.852,94.881,-167.52,-163.309
60720.0,-0.939,0.031,0.319,2.114,-10.803,-0.343,-0.974,0.273,-0.071,-0.282,-3.0,1.26,-0.241,0.576,0.985,-53.568,-219.096,127.826,-0.195,-0.856,0.918,131.08,-154.951,-157.392
60740.0,-0.942,0.041,0.336,0.879,-9.809,0.013,-0.976,0.272,-0.071,-0.897,-3.272,1.271,-0.146,0.478,0.923,-52.129,-208.657,120.762,-0.17,-0.734,0.89,155.808,-147.063,-145.898
60760.0,-0.956,0.022,0.316,-0.668,-8.121,1.263,-0.969,0.276,-0.073,-0.98,-3.05,1.326,-0.1,0.374,0.801,-36.16,-195.799,111.996,-0.108,-0.618,0.811,165.668,-145.719,-131.619
60780.0,-0.968,0.025,0.331,-0.907,-7.243,0.269,-0.982,0.279,-0.059,-0.978,-2.533,1.096,-0.042,0.365,0.765,-23.347,-188.335,106.467,-0.011,-0.547,0.741,173.777,-137.831,-116.192
60800.0,-0.972,0.025,0.327,-3.237,-4.702,-0.838,-0.973,0.269,-0.058,-0.799,-1.802,0.736,0.012,0.365,0.755,-25.832,-181.069,101.614,0.01,-0.357,0.781,175.734,-133.447,-99.73
60820.0,-1.002,0.011,0.361,-2.872,-4.856,-0.532,-0.968,0.266,-0.064,-0.506,-0.841,0.141,0.041,0.337,0.651,-42.307,-176.845,95.679,-0.005,-0.251,0.691,159.22,-132.339,-83.853
60840.0,-1.008,-0.006,0.36,0.076,-9.41,0.317,-0.97,0.275,-0.07,-0.95,-0.015,-0.244,0.115,0.263,0.52,-50.263,-171.311,87.386,0.077,-0.169,0.619,135.624,-131.921,-71.11
60860.0,-0.972,0.001,0.318,0.687,-7.851,-0.239,-0.975,0.275,-0.065,-1.251,0.374,-0.49,0.195,0.164,0.498,-48.276,-159.37,77.474,0.118,-0.16,0.558,115.85,-124.74,-61.46
60880.0,-0.959,-0.003,0.325,-2.209,-3.822,-0.42,-0.976,0.263,-0.077,-0.958,0.471,-0.484,0.233,0.077,0.49,-36.2,-152.328,69.733,0.124,-0.106,0.537,109.025,-118.267,-50.928
60900.0,-0.976,-0.008,0.342,-2.152,-3.628,-0.943,-0.977,0.265,-0.082,-0.85,0.19,-0.389,0.302,0.033,0.463,-21.04,-145.532,60.76,0.112,-0.052,0.431,100.812,-117.173,-40.728
60920.0,-0.972,-0.009,0.34,1.298,-4.462,-1.601,-0.976,0.254,-0.085,-0.561,-0.335,-0.184,0.314,0.004,0.327,-5.808,-136.192,49.408,0.247,-0.014,0.433,101.567,-110.608,-33.143
60940.0,-0.966,-0.001,0.309,1.211,-7.481,-2.067,-0.979,0.261,-0.083,-0.681,-0.929,0.178,0.435,-0.005,0.274,0.751,-128.961,42.916,0.31,0.021,0.412,115.633,-107.773,-23.775
60960.0,-0.949,0.001,0.285,-0.792,-4.642,-2.492,-0.982,0.264,-0.083,-1.246,-1.353,0.456,0.55,0.065,0.327,-10.907,-126.063,38.184,0.401,0.083,0.425,124.148,-93.569,-16.688
60980.0,-0.934,-0.003,0.294,0.131,1.673,-2.684,-0.984,0.264,-0.082,-1.253,-1.917,0.915,0.564,0.084,0.388,-35.929,-117.744,33.593,0.382,0.146,0.401,123.73,-89.729,-12.18
61000.0,-0.996,0.039,0.335,4.313,-1.283,-2.808,-0.977,0.259,-0.074,0.147,-2.434,0.979,0.56,0.01,0.229,-55.138,-117.416,31.213,0.416,0.184,0.398,119.707,-87.961,-9.012
61020.0,-0.963,0.086,0.312,1.31,0.902,-3.256,-0.974,0.265,-0.079,-0.097,-2.45,0.98,0.658,-0.024,0.176,-45.751,-107.369,28.573,0.45,0.186,0.406,118.9,-91.72,-4.437
61040.0,-0.952,-0.004,0.322,1.709,4.878,-3.907,-0.97,0.269,-0.075,-0.523,-2.256,1.218,0.677,-0.021,0.217,-39.122,-98.033,28.376,0.531,0.237,0.397,116.625,-92.683,-3.041
61060.0,-0.954,-0.014,0.306,2.658,6.611,-4.593,-0.993,0.263,-0.081,-0.77,-3.15,1.47,0.727,0.014,0.202,-26.183,-94.453,31.884,0.592,0.292,0.35,100.845,-87.958,-1.298
61080.0,-0.975,-0.011,0.3,0.977,7.183,-4.75,-0.979,0.264,-0.079,-0.503,-3.762,1.403,0.727,-0.009,0.14,-26.472,-88.138,25.652,0.574,0.288,0.239,66.283,-87.15,-0.105
61100.0,-0.992,-0.004,0.311,3.166,6.202,-4.411,-0.971,0.278,-0.073,-0.617,-3.612,1.577,0.688,-0.073,0.054,-14.02,-89.1,23.136,0.592,0.291,0.165,24.924,-89.017,0.07
61120.0,-1.001,-0.021,0.335,3.561,1.457,-2.952,-0.975,0.272,-0.069,-0.128,-3.467,1.676,0.764,-0.054,0.018,-2.318,-78.54,21.324,0.715,0.265,0.202,3.107,-86.525,0.315
61140.0,-0.966,-0.018,0.292,2.176,-0.88,-1.97,-0.975,0.27,-0.071,-1.199,-3.064,1.582,0.658,-0.041,0.002,3.116,-76.871,19.939,0.709,0.197,0.223,2.77,-82.522,0.318
61160.0,-0.984,-0.021,0.326,1.917,-2.625,-1.629,-0.968,0.272,-0.067,-0.909,-2.19,1.132,0.755,-0.035,-0.01,-4.483,-78.67,22.805,0.716,0.245,0.159,6.451,-77.841,-0.99
61180.0,-0.983,-0.022,0.327,6.441,-7.64,-2.225,-0.974,0.261,-0.082,0.049,-2.306,1.23,0.847,-0.012,-0.023,-30.563,-74.667,21.461,0.783,0.24,0.185,13.837,-69.642,-1.82
61200.0,-0.964,-0.011,0.282,9.085,-10.157,-1.835,-0.979,0.26,-0.081,0.14,-3.25,1.309,0.859,-0.028,-0.025,-48.693,-71.728,21.01,0.821,0.227,0.194,28.996,-68.701,-1.262
61220.0,-0.957,0.005,0.278,9.57,-7.168,-2.762,-0.987,0.261,-0.081,0.692,-3.513,1.484,0.931,-0.172,0.025,-53.151,-70.311,22.892,0.875,0.27,0.242,38.718,-64.698,1.223
61240.0,-0.954,0.019,0.275,7.367,-2.976,-3.223,-0.989,0.267,-0.076,1.034,-3.954,1.54,0.91,-0.227,0.065,-27.509,-66.937,24.075,0.834,0.331,0.264,40.146,-61.299,6.176
61260.0,-0.957,0.011,0.281,7.593,3.409,-3.55,-0.977,0.271,-0.072,0.84,-4.12,1.419,0.915,-0.186,0.017,-8.941,-67.044,21.333,0.794,0.388,0.133,18.138,-70.089,9.448
61280.0,-0.982,0.023,0.33,5.966,4.117,-2.896,-0.973,0.268,-0.078,0.207,-4.11,1.358,0.917,-0.134,0.105,-5.385,-65.761,17.637,0.86,0.366,0.104,-11.101,-70.928,10.313
61300.0,-0.967,0.012,0.309,0.857,2.947,-2.323,-0.981,0.266,-0.079,-0.063,-4.573,1.475,0.871,-0.197,-0.033,-7.736,-66.946,18.096,0.913,0.295,0.101,-17.799,-65.312,11.043
61320.0,-0.974,-0.004,0.318,-2.019,2.939,-1.753,-0.983,0.268,-0.073,-0.432,-4.842,1.517,1.009,-0.153,-0.067,-10.33,-63.419,17.742,0.912,0.27,0.093,-13.084,-57.792,12.484
61340.0,-0.969,0.011,0.299,-0.28,1.26,-1.96,-0.973,0.269,-0.069,-1.509,-4.451,1.274,0.982,-0.124,-0.148,-22.446,-59.026,8.596,0.883,0.279,0.032,-12.831,-53.714,13.478
61360.0,-0.971,0.018,0.288,-2.079,1.915,-0.776,-0.97,0.271,-0.067,-1.67,-4.205,1.014,0.92,-0.173,-0.267,-15.932,-57.202,3.237,0.917,0.302,-0.066,-28.198,-47.852,13.136
61380.0,-0.993,-0.006,0.311,-3.024,3.516,-0.343,-0.974,0.272,-0.069,-1.862,-3.952,0.939,0.906,-0.165,-0.284,-10.014,-49.846,1.146,0.965,0.21,-0.118,-35.675,-37.28,10.343
61400.0,-0.993,-0.007,0.309,-2.371,0.166,-0.031,-0.976,0.263,-0.069,-2.228,-3.944,0.935,0.919,-0.15,-0.314,-10.282,-41.586,-0.318,0.998,0.14,-0.124,-27.138,-22.414,9.274
61420.0,-0.972,-0.012,0.292,-6.323,0.047,-0.386,-0.976,0.255,-0.062,-2.09,-3.712,0.973,0.957,-0.147,-0.41,-9.364,-33.525,-2.954,0.996,0.138,-0.072,-8.745,-8.99,9.687
61440.0,-0.988,-0.013,0.273,-1.685,0.463,-1.196,-0.978,0.272,-0.061,-1.776,-3.321,0.893,0.953,-0.141,-0.425,0.599,-20.873,-6.522,1.013,0.162,-0.074,-7.27,-3.982,9.904
61460.0,-0.98,-0.009,0.273,-0.845,-0.809,-1.998,-0.976,0.269,-0.06,-1.706,-2.86,0.754,0.945,-0.125,-0.396,10.0,-8.987,-7.527,1.049,0.123,-0.054,-9.656,4.205,7.749
61480.0,-0.976,-0.018,0.273,-1.838,-0.354,-2.191,-0.971,0.263,-0.058,-1.153,-2.334,0.56,0.958,-0.115,-0.354,13.264,-1.497,-5.907,1.056,0.081,0.002,3.546,10.834,3.655
61500.0,-0.968,-0.02,0.282,-1.948,2.321,-2.312,-0.976,0.261,-0.063,-1.233,-1.851,0.568,0.963,-0.13,-0.29,13.945,5.066,-4.345,1.026,0.123,0.084,18.897,14.664,1.613
61520.0,-0.964,0.008,0.292,0.486,5.045,-2.476,-0.986,0.26,-0.064,-0.094,-2.099,0.628,0.983,-0.076,-0.157,4.065,13.353,-1.98,0.924,0.196,0.107,16.123,15.367,-0.249
61540.0,-0.968,0.009,0.257,-1.778,3.81,-2.172,-0.978,0.269,-0.07,0.618,-1.973,0.351,1.036,-0.056,-0.162,-3.019,13.94,-0.867,0.938,0.202,0.079,-4.461,11.6,-3.532
61560.0,-0.962,-0.005,0.28,-1.868,9.47,-1.677,-0.982,0.278,-0.064,-0.066,-2.648,0.438,0.932,-0.076,-0.205,-7.269,17.061,-0.666,0.998,0.178,0.072,-18.294,11.784,-9.425
61580.0,-0.994,-0.018,0.335,0.546,9.49,-0.909,-0.979,0.264,-0.072,-0.713,-3.122,0.912,0.837,-0.083,-0.217,-7.634,21.1,3.997,0.945,0.175,0.075,-20.538,15.713,-11.312
61600.0,-0.976,-0.043,0.302,-4.148,4.496,-0.031,-0.972,0.26,-0.07,-1.203,-3.327,1.42,0.753,-0.097,-0.205,-20.681,26.807,13.915,0.876,0.223,-0.002,-7.004,25.485,-6.147
61620.0,-0.957,-0.028,0.3,-6.005,3.467,-0.573,-0.982,0.261,-0.072,-1.927,-4.146,1.918,0.789,-0.167,-0.235,-25.048,31.215,21.049,0.853,0.272,-0.045,-13.058,30.521,-3.068
61640.0,-0.969,-0.008,0.296,-2.904,1.651,-1.056,-0.979,0.264,-0.065,-2.098,-4.453,2.304,0.808,-0.21,-0.304,-25.549,38.225,19.606,0.802,0.232,-0.063,-26.407,37.228,-6.327
61660.0,-0.976,-0.015,0.268,0.702,-0.895,-0.765,-0.978,0.261,-0.062,-1.011,-4.791,2.166,0.77,-0.234,-0.324,-22.823,48.049,18.151,0.764,0.222,-0.07,-27.499,48.104,-9.086
61680.0,-0.974,-0.028,0.254,0.625,-2.933,0.097,-0.974,0.272,-0.056,-0.383,-4.256,1.961,0.719,-0.28,-0.301,-23.61,60.762,19.421,0.743,0.271,-0.027,-26.584,56.532,-8.14
61700.0,-0.979,-0.027,0.27,-1.256,-3.28,-0.133,-0.975,0.27,-0.054,-0.409,-3.228,1.375,0.732,-0.32,-0.303,-17.944,72.008,19.771,0.744,0.267,-0.006,-23.778,65.681,-6.613
61720.0,-0.985,-0.025,0.285,-0.722,-3.15,-0.754,-0.98,0.266,-0.056,0.525,-2.921,1.156,0.694,-0.307,-0.273,-12.243,85.599,16.971,0.727,0.246,0.034,-23.31,75.32,-6.23
61740.0,-0.989,-0.019,0.286,0.578,-3.559,-1.224,-0.975,0.266,-0.059,0.652,-2.605,0.91,0.593,-0.313,-0.2,0.667,97.124,15.139,0.695,0.208,0.065,-24.016,81.89,-6.814
61760.0,-0.992,-0.013,0.271,0.034,-4.344,-2.171,-0.974,0.269,-0.057,0.952,-2.574,1.122,0.57,-0.346,-0.182,30.103,107.047,15.353,0.664,0.216,0.072,-29.251,90.067,-8.694
61780.0,-0.99,-0.014,0.258,-0.089,-2.637,-2.91,-0.983,0.272,-0.056,1.127,-2.862,1.33,0.58,-0.299,-0.137,67.9,117.95,14.21,0.621,0.211,0.102,-38.643,96.839,-12.402
61800.0,-0.988,-0.008,0.26,2.676,0.654,-2.946,-0.978,0.264,-0.065,0.704,-2.94,1.133,0.504,-0.144,-0.088,77.306,132.514,11.418,0.512,0.185,0.072,-60.002,102.02,-14.568
61820.0,-1.01,-0.013,0.324,5.346,-0.505,-1.756,-0.971,0.259,-0.067,0.877,-2.955,1.077,0.438,-0.074,-0.015,57.12,145.04,5.18,0.589,0.143,0.069,-75.567,115.953,-16.419
