Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
400.0,-0.997,-0.052,0.227,1.036,0.214,-1.063,-1.011,-0.132,0.086,-0.553,-2.17,0.39,-1.007,0.018,0.019,1.34,-2.509,-1.691,-1.007,-0.008,0.094,2.335,-2.369,-1.463
420.0,-0.998,-0.053,0.228,1.668,-0.004,-1.076,-1.011,-0.133,0.086,-1.605,-2.092,0.156,-1.01,0.025,0.016,1.761,-2.64,-1.565,-1.001,-0.005,0.097,2.968,-2.405,-0.704
440.0,-1.001,-0.057,0.23,1.556,-0.77,-1.01,-1.01,-0.14,0.082,-1.434,-1.57,0.316,-1.006,0.031,0.016,1.01,-2.59,-1.785,-0.999,-0.002,0.092,3.033,-1.967,-0.21
460.0,-0.99,-0.052,0.215,1.354,-0.708,-1.19,-1.014,-0.141,0.081,-0.776,-1.461,0.42,-1.002,0.027,0.019,0.581,-2.581,-2.021,-1.003,-0.003,0.091,3.208,-2.227,-0.235
480.0,-0.988,-0.052,0.223,1.54,0.077,-1.216,-1.011,-0.135,0.081,-1.454,-1.161,0.41,-1.012,0.023,0.018,1.063,-2.483,-1.77,-1.005,-0.001,0.095,2.896,-2.693,-0.959
500.0,-0.992,-0.056,0.226,1.567,0.306,-1.457,-1.011,-0.132,0.083,-1.677,-0.911,0.352,-1.014,0.024,0.017,1.265,-2.8,-1.495,-1.001,-0.004,0.091,2.783,-2.845,-1.5
520.0,-0.994,-0.057,0.224,1.855,0.078,-1.626,-1.017,-0.135,0.081,-0.853,-1.287,0.795,-1.001,0.029,0.018,-0.231,-2.794,-1.26,-0.997,-0.003,0.092,3.261,-2.935,-1.54
540.0,-0.995,-0.053,0.221,2.24,0.506,-1.75,-1.006,-0.139,0.079,0.983,-2.206,1.381,-1.008,0.029,0.018,-0.766,-2.608,-1.263,-0.997,-0.002,0.089,3.685,-2.628,-1.535
560.0,-0.998,-0.054,0.218,2.24,0.782,-1.675,-1.005,-0.131,0.076,-0.39,-1.911,0.953,-1.009,0.024,0.02,-0.574,-3.008,-1.391,-0.996,-0.005,0.087,4.192,-2.277,-1.229
580.0,-0.996,-0.053,0.22,2.239,0.994,-1.535,-1.005,-0.137,0.079,-0.922,-1.956,0.851,-1.001,0.018,0.019,0.157,-2.74,-1.748,-1.0,-0.002,0.086,4.76,-2.03,-0.989
600.0,-0.994,-0.053,0.219,2.093,1.33,-1.467,-1.011,-0.135,0.081,-1.399,-1.811,0.723,-1.009,0.02,0.018,1.95,-2.591,-1.55,-1.0,0.0,0.087,4.689,-2.054,-1.342
620.0,-0.994,-0.054,0.221,1.964,1.263,-1.409,-1.011,-0.136,0.077,-1.401,-1.702,0.7,-1.006,0.027,0.02,1.393,-2.606,-1.4,-0.995,-0.0,0.086,4.346,-2.165,-1.577
640.0,-0.996,-0.054,0.22,1.96,1.26,-1.332,-1.01,-0.137,0.081,-1.092,-1.622,0.773,-1.006,0.031,0.016,0.56,-2.8,-1.4,-0.993,-0.005,0.085,4.621,-1.993,-1.741
660.0,-0.999,-0.058,0.223,2.298,1.132,-1.33,-1.02,-0.136,0.081,0.388,-2.388,1.429,-1.002,0.026,0.019,0.072,-2.8,-1.47,-0.994,-0.008,0.081,5.68,-1.564,-1.479
680.0,-0.994,-0.053,0.221,2.678,1.16,-1.276,-1.012,-0.137,0.079,0.229,-2.258,1.339,-1.007,0.025,0.016,0.542,-2.869,-1.47,-0.996,-0.009,0.081,7.202,-0.983,-1.339
700.0,-0.995,-0.048,0.217,2.529,1.289,-1.26,-1.011,-0.136,0.076,-0.246,-2.201,1.073,-1.009,0.022,0.019,0.784,-2.59,-1.609,-1.007,0.005,0.09,7.082,-1.316,-1.067
720.0,-0.994,-0.049,0.214,1.921,1.376,-1.318,-1.012,-0.138,0.079,-0.846,-2.12,1.094,-1.004,0.026,0.02,1.109,-2.59,-1.342,-1.0,0.003,0.088,6.166,-1.539,-0.656
740.0,-0.994,-0.05,0.212,1.264,1.657,-1.266,-1.007,-0.14,0.08,0.801,-2.619,1.547,-1.008,0.03,0.02,0.672,-2.524,-1.388,-0.997,-0.001,0.087,6.737,-0.749,0.091
760.0,-0.994,-0.051,0.215,1.799,2.423,-1.117,-1.008,-0.135,0.079,1.05,-2.586,1.476,-1.006,0.033,0.02,-0.28,-2.8,-1.47,-1.001,0.004,0.091,7.138,-0.491,0.419
780.0,-1.001,-0.058,0.226,1.89,2.247,-0.736,-1.008,-0.132,0.08,-0.476,-2.094,0.865,-1.004,0.021,0.021,0.105,-2.52,-1.817,-1.005,0.005,0.093,6.449,-0.49,0.126
800.0,-1.002,-0.065,0.218,1.286,0.665,-0.507,-1.007,-0.138,0.078,-0.516,-2.161,0.77,-1.01,0.018,0.017,1.499,-2.523,-1.4,-1.005,0.003,0.089,5.468,-0.929,-0.322
820.0,-0.998,-0.053,0.212,1.995,0.64,-0.534,-1.005,-0.142,0.076,0.226,-2.938,0.958,-1.011,0.031,0.018,1.793,-2.939,-1.476,-0.995,0.0,0.09,5.005,-0.885,-0.515
840.0,-0.997,-0.037,0.212,2.691,1.318,-0.42,-1.01,-0.138,0.077,0.323,-3.075,1.261,-1.005,0.033,0.019,0.408,-2.823,-1.527,-0.999,-0.01,0.106,4.474,-0.84,-0.765
860.0,-0.997,-0.04,0.212,1.929,2.115,-0.312,-1.01,-0.135,0.081,0.391,-3.084,1.47,-1.006,0.024,0.019,0.35,-2.591,-1.739,-1.018,-0.022,0.103,5.219,-0.705,-1.019
880.0,-0.996,-0.05,0.213,0.131,2.452,-0.489,-1.009,-0.133,0.082,0.035,-3.043,1.379,-1.006,0.028,0.018,-0.147,-2.636,-1.945,-1.026,-0.016,0.103,5.942,-2.313,-1.481
900.0,-0.996,-0.051,0.216,-0.14,1.987,-0.788,-1.013,-0.136,0.081,-0.655,-3.063,1.153,-1.01,0.024,0.019,0.256,-2.876,-1.91,-1.012,-0.018,0.109,6.849,-3.057,-2.478
920.0,-1.005,-0.047,0.212,-0.204,1.792,-0.91,-1.014,-0.143,0.079,-0.153,-3.196,1.402,-1.01,0.023,0.015,1.196,-3.2,-1.761,-1.004,-0.015,0.109,7.459,-3.542,-2.706
940.0,-1.011,-0.043,0.213,-0.593,1.711,-0.889,-1.011,-0.142,0.079,0.823,-2.959,1.637,-1.003,0.03,0.019,0.319,-3.032,-1.875,-0.989,-0.007,0.109,7.087,-3.447,-2.816
960.0,-1.004,-0.041,0.21,-1.106,1.347,-0.691,-1.012,-0.139,0.082,0.896,-2.949,1.581,-1.012,0.024,0.016,0.316,-3.381,-1.827,-0.989,0.001,0.108,6.295,-2.737,-3.472
980.0,-1.001,-0.043,0.208,-1.636,0.477,-0.624,-1.01,-0.131,0.083,-0.286,-3.052,1.238,-1.013,0.022,0.017,0.519,-4.066,-1.82,-1.0,0.004,0.105,4.356,-2.72,-5.013
1000.0,-1.003,-0.051,0.209,-1.809,-0.318,-0.569,-1.009,-0.139,0.08,-0.904,-3.277,1.195,-1.004,0.026,0.02,0.288,-3.792,-1.82,-1.003,0.011,0.103,1.887,-3.499,-6.443
1020.0,-1.005,-0.05,0.206,-1.884,-0.489,-0.356,-1.008,-0.139,0.082,-0.185,-2.996,1.277,-1.005,0.024,0.019,0.575,-3.746,-1.911,-0.998,0.019,0.101,-0.87,-4.005,-7.432
1040.0,-1.002,-0.053,0.205,-2.377,-0.421,-0.28,-1.008,-0.127,0.082,-0.271,-2.667,1.25,-1.01,0.027,0.019,0.898,-4.18,-1.869,-0.997,0.018,0.097,-3.117,-4.06,-7.652
1060.0,-1.003,-0.052,0.198,-2.181,-0.55,-0.419,-1.007,-0.132,0.074,-1.4,-2.8,0.56,-1.005,0.036,0.02,0.095,-4.23,-1.855,-0.999,0.014,0.09,-4.26,-4.049,-7.244
1080.0,-1.002,-0.052,0.213,-1.961,-0.894,-0.281,-1.006,-0.145,0.074,-0.35,-3.5,1.4,-1.001,0.034,0.023,-1.504,-3.91,-1.874,-0.997,0.013,0.085,-4.596,-3.775,-6.153
1100.0,-0.998,-0.051,0.203,-2.112,-1.234,-0.38,-1.007,-0.14,0.082,0.55,-3.492,1.605,-1.006,0.021,0.024,-1.703,-3.398,-1.767,-1.004,0.013,0.079,-4.318,-3.033,-5.372
1120.0,-1.003,-0.053,0.206,-2.425,-0.826,-0.577,-1.006,-0.132,0.086,-0.243,-2.874,1.235,-1.005,0.02,0.023,-0.632,-3.233,-1.639,-1.006,0.013,0.077,-4.221,-3.028,-4.48
1140.0,-1.001,-0.055,0.206,-2.354,-0.975,-0.952,-1.008,-0.128,0.091,-1.75,-2.03,0.682,-1.003,0.026,0.024,-0.391,-2.873,-1.709,-1.008,0.016,0.077,-4.789,-3.657,-3.003
1160.0,-1.002,-0.054,0.21,-1.769,-1.447,-0.98,-1.006,-0.14,0.083,-1.686,-2.03,0.421,-1.006,0.027,0.022,-0.534,-2.664,-1.965,-0.996,0.01,0.071,-4.884,-3.247,-1.092
1180.0,-1.0,-0.053,0.211,-1.097,-2.143,-0.935,-1.009,-0.149,0.082,-0.311,-2.03,0.767,-1.007,0.021,0.022,0.126,-2.726,-1.951,-0.992,0.011,0.066,-4.761,-2.621,1.075
1200.0,-0.998,-0.051,0.209,-1.071,-2.265,-0.977,-1.006,-0.137,0.083,-0.001,-1.965,0.77,-1.009,0.02,0.021,0.606,-2.733,-1.681,-0.999,0.012,0.067,-4.989,-1.744,2.709
1220.0,-0.998,-0.055,0.205,-1.12,-2.272,-1.171,-1.011,-0.133,0.084,-0.658,-1.754,0.573,-1.011,0.027,0.019,0.436,-3.175,-1.532,-1.005,0.006,0.067,-5.677,-1.683,3.366
1240.0,-0.998,-0.059,0.205,-0.936,-2.415,-1.411,-1.017,-0.137,0.082,-0.901,-2.325,0.493,-1.007,0.029,0.021,-0.422,-3.215,-1.564,-1.006,-0.005,0.076,-5.681,-2.028,3.481
1260.0,-0.999,-0.057,0.206,-0.439,-2.45,-1.52,-1.01,-0.136,0.084,-0.828,-2.148,0.662,-1.003,0.021,0.022,-0.42,-2.914,-1.728,-0.995,-0.018,0.074,-3.966,-1.886,4.365
1280.0,-0.999,-0.053,0.206,-0.024,-2.354,-1.54,-1.011,-0.138,0.085,-0.354,-1.75,0.597,-1.006,0.02,0.021,0.988,-2.78,-1.68,-0.991,-0.022,0.07,-1.721,-0.943,5.152
1300.0,-0.995,-0.053,0.206,-0.051,-1.86,-1.54,-1.008,-0.136,0.083,-0.401,-1.556,0.508,-1.008,0.029,0.023,1.195,-2.697,-1.68,-0.996,-0.02,0.076,0.619,-0.428,5.598
1320.0,-0.995,-0.054,0.211,-0.21,-1.779,-1.513,-1.008,-0.136,0.08,-0.973,-1.592,0.443,-1.003,0.03,0.023,-0.068,-2.387,-1.729,-0.997,-0.013,0.083,0.373,-0.353,5.472
1340.0,-1.0,-0.056,0.212,-0.21,-2.226,-1.492,-1.007,-0.14,0.08,-1.415,-1.515,0.366,-1.005,0.024,0.02,-0.079,-2.126,-1.89,-1.006,-0.014,0.088,-1.05,-0.28,4.83
1360.0,-1.001,-0.054,0.207,-0.246,-2.414,-1.54,-1.008,-0.141,0.079,-0.389,-2.253,0.686,-1.008,0.023,0.02,0.381,-2.17,-1.933,-1.002,-0.017,0.089,-3.707,-0.346,4.033
1380.0,-0.999,-0.052,0.206,-0.541,-2.143,-1.559,-1.007,-0.138,0.081,0.367,-2.747,0.851,-1.007,0.022,0.02,0.966,-2.17,-2.003,-1.001,-0.026,0.092,-4.62,-0.42,3.08
1400.0,-1.0,-0.054,0.209,-0.308,-1.906,-1.686,-1.01,-0.138,0.085,0.319,-2.595,0.885,-1.007,0.028,0.02,0.885,-2.212,-1.96,-0.999,-0.032,0.093,-4.97,-0.42,1.89
1420.0,-1.0,-0.054,0.212,-0.004,-2.043,-1.701,-1.016,-0.149,0.083,0.901,-2.903,1.446,-1.01,0.029,0.019,0.494,-2.422,-1.968,-1.01,-0.035,0.096,-5.527,-0.941,0.647
1440.0,-1.0,-0.06,0.21,-0.075,-2.836,-1.61,-1.013,-0.154,0.081,1.608,-2.998,1.841,-1.011,0.021,0.02,0.685,-2.636,-2.012,-1.007,-0.046,0.096,-4.733,-1.691,-0.277
1460.0,-0.997,-0.056,0.205,0.948,-2.592,-1.61,-1.011,-0.143,0.084,1.872,-2.369,1.96,-1.004,0.018,0.021,1.399,-2.714,-1.869,-0.996,-0.045,0.094,-2.942,-2.168,-0.884
1480.0,-0.996,-0.048,0.208,2.45,-1.533,-1.457,-1.008,-0.13,0.085,0.778,-2.022,1.96,-1.002,0.029,0.02,1.536,-2.592,-1.82,-0.994,-0.04,0.092,-1.852,-2.046,-1.327
1500.0,-0.992,-0.052,0.205,2.706,-0.924,-1.223,-1.016,-0.138,0.079,0.544,-3.217,1.944,-1.011,0.027,0.021,0.744,-2.864,-1.82,-1.002,-0.04,0.089,-0.931,-2.076,-2.269
1520.0,-0.994,-0.06,0.21,1.385,-0.556,-1.464,-1.011,-0.136,0.077,0.501,-3.577,1.682,-1.009,0.024,0.019,0.496,-2.804,-1.934,-1.014,-0.047,0.091,0.887,-2.6,-2.906
1540.0,-0.994,-0.057,0.216,1.175,-0.906,-1.747,-1.013,-0.137,0.082,1.162,-4.606,1.745,-1.004,0.027,0.022,1.213,-3.129,-2.142,-1.014,-0.036,0.086,2.401,-3.193,-3.468
1560.0,-0.996,-0.057,0.208,1.77,-0.835,-1.965,-1.007,-0.139,0.086,1.652,-4.083,1.565,-1.005,0.029,0.022,0.011,-2.69,-2.295,-1.005,-0.033,0.082,3.859,-3.13,-3.817
1580.0,-1.0,-0.06,0.207,2.026,-0.706,-2.048,-1.005,-0.13,0.096,0.28,-3.104,1.26,-1.007,0.017,0.019,0.367,-2.713,-2.378,-0.998,-0.02,0.084,4.69,-2.658,-3.52
1600.0,-0.997,-0.06,0.205,1.834,-0.839,-2.232,-1.01,-0.142,0.085,0.28,-2.73,1.26,-1.011,0.016,0.022,1.75,-3.08,-2.17,-1.001,-0.018,0.095,4.061,-2.912,-3.173
1620.0,-0.995,-0.055,0.202,1.169,-0.764,-2.38,-1.008,-0.147,0.082,1.846,-2.669,1.785,-1.002,0.025,0.022,1.617,-3.024,-1.899,-1.0,-0.029,0.104,3.92,-3.447,-2.499
1640.0,-0.997,-0.053,0.206,0.913,-0.635,-2.375,-1.004,-0.137,0.08,3.845,-3.92,2.589,-1.007,0.02,0.022,1.772,-2.817,-2.143,-0.992,-0.033,0.101,6.049,-3.43,-2.161
1660.0,-0.992,-0.052,0.206,1.044,-0.899,-2.072,-1.006,-0.125,0.089,2.568,-3.801,2.238,-1.006,0.024,0.02,2.025,-2.8,-1.967,-0.994,-0.026,0.1,8.228,-3.399,-2.734
1680.0,-0.994,-0.057,0.209,0.59,-0.713,-1.852,-1.001,-0.13,0.089,1.568,-3.671,1.684,-1.005,0.027,0.02,1.653,-2.868,-2.157,-1.002,-0.016,0.106,8.413,-4.074,-4.168
1700.0,-1.001,-0.06,0.212,0.56,-1.034,-1.626,-1.013,-0.145,0.092,0.299,-3.148,1.335,-1.006,0.024,0.022,1.234,-2.752,-2.222,-1.003,-0.006,0.105,6.342,-5.238,-5.59
1720.0,-1.003,-0.06,0.215,1.314,-1.088,-1.354,-1.01,-0.146,0.089,1.564,-2.269,1.689,-1.011,0.025,0.022,1.456,-2.93,-2.309,-0.995,-0.01,0.098,4.966,-5.58,-6.165
1740.0,-1.002,-0.058,0.207,1.33,-0.785,-1.109,-1.005,-0.143,0.083,2.71,-2.647,2.161,-1.01,0.022,0.022,1.663,-3.069,-2.31,-0.996,-0.014,0.096,4.791,-5.573,-6.113
1760.0,-0.995,-0.056,0.202,1.122,0.075,-0.991,-1.004,-0.125,0.084,1.945,-2.483,1.647,-1.005,0.024,0.021,1.26,-2.908,-2.21,-1.001,-0.023,0.091,5.701,-5.736,-5.155
1780.0,-0.99,-0.057,0.207,1.339,0.455,-0.819,-1.006,-0.121,0.091,-1.336,-2.542,0.716,-1.006,0.023,0.022,0.714,-2.81,-1.946,-1.003,-0.026,0.082,7.433,-5.559,-3.824
1800.0,-0.99,-0.061,0.211,1.788,0.828,-0.725,-1.008,-0.139,0.084,-1.36,-2.782,0.362,-1.01,0.024,0.021,-0.069,-2.981,-1.935,-0.998,-0.024,0.079,9.235,-5.118,-2.885
1820.0,-0.995,-0.062,0.21,2.13,0.862,-0.646,-1.007,-0.137,0.086,-0.455,-2.691,0.711,-1.009,0.019,0.02,0.03,-3.08,-1.863,-0.999,-0.012,0.079,9.798,-4.761,-2.188
1840.0,-0.999,-0.058,0.208,2.007,0.84,-0.714,-1.002,-0.133,0.089,1.027,-2.765,0.9,-1.005,0.017,0.021,0.29,-2.985,-1.992,-1.0,-0.002,0.085,7.91,-5.04,-1.96
1860.0,-0.997,-0.053,0.206,1.549,0.904,-0.926,-1.005,-0.128,0.091,0.877,-3.325,0.722,-1.004,0.02,0.022,0.766,-2.969,-2.146,-0.995,-0.001,0.075,5.55,-4.309,-1.555
1880.0,-0.996,-0.051,0.207,1.122,1.16,-0.911,-1.005,-0.132,0.09,-0.539,-2.918,0.341,-1.008,0.023,0.023,1.262,-3.213,-2.208,-0.994,-0.004,0.07,4.141,-3.54,-1.331
1900.0,-0.998,-0.052,0.207,0.842,1.08,-0.796,-1.006,-0.14,0.087,-0.583,-2.857,0.398,-1.006,0.021,0.023,1.389,-2.988,-2.436,-0.992,0.005,0.078,2.155,-2.671,-1.655
1920.0,-1.002,-0.054,0.204,0.627,0.491,-0.79,-1.007,-0.137,0.088,-0.304,-2.95,0.428,-1.004,0.021,0.022,1.177,-2.87,-2.571,-0.996,0.005,0.08,-1.055,-2.593,-2.45
1940.0,-1.001,-0.054,0.199,0.376,0.21,-0.826,-1.007,-0.132,0.09,-0.538,-2.907,0.12,-1.006,0.02,0.024,1.031,-2.895,-2.532,-0.994,-0.007,0.083,-2.076,-3.193,-2.45
1960.0,-0.998,-0.05,0.205,0.221,0.114,-0.749,-1.013,-0.143,0.089,0.688,-3.467,0.52,-1.008,0.017,0.024,1.323,-2.841,-2.323,-0.98,-0.031,0.087,0.231,-2.55,-1.58
1980.0,-1.001,-0.049,0.214,0.356,-0.508,-0.623,-1.018,-0.146,0.092,2.38,-3.757,1.12,-1.005,0.024,0.022,1.093,-2.864,-2.131,-0.993,-0.028,0.085,3.553,-1.529,-0.649
2000.0,-1.003,-0.055,0.217,0.555,-0.996,-0.32,-1.012,-0.135,0.098,1.805,-2.992,0.867,-1.005,0.027,0.024,0.13,-3.016,-2.127,-1.011,-0.026,0.094,5.736,-1.471,-0.289
2020.0,-0.999,-0.055,0.208,0.34,-1.077,-0.236,-1.008,-0.129,0.099,0.453,-2.228,0.281,-1.006,0.019,0.025,-0.04,-2.671,-2.482,-1.014,-0.013,0.1,5.878,-2.171,-0.4
2040.0,-1.003,-0.056,0.206,0.01,-1.531,-0.579,-1.008,-0.134,0.098,-1.497,-1.517,-0.021,-1.008,0.014,0.021,0.624,-2.632,-2.636,-1.008,-0.005,0.093,4.103,-2.959,-0.489
2060.0,-1.002,-0.052,0.206,0.172,-2.588,-0.77,-1.006,-0.138,0.089,-1.96,-1.141,-0.34,-1.011,0.019,0.025,1.596,-2.837,-2.456,-0.998,-0.007,0.092,2.226,-3.214,-0.148
2080.0,-1.001,-0.05,0.204,0.936,-2.52,-0.768,-1.017,-0.135,0.086,-0.927,-1.456,0.751,-1.008,0.021,0.025,0.917,-2.765,-2.443,-0.998,-0.02,0.091,2.286,-3.103,0.73
2100.0,-0.999,-0.054,0.209,1.405,-2.559,-0.572,-1.022,-0.137,0.092,0.097,-2.622,1.62,-0.999,0.02,0.024,0.48,-2.533,-2.55,-0.995,-0.024,0.086,2.931,-2.621,1.989
2120.0,-0.991,-0.057,0.201,1.889,-2.862,-0.704,-1.01,-0.138,0.09,0.866,-3.247,1.065,-1.003,0.023,0.021,0.416,-2.637,-2.688,-1.0,-0.021,0.082,3.007,-1.836,2.62
2140.0,-0.988,-0.055,0.197,1.516,-1.414,-0.767,-1.008,-0.127,0.088,0.724,-3.345,0.215,-1.008,0.017,0.019,0.212,-2.783,-3.1,-1.003,-0.014,0.09,2.087,-1.356,2.447
2160.0,-0.998,-0.057,0.211,0.893,-0.564,-0.424,-1.011,-0.136,0.089,-0.316,-3.769,-0.319,-1.009,0.011,0.018,1.775,-3.101,-2.966,-1.001,-0.01,0.094,-0.457,-1.285,1.641
2180.0,-1.002,-0.061,0.207,0.636,-1.405,-1.143,-1.017,-0.145,0.089,1.19,-4.55,0.07,-1.004,0.015,0.024,2.828,-3.23,-3.149,-0.992,-0.013,0.092,-2.102,-1.0,0.84
2200.0,-0.991,-0.063,0.207,1.137,-1.576,-1.257,-1.003,-0.138,0.096,1.564,-2.978,-0.032,-1.002,0.022,0.024,3.036,-2.735,-3.409,-0.994,-0.015,0.095,-3.479,-0.91,0.636
2220.0,-0.997,-0.063,0.207,1.19,-1.96,-0.98,-1.002,-0.133,0.099,1.743,-2.371,-0.252,-1.01,0.02,0.015,1.673,-3.02,-3.623,-0.999,-0.02,0.094,-4.495,-1.037,0.934
2240.0,-0.993,-0.069,0.193,-0.061,-1.955,-0.91,-0.96,-0.138,0.099,-1.174,0.335,-0.908,-1.014,0.006,0.021,2.164,-3.848,-3.34,-0.998,-0.03,0.093,-4.395,-1.25,2.095
2260.0,-0.988,-0.062,0.197,2.193,-0.815,-0.91,-0.998,-0.15,0.092,1.19,-1.96,-0.63,-1.003,0.018,0.031,0.803,-3.369,-2.704,-0.999,-0.031,0.095,-3.819,-1.544,3.184
2280.0,-0.997,-0.063,0.201,4.354,-0.17,-0.799,-1.002,-0.134,0.098,0.647,-1.345,-0.829,-1.001,0.028,0.028,-1.238,-2.646,-2.629,-1.001,-0.041,0.102,-2.524,-1.67,3.998
2300.0,-0.994,-0.072,0.203,3.105,-0.28,-0.701,-1.012,-0.153,0.09,1.453,-2.085,-0.133,-1.011,0.009,0.023,-2.233,-2.241,-2.935,-1.015,-0.054,0.097,0.725,-1.627,4.854
2320.0,-0.999,-0.067,0.217,2.465,-0.213,-0.901,-1.009,-0.147,0.091,1.456,-2.034,0.347,-1.007,0.001,0.025,-0.843,-2.256,-2.395,-1.016,-0.051,0.097,4.666,-2.202,4.915
