time,right ankle,left ankle,right knee,left knee,right hip,left hip,right shoulder,left shoulder,right elbow,left elbow,right foot,left foot,right shank,left shank,right thigh,left thigh,pelvis,trunk,shoulders,head,right arm,left arm,right forearm,left forearm
0.2,-61.700373178490445,-63.42030094968899,0.7157183509211176,1.0790279948538244,0.9113576527534577,-2.3468832648867775,4.921029501219775,3.5401806338195345,-7.03512528066553,-11.113929606047272,-55.54028098561492,-60.88175943432922,-83.83990780712436,-87.46145848464016,-83.12418945620327,-86.38243037384349,2.725546998457529,92.27007209767721,1.7568045362598386,94.17408265752806,-79.11451760773699,-80.4953664751372,-86.1496428884025,-91.60929608118443
0.22,-61.547546456423156,-63.14922967480086,0.7845073852927827,1.1616982291324272,0.9300800098125518,-2.310545536548065,4.95129025926339,3.548160540452093,-7.067639565072172,-11.118688869958511,-55.45331983238251,-60.67281891586091,-83.90577337595927,-87.52358924106001,-83.12126599066652,-86.36189153702712,2.72844778067111,92.28587098919955,1.7447786947522035,94.29679124674006,-79.1000557412157,-80.50318546002696,-86.16769530628785,-91.62187432998546
0.24,-61.55248237745817,-62.95998287777277,0.9327532222557992,1.2168546885789309,1.0082290974170964,-2.241832547903537,5.040442136480571,3.51899907741522,-7.070023356648427,-11.08468941372039,-55.56129044100523,-60.502952235688475,-84.00880806354697,-87.54296935791565,-83.0760548412912,-86.32611648661184,2.7345291728265075,92.31880892742879,1.7737709760834814,94.47472959220295,-79.04384180222773,-80.56528486129305,-86.11386515887615,-91.64997427501346
0.26,-61.98890345931293,-62.99240674061399,1.042785428377538,1.3176557813347953,1.1093094077465164,-2.116194324109513,5.183539918177771,3.46801390939552,-7.002242894397888,-11.008671905482853,-56.05335486419739,-60.55722860555627,-84.06445140488437,-87.56482186494223,-83.02166597650684,-86.2471697083629,2.738844251531951,92.36550037297386,1.7958537747326502,94.64478845735411,-78.94743546607559,-80.66296147485782,-85.94967836047348,-91.67163338034071
0.28,-62.59073516357378,-63.241221920930094,1.0155023229881663,1.3962842232002237,1.1380375571456667,-1.9930317932976127,5.305214329171688,3.416708265540604,-6.848438578603733,-10.952777409356878,-56.636259724259865,-60.79859271680069,-84.04552456068599,-87.55737079587053,-83.03002223769782,-86.16109158814113,2.744124050418427,92.402584783564,1.8009597963453317,94.71588455491026,-78.86284546567181,-80.75135152930288,-85.71128404427554,-91.70412893865978
0.3,-62.997958600731586,-63.57380277868964,0.8549384999128038,1.377654925178759,1.0501805817986587,-1.9359430664552564,5.355966253002682,3.3657558470706417,-6.665428238336617,-10.932188302024095,-56.98277323440603,-61.06745373954582,-83.98481463367436,-87.49365096085609,-83.12987613376154,-86.11599978201548,2.7504866598314806,92.41458170428069,1.81174170646389,94.65135986713969,-78.82409046255754,-80.81430086848955,-85.48951870089414,-91.74648917051366
0.32,-63.19820006047931,-63.92289038271753,0.6865602914886088,1.3093833712636231,0.9250059543608988,-1.9262201885703534,5.344893614516779,3.3116929283415173,-6.515804172388364,-10.87767855098001,-57.13585809452837,-61.334601479505714,-83.93765803404897,-87.41171109678807,-83.25109774256035,-86.10232388549161,2.748630720154682,92.41062868564173,1.8275847784644288,94.51484582628116,-78.83121008240447,-80.86441076857972,-85.34701425479284,-91.74208931955974
0.34,-63.35206571173357,-64.23307702291916,0.6025909669592541,1.2435450300055768,0.8431896414245275,-1.9282741294671295,5.286880735544094,3.254189956857513,-6.404506083756013,-10.767166301523073,-57.27555914453297,-61.569009916222704,-83.9234934327993,-87.33593289330342,-83.32090246584002,-86.0923662367317,2.7354004805973933,92.39861709598505,1.8251528288424965,94.41840562117227,-78.87721137172046,-80.90990215040702,-85.2817174554765,-91.67706845193013
0.36,-63.51482867478709,-64.31881032495954,0.5464519767814718,1.177728229926518,0.7865668455268225,-1.9466881366656559,5.193345251427794,3.2199073567655727,-6.303806633496034,-10.704932932040819,-57.417596851925175,-61.58615980290413,-83.90276817713799,-87.26734947794445,-83.35631620035649,-86.08957118254901,2.722858365308175,92.37740803460383,1.7942622016646128,94.42289605311811,-78.94953779445554,-80.92297568911773,-85.25334442795159,-91.62790862115858
0.38,-63.74536938231688,-64.09787578806477,0.4399391599710222,1.1531127707627464,0.7250363768886735,-1.9690260663770056,5.115442014225923,3.2738646613903652,-6.208801464914448,-10.80593381178467,-57.58422468162829,-61.344046407420315,-83.83885529931132,-87.24617061935542,-83.39891613934026,-86.092978582606,2.7218284471406387,92.35847750494948,1.7542987750049854,94.49786740744642,-79.00851050200306,-80.85008785483859,-85.21731196691752,-91.65602166662329
0.4,-64.17519314293429,-63.76321672673078,0.32085759183591245,1.2599940320739256,0.6855203300759273,-1.9386484384894127,5.096458384615989,3.430391150950056,-6.122946835361473,-11.042216723772876,-57.9316557734135,-61.083064544912595,-83.75646263047913,-87.31984781818169,-83.43560503864319,-86.05977380720857,2.727886390151823,92.35565035743964,1.7267332498114105,94.56930391034403,-79.02466698410316,-80.69073421776908,-85.14761381946465,-91.73295094154199
0.42,-64.69356550477713,-63.4881564968793,0.27427669707916497,1.5274642501807292,0.6843341047004897,-1.8241326526676234,5.089108053865228,3.5895843962944998,-6.020265953395978,-11.276725873211042,-58.41027735471303,-60.96652066038558,-83.71671184993583,-87.47836416350614,-83.44243515285665,-85.9509019102248,2.7328313666825177,92.36129424627765,1.7014174208331174,94.570146509185,-79.03766120369193,-80.53718486126266,-85.05792715708793,-91.81391073447371
0.44,-64.87884230720383,-63.222847731699424,0.33465725583494893,1.8865781791181073,0.6995910832689828,-1.6587602606222707,5.022062773851894,3.6533806626709415,-5.886778128280789,-11.443222794918599,-58.645158353043776,-60.899200356417175,-83.76631604583987,-87.67635262471762,-83.43165879000492,-85.7900101338962,2.737683940604801,92.36577486199441,1.6679855217130606,94.46834526998005,-79.10918709942202,-80.47786921060299,-84.99596522770284,-91.92109200552157
0.46,-64.50786022944324,-62.95456319742042,0.49840772644261055,2.2332372647084626,0.7453253232337863,-1.4866655575857313,4.925160481191686,3.643409744156472,-5.7558180644731465,-11.542441091073774,-58.41373431863059,-60.82659745980143,-83.90587408918728,-87.8720342623809,-83.40746636274466,-85.63945724356421,2.743044308677391,92.38731667469895,1.6528334323153153,94.31562523722296,-79.22763120478676,-80.509381941822,-84.98344926925994,-92.05182303289577
0.48,-63.88430048012207,-62.944446003256594,0.7274130741884872,2.498339474805199,0.8622715084010902,-1.307710156540542,4.892672029474678,3.6370344730894306,-5.657294922742557,-11.513614170561533,-57.96618487795809,-60.9660507122803,-84.08188439783595,-88.02160470902359,-83.35447132364746,-85.52445298858912,2.740768959972596,92.45126782076905,1.667181434042834,94.23692944728535,-79.32407080257387,-80.57970835895914,-84.98136572531645,-92.09332252952066
0.5,-63.431209760924176,-63.44459288065071,0.9318504312820285,2.662327672738136,1.0200414462371095,-1.108693844609972,4.951527990661721,3.658760671436624,-5.596405458501628,-11.324630852133637,-57.655915214407095,-61.52705368694671,-84.22470545348283,-88.08246080629591,-83.29285502220081,-85.42159031304791,2.7271569293846936,92.54742145715842,1.6744957171631536,94.30131379969411,-79.3613684777762,-80.6541357970013,-84.95777393627785,-91.97876664913495
0.52,-63.180489655267976,-64.29106685493974,1.009849519591031,2.706230616010589,1.1278837889452062,-0.9296700797931461,5.055350932440641,3.6728701562284747,-5.601541010030818,-11.07004803948014,-57.46240424770801,-62.326215200379075,-84.28191459243992,-88.03514834543925,-83.27206507284892,-85.32961894158727,2.711652607680901,92.63447385051462,1.661369087960527,94.43666735719472,-79.34459792935348,-80.72707870556566,-84.94613893938431,-91.79712674504582
0.54,-62.9644035952295,-65.06771576535942,0.9213574263384884,2.6172995926405433,1.1479249623957313,-0.8347929053412484,5.156287551319326,3.640629102628583,-5.69488520060901,-10.853968304642246,-57.18817438496868,-62.97235648582187,-84.22377078973906,-87.90464072046237,-83.30241336340062,-85.28513123113758,2.7032616493079344,92.68486331451685,1.6591429672241005,94.52141088783969,-79.29405077447703,-80.80970922316777,-84.98893597508605,-91.66367752781002
0.56,-62.87415099174979,-65.53446476800855,0.7408408164764376,2.452707245172422,1.1327872131168513,-0.8289924801453866,5.214085832926796,3.5723524332308054,-5.82449273428745,-10.727321186391082,-56.952067659439706,-63.294289028329125,-84.0779166676898,-87.75982426032047,-83.3370758512134,-85.29885554447564,2.6989512962995907,92.70438805305074,1.677492054500883,94.52064306134949,-79.25577723140347,-80.89751063109945,-85.08026996569093,-91.62483181749053
0.58,-63.09463509945867,-65.68363500886092,0.5931498372831155,2.294681624110698,1.1332058637574345,-0.874681561843744,5.223490320276753,3.529484273105804,-5.961207196719031,-10.728355788562382,-57.02766626428477,-63.34307361690151,-83.93303116482599,-87.65943860804052,-83.3398813275429,-85.34776875314411,2.6935384934175435,92.70761218002083,1.695426850093238,94.47888610850383,-79.24959687102361,-80.94360291819454,-85.21080406774264,-91.67195870675691
0.6,-63.48553132127986,-65.60901579704634,0.5173003223416287,2.1599079482684043,1.1261522973913387,-0.9584535790068182,5.250668618859898,3.5595651073116956,-6.18253166104584,-10.85121398571253,-57.338274723450674,-63.21321401457168,-83.85274340217073,-87.60419821752525,-83.33544307982912,-85.4200489562273,2.690848856279688,92.69612036594096,1.7036987896194073,94.42459552948245,-79.21092675836059,-80.90203026990878,-85.39345841940641,-91.75324425562127
0.62,-63.78386703618699,-65.49598408537051,0.46959110315743224,2.0141788667272227,1.0821934474690025,-1.086796251877104,5.3464492323460995,3.64416565462818,-6.495691041514078,-11.020165316360467,-57.60594297763968,-63.051272965884145,-83.82207594145262,-87.55528888051354,-83.3524848382952,-85.52147453764134,2.6956690407392765,92.66920327448469,1.7091046723580767,94.35891367387362,-79.08822905341812,-80.79051263113602,-85.58392009493217,-91.81067794749646
0.64,-64.02912226581692,-65.53283896006711,0.42714339396141565,1.841490954765079,1.037367331403871,-1.2423004675097125,5.451208455542927,3.738245208875495,-6.7174392437451855,-11.140749077445179,-57.82317620809892,-63.006666673494216,-83.79405394228195,-87.47382771342701,-83.36691054832053,-85.64657834723414,2.7037760351672864,92.63880286844488,1.719469909007389,94.29809484185121,-78.95306942418149,-80.66603267084892,-85.67050866792664,-91.80678174829406
0.66,-64.41370140550515,-65.72414061465892,0.3737465022300777,1.6767064836863255,1.0350571255848582,-1.374485246822156,5.4652632452226175,3.8284967321943006,-6.6837774306770665,-11.149228904663136,-58.14158167590484,-63.06780238099545,-83.72788027039962,-87.34366176633644,-83.35413376816955,-85.76367614057658,2.7090877323101186,92.62371588247488,1.7465822156486737,94.25197038482662,-78.92392764853179,-80.56069416156011,-85.60770507920884,-91.70992306622321
0.68,-64.87701198724865,-65.94015050634752,0.25829235335846457,1.588073098651259,1.0582416144060678,-1.4408941472921353,5.38494821985638,3.9202309986868435,-6.455709930102241,-11.041974441574448,-58.47780939233157,-63.13752164354272,-83.60079740508284,-87.1973711371951,-83.34250505172439,-85.8416408134226,2.712363240524913,92.63527165485092,1.806818248286843,94.179969441973,-79.01579844627406,-80.4805156674436,-85.4715083763763,-91.52249010901804
0.7000000000000001,-65.13179220724804,-66.08365489095152,0.09620391454254854,1.6345206149832106,1.0701454657090548,-1.4520905786569598,5.306846403522115,3.988722502514891,-6.2447097514363765,-10.876896826028661,-58.58540207619058,-63.21948238119095,-83.45360986894244,-87.13582749023934,-83.3574059543999,-85.87964199876592,2.7147770155228823,92.66207640882944,1.9103773699778932,94.01660334894169,-79.12070501658684,-80.43882891759405,-85.36541476802323,-91.3157257436227
0.72,-64.99256763630015,-66.07057217945045,0.02197569124288088,1.8068370540493799,1.0696428568612895,-1.4668348010196626,5.307389374108755,3.980921872816703,-6.221160145545916,-10.728471588334695,-58.37835349443282,-63.33487204575679,-83.38578585813255,-87.26429986630623,-83.36381016688968,-85.90028782477061,2.712675075218831,92.66797801247145,2.0566141293555087,93.75773939731646,-79.12606364964222,-80.45253115093425,-85.34722379518816,-91.18100273926895
0.74,-64.45994147564497,-65.81682237990076,0.14516995569883645,2.004021664162914,1.070872056882008,-1.5387920579993182,5.365894036733294,3.8652836717157415,-6.403640369434156,-10.630809044177479,-57.92615162804205,-63.37895741650774,-83.46621015239695,-87.56213503660689,-83.32104019669814,-85.93070431157943,2.7067139217289684,92.62643724230061,2.2257099183622167,93.48850593461081,-79.02601821684684,-80.52662858186439,-85.42965858628104,-91.15743762604187
0.76,-63.57621365202516,-65.3618762953487,0.4340449605423612,2.0997279475773083,1.0711993400977786,-1.672430470085657,5.411756382211423,3.6710834116616073,-6.679752927263119,-10.57597318944326,-57.256036731476485,-63.228386658137545,-83.6798230794512,-87.8665103627888,-83.24577811890886,-85.98940792909225,2.705662549443712,92.5515024477271,2.375597386747716,93.29907948163572,-78.90522107679519,-80.64589404734504,-85.58497400405835,-91.22186723678828
0.78,-62.44633142076204,-64.97287306524846,0.7690697229288048,2.030924179881865,1.0732371063363864,-1.8246114416881627,5.406632309289689,3.4927784952545555,-6.9086020797632255,-10.574605747277419,-56.388633248516335,-62.98644069093016,-83.94230182775418,-88.01356762568166,-83.17323210482539,-86.0710806528499,2.7130015731547568,92.48099419988226,2.4543374902284665,93.21581555421793,-78.83983690187206,-80.75369071590723,-85.74843898163533,-91.32829646318464
0.8,-61.407567370143646,-65.04580016621905,1.017791503171611,1.8158133544009458,1.1095023444848573,-1.929258229023762,5.360177322149923,3.436938353411994,-7.000603719954282,-10.656043936452368,-55.531291317676185,-62.98718117476748,-84.12372394753245,-87.9413810085484,-83.10593244436085,-86.14469301786944,2.7186471643567565,92.4499597775662,2.4191812258163257,93.22174127805032,-78.85525746669578,-80.77849643543372,-85.85586118665009,-91.43454037188607
0.8200000000000001,-60.88532883667577,-65.66794229084813,1.0720336275611233,1.5071603248954566,1.2020366281467905,-1.945579767442713,5.284328895993703,3.516845237924407,-6.920199710743228,-10.774702899050569,-54.9967519793914,-63.344704445327885,-84.11142314271555,-87.67676215447973,-83.03938951515443,-86.18700591074392,2.7129308308729048,92.47595113202172,2.276156973139681,93.2984326236132,-78.95709724730752,-80.72458090537683,-85.87729695805078,-91.49928380442738
0.84,-60.997698432308425,-66.35556417461862,0.904873127306129,1.1783567439110296,1.3022380263550934,-1.8908037602486159,5.1648080109996855,3.6112875345825874,-6.667185553912706,-10.79200242594263,-54.90757065381873,-63.666282332619495,-83.90987222151023,-87.31071815800082,-83.0049990942041,-86.19804088080781,2.7009174650146397,92.5417621092797,2.0904554772113593,93.43423302153187,-79.1424291095595,-80.6959495859766,-85.80961466347225,-91.48795201191922
0.86,-61.54822964442674,-66.52269254666356,0.5991369706990781,0.9455542587910797,1.3296928084159452,-1.7938942156223814,5.006910329786383,3.597498967887869,-6.301194353457378,-10.637638087554407,-55.19225950232862,-63.50664076958828,-83.6440298579018,-86.98394822292465,-83.04489288720269,-86.16847991124105,2.6933993542085988,92.60911068433919,1.9347048990065048,93.61289342313793,-79.36767536583226,-80.77708672773078,-85.66886971928967,-91.41472481528517
0.88,-62.31544027876732,-66.06165693393588,0.3042516470465071,0.9077290998451164,1.2805064427683974,-1.6630586792805995,4.877336948625701,3.50218807043584,-5.966560403407055,-10.436351911460552,-55.76315872004485,-62.89164936332258,-83.44771844127746,-86.82999242938659,-83.1434667942309,-86.08703191627995,2.6929679660495425,92.65849822571985,1.8503566442340995,93.8204365305672,-79.5466362883736,-80.92178516656347,-85.5131966917807,-91.358137078024
0.9,-63.09224167637477,-65.32029459236709,0.12333469993900331,1.054254248630578,1.2153435465822215,-1.523378236324566,4.85990829501431,3.440518342985161,-5.861895137922118,-10.360860818167252,-56.45696963205227,-62.20976854607941,-83.36472795567744,-86.88947395371223,-83.24139325573837,-85.98011503864522,2.697593834243836,92.69126179104114,1.8474018487582282,94.04421574788836,-79.59682850730631,-81.01621845933545,-85.45872364522846,-91.37707927750269
0.92,-63.570762509235806,-64.72640697464685,0.033239195380419785,1.275214560331663,1.155521170846945,-1.421095691953589,4.993146416848927,3.4497186583455144,-6.1301654745855405,-10.429422712570254,-56.919625933683,-61.803130574062386,-83.34886342444713,-87.07672359941546,-83.31562422906667,-85.89224109186725,2.706852688239332,92.70567038863413,1.9025250673870455,94.24141883160443,-79.47799898306471,-81.02142674156812,-85.60816445765026,-91.45084945413835
0.9400000000000001,-63.479980784179936,-64.51590707850593,-0.014382057733194103,1.4442086399745073,1.0994886220453572,-1.38646838275304,5.239816947824906,3.4630344026409117,-6.690494428638505,-10.54115489482099,-56.82944266535032,-61.77115606126291,-83.34946188117031,-87.25524898275688,-83.3638439389035,-85.84980094370191,2.716027881714452,92.69785754966934,1.9542697126046984,94.3445174304561,-79.22351561312395,-81.00029815830797,-85.91401004176247,-91.54145305312892
0.96,-62.90459594496046,-64.68236650852022,0.02969081752349295,1.4942119528803586,1.0965917812902841,-1.4294986013168587,5.484255842113862,3.420828318358132,-7.22322884728707,-10.606741719882239,-56.27501741753638,-62.03686525512912,-83.37042147257584,-87.3544987466088,-83.34073065505235,-85.86682103765948,2.7153735063378903,92.6718474250631,1.9447715508931256,94.3237230156206,-78.95306659422876,-81.01649411798452,-86.17629544151585,-91.62323583786674
0.98,-62.25979257253564,-65.02026852339347,0.23108243640224613,1.4217204691569725,1.1954362751408671,-1.5616315406004677,5.601363496013572,3.340930927882321,-7.449534540694212,-10.595356639417025,-55.69236546351601,-62.407603703401854,-83.4325728909803,-87.38733518000826,-83.20149045457804,-85.95855827031936,2.703969146914023,92.63145171843938,1.8873830639666824,94.21667445861732,-78.79556323370532,-81.0559958018366,-86.24509777439957,-91.65135244125362
1.0,-61.836582538914406,-65.2128488918467,0.5484296657187019,1.2343272045805829,1.3653996574848113,-1.7884968527544467,5.55699702920739,3.2842718499771872,-7.369561965370835,-10.54382849982794,-55.36315695075052,-62.58842137133761,-83.52657441183604,-87.37557247949077,-82.97814474611731,-86.13204125635656,2.6943796519258187,92.5780693923226,1.8472665567241364,94.0855747346421,-78.78654737439474,-81.05927255362494,-86.1561093397656,-91.60310105345289
1.02,-61.55026594242599,-65.09576418112823,0.8816456909947694,0.9863306192530774,1.543020859664327,-2.057919449634018,5.427723035334928,3.3003355704291932,-7.1651574719494695,-10.53204573269045,-55.18048942723808,-62.43820170446018,-83.63022348481202,-87.34243752333181,-82.74857779381719,-86.34951810311556,2.6958703017955696,92.52612364220204,1.8548495284164885,93.98090339436051,-78.86387561814664,-80.99126308305233,-86.02903309009614,-91.52330881574282
1.04,-61.24203863226898,-64.82437285057925,1.1771727528856673,0.8382428139937002,1.7057398858442303,-2.2436126239499896,5.333482382738784,3.391130767166242,-7.002888743236198,-10.603755997406909,-54.97823741574992,-62.17426716245365,-83.73619878348089,-87.3498943118743,-82.55902603059516,-86.5083785403894,2.702162909161552,92.4992909051599,1.8810216350376159,93.94214880529567,-78.93128353370065,-80.87363514927316,-85.93417227693686,-91.47739114668009
1.06,-60.966125368039386,-64.61873736259757,1.4157660831277592,0.9185811279065176,1.8379797923114363,-2.24911547000018,5.336892644810953,3.4948416464068783,-6.9474744763047,-10.72239526644091,-54.81283865472319,-62.05628563068324,-83.84671328668375,-87.43754826808558,-82.43094720355596,-86.5180424658676,2.7044290559282653,92.50345198458787,1.8945565364846555,93.97615753238362,-78.93203435105646,-80.7740853494605,-85.87950882736116,-91.49648061590143
1.08,-60.86167593764597,-64.54333603848832,1.5378678102292895,1.1446664114730642,1.876306920093822,-2.1220370027367186,5.390090007299166,3.522312778895204,-6.954117022537993,-10.803979706034383,-54.80478393369847,-62.09135706995698,-83.94310799605243,-87.54802103146858,-82.40524018582313,-86.4035841086537,2.705800882066253,92.51607209463744,1.8996459247351751,94.03453190663545,-78.89145709861779,-80.75923432702174,-85.84557412115578,-91.56321403305613
1.1,-61.02185437934346,-64.63180946921831,1.4625407946283304,1.3302982090302777,1.7765412215317782,-1.9877915900055942,5.401345525847589,3.4197439350319234,-6.93478738277293,-10.767538666451246,-54.98457335270855,-62.22607174027589,-83.96271897336501,-87.5942622710575,-82.50017817873668,-86.26451099027409,2.7111552450444383,92.51124438898894,1.9012465959139768,94.04602615091702,-78.87537387442087,-80.85697546523653,-85.8101612571938,-91.62451413168779
1.12,-61.48570493067629,-64.9157278263206,1.1916000051109283,1.426712127410613,1.6058568755068334,-1.896611427021829,5.341834349305364,3.212108762084861,-6.848663516894932,-10.611244314988694,-55.33022707728581,-62.497372877545324,-83.84452214660944,-87.58164505122464,-82.65292214149851,-86.1553904440272,2.71458974781021,92.49330400572583,1.8935293183807969,93.96205655207321,-78.91694466769998,-81.04667025492047,-85.76560818459491,-91.6579145699092
1.1400000000000001,-62.14923479285315,-65.24632550706473,0.8168114204703107,1.5034171129095102,1.4636089723165022,-1.8320619516183763,5.258740154929306,2.9977281824615702,-6.745805496188616,-10.467902660773744,-55.74922921717409,-62.82833722527676,-83.59999442432085,-87.58201171821196,-82.78318300385054,-86.07885392778543,2.710488967534876,92.48131696488753,1.8959329936278833,93.7796927778935,-78.98805182123772,-81.24906379370545,-85.73385731742634,-91.71696645447922
1.16,-62.77811969806886,-65.35377023557388,0.4247378057099685,1.5609945362000028,1.3405917864330275,-1.8149236341842028,5.2065084020601,2.868034396809285,-6.730522043941368,-10.494873424354484,-56.090114466305636,-62.95744145895389,-83.31199476823667,-87.60367122337993,-82.88725696252669,-86.04277238314393,2.70527235798688,92.46237373768021,1.9366130708073346,93.55330336798032,-79.0213403468996,-81.35981435215041,-85.75186239084098,-91.8546877765049
1.18,-63.22211453114611,-65.19496187648107,0.0940918256404778,1.5470063523307793,1.1780907773107812,-1.87761873512528,5.2023566895663125,2.8294355982528665,-6.852288072025752,-10.688367130208787,-56.30990649878586,-62.79137402843117,-83.08779196763965,-87.59641215195003,-82.99370014199913,-86.04940965443521,2.705747756181955,92.40631590803042,2.0007306053283633,93.3692162980513,-78.96943422974361,-81.34235532105704,-85.82172230176938,-92.03072245126583
1.2,-63.48445508637536,-64.97800529894334,-0.07415659210159789,1.5037282273582746,1.0113820490739394,-1.983779743095024,5.245499830889183,2.8137634040359485,-7.090001216753174,-10.873739405592833,-56.48526409590833,-62.55189040328667,-83.00080900953284,-87.57388510434326,-83.07496560163442,-86.07012739380342,2.7071832504207354,92.32087263942886,2.038591197974288,93.29102054180154,-78.8408478198192,-81.27258424667242,-85.9308490365724,-92.14632365226525
1.22,-63.55713160386018,-64.75673740799665,-0.03157986163124458,1.5199511011098166,0.9259954843197074,-2.082307851972614,5.328253925471977,2.7440681230664223,-7.43353661081239,-10.893687558830813,-56.60428816635399,-62.36375857415829,-83.04715656249367,-87.60702116616157,-83.07873642412491,-86.08703976041726,2.7041151655993514,92.23925689716512,2.016184426955197,93.34091305109534,-78.67647798297267,-81.26066378537821,-86.11001459378508,-92.15435134420902
1.24,-63.449626488234614,-64.41554997560362,0.17233368301761556,1.5707856824237694,0.9368363385614483,-2.192743626640583,5.402663899466437,2.5952524016221985,-7.826856428961036,-10.755173991232573,-56.619581920779794,-62.11355689392345,-83.16995543254504,-87.69800691831978,-82.99762174952743,-86.12720171472948,2.701563333925786,92.16898307680937,1.9371913189141012,93.50928334504223,-78.53179418862247,-81.3392056864667,-86.3586506175835,-92.09437967769925
