Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
400.0,-1.014,0.005,0.031,-4.178,-1.041,-0.933,-1.0,0.111,0.226,0.105,-2.087,0.665,-0.949,0.297,-0.114,-5.987,-1.164,0.769
420.0,-1.012,0.007,0.028,-4.086,-1.151,-0.84,-0.998,0.11,0.224,-0.525,-2.918,-0.14,-0.949,0.295,-0.116,-5.143,-1.341,0.894
440.0,-1.012,0.004,0.03,-4.2,-0.797,-0.823,-1.011,0.116,0.226,-0.893,-3.136,-0.078,-0.95,0.294,-0.117,-4.413,-1.3,0.684
460.0,-1.014,0.003,0.036,-4.166,-0.657,-0.77,-1.031,0.117,0.23,-0.703,-2.717,1.024,-0.948,0.29,-0.116,-3.919,-1.046,0.287
480.0,-1.014,0.005,0.037,-3.764,-0.956,-0.77,-0.994,0.099,0.221,-1.909,-2.229,0.914,-0.949,0.289,-0.119,-3.679,-1.013,-0.035
500.0,-1.014,0.005,0.034,-3.25,-1.111,-0.741,-1.006,0.099,0.222,-0.241,-3.737,3.133,-0.956,0.299,-0.12,-4.146,-1.081,-0.565
520.0,-1.012,0.002,0.031,-2.836,-1.039,-0.63,-0.996,0.108,0.218,0.204,-3.625,3.51,-0.954,0.29,-0.12,-2.834,-0.535,-0.896
540.0,-1.014,-0.0,0.032,-2.651,-0.927,-0.594,-0.994,0.112,0.219,1.152,-4.446,4.174,-0.957,0.29,-0.117,-2.14,-0.894,-0.707
560.0,-1.015,-0.001,0.027,-2.363,-0.705,-0.49,-0.997,0.112,0.219,0.56,-3.972,4.754,-0.959,0.294,-0.119,-2.266,-0.966,-0.574
580.0,-1.012,0.001,0.021,-1.738,-0.202,-0.481,-0.996,0.124,0.224,0.122,-4.382,4.735,-0.959,0.292,-0.12,-1.89,-0.91,-0.62
600.0,-1.011,-0.003,0.023,-1.237,0.269,-0.366,-0.993,0.125,0.227,-1.47,-3.664,4.774,-0.961,0.288,-0.12,-1.413,-1.014,-0.49
620.0,-1.014,0.0,0.023,-0.77,0.49,-0.56,-0.986,0.119,0.229,-1.481,-3.481,3.828,-0.96,0.29,-0.122,-1.115,-1.701,-0.499
640.0,-1.011,-0.002,0.024,0.029,0.779,-0.491,-0.985,0.123,0.233,-1.932,-2.329,3.224,-0.957,0.275,-0.119,0.549,-1.868,-0.413
660.0,-1.011,-0.004,0.021,0.49,0.91,-0.63,-0.993,0.133,0.239,-3.548,-2.119,1.878,-0.96,0.273,-0.118,2.911,-2.479,0.401
680.0,-1.01,-0.001,0.024,0.995,0.979,-0.56,-0.991,0.125,0.23,-5.753,-0.984,0.874,-0.961,0.282,-0.113,5.291,-2.919,0.699
700.0,-1.009,0.005,0.026,1.19,0.77,-0.56,-0.994,0.12,0.229,-7.06,-1.468,0.325,-0.957,0.298,-0.109,5.831,-3.288,0.591
720.0,-1.011,0.004,0.018,1.19,0.77,-0.56,-0.998,0.124,0.232,-8.174,-1.196,-0.133,-0.956,0.305,-0.111,4.499,-3.19,-0.108
740.0,-1.011,0.006,0.015,1.19,0.999,-0.56,-0.997,0.115,0.228,-8.081,-1.19,-0.074,-0.955,0.307,-0.113,3.203,-2.685,-0.88
760.0,-1.011,0.006,0.016,1.315,1.157,-0.56,-1.008,0.116,0.231,-7.697,-2.004,-0.07,-0.954,0.306,-0.116,2.303,-2.146,-1.386
780.0,-1.014,0.006,0.016,1.265,1.435,-0.691,-0.991,0.112,0.225,-5.701,-1.38,0.284,-0.95,0.309,-0.119,1.503,-1.752,-1.661
800.0,-1.013,0.005,0.014,1.436,1.588,-0.7,-0.991,0.113,0.227,-5.5,-1.773,0.185,-0.95,0.308,-0.118,0.827,-1.514,-1.68
820.0,-1.013,0.007,0.016,1.623,1.788,-0.811,-0.998,0.107,0.224,-3.757,-2.425,0.372,-0.949,0.303,-0.12,0.819,-1.344,-1.585
840.0,-1.017,0.005,0.02,1.78,1.628,-0.84,-1.006,0.114,0.227,-3.003,-2.711,0.007,-0.951,0.301,-0.119,0.881,-1.544,-1.402
860.0,-1.02,0.0,0.023,1.858,1.181,-0.87,-0.998,0.12,0.228,-2.78,-1.962,0.048,-0.953,0.295,-0.118,1.418,-2.131,-1.062
880.0,-1.021,0.0,0.023,2.109,0.615,-1.096,-0.998,0.119,0.228,-2.594,-2.292,-0.048,-0.949,0.293,-0.114,2.506,-2.513,-0.654
900.0,-1.022,0.009,0.023,2.964,0.184,-1.253,-0.998,0.106,0.223,-1.094,-1.949,-0.034,-0.953,0.302,-0.107,3.343,-2.875,-0.344
920.0,-1.029,0.008,0.027,2.929,-0.57,-1.107,-0.992,0.109,0.225,-0.815,-1.843,0.052,-0.958,0.314,-0.103,3.22,-3.39,0.049
940.0,-1.031,0.003,0.019,2.98,-2.232,-0.756,-0.993,0.113,0.227,-0.825,-2.577,0.07,-0.96,0.319,-0.103,1.981,-4.271,0.947
960.0,-1.025,0.005,0.003,3.196,-3.202,-0.512,-0.996,0.113,0.228,-0.221,-2.538,0.156,-0.964,0.318,-0.103,1.307,-5.445,2.482
980.0,-1.021,0.008,0.003,3.179,-3.913,-0.531,-0.991,0.108,0.226,-0.05,-2.16,0.5,-0.96,0.308,-0.107,1.4,-6.403,4.059
1000.0,-1.014,0.007,0.002,3.105,-4.784,-0.603,-0.986,0.108,0.226,-0.312,-1.968,0.488,-0.951,0.302,-0.115,1.4,-6.692,5.019
1020.0,-0.998,0.006,0.0,2.973,-4.768,-0.771,-0.993,0.113,0.23,-0.42,-2.029,0.043,-0.948,0.294,-0.12,1.42,-6.338,5.36
1040.0,-0.992,0.004,0.003,2.982,-4.168,-0.88,-0.996,0.112,0.23,-0.383,-1.714,-0.161,-0.945,0.288,-0.125,1.967,-4.936,4.371
1060.0,-0.993,0.007,0.012,2.796,-3.11,-0.98,-0.996,0.111,0.229,-0.273,-1.486,-0.374,-0.947,0.286,-0.127,2.478,-3.791,2.705
1080.0,-0.995,0.009,0.019,2.251,-1.975,-1.134,-0.994,0.109,0.228,-0.168,-1.47,-0.523,-0.95,0.287,-0.121,2.873,-2.467,0.576
1100.0,-1.001,0.011,0.025,1.698,-0.832,-1.333,-0.995,0.109,0.228,-0.177,-1.289,-0.658,-0.95,0.297,-0.116,2.995,-1.637,-1.376
1120.0,-1.009,0.015,0.032,1.243,0.131,-1.618,-0.995,0.108,0.224,-0.253,-1.19,-0.7,-0.95,0.306,-0.109,2.771,-1.09,-2.62
1140.0,-1.013,0.014,0.036,0.92,0.691,-1.74,-0.997,0.107,0.224,-0.507,-1.025,-0.7,-0.948,0.307,-0.106,2.427,-0.871,-3.352
1160.0,-1.02,0.008,0.04,0.463,0.933,-1.664,-0.996,0.107,0.226,-0.537,-1.028,-0.673,-0.947,0.314,-0.107,2.329,-0.581,-3.627
1180.0,-1.018,0.01,0.037,0.28,1.053,-1.542,-0.998,0.104,0.226,-0.293,-1.445,-0.575,-0.949,0.324,-0.102,1.392,-0.421,-3.705
1200.0,-1.014,0.01,0.028,0.223,1.26,-1.176,-0.999,0.1,0.224,0.068,-1.82,-0.431,-0.95,0.33,-0.103,-0.06,-0.42,-3.919
1220.0,-1.017,0.006,0.026,-0.301,1.185,-0.902,-0.998,0.101,0.222,0.376,-2.083,-0.177,-0.951,0.331,-0.105,-1.786,-0.225,-3.802
1240.0,-1.016,0.007,0.02,-0.593,0.778,-0.84,-0.998,0.104,0.221,0.598,-2.535,0.155,-0.954,0.324,-0.106,-3.494,-0.141,-3.254
1260.0,-1.015,0.007,0.013,-0.742,0.528,-0.84,-1.004,0.107,0.225,0.804,-2.44,0.505,-0.959,0.316,-0.109,-4.513,-0.398,-2.355
1280.0,-1.015,0.007,0.011,-0.899,0.505,-0.825,-0.999,0.104,0.225,1.078,-2.379,0.517,-0.955,0.307,-0.109,-5.67,-0.56,-2.1
1300.0,-1.013,0.005,0.01,-1.099,0.549,-0.779,-0.997,0.104,0.227,0.861,-3.098,0.477,-0.957,0.299,-0.111,-5.944,-0.493,-2.032
1320.0,-1.015,0.004,0.007,-1.219,0.472,-0.876,-1.005,0.107,0.231,0.566,-3.493,0.56,-0.954,0.292,-0.113,-5.836,-0.604,-2.48
1340.0,-1.017,0.005,0.01,-1.26,0.306,-1.025,-0.994,0.101,0.225,0.66,-2.61,0.5,-0.954,0.284,-0.115,-5.757,-0.684,-2.906
1360.0,-1.018,0.005,0.015,-1.26,-0.441,-1.12,-0.996,0.106,0.227,0.254,-2.982,0.35,-0.95,0.271,-0.118,-4.945,-1.098,-3.041
1380.0,-1.018,0.001,0.018,-1.26,-1.017,-1.12,-0.999,0.102,0.226,0.301,-2.821,0.35,-0.951,0.27,-0.12,-2.81,-0.843,-3.163
1400.0,-1.018,0.0,0.018,-1.26,-1.787,-1.189,-0.997,0.102,0.224,-0.027,-2.638,0.339,-0.943,0.268,-0.121,-1.013,-0.623,-3.596
1420.0,-1.019,-0.001,0.022,-0.993,-2.355,-0.986,-0.996,0.104,0.226,-0.063,-2.568,0.286,-0.945,0.275,-0.119,0.799,-0.22,-4.413
1440.0,-1.019,-0.003,0.02,-0.77,-2.8,-0.91,-0.996,0.099,0.224,0.03,-2.553,0.41,-0.945,0.28,-0.115,-0.38,0.032,-5.891
1460.0,-1.017,-0.002,0.012,-0.533,-2.8,-0.91,-0.998,0.1,0.225,0.498,-2.613,0.797,-0.943,0.275,-0.114,-1.96,0.536,-7.967
1480.0,-1.012,-0.003,0.007,-0.172,-2.066,-0.91,-0.997,0.102,0.224,2.311,-2.465,1.098,-0.947,0.273,-0.116,-2.235,1.262,-9.712
1500.0,-1.012,-0.003,0.005,0.073,-0.804,-0.972,-0.996,0.097,0.222,3.506,-2.709,0.91,-0.949,0.272,-0.115,-3.103,1.477,-11.304
1520.0,-1.013,-0.003,0.01,0.43,-0.465,-0.856,-0.994,0.101,0.224,4.12,-2.854,0.913,-0.95,0.273,-0.106,-4.169,1.728,-13.09
1540.0,-1.014,-0.002,0.015,0.667,-0.085,-0.944,-0.996,0.101,0.224,3.99,-2.66,0.98,-0.949,0.271,-0.1,-5.789,2.261,-15.229
1560.0,-1.02,-0.001,0.017,0.7,-0.077,-0.98,-0.996,0.105,0.229,4.627,-2.712,1.087,-0.958,0.27,-0.098,-7.363,2.194,-16.921
1580.0,-1.026,-0.0,0.019,0.811,-0.744,-0.944,-1.0,0.093,0.222,6.283,-2.882,1.439,-0.974,0.264,-0.078,-8.027,0.36,-17.485
1600.0,-1.02,0.002,0.016,1.204,-1.944,-0.798,-0.992,0.122,0.23,7.28,-3.36,1.47,-0.979,0.251,-0.047,-5.845,-1.24,-16.968
1620.0,-1.018,0.004,0.017,1.555,-2.841,-0.595,-0.997,0.101,0.23,4.915,-2.665,1.331,-0.998,0.263,-0.034,-0.737,-0.329,-17.057
1640.0,-1.017,0.004,0.012,1.558,-3.587,-0.236,-0.994,0.1,0.227,3.767,-2.799,1.399,-1.012,0.373,0.111,-3.174,6.366,-22.152
1660.0,-1.019,-0.003,0.007,1.616,-4.107,-0.064,-0.996,0.101,0.228,2.512,-2.676,1.338,-1.04,0.471,0.402,-33.007,7.403,-26.134
1680.0,-1.029,-0.003,0.006,2.54,-5.12,0.217,-0.996,0.104,0.227,1.52,-2.719,1.376,-1.283,0.478,0.62,-54.288,5.314,-27.429
1700.0,-1.031,0.002,-0.001,3.746,-7.8,1.119,-0.997,0.105,0.228,1.268,-2.606,1.515,-1.467,0.431,0.652,-50.483,-14.787,-21.668
1720.0,-1.001,-0.009,-0.041,3.092,-8.003,1.2,-0.998,0.108,0.229,3.423,-2.928,1.601,-1.514,0.449,0.695,-28.043,-39.268,-9.749
1740.0,-0.979,-0.009,-0.05,0.218,-4.251,0.061,-0.996,0.104,0.229,2.142,-2.586,1.733,-1.463,0.574,0.713,-15.05,-57.47,7.21
1760.0,-0.996,0.021,-0.015,-3.592,-2.48,-1.644,-0.999,0.105,0.227,2.202,-2.723,1.654,-1.545,0.788,0.694,-24.646,-87.016,25.745
1780.0,-1.054,0.04,0.023,-5.001,-3.487,-2.222,-0.997,0.107,0.225,2.795,-2.845,1.549,-1.731,0.795,0.557,-36.61,-138.18,44.1
1800.0,-1.091,0.04,0.034,-3.984,-8.959,-1.961,-0.996,0.106,0.222,1.393,-3.05,1.626,-1.646,0.8,0.484,-53.618,-165.276,58.878
1820.0,-1.086,0.023,0.019,-2.921,-12.817,-0.922,-1.0,0.102,0.222,0.254,-3.718,2.036,-1.697,0.768,0.416,-61.53,-184.66,70.21
1840.0,-1.062,0.012,0.023,-2.026,-14.782,0.891,-1.001,0.106,0.223,0.21,-4.26,2.194,-1.739,0.67,0.336,-56.639,-206.046,83.628
1860.0,-1.045,-0.002,0.049,-0.706,-16.485,2.736,-0.996,0.104,0.229,0.022,-4.204,2.352,-1.692,0.679,0.281,-45.873,-214.941,100.39
1880.0,-1.037,-0.002,0.061,0.644,-18.88,3.717,-0.995,0.106,0.23,-0.252,-4.227,2.714,-1.701,0.691,0.252,-40.965,-220.36,111.483
1900.0,-1.031,0.005,0.062,1.968,-21.688,3.88,-0.998,0.106,0.231,-1.927,-4.233,2.747,-1.701,0.705,0.241,-43.831,-224.274,118.458
1920.0,-1.025,0.001,0.068,2.201,-23.051,3.12,-0.993,0.105,0.229,-1.856,-3.924,3.079,-1.633,0.721,0.227,-57.018,-224.271,119.968
1940.0,-1.029,-0.001,0.079,2.101,-24.209,2.363,-0.992,0.109,0.228,-2.459,-3.893,3.29,-1.542,0.722,0.244,-74.143,-220.956,115.828
1960.0,-1.026,0.013,0.091,0.265,-24.376,1.495,-0.995,0.111,0.232,-4.956,-3.865,2.84,-1.48,0.704,0.269,-92.289,-218.41,106.286
1980.0,-1.019,0.013,0.096,-0.388,-23.21,0.998,-0.998,0.113,0.239,-5.652,-3.274,2.555,-1.416,0.652,0.276,-104.026,-215.491,94.069
2000.0,-1.009,-0.009,0.111,-0.49,-20.778,0.31,-0.996,0.116,0.238,-5.54,-2.828,2.473,-1.343,0.567,0.335,-106.627,-215.368,83.747
2020.0,-1.012,0.014,0.125,0.42,-17.99,-0.21,-0.996,0.118,0.238,-5.155,-2.526,1.934,-1.305,0.476,0.369,-103.004,-222.188,79.352
2040.0,-1.017,0.013,0.139,1.311,-15.131,0.146,-0.993,0.116,0.237,-4.508,-2.343,1.574,-1.176,0.377,0.368,-75.028,-225.37,80.212
2060.0,-1.024,0.018,0.165,2.225,-13.001,0.284,-0.99,0.111,0.235,-3.901,-1.997,1.396,-1.029,0.359,0.353,-50.842,-224.389,82.365
2080.0,-1.009,0.037,0.169,1.401,-12.341,2.447,-0.993,0.108,0.235,-3.282,-1.775,1.265,-0.957,0.364,0.331,-34.748,-231.329,88.972
2100.0,-1.006,0.02,0.152,0.759,-9.683,2.316,-0.99,0.107,0.234,-1.911,-2.101,1.242,-0.745,0.418,0.377,-29.966,-225.29,93.656
2120.0,-1.012,0.022,0.173,-0.703,-5.015,4.085,-0.992,0.109,0.234,-0.597,-2.145,1.449,-0.638,0.4,0.481,-31.703,-210.582,92.655
2140.0,-0.998,0.015,0.131,-0.024,-2.074,3.25,-0.993,0.104,0.233,0.47,-2.005,1.584,-0.581,0.393,0.465,-37.339,-204.197,89.928
2160.0,-1.014,0.058,0.161,-1.429,2.624,4.853,-0.994,0.105,0.23,2.57,-1.837,1.853,-0.471,0.379,0.477,-48.679,-208.134,92.738
2180.0,-1.014,0.035,0.155,-1.331,2.794,4.306,-0.99,0.108,0.235,3.961,-1.617,2.0,-0.322,0.323,0.486,-51.124,-197.84,92.243
2200.0,-0.995,0.06,0.164,-2.412,3.321,3.599,-0.992,0.111,0.232,5.654,-1.673,2.187,-0.243,0.291,0.537,-52.909,-197.603,85.659
2220.0,-0.995,0.027,0.135,-2.87,4.646,3.05,-0.995,0.116,0.238,10.571,-1.674,2.27,-0.009,0.232,0.502,-65.298,-199.521,96.729
2240.0,-0.999,0.063,0.142,-3.855,5.254,3.01,-0.997,0.113,0.239,12.851,-2.104,2.513,-0.069,0.198,0.498,-54.101,-188.664,85.351
2260.0,-1.007,0.042,0.138,-4.715,7.424,0.752,-0.996,0.12,0.234,9.707,-1.877,2.626,0.022,0.156,0.479,-43.557,-178.55,77.358
2280.0,-1.025,0.054,0.14,-4.379,7.417,0.826,-0.989,0.118,0.232,6.893,-2.781,2.195,0.109,0.06,0.393,-32.061,-184.999,85.034
2300.0,-1.025,0.047,0.16,-4.493,5.268,1.533,-0.996,0.118,0.232,3.35,-2.172,1.829,0.244,0.15,0.443,-21.427,-164.143,73.073
2320.0,-1.013,0.045,0.141,-5.803,0.944,2.229,-0.988,0.119,0.232,4.24,-2.26,1.952,0.292,0.133,0.431,-22.886,-163.435,67.718
2340.0,-0.995,0.034,0.117,-7.786,-0.821,2.069,-0.998,0.113,0.231,3.465,-2.447,1.649,0.352,0.047,0.366,-29.27,-163.496,70.587
2360.0,-0.995,0.008,0.096,-7.294,1.762,-2.775,-0.989,0.124,0.232,3.299,-2.311,1.068,0.511,0.035,0.349,-26.341,-152.92,68.847
2380.0,-0.983,0.011,0.079,-6.725,4.409,-5.53,-0.99,0.123,0.235,3.01,-2.38,0.84,0.609,0.062,0.367,-17.627,-135.924,60.789
2400.0,-0.985,0.035,0.094,-6.19,3.195,-5.064,-0.992,0.114,0.232,1.069,-1.941,0.774,0.616,0.071,0.418,-15.849,-118.283,52.544
2420.0,-0.997,0.037,0.104,-4.508,-0.208,-3.719,-0.993,0.115,0.228,0.787,-2.02,0.835,0.6,0.026,0.386,-17.389,-119.51,55.754
2440.0,-0.993,0.025,0.092,-2.359,-0.71,-2.798,-0.989,0.121,0.228,-1.008,-1.206,0.65,0.657,0.024,0.386,-18.121,-116.781,55.498
2460.0,-0.987,0.03,0.097,-0.375,-0.701,-1.975,-0.992,0.115,0.23,-0.1,-1.848,0.684,0.734,0.031,0.397,-18.891,-98.733,47.59
2480.0,-0.987,0.036,0.099,-0.24,-0.951,-1.82,-0.995,0.116,0.234,-0.538,-2.207,0.549,0.696,-0.062,0.315,-15.766,-92.041,47.43
2500.0,-0.992,0.038,0.09,-0.658,-1.088,-1.579,-0.996,0.121,0.235,-0.763,-1.889,0.223,0.68,-0.088,0.304,-4.13,-85.661,52.727
2520.0,-1.002,0.043,0.093,-0.73,-1.2,-1.491,-0.992,0.12,0.233,-0.785,-1.001,-0.087,0.781,-0.101,0.293,-16.307,-73.357,53.101
2540.0,-1.011,0.035,0.098,-1.864,-2.573,-1.739,-0.993,0.117,0.23,-2.027,-0.916,-0.21,0.794,-0.095,0.286,-18.038,-77.064,42.768
2560.0,-1.009,0.026,0.093,-3.088,-5.669,-1.964,-0.996,0.116,0.227,-2.079,-0.98,-0.255,0.724,-0.16,0.208,-9.316,-82.923,40.569
2580.0,-0.997,0.04,0.067,-2.487,-6.78,-2.15,-0.994,0.111,0.228,-2.135,-0.91,-0.28,0.834,-0.32,0.266,-8.801,-51.466,44.708
2600.0,-0.995,0.036,0.067,-3.298,-6.799,-2.331,-0.993,0.112,0.227,-2.24,-0.924,-0.28,0.869,-0.219,0.269,-6.331,-46.91,31.819
2620.0,-0.992,0.023,0.082,-3.952,-8.425,-2.506,-0.996,0.112,0.224,-2.434,-1.336,-0.108,0.831,-0.263,0.252,-8.927,-37.706,26.032
2640.0,-0.99,0.023,0.084,-4.41,-10.019,-2.684,-0.998,0.108,0.226,-2.888,-1.196,0.297,0.899,-0.246,0.25,-7.975,-32.504,15.891
2660.0,-0.983,0.028,0.087,-4.436,-10.103,-2.829,-0.994,0.109,0.228,-3.444,-0.672,0.42,0.907,-0.252,0.245,-2.678,-26.003,12.256
2680.0,-0.984,0.027,0.095,-4.426,-9.819,-2.986,-0.992,0.113,0.229,-5.042,-0.597,0.408,0.904,-0.215,0.273,0.608,-19.052,9.273
2700.0,-0.988,0.022,0.097,-3.935,-9.199,-3.635,-0.995,0.113,0.23,-6.936,-0.298,0.324,0.9,-0.179,0.302,1.083,-14.69,7.546
2720.0,-0.985,0.019,0.094,-2.877,-8.203,-4.126,-0.994,0.115,0.231,-8.925,0.225,0.232,0.908,-0.136,0.311,-1.132,-11.578,7.233
2740.0,-0.997,0.015,0.113,-1.167,-7.878,-3.95,-0.993,0.117,0.231,-10.531,0.729,0.004,0.919,-0.134,0.318,-1.96,-7.264,6.966
2760.0,-1.0,0.014,0.122,0.131,-7.07,-3.502,-0.984,0.113,0.227,-11.905,1.54,-0.603,0.931,-0.14,0.308,-2.1,-4.41,6.16
2780.0,-0.996,0.009,0.118,0.796,-7.06,-2.993,-0.999,0.113,0.227,-12.445,1.661,-0.995,0.941,-0.157,0.321,1.75,-1.96,4.06
2800.0,-0.992,0.014,0.122,1.4,-6.79,-2.31,-0.997,0.115,0.228,-11.669,1.921,-1.776,0.951,-0.13,0.331,0.17,1.764,0.923
2820.0,-0.992,0.014,0.134,2.03,-6.65,-1.47,-1.002,0.109,0.224,-11.126,1.134,-2.302,0.956,-0.144,0.334,-0.767,5.597,-1.57
2840.0,-0.989,0.001,0.133,2.705,-5.981,-1.405,-1.007,0.106,0.219,-9.096,0.702,-1.878,0.941,-0.147,0.326,-2.468,11.494,-5.223
2860.0,-0.995,0.001,0.146,3.109,-5.418,-1.19,-1.001,0.097,0.214,-7.166,0.469,-1.821,0.931,-0.177,0.311,-3.06,15.979,-8.144
2880.0,-0.998,0.005,0.134,3.986,-3.985,-1.26,-0.995,0.092,0.213,-5.696,0.369,-1.734,0.899,-0.173,0.293,-4.875,20.965,-10.442
2900.0,-1.0,0.012,0.134,3.99,-2.866,-1.26,-1.01,0.093,0.214,-4.013,-1.465,-0.904,0.858,-0.19,0.259,-6.101,26.468,-12.154
2920.0,-0.996,0.01,0.129,4.83,-1.05,-1.4,-1.003,0.092,0.214,-1.791,-2.026,-0.501,0.823,-0.218,0.201,-6.228,32.456,-12.729
2940.0,-0.995,0.01,0.136,5.044,0.912,-1.61,-1.004,0.096,0.216,-0.863,-2.245,-0.199,0.825,-0.248,0.181,-5.479,38.675,-13.254
2960.0,-0.997,0.011,0.147,5.089,2.16,-1.61,-1.004,0.098,0.22,-0.102,-2.121,0.076,0.851,-0.268,0.159,-4.487,51.129,-14.888
2980.0,-1.004,0.013,0.145,5.813,0.092,-1.362,-0.992,0.092,0.219,-0.099,-2.529,0.0,0.756,-0.284,0.123,-0.794,61.601,-16.747
3000.0,-1.001,0.021,0.133,6.153,-2.624,-1.743,-0.999,0.096,0.22,0.188,-2.822,-0.011,0.703,-0.298,0.105,5.147,70.967,-19.71
3020.0,-0.995,0.02,0.121,5.505,-3.639,-2.125,-1.0,0.093,0.218,0.783,-2.933,-0.062,0.732,-0.263,0.136,12.169,83.314,-24.896
3040.0,-0.989,0.023,0.128,5.182,-3.503,-2.728,-0.998,0.096,0.218,1.114,-3.15,0.019,0.701,-0.22,0.138,9.821,96.642,-29.825
3060.0,-0.981,0.032,0.126,5.551,-4.092,-2.36,-0.998,0.088,0.219,2.488,-3.378,0.209,0.634,-0.235,0.141,8.913,105.498,-33.316
3080.0,-0.973,0.03,0.128,6.072,-4.81,-1.906,-1.003,0.087,0.221,7.97,-4.338,0.886,0.639,-0.216,0.192,10.073,115.18,-37.975
3100.0,-0.989,0.016,0.122,4.505,-6.716,-1.143,-0.999,0.067,0.228,14.88,-4.148,1.188,0.603,-0.146,0.226,9.456,127.718,-41.82
3120.0,-0.998,0.13,0.133,-2.564,-11.449,-0.086,-0.992,0.096,0.218,7.907,-3.187,1.125,0.513,-0.112,0.248,10.443,138.997,-45.167
3140.0,-0.998,0.045,0.11,0.846,-11.435,2.896,-0.997,0.101,0.216,15.245,-3.704,1.18,0.44,-0.07,0.322,14.172,145.453,-51.621
