Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1743950978.359293,0.082,-0.019,1.028,0.420,-2.520,-0.630
1743950978.379293,0.082,-0.020,1.029,0.280,-2.520,-0.560
1743950978.399293,0.084,-0.020,1.031,0.210,-2.450,-0.490
1743950978.419293,0.083,-0.020,1.031,0.420,-2.450,-0.560
1743950978.439293,0.083,-0.019,1.031,0.140,-2.030,-0.490
1743950978.459293,0.085,-0.018,1.029,1.260,-1.750,-0.420
1743950978.404382,0.081,-0.023,1.032,-0.490,-2.170,-0.630
1743950978.424382,0.083,-0.024,1.032,0.700,-2.800,-0.630
1743950978.444382,0.083,-0.021,1.028,0.420,-2.170,-0.630
1743950978.464382,0.083,-0.023,1.029,0.490,-2.660,-0.630
1743950978.484382,0.080,-0.020,1.035,0.560,-2.660,-0.630
1743950978.504382,0.084,-0.021,1.030,0.140,-2.380,-0.700
1743950978.448893,0.081,-0.020,1.031,0.770,-2.590,-0.490
1743950978.468893,0.084,-0.018,1.035,0.560,-2.380,-0.560
1743950978.488893,0.085,-0.018,1.029,0.000,-2.380,-0.490
1743950978.508893,0.084,-0.020,1.028,0.840,-2.380,-0.490
1743950978.528893,0.084,-0.018,1.032,0.140,-2.310,-0.490
1743950978.548893,0.082,-0.016,1.031,-0.210,-2.450,-0.490
1743950978.493886,0.084,-0.018,1.030,0.420,-2.450,-0.490
1743950978.513886,0.084,-0.016,1.030,0.000,-2.520,-0.490
1743950978.533886,0.080,-0.023,1.030,0.280,-2.520,-0.560
1743950978.553886,0.082,-0.021,1.030,0.560,-2.520,-0.490
1743950978.573886,0.082,-0.020,1.031,0.140,-2.380,-0.420
1743950978.593886,0.083,-0.021,1.029,0.560,-2.730,-0.560
1743950978.538505,0.086,-0.019,1.032,0.280,-2.450,-0.560
1743950978.558505,0.085,-0.020,1.030,0.350,-2.590,-0.560
1743950978.578505,0.086,-0.018,1.032,0.560,-2.520,-0.490
1743950978.598505,0.085,-0.018,1.032,0.420,-2.310,-0.630
1743950978.618505,0.085,-0.019,1.031,0.140,-2.380,-0.560
1743950978.638505,0.083,-0.021,1.031,0.420,-2.450,-0.560
1743950978.600317,0.078,-0.022,1.032,0.070,-2.590,-0.560
1743950978.620317,0.082,-0.023,1.030,0.350,-2.380,-0.560
1743950978.640317,0.081,-0.019,1.030,0.420,-2.380,-0.700
1743950978.660317,0.081,-0.022,1.032,0.280,-2.450,-0.630
1743950978.680317,0.081,-0.021,1.030,0.490,-2.520,-0.560
