Millis,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
48940.0,-0.938,-0.291,-0.205,-2.497,-22.716,15.132,-0.944,-0.37,0.098,18.727,-2.908,3.324,-0.957,0.229,-0.239,-70.534,30.656,16.69,-0.834,-0.471,0.03,-43.843,-18.266,-2.803
48960.0,-0.937,-0.3,-0.174,-3.079,-19.159,15.156,-0.968,0.042,0.06,34.764,-12.69,14.542,-0.971,0.25,-0.231,-77.795,30.218,15.057,-0.835,-0.606,0.028,-47.198,-15.301,-3.005
48980.0,-0.959,-0.282,-0.211,-2.796,-16.805,14.618,-0.981,-0.532,0.341,-8.736,-52.624,-2.271,-1.006,0.301,-0.227,-90.153,27.184,12.62,-0.857,-0.523,0.018,-44.698,-10.413,-3.314
49000.0,-0.965,-0.276,-0.225,-3.775,-17.072,12.298,-1.018,-0.547,-0.095,2.27,-55.417,-12.061,-1.012,0.296,-0.218,-101.838,22.369,12.184,-0.877,-0.521,0.006,-36.472,-7.435,-4.333
49020.0,-0.964,-0.284,-0.228,0.536,-19.068,9.881,-1.072,-0.493,-0.296,12.706,-43.093,-19.963,-1.023,0.271,-0.204,-107.405,18.149,13.793,-0.894,-0.517,0.008,-31.073,-3.819,-4.041
49040.0,-0.957,-0.263,-0.184,-2.957,-21.039,7.729,-1.295,-0.377,0.129,25.574,-53.879,-15.287,-1.017,0.251,-0.189,-108.886,18.44,14.682,-0.916,-0.504,0.01,-23.751,-0.857,-4.062
49060.0,-0.979,-0.259,-0.193,-0.225,-17.24,5.527,-1.214,-0.197,0.161,20.353,-49.211,-18.117,-1.021,0.242,-0.133,-108.633,18.595,16.217,-0.93,-0.47,0.02,-16.362,2.328,-4.969
49080.0,-0.98,-0.228,-0.225,-4.241,-17.871,1.918,-1.096,-0.098,-0.064,4.704,-29.621,-24.804,-1.051,0.212,-0.107,-105.722,22.079,17.765,-0.937,-0.431,0.033,-14.205,5.683,-7.516
49100.0,-0.994,-0.239,-0.238,-3.853,-19.356,-1.117,-1.026,-0.152,-0.098,-4.981,-22.346,-28.288,-1.094,0.172,-0.099,-97.318,21.219,19.15,-0.961,-0.415,0.019,-11.377,10.773,-9.561
49120.0,-0.989,-0.24,-0.217,-7.394,-22.731,-3.909,-0.884,-0.295,-0.094,-6.566,-17.354,-29.416,-1.067,0.156,-0.088,-89.246,19.322,21.422,-1.016,-0.393,-0.039,-10.807,10.761,-12.089
49140.0,-0.978,-0.289,-0.163,-2.314,-22.035,-4.979,-0.867,-0.398,-0.089,1.018,-9.677,-24.373,-1.013,0.128,-0.044,-77.747,20.013,21.795,-1.011,-0.353,-0.059,-11.368,4.27,-16.105
49160.0,-0.949,-0.264,-0.123,-1.82,-20.16,-6.51,-0.904,-0.398,-0.123,6.942,-7.936,-17.152,-0.977,0.124,0.019,-72.755,23.333,20.977,-0.929,-0.305,-0.015,-13.557,2.358,-19.157
49180.0,-0.947,-0.229,-0.111,-1.051,-15.38,-9.377,-0.945,-0.269,-0.148,9.507,-8.533,-13.205,-0.973,0.095,0.037,-68.123,22.506,19.454,-0.878,-0.306,0.012,-13.167,7.151,-18.706
49200.0,-0.94,-0.258,-0.127,0.398,-8.584,-12.644,-0.974,-0.239,-0.094,11.668,-7.902,-12.612,-0.971,0.036,0.029,-58.546,19.236,17.122,-0.875,-0.325,0.006,-8.119,14.049,-13.721
49220.0,-0.952,-0.287,-0.143,5.211,-4.82,-15.391,-0.996,-0.273,-0.074,14.866,-6.787,-13.483,-0.978,0.036,0.009,-49.274,15.704,12.161,-0.926,-0.32,-0.042,-4.849,16.311,-4.465
49240.0,-0.939,-0.297,-0.132,9.059,0.631,-18.568,-0.966,-0.249,-0.131,13.714,-9.037,-15.251,-1.031,0.041,-0.026,-43.066,7.548,4.528,-0.969,-0.307,-0.091,-5.401,16.017,1.874
49260.0,-0.939,-0.28,-0.114,9.67,7.257,-21.6,-0.965,-0.29,-0.088,12.545,-3.064,-15.577,-1.049,0.028,-0.066,-40.482,-8.055,-3.355,-0.98,-0.313,-0.108,-6.54,13.106,7.41
49280.0,-0.972,-0.258,-0.107,22.04,13.583,-23.521,-0.961,-0.304,-0.092,11.163,-0.701,-14.239,-1.033,-0.03,-0.102,-29.71,-21.853,-9.827,-0.959,-0.333,-0.097,-4.871,11.067,11.251
49300.0,-0.928,-0.245,-0.073,31.889,26.994,-26.837,-0.949,-0.299,-0.133,8.768,-0.78,-13.763,-1.001,-0.066,-0.109,-10.927,-32.583,-12.82,-0.914,-0.372,-0.095,4.945,11.38,13.985
49320.0,-0.994,-0.261,-0.104,26.728,37.391,-36.556,-0.955,-0.305,-0.15,7.883,-3.408,-13.676,-0.965,-0.096,-0.098,9.367,-38.361,-15.672,-0.884,-0.386,-0.09,16.082,13.507,16.235
49340.0,-1.046,-0.255,-0.161,17.752,33.725,-45.623,-0.985,-0.33,-0.15,6.428,-10.68,-12.045,-0.955,-0.08,-0.101,21.65,-36.799,-19.918,-0.872,-0.387,-0.11,26.752,15.619,17.308
49360.0,-1.03,-0.29,-0.276,8.071,29.563,-46.849,-1.003,-0.321,-0.144,6.288,-17.765,-8.66,-0.978,-0.048,-0.102,19.261,-35.517,-26.357,-0.876,-0.369,-0.122,33.65,16.946,19.087
49380.0,-1.015,-0.288,-0.378,-13.612,22.821,-40.367,-0.975,-0.347,-0.13,6.372,-16.67,-6.648,-1.027,-0.044,-0.091,15.82,-34.425,-34.823,-0.943,-0.353,-0.153,34.467,19.376,19.311
49400.0,-0.973,-0.266,-0.392,-51.509,7.27,-30.908,-0.956,-0.312,-0.113,2.598,-16.219,-4.494,-1.052,-0.029,-0.046,15.879,-30.926,-44.656,-1.059,-0.371,-0.226,26.874,13.837,18.455
49420.0,-0.934,-0.323,-0.409,-70.067,6.22,-23.999,-0.955,-0.326,-0.081,-0.966,-15.616,-1.066,-1.055,-0.013,-0.007,17.584,-23.582,-55.348,-1.086,-0.373,-0.255,15.123,5.063,14.496
49440.0,-0.984,-0.132,-0.368,-91.627,3.491,-12.82,-0.939,-0.345,-0.075,-2.977,-16.443,0.948,-1.034,-0.022,0.012,23.591,-13.467,-65.203,-1.085,-0.369,-0.256,3.048,-2.17,8.582
49460.0,-0.903,-0.028,-0.223,-125.675,-14.136,-0.507,-0.933,-0.3,-0.042,-5.753,-14.267,2.157,-0.965,-0.029,0.019,34.407,-1.821,-72.746,-1.014,-0.351,-0.217,-6.462,-2.122,0.982
49480.0,-0.793,-0.311,-0.176,-130.91,-26.875,4.716,-0.927,-0.279,-0.061,-2.976,-11.488,3.074,-0.919,-0.009,0.015,42.279,10.998,-79.644,-0.926,-0.367,-0.223,-11.444,-0.659,-6.24
49500.0,-0.864,-0.386,-0.191,-109.553,-36.18,12.884,-0.925,-0.321,-0.039,-1.148,-7.972,2.891,-0.917,0.022,-0.006,44.063,19.072,-85.464,-0.864,-0.383,-0.191,-12.281,0.065,-11.736
49520.0,-0.919,-0.357,-0.244,-66.259,-41.141,24.303,-0.93,-0.334,-0.032,0.264,-4.929,2.661,-0.969,0.029,-0.03,43.113,21.231,-88.867,-0.821,-0.406,-0.157,-9.206,9.705,-15.748
49540.0,-0.932,-0.358,-0.253,-38.566,-39.59,32.187,-0.936,-0.299,-0.046,-0.623,-1.608,2.762,-1.012,0.024,-0.045,40.714,19.734,-90.016,-0.865,-0.448,-0.193,-1.448,14.829,-15.435
49560.0,-0.888,-0.405,-0.204,-8.724,-27.572,36.481,-0.938,-0.321,-0.037,-1.4,1.61,3.36,-1.014,0.017,-0.068,40.672,16.305,-89.604,-0.926,-0.451,-0.215,6.929,13.921,-11.314
49580.0,-0.846,-0.371,-0.198,7.995,-11.345,40.696,-0.938,-0.29,-0.038,-1.447,4.632,4.197,-1.006,0.023,-0.08,43.742,14.078,-86.83,-0.94,-0.431,-0.21,15.364,11.329,-9.749
49600.0,-0.869,-0.405,-0.162,16.168,0.835,45.206,-0.935,-0.318,-0.063,-2.946,9.215,4.131,-1.008,0.023,-0.089,52.71,14.56,-82.11,-0.94,-0.384,-0.203,22.213,11.875,-9.183
49620.0,-0.833,-0.374,-0.029,-9.736,-4.129,37.241,-0.925,-0.302,-0.067,-4.18,11.311,4.304,-0.999,0.028,-0.091,61.887,15.988,-73.382,-0.971,-0.341,-0.183,18.393,10.108,-10.341
49640.0,-0.902,-0.79,0.042,19.76,-0.787,10.668,-0.931,-0.336,-0.053,-3.314,15.237,6.459,-0.984,0.028,-0.063,70.116,20.736,-63.549,-1.014,-0.318,-0.191,8.918,7.919,-14.979
49660.0,-0.887,-0.757,0.108,26.171,3.17,0.51,-0.935,-0.352,-0.057,-4.159,15.75,9.191,-0.993,0.04,-0.026,72.174,25.163,-54.984,-1.042,-0.337,-0.212,3.647,3.434,-19.922
49680.0,-0.476,-0.776,-0.96,8.271,55.264,-9.848,-0.945,-0.338,-0.071,-4.597,17.553,12.823,-1.015,0.066,-0.036,71.877,25.789,-45.592,-1.068,-0.361,-0.207,0.047,0.277,-21.779
49700.0,-1.149,-0.066,-0.299,-17.527,8.639,8.385,-0.943,-0.302,-0.071,-4.133,20.53,15.986,-1.029,0.066,-0.082,72.796,25.117,-37.881,-1.074,-0.372,-0.194,0.746,-0.414,-20.348
49720.0,-0.916,-0.013,-0.329,-50.065,-4.409,7.609,-0.942,-0.273,-0.068,-5.098,24.113,16.765,-1.04,0.057,-0.127,76.238,20.332,-30.835,-1.071,-0.354,-0.191,5.635,-0.893,-17.079
49740.0,-1.019,-0.314,-0.303,-14.118,-4.053,0.975,-0.944,-0.27,-0.079,-7.377,28.746,16.864,-1.001,0.051,-0.146,79.577,14.414,-22.176,-1.056,-0.331,-0.172,5.362,-1.691,-14.559
49760.0,-0.938,-0.261,-0.28,-10.26,-1.353,-3.022,-0.928,-0.272,-0.091,-7.595,33.079,17.36,-0.945,0.052,-0.138,80.134,13.825,-13.436,-1.013,-0.334,-0.139,7.199,-3.016,-10.527
49780.0,-0.953,-0.375,-0.267,3.6,5.177,-4.324,-0.919,-0.242,-0.085,-9.37,40.877,18.653,-0.924,0.066,-0.112,79.404,14.623,-5.312,-0.962,-0.353,-0.091,14.052,-2.664,-6.334
49800.0,-0.941,-0.285,-0.256,-4.735,3.034,-0.794,-0.888,-0.259,-0.001,-18.867,57.927,21.456,-0.907,0.073,-0.097,76.051,15.167,2.197,-0.927,-0.386,-0.011,24.832,-1.13,-1.758
49820.0,-0.914,-0.311,-0.252,-8.527,1.198,2.12,-0.89,-0.31,0.031,-17.579,71.224,25.31,-0.886,0.066,-0.1,69.43,14.982,7.353,-0.911,-0.415,0.007,42.757,2.437,3.395
49840.0,-0.902,-0.348,-0.28,-5.333,2.557,4.21,-0.987,-0.225,-0.056,-28.612,85.423,25.955,-0.884,0.059,-0.127,62.826,15.533,11.339,-0.925,-0.38,-0.039,59.558,3.781,9.368
49860.0,-0.928,-0.274,-0.28,-2.788,2.42,6.148,-1.071,-0.259,-0.058,-41.915,102.276,26.838,-0.889,0.063,-0.134,56.367,15.628,14.469,-0.981,-0.292,-0.067,64.7,-0.612,10.839
49880.0,-0.902,-0.285,-0.303,-1.96,4.2,7.21,-1.215,-0.304,-0.051,-47.778,100.935,26.211,-0.869,0.083,-0.112,45.743,14.464,14.938,-1.002,-0.262,-0.032,45.05,-12.758,9.065
49900.0,-0.902,-0.302,-0.26,-2.338,4.298,9.076,-1.575,-0.375,-0.032,-40.219,73.352,32.713,-0.868,0.106,-0.103,31.583,15.236,13.658,-0.963,-0.278,0.057,42.533,-20.658,3.937
49920.0,-0.908,-0.247,-0.25,-4.076,7.173,8.73,-1.254,-0.193,-0.132,-35.083,102.06,36.306,-0.92,0.127,-0.106,13.662,15.747,9.758,-0.917,-0.274,0.069,43.908,-20.058,2.746
49940.0,-0.928,-0.162,-0.269,-10.347,10.091,5.405,-1.269,-0.178,-0.247,-69.37,113.82,21.07,-1.007,0.131,-0.134,-8.738,11.848,6.007,-0.928,-0.22,0.058,37.64,-19.58,1.219
49960.0,-0.962,-0.178,-0.282,-9.054,12.452,-1.18,-1.32,-0.626,-0.319,-37.511,116.051,0.927,-1.046,0.108,-0.166,-21.72,6.573,4.094,-1.009,-0.172,0.047,16.359,-23.407,-3.901
49980.0,-0.949,-0.219,-0.264,-3.623,16.371,-4.684,-1.189,-0.273,-0.443,0.876,110.144,4.693,-1.078,0.069,-0.209,-26.622,4.903,5.469,-1.02,-0.191,0.052,-3.111,-28.643,-4.716
50000.0,-0.953,-0.217,-0.279,-5.294,19.83,-8.246,-1.077,-0.154,0.09,-5.628,69.374,7.827,-1.154,0.055,-0.231,-27.499,2.675,9.967,-1.01,-0.256,0.049,-12.392,-29.524,-3.882
50020.0,-0.958,-0.24,-0.31,-5.567,22.135,-11.854,-0.808,-0.112,0.203,7.56,41.86,3.08,-1.175,0.04,-0.244,-23.909,-0.56,18.486,-1.004,-0.329,0.036,-13.3,-29.262,-0.21
50040.0,-0.943,-0.25,-0.32,-1.438,25.022,-28.658,-0.933,-0.4,0.567,34.72,-16.52,-6.65,-1.147,0.037,-0.221,-16.316,-0.467,27.231,-0.993,-0.34,0.021,-13.653,-31.586,5.482
50060.0,-0.944,-0.236,-0.346,4.155,26.068,-26.195,-0.994,-0.135,0.444,43.603,-58.591,-15.311,-1.114,0.082,-0.184,-14.219,2.144,33.068,-0.951,-0.306,0.014,-21.693,-33.938,6.77
50080.0,-0.919,-0.233,-0.358,6.057,26.797,-22.554,-0.971,-0.083,0.262,27.068,-100.601,-20.608,-1.095,0.149,-0.126,-22.45,3.431,37.616,-0.9,-0.28,0.015,-36.937,-35.285,6.441
50100.0,-0.893,-0.272,-0.371,8.889,27.011,-24.107,-1.044,-0.184,0.273,20.185,-141.057,-27.889,-1.054,0.223,-0.072,-37.31,4.9,39.06,-0.844,-0.292,0.021,-49.613,-35.774,6.61
50120.0,-0.88,-0.296,-0.378,8.007,25.019,-23.86,-1.073,-0.275,0.144,34.131,-163.022,-26.637,-1.044,0.245,-0.055,-60.663,2.22,39.654,-0.803,-0.363,0.02,-58.432,-35.212,9.391
50140.0,-0.867,-0.314,-0.382,6.428,21.932,-22.344,-1.132,-0.306,0.041,49.646,-182.526,-21.737,-1.017,0.227,-0.06,-76.654,-1.783,40.47,-0.793,-0.426,-0.01,-58.803,-33.081,14.305
50160.0,-0.871,-0.298,-0.376,3.54,20.288,-22.212,-1.18,-0.322,-0.048,74.009,-193.805,-18.369,-1.011,0.198,-0.091,-82.796,-8.427,42.85,-0.79,-0.449,-0.03,-53.575,-31.038,19.153
50180.0,-0.877,-0.282,-0.353,0.69,20.088,-24.445,-1.208,-0.293,-0.106,70.33,-204.099,-20.67,-1.001,0.174,-0.111,-79.368,-13.732,45.514,-0.79,-0.452,-0.035,-43.212,-29.06,20.325
50200.0,-0.873,-0.322,-0.356,1.854,21.759,-25.94,-1.245,-0.351,-0.14,74.704,-209.042,-18.606,-1.014,0.196,-0.116,-72.757,-20.595,48.318,-0.788,-0.454,-0.028,-30.99,-27.383,18.207
50220.0,-0.868,-0.343,-0.363,6.383,25.88,-26.427,-1.233,-0.316,-0.152,84.107,-206.769,-16.75,-1.01,0.212,-0.108,-64.72,-26.09,50.832,-0.784,-0.475,-0.015,-25.116,-22.205,17.278
50240.0,-0.872,-0.298,-0.361,7.472,29.959,-30.144,-1.24,-0.313,-0.214,82.161,-205.552,-15.326,-1.02,0.24,-0.102,-60.444,-31.133,53.145,-0.79,-0.489,-0.006,-20.025,-17.922,18.81
50260.0,-0.881,-0.293,-0.377,7.717,33.328,-35.469,-1.222,-0.289,-0.238,77.943,-197.813,-18.621,-1.017,0.264,-0.111,-55.768,-34.453,55.809,-0.792,-0.49,0.018,-16.613,-13.24,19.631
50280.0,-0.867,-0.35,-0.397,7.294,36.442,-39.379,-1.189,-0.236,-0.246,58.419,-193.585,-25.332,-0.999,0.287,-0.109,-46.904,-35.59,57.573,-0.783,-0.479,0.028,-15.904,-6.794,17.554
50300.0,-0.835,-0.349,-0.387,6.751,40.696,-42.711,-1.124,-0.284,-0.235,44.695,-185.79,-27.778,-0.994,0.341,-0.109,-40.673,-34.158,58.549,-0.78,-0.454,0.021,-18.101,-3.455,12.218
50320.0,-0.834,-0.329,-0.402,7.089,43.209,-45.296,-0.983,-0.415,-0.22,61.336,-154.444,-26.742,-1.019,0.377,-0.123,-39.571,-34.243,59.87,-0.784,-0.449,0.023,-25.496,-0.635,8.699
50340.0,-0.831,-0.359,-0.447,3.506,43.78,-49.832,-0.94,-0.314,-0.249,70.729,-124.159,-24.851,-1.032,0.405,-0.163,-38.936,-37.822,63.02,-0.806,-0.503,0.039,-26.647,-0.193,8.574
50360.0,-0.818,-0.407,-0.425,2.064,46.111,-51.999,-0.829,-0.098,-0.224,67.446,-91.314,-23.383,-1.021,0.425,-0.173,-36.504,-41.514,68.409,-0.813,-0.56,0.055,-22.288,-0.411,11.293
50380.0,-0.833,-0.46,-0.402,2.433,50.151,-53.725,-0.624,-0.081,-0.223,58.921,-69.044,-21.097,-0.985,0.441,-0.151,-33.681,-40.653,74.243,-0.785,-0.596,0.069,-7.872,0.644,17.135
50400.0,-0.788,-0.494,-0.448,6.19,57.704,-54.584,-0.584,-0.286,-0.308,61.833,-49.924,-22.173,-0.946,0.432,-0.098,-33.928,-36.484,80.223,-0.769,-0.55,0.041,2.097,5.272,18.708
50420.0,-0.735,-0.512,-0.484,3.985,61.996,-55.19,-0.379,-0.362,-0.399,86.494,-4.937,-9.919,-0.9,0.4,-0.081,-35.966,-29.462,85.033,-0.795,-0.506,0.041,6.692,3.699,17.778
50440.0,-0.734,-0.525,-0.481,10.92,66.85,-56.63,-0.333,-0.19,-0.433,101.864,30.748,2.614,-0.881,0.359,-0.102,-34.927,-21.686,88.733,-0.784,-0.506,0.087,2.871,2.016,15.082
50460.0,-0.8,-0.393,-0.501,7.092,67.864,-60.972,-0.389,0.068,-0.453,62.596,64.193,3.457,-0.876,0.322,-0.12,-29.103,-17.023,90.041,-0.753,-0.531,0.107,3.354,2.009,14.628
50480.0,-0.737,-0.38,-0.567,7.824,72.06,-69.457,-0.291,-0.04,0.186,-27.987,105.301,4.646,-0.863,0.31,-0.102,-21.808,-13.527,89.495,-0.719,-0.53,0.101,6.852,5.102,14.051
50500.0,-0.662,-0.439,-0.553,8.003,83.142,-74.124,-1.943,-1.269,3.886,50.306,15.103,-19.256,-0.806,0.32,-0.023,-23.329,-8.407,85.299,-0.725,-0.511,0.08,7.767,6.087,9.779
50520.0,-0.673,-0.502,-0.545,12.406,89.977,-80.721,-1.235,0.804,0.098,-67.487,100.717,-14.983,-0.812,0.311,-0.02,-29.01,-3.067,77.892,-0.731,-0.495,0.084,4.257,5.326,3.909
50540.0,-0.658,-0.577,-0.63,14.0,86.38,-95.48,-1.503,-0.419,0.187,-126.321,116.519,-12.483,-0.865,0.259,-0.077,-28.183,-2.512,69.941,-0.812,-0.517,0.092,0.42,9.66,-0.91
50560.0,-0.75,-0.606,-0.591,20.72,69.72,-108.64,-1.287,-0.259,0.188,-108.895,112.789,-29.038,-0.84,0.22,-0.095,-15.757,-5.433,63.676,-0.963,-0.527,-0.003,-1.255,6.575,-9.196
50580.0,-0.5,-0.537,-0.624,0.91,70.07,-106.33,-1.09,-0.43,-0.811,-175.491,122.476,-42.025,-0.684,0.233,0.016,-11.482,-0.818,56.022,-0.996,-0.424,-0.084,-7.205,-7.566,-18.978
50600.0,-0.668,-0.619,-0.604,5.753,77.511,-96.211,-1.962,-0.566,-1.104,-3.951,119.1,-15.096,-0.652,0.271,0.101,-14.464,15.506,43.562,-0.917,-0.278,-0.048,-22.015,-16.553,-36.063
50620.0,-1.041,-0.589,-0.609,19.465,81.745,-103.075,-1.782,0.475,-0.34,-42.423,113.757,-20.043,-0.804,0.254,0.051,-22.444,23.748,25.033,-0.853,-0.229,-0.005,-46.96,-7.913,-57.735
50640.0,-0.81,-0.434,-0.801,-4.759,46.633,-106.944,-1.36,0.157,-0.062,-127.325,83.26,-51.346,-1.121,0.36,-0.049,-22.317,21.21,8.723,-0.925,-0.326,-0.03,-58.833,11.007,-74.494
50660.0,-0.375,-0.537,-0.663,-58.35,36.201,-104.95,-0.63,-0.411,-0.275,-113.706,81.856,-44.361,-1.244,0.342,-0.041,-31.29,-15.94,-0.753,-1.149,-0.444,-0.14,-40.788,37.134,-82.112
50680.0,-0.27,-0.892,-0.661,-49.471,51.026,-102.774,-0.676,-0.827,-0.257,-46.673,82.866,-15.628,-1.132,0.372,0.163,-48.852,-16.756,-10.791,-1.384,-0.383,-0.417,-40.833,9.825,-81.952
50700.0,-0.313,-0.869,-0.683,-19.915,60.976,-103.446,-1.021,-0.696,-0.106,22.697,82.156,-11.787,-1.128,0.318,0.236,-60.428,-5.866,-14.423,-1.129,-0.182,-0.345,-47.83,-8.368,-98.781
50720.0,-0.661,-0.636,-0.49,2.231,52.068,-96.362,-1.072,-0.051,0.026,7.54,82.692,-21.745,-1.228,0.277,0.13,-55.074,0.501,-10.487,-0.945,-0.221,-0.175,-70.286,9.035,-122.02
50740.0,-0.03,-0.52,-0.615,-32.672,6.444,-87.584,-0.953,-0.19,0.001,-41.151,74.452,-20.838,-1.214,0.312,0.181,-68.821,-10.529,-5.04,-0.95,-0.359,-0.105,-58.438,41.874,-134.819
50760.0,0.406,-0.715,-0.65,-45.202,14.859,-84.132,-0.805,-0.567,-0.182,-35.7,72.765,-12.395,-1.109,0.24,0.106,-78.387,-22.984,2.138,-1.036,-0.446,-0.124,-17.486,44.313,-127.564
50780.0,0.363,-0.774,-0.631,-37.938,46.753,-83.601,-0.8,-0.501,-0.167,-23.262,76.007,-7.022,-1.082,0.187,0.122,-74.118,-36.814,10.554,-0.951,-0.335,-0.141,11.382,46.549,-115.189
50800.0,-0.148,-0.649,-0.578,-42.681,41.739,-85.172,-0.829,-0.36,-0.098,-23.986,78.573,-3.996,-1.024,0.143,0.189,-41.13,-32.744,17.956,-0.962,-0.193,-0.241,18.176,53.703,-107.142
50820.0,-0.33,-0.616,-0.605,-53.344,30.556,-83.694,-0.809,-0.449,-0.205,-24.065,78.659,6.168,-1.055,0.282,0.175,-17.862,-29.613,21.447,-1.08,-0.182,-0.273,16.648,46.476,-103.147
50840.0,-0.357,-0.638,-0.686,-50.248,34.3,-80.541,-0.874,-0.38,-0.222,-12.193,62.745,6.674,-1.003,0.327,0.045,-4.597,-39.145,19.215,-1.081,-0.254,-0.218,13.345,35.58,-99.014
50860.0,-0.359,-0.626,-0.673,-37.548,38.878,-77.231,-0.839,-0.394,-0.241,0.715,73.093,4.202,-0.985,0.362,-0.024,-13.609,-53.761,17.712,-0.961,-0.292,-0.101,17.56,24.669,-87.432
50880.0,-0.192,-0.473,-0.649,-24.691,37.136,-71.839,-0.927,-0.264,-0.285,-15.663,56.989,0.684,-0.997,0.481,0.002,-35.865,-68.606,16.612,-0.851,-0.246,-0.073,15.56,26.767,-73.509
50900.0,0.093,-0.383,-0.654,-24.13,37.87,-64.739,-0.982,-0.273,-0.378,-22.038,53.847,-2.856,-1.005,0.507,0.049,-58.114,-78.018,16.796,-0.847,-0.235,-0.12,9.726,27.426,-59.61
50920.0,0.19,-0.364,-0.639,-28.401,39.055,-57.781,-1.008,-0.302,-0.347,-27.302,52.831,-4.794,-0.937,0.411,0.046,-52.71,-67.2,24.99,-0.866,-0.311,-0.157,3.525,25.576,-45.442
50940.0,0.322,-0.416,-0.605,-25.326,37.763,-52.057,-0.932,-0.435,-0.28,-27.588,45.256,-3.62,-0.852,0.428,-0.037,-30.17,-58.45,33.88,-0.883,-0.409,-0.139,11.458,24.257,-33.301
50960.0,0.461,-0.482,-0.59,-10.57,37.078,-45.98,-0.824,-0.465,-0.276,-22.26,32.739,-2.251,-0.867,0.608,-0.155,-34.833,-56.558,37.956,-0.915,-0.472,-0.092,11.699,21.663,-25.86
50980.0,0.499,-0.469,-0.675,-9.017,31.775,-43.189,-0.729,-0.59,-0.323,-6.343,52.883,-3.041,-0.845,0.678,-0.255,-49.877,-69.653,46.656,-0.94,-0.532,-0.056,9.722,18.967,-18.393
51000.0,0.552,-0.503,-0.719,-18.085,32.199,-46.786,-0.881,-0.189,-0.509,6.663,71.035,-3.925,-0.638,0.582,-0.267,-42.524,-72.372,57.757,-0.955,-0.536,-0.065,11.075,18.79,-11.762
51020.0,0.504,-0.526,-0.699,-27.282,36.019,-49.426,-1.209,-0.162,-0.59,-6.084,44.917,5.686,-0.546,0.507,-0.174,-20.035,-51.798,72.181,-0.993,-0.551,-0.066,17.175,14.893,-3.542
51040.0,0.41,-0.534,-0.734,-28.783,36.315,-52.899,-0.815,-0.398,-0.452,-34.449,27.156,4.303,-0.545,0.585,-0.16,1.282,-24.904,85.064,-1.02,-0.646,-0.018,19.976,8.036,1.202
51060.0,0.357,-0.488,-0.743,-29.787,33.971,-54.014,-0.747,-0.377,-0.456,-24.36,30.03,3.92,-0.546,0.668,-0.214,2.881,-11.971,97.696,-1.022,-0.764,0.032,24.351,3.314,7.989
51080.0,0.34,-0.518,-0.795,-44.177,23.66,-51.149,-0.818,-0.293,-0.535,-5.789,29.981,3.985,-0.428,0.53,-0.273,3.598,5.98,110.156,-1.015,-0.754,0.042,36.99,-2.19,19.459
51100.0,0.298,-0.494,-0.82,-43.573,24.004,-47.223,-0.942,-0.189,-0.529,-14.707,13.569,2.028,-0.43,0.51,-0.239,12.737,21.802,119.281,-1.002,-0.695,0.024,39.631,-6.86,25.808
51120.0,0.395,-0.53,-0.884,-36.201,47.557,-49.735,-0.93,-0.237,-0.478,-21.487,6.135,1.968,-0.484,0.511,-0.129,23.209,41.046,117.951,-1.018,-0.689,-0.05,37.225,-12.223,29.093
51140.0,0.439,-0.434,-0.808,-32.452,28.705,-48.141,-0.817,-0.237,-0.51,-21.462,8.849,2.711,-0.589,0.548,0.015,24.425,61.957,108.049,-1.073,-0.743,-0.132,35.562,-24.362,31.483
51160.0,0.379,-0.386,-0.901,-36.954,21.182,-47.89,-0.869,-0.233,-0.568,-17.791,3.678,2.639,-0.638,0.534,0.102,20.919,83.484,92.921,-1.051,-0.777,-0.14,34.515,-35.252,30.785
51180.0,0.335,-0.543,-0.834,-26.645,20.473,-50.182,-0.927,-0.226,-0.562,-17.688,-3.485,0.566,-0.726,0.557,0.1,11.734,87.578,80.566,-0.994,-0.77,-0.15,29.643,-40.968,27.767
51200.0,0.422,-0.332,-0.841,-20.288,19.026,-49.331,-0.884,-0.281,-0.508,-17.71,-4.544,-0.888,-0.807,0.682,0.179,11.435,82.015,69.507,-0.95,-0.716,-0.157,19.166,-42.732,25.206
51220.0,0.474,-0.407,-0.912,-26.542,17.454,-41.812,-0.887,-0.302,-0.493,-18.15,-7.112,-1.03,-0.804,0.776,0.349,7.366,78.972,54.061,-0.915,-0.647,-0.171,-0.949,-43.345,21.884
51240.0,0.451,-0.408,-0.869,-11.324,21.249,-39.285,-0.91,-0.282,-0.503,-21.207,-8.995,1.142,-0.795,0.77,0.416,0.51,79.163,39.182,-0.888,-0.65,-0.23,-20.113,-46.457,15.511
51260.0,0.36,-0.281,-0.837,-13.735,16.31,-34.115,-0.837,-0.318,-0.484,-18.565,-5.968,2.892,-0.812,0.728,0.462,2.246,82.301,28.998,-0.854,-0.714,-0.24,-24.111,-49.132,10.11
