Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
35520.0,-1.138,-0.296,-0.62,-3.907,-16.944,-3.933,-1.162,-0.568,-0.049,-13.707,-64.116,84.754,-1.016,-0.003,-0.382,-8.627,-66.9,24.469,-1.064,0.694,0.581,21.637,-34.483,-3.693
35540.0,-1.127,-0.279,-0.617,0.802,-19.932,-4.172,-1.12,-0.314,-0.213,5.288,-49.39,95.238,-1.062,-0.093,-0.323,-6.02,-77.088,16.877,-0.951,0.678,0.635,17.409,-33.853,-5.148
35560.0,-1.124,-0.259,-0.59,3.813,-21.699,-3.2,-1.048,-0.195,-0.213,8.33,-44.485,102.167,-1.006,-0.018,-0.399,10.183,-74.013,15.33,-0.959,0.608,0.582,10.568,-24.221,-5.407
35580.0,-1.148,-0.273,-0.539,5.526,-25.248,-2.711,-0.999,-0.262,-0.13,-2.263,-48.153,106.059,-0.946,-0.041,-0.31,10.151,-77.534,13.867,-0.919,0.498,0.458,8.446,-23.631,-5.524
35600.0,-1.151,-0.288,-0.491,7.745,-30.657,-3.833,-1.02,-0.359,-0.166,-3.609,-51.721,116.685,-0.938,-0.03,-0.343,11.616,-74.582,17.43,-0.852,0.425,0.349,11.426,-17.751,-4.313
35620.0,-1.144,-0.292,-0.446,9.76,-37.235,-5.998,-1.062,-0.34,-0.17,-9.298,-66.516,120.75,-0.961,-0.043,-0.295,9.81,-82.094,17.133,-0.76,0.414,0.203,7.895,-23.771,-8.942
35640.0,-1.13,-0.283,-0.418,11.51,-43.843,-7.644,-0.99,-0.219,-0.201,-0.473,-74.568,95.457,-1.095,-0.077,-0.36,1.959,-85.652,16.38,-0.555,0.313,0.263,4.932,-21.934,-11.885
35660.0,-1.098,-0.253,-0.39,13.86,-49.39,-6.904,-0.97,-0.141,-0.03,10.226,-100.63,101.931,-0.733,-0.002,-0.204,10.457,-20.976,35.389,-0.434,0.306,0.293,15.968,0.74,-10.595
35680.0,-1.055,-0.234,-0.337,18.734,-53.358,-4.786,-0.983,-0.014,-0.073,12.023,-86.404,89.946,-1.562,0.12,-0.212,-15.408,-137.638,51.927,-0.427,0.396,0.355,10.153,9.558,-6.649
35700.0,-0.943,-0.211,-0.239,22.578,-55.454,-5.254,-0.919,-0.011,-0.101,-9.255,-43.605,65.031,-0.852,0.032,-0.108,9.49,-149.322,59.13,-0.393,0.397,0.499,2.887,-8.056,2.087
35720.0,-0.811,-0.158,-0.119,23.202,-58.471,-6.913,-0.612,-0.041,0.205,-19.16,19.055,46.964,-0.994,0.209,-0.02,6.298,-117.987,72.722,-0.219,0.354,0.494,-38.814,-30.015,8.351
35740.0,-0.7,-0.116,-0.066,24.035,-68.133,-5.578,-1.191,0.089,0.244,-26.43,-68.333,84.479,-0.933,0.097,-0.05,-25.126,-129.276,76.079,-0.076,0.159,0.349,-39.887,-44.0,19.11
35760.0,-0.559,-0.091,-0.07,28.408,-81.269,-1.25,-1.062,0.203,0.203,-42.953,-106.982,94.084,-0.741,0.069,0.105,1.976,-119.577,49.375,0.01,0.264,0.386,-5.6,-9.94,27.37
35780.0,-0.348,-0.066,-0.115,34.062,-85.387,4.217,-0.725,0.12,0.144,-59.539,-67.246,92.374,-0.875,0.168,0.107,9.302,-86.437,45.041,-0.229,0.566,0.456,-21.976,9.697,32.663
35800.0,-0.219,-0.048,-0.108,38.781,-87.681,9.805,-0.885,-0.201,0.23,-61.972,-46.496,70.262,-1.001,0.305,-0.01,2.433,-103.635,40.566,-0.39,0.377,0.485,-54.17,-26.173,37.713
35820.0,-0.138,-0.042,-0.028,46.843,-104.88,14.091,-0.783,0.056,0.432,-46.702,-11.805,15.626,-0.621,0.634,0.055,-23.058,-81.881,25.523,-0.241,0.245,0.477,-37.932,-34.625,44.333
35840.0,-0.038,-0.041,-0.029,51.441,-107.454,15.75,-0.672,0.691,0.666,-20.035,18.73,-21.292,-0.379,0.298,1.644,-25.059,17.502,-27.932,-0.395,0.362,0.389,-12.615,-6.077,44.589
35860.0,-0.012,-0.051,-0.094,50.765,-101.437,15.709,-0.987,0.434,0.014,-17.562,26.446,-20.344,-0.643,0.192,0.951,17.028,12.296,-68.722,-0.699,0.549,0.282,14.117,-4.215,39.542
35880.0,-0.104,-0.028,-0.177,39.485,-78.948,14.121,-0.934,-0.396,-0.192,17.49,70.346,-50.66,-0.487,-0.134,0.138,-5.46,78.645,-95.941,-0.855,0.625,0.255,13.021,-36.92,31.215
35900.0,-0.322,-0.023,-0.207,27.994,-49.342,12.829,-1.325,-0.174,0.081,49.287,40.948,-37.343,-1.117,-0.154,-0.14,14.072,154.58,-55.376,-0.782,0.53,0.319,-0.17,-60.409,22.091
35920.0,-0.448,-0.085,-0.199,17.5,-4.69,3.57,-1.087,-0.142,0.078,36.69,-39.924,0.487,-1.867,-0.024,-0.174,42.21,43.871,3.82,-0.653,0.387,0.516,-19.151,-59.626,17.232
35940.0,-0.97,-0.162,-0.275,9.187,6.807,-1.087,-0.926,-0.108,0.04,27.96,-4.767,8.066,-1.247,0.19,-0.121,48.138,-53.241,27.457,-0.476,0.32,0.516,-10.923,-28.607,11.575
35960.0,-1.463,-0.405,-0.473,-11.403,54.944,-5.099,-1.073,-0.023,0.097,26.845,-23.367,16.149,-0.822,0.222,-0.129,31.142,-11.651,7.534,-0.494,0.45,0.493,2.714,10.345,4.928
35980.0,-1.623,-0.531,-0.46,-10.735,56.751,-15.5,-0.952,0.074,0.07,8.969,-9.812,15.257,-1.053,0.206,-0.154,11.339,-6.454,-3.163,-0.56,0.595,0.49,-0.36,14.563,0.323
36000.0,-1.351,-0.343,0.014,-7.941,31.447,-12.139,-1.075,0.144,0.161,-8.317,-12.91,11.67,-1.093,0.186,-0.075,-5.437,-31.183,-2.644,-0.612,0.638,0.546,-13.031,5.887,-1.834
36020.0,-1.332,-0.323,0.31,-3.839,2.054,-2.582,-0.968,0.123,0.18,-12.453,-12.945,2.977,-1.01,0.165,0.042,-9.861,-35.628,-3.709,-0.598,0.568,0.61,-17.128,-9.572,-0.583
36040.0,-1.153,-0.228,0.311,14.182,-29.06,7.932,-0.942,0.02,0.15,3.158,1.061,-4.043,-0.881,0.121,0.154,-5.595,-19.066,-9.727,-0.528,0.456,0.615,-11.008,-9.584,2.562
36060.0,-0.86,-0.197,0.191,34.16,-45.67,16.136,-0.973,0.059,0.129,11.69,3.71,-8.89,-0.918,0.122,0.181,-0.389,7.844,-7.407,-0.534,0.445,0.586,12.699,-4.07,4.152
36080.0,-0.695,-0.183,0.031,40.842,-45.236,16.023,-1.008,0.087,0.128,7.223,7.261,-8.276,-1.007,0.133,0.157,6.52,8.46,-5.214,-0.57,0.492,0.539,21.194,-11.009,5.672
36100.0,-0.699,-0.14,-0.131,32.306,-31.143,13.125,-1.042,0.05,0.083,-4.647,2.393,-5.724,-0.972,0.149,0.126,6.355,5.943,-8.726,-0.553,0.537,0.532,24.734,-16.352,6.565
36120.0,-0.775,-0.108,-0.213,18.295,-4.225,9.241,-1.039,0.007,0.085,-6.736,-2.02,-4.221,-0.948,0.118,0.079,4.805,11.569,-9.661,-0.503,0.577,0.553,23.509,-13.762,5.87
36140.0,-0.885,-0.108,-0.187,5.42,19.031,4.473,-1.015,-0.05,0.099,-2.867,-2.723,-4.076,-0.98,0.056,0.013,9.013,14.32,-7.308,-0.495,0.598,0.558,13.234,-4.781,3.168
36160.0,-0.995,-0.138,-0.103,-1.659,24.721,0.198,-1.024,-0.011,0.119,2.926,-3.789,-2.493,-1.061,0.083,-0.029,13.822,7.279,-3.546,-0.512,0.594,0.531,10.713,6.2,-6.503
36180.0,-1.039,-0.198,-0.021,-2.229,21.05,-2.946,-1.023,-0.023,0.132,10.307,-3.7,-3.32,-1.054,0.18,-0.031,6.426,-3.799,-2.349,-0.557,0.626,0.49,6.819,12.219,-12.308
36200.0,-1.044,-0.217,0.02,-2.047,10.147,-3.489,-0.998,-0.02,0.148,24.016,-0.703,-8.681,-0.996,0.201,0.001,-9.621,-7.195,-5.694,-0.586,0.634,0.538,-4.843,6.916,-12.245
36220.0,-1.06,-0.211,0.024,-2.17,5.818,-2.216,-0.974,0.051,0.153,27.057,5.616,-16.67,-0.99,0.187,0.046,-21.476,-7.647,-7.397,-0.563,0.634,0.588,-10.721,9.295,-9.4
36240.0,-1.061,-0.21,0.016,-1.224,4.532,0.009,-0.95,0.141,0.152,23.047,15.954,-23.378,-0.986,0.149,0.085,-25.486,-4.207,-6.172,-0.618,0.621,0.557,-21.583,5.622,-5.181
36260.0,-1.039,-0.21,0.004,1.37,2.544,2.061,-0.952,0.129,0.146,9.799,27.423,-31.866,-0.967,0.041,0.104,-17.135,1.008,-6.731,-0.615,0.52,0.538,-10.068,-1.972,-3.197
36280.0,-0.989,-0.202,-0.027,4.638,1.734,3.954,-0.966,0.038,0.147,1.972,35.986,-44.256,-0.941,0.025,0.074,2.089,10.849,-7.601,-0.483,0.475,0.51,7.91,8.4,-2.94
36300.0,-0.92,-0.195,-0.086,5.853,4.064,4.725,-0.969,0.075,0.173,0.938,45.424,-48.235,-0.976,0.133,0.04,10.738,14.018,-6.991,-0.539,0.535,0.49,14.043,11.456,-3.483
36320.0,-0.889,-0.192,-0.096,4.489,9.294,4.009,-1.082,0.17,0.14,-0.894,32.925,-52.419,-0.969,0.168,0.039,6.617,19.521,-11.718,-0.514,0.533,0.471,8.329,6.554,-6.865
36340.0,-0.892,-0.194,-0.088,1.541,13.811,1.623,-1.138,0.098,0.039,-18.368,25.041,-54.794,-0.965,0.112,0.083,5.589,23.94,-17.087,-0.534,0.527,0.435,6.23,5.439,-10.516
36360.0,-0.896,-0.202,-0.078,-1.382,15.575,-1.581,-0.991,-0.084,0.054,-33.329,35.18,-49.046,-0.875,0.041,0.137,18.321,42.956,-18.76,-0.494,0.483,0.456,5.892,3.191,-13.367
36380.0,-0.887,-0.214,-0.075,-3.196,16.573,-5.241,-0.989,-0.288,0.077,-38.599,36.465,-55.898,-0.876,0.072,0.125,23.271,69.151,-18.769,-0.451,0.445,0.452,8.158,10.921,-12.523
36400.0,-0.877,-0.225,-0.076,-5.615,17.52,-8.943,-0.96,-0.342,-0.008,-34.67,47.975,-61.434,-0.927,0.234,0.115,7.039,88.087,-19.907,-0.456,0.465,0.476,3.202,9.692,-11.785
36420.0,-0.87,-0.227,-0.09,-11.677,16.898,-12.488,-0.987,-0.239,-0.02,-9.102,56.38,-58.814,-1.002,0.297,0.092,-21.35,93.31,-26.18,-0.426,0.466,0.453,-5.726,10.05,-9.012
36440.0,-0.811,-0.201,-0.108,-15.335,16.717,-15.439,-1.038,-0.154,-0.039,-2.731,60.189,-60.172,-1.085,0.131,-0.171,-59.57,72.38,-27.86,-0.423,0.463,0.461,-11.383,9.789,-7.209
36460.0,-0.755,-0.173,-0.003,-21.91,20.93,-16.38,-1.009,-0.142,-0.081,5.37,54.997,-63.797,-0.978,0.161,-0.146,-68.32,75.04,-27.58,-0.395,0.43,0.464,-19.453,10.319,-3.422
36480.0,-0.718,-0.137,-0.092,-29.54,19.53,-16.31,-0.991,-0.184,-0.02,34.271,37.527,-62.48,-1.322,0.228,-0.097,-85.54,47.46,9.17,-0.385,0.387,0.441,-22.69,13.185,0.194
36500.0,-0.666,-0.076,-0.123,-35.98,17.64,-14.98,-1.004,-0.189,0.031,25.522,44.273,-65.35,-0.736,-0.142,-0.338,-63.861,73.078,10.791,-0.411,0.368,0.372,-21.482,13.407,2.11
36520.0,-0.599,-0.045,-0.117,-43.604,21.655,-13.902,-1.119,-0.25,-0.088,26.597,41.264,-69.602,-1.167,0.121,-0.287,-25.293,51.288,-17.239,-0.443,0.379,0.31,-18.605,7.15,2.847
36540.0,-0.582,-0.036,-0.061,-46.74,23.138,-13.192,-1.141,-0.265,-0.054,3.977,41.497,-61.904,-1.094,0.157,-0.356,1.509,44.856,-21.818,-0.451,0.365,0.293,-19.161,3.362,3.43
36560.0,-0.563,-0.055,-0.056,-40.919,18.767,-12.282,-1.105,-0.618,-0.089,23.037,9.753,-50.644,-0.888,0.086,-0.303,0.634,43.564,-29.633,-0.434,0.282,0.361,-19.181,2.605,4.27
36580.0,-0.53,-0.153,-0.111,-24.917,20.484,-7.613,-0.873,-0.213,-0.054,2.124,21.645,-45.361,-1.083,0.091,-0.088,-9.367,14.363,-61.273,-0.408,0.353,0.37,-12.706,11.431,4.04
36600.0,-0.532,-0.214,-0.129,-12.159,23.204,-7.56,-1.063,-0.205,-0.342,14.922,40.959,-55.037,-0.987,0.023,-0.221,-21.328,44.464,-56.917,-0.462,0.386,0.334,-10.519,19.027,2.231
36620.0,-0.575,-0.241,-0.121,-11.202,24.933,-13.971,-0.933,-0.457,-0.203,-2.513,48.185,-45.155,-0.862,0.0,-0.235,-25.017,30.161,-43.067,-0.581,0.47,0.351,-11.666,18.498,-2.772
36640.0,-0.631,-0.21,-0.096,-21.453,25.361,-20.973,-1.433,-0.503,-0.224,16.244,30.361,-40.913,-1.051,0.051,-0.376,-42.954,11.046,-43.347,-0.655,0.447,0.363,-13.278,19.004,-3.626
36660.0,-0.669,-0.189,-0.101,-26.25,22.12,-23.1,-1.157,-0.35,-0.24,36.74,66.35,-42.543,-0.978,-0.044,-0.282,-16.881,38.2,-53.878,-0.674,0.434,0.357,-11.34,16.622,-4.067
36680.0,-0.72,-0.167,-0.168,-17.01,22.26,-20.65,-1.2,-0.248,-0.236,36.332,69.64,-38.467,-1.003,0.004,-0.339,-14.784,46.279,-51.526,-0.683,0.496,0.372,-10.873,18.904,-7.707
36700.0,-0.829,-0.173,-0.306,-8.623,27.45,-14.493,-0.923,-0.406,-0.272,29.964,66.821,-26.807,-0.897,-0.083,-0.331,-6.739,43.907,-47.834,-0.741,0.535,0.444,-15.666,30.345,-13.065
36720.0,-0.919,-0.186,-0.302,-7.537,32.417,-6.797,-0.744,-0.538,-0.314,29.877,62.996,-10.755,-0.945,-0.132,-0.454,-1.407,39.397,-50.836,-0.842,0.556,0.472,-17.104,36.814,-18.455
36740.0,-1.03,-0.206,-0.269,-12.596,35.226,-1.543,-0.679,-0.534,-0.274,32.796,65.185,3.763,-1.078,0.034,-0.395,-2.97,30.263,-56.111,-0.946,0.592,0.459,-22.849,41.841,-20.872
36760.0,-1.1,-0.205,-0.355,-12.343,36.829,1.968,-0.758,-0.584,-0.271,31.229,59.797,9.362,-0.996,-0.039,-0.439,-7.565,28.725,-60.471,-1.024,0.591,0.396,-26.594,41.329,-21.744
36780.0,-1.148,-0.257,-0.517,-7.28,42.84,6.65,-0.731,-0.611,-0.291,31.196,35.182,4.092,-0.997,-0.06,-0.396,-12.315,18.295,-66.41,-1.098,0.599,0.445,-18.136,38.125,-24.609
36800.0,-1.148,-0.252,-0.508,-10.791,51.718,9.162,-0.811,-0.573,-0.299,15.327,16.884,-6.409,-1.02,-0.113,-0.474,-12.599,2.4,-74.319,-1.102,0.598,0.683,-9.397,39.642,-27.495
36820.0,-1.19,-0.26,-0.475,-12.593,51.021,10.154,-0.881,-0.377,-0.435,-0.529,-4.966,-19.141,-0.736,-0.136,-0.586,-2.204,0.987,-56.228,-1.16,0.644,0.678,-1.216,58.692,-32.441
36840.0,-1.334,-0.245,-0.531,-7.944,49.365,12.672,-0.772,-0.301,-0.495,-1.75,-22.33,-25.9,-0.81,-0.214,-0.521,5.488,-0.596,-35.419,-1.29,0.709,0.599,1.423,62.672,-34.065
36860.0,-1.381,-0.238,-0.525,-11.62,49.28,15.54,-0.812,-0.409,-0.405,-2.783,-30.621,-27.118,-0.892,-0.325,-0.362,15.848,-5.421,-18.989,-1.434,0.757,0.634,-2.417,44.993,-30.363
36880.0,-1.382,-0.27,-0.563,-22.048,48.536,10.42,-0.904,-0.547,-0.31,-5.791,-49.048,-28.967,-0.887,-0.277,-0.382,16.325,-14.191,-8.146,-1.385,0.932,0.819,12.847,28.78,-22.402
36900.0,-1.348,-0.296,-0.631,-30.033,42.69,2.287,-0.86,-0.547,-0.309,-2.967,-57.491,-28.222,-0.817,-0.174,-0.462,11.855,-23.258,5.303,-1.384,0.896,0.856,6.44,25.55,-19.25
36920.0,-1.364,-0.345,-0.732,-36.647,37.339,-5.506,-0.777,-0.55,-0.287,-5.837,-63.813,-23.347,-0.827,-0.185,-0.45,1.186,-32.526,20.49,-1.43,0.871,0.773,18.97,29.75,-15.61
36940.0,-1.391,-0.397,-0.797,-34.721,37.171,-12.758,-0.78,-0.569,-0.22,-5.053,-67.975,-12.046,-0.931,-0.225,-0.36,-4.687,-40.366,24.828,-1.524,0.881,0.745,12.474,9.35,-11.954
36960.0,-1.385,-0.488,-0.848,-31.632,38.028,-12.681,-0.766,-0.582,-0.217,-5.597,-68.418,2.281,-1.086,-0.083,-0.392,-3.738,-41.735,30.301,-1.4,0.764,0.729,8.845,-2.991,-3.669
36980.0,-1.405,-0.342,-0.841,-27.472,39.002,-9.582,-0.785,-0.562,-0.18,-2.097,-62.773,19.348,-1.118,0.038,-0.439,2.846,-42.658,32.021,-1.3,0.727,0.777,13.693,0.316,4.779
37000.0,-1.39,-0.279,-0.823,-28.133,35.766,-2.787,-0.868,-0.56,-0.142,-3.314,-58.292,32.373,-1.004,-0.122,-0.365,6.575,-49.532,21.752,-1.264,0.723,0.72,21.615,8.773,13.409
37020.0,-1.356,-0.29,-0.732,-27.987,27.736,-1.978,-1.072,-0.626,-0.053,-5.769,-58.126,37.041,-1.001,-0.072,-0.381,7.594,-54.621,17.889,-1.299,0.756,0.639,20.465,2.086,19.493
37040.0,-1.306,-0.29,-0.677,-25.049,17.306,-4.125,-0.994,-0.602,-0.109,-6.891,-53.176,43.757,-1.048,-0.133,-0.269,9.725,-58.576,14.14,-1.257,0.734,0.519,13.228,-12.689,25.187
37060.0,-1.253,-0.284,-0.641,-18.793,4.893,-6.482,-0.874,-0.438,-0.102,-11.989,-45.492,49.92,-0.965,-0.161,-0.248,9.708,-53.557,14.275,-1.169,0.692,0.525,2.013,-21.597,25.05
37080.0,-1.213,-0.272,-0.654,-16.42,-3.434,-6.998,-0.893,-0.392,-0.108,-12.564,-48.178,62.443,-0.968,-0.163,-0.259,13.488,-53.048,19.071,-1.124,0.623,0.531,-8.2,-21.365,22.517
37100.0,-1.173,-0.274,-0.694,-16.956,-6.625,-7.226,-0.979,-0.437,-0.128,-5.055,-46.519,77.329,-0.974,-0.159,-0.232,17.095,-52.36,21.592,-1.078,0.522,0.473,-8.868,-13.114,18.702
37120.0,-1.145,-0.276,-0.698,-17.468,-8.252,-8.008,-0.952,-0.412,-0.13,3.85,-51.212,93.845,-0.981,-0.086,-0.24,18.659,-52.13,22.898,-1.072,0.483,0.391,-11.376,-11.477,13.703
37140.0,-1.139,-0.269,-0.653,-15.123,-11.652,-7.942,-0.979,-0.386,-0.129,1.598,-52.259,109.432,-0.975,-0.081,-0.209,14.106,-51.847,24.739,-1.074,0.434,0.315,-13.959,-15.765,7.967
37160.0,-1.137,-0.269,-0.612,-5.506,-18.222,-5.142,-1.038,-0.363,-0.1,1.041,-48.925,115.415,-1.017,-0.118,-0.173,10.656,-54.193,27.067,-1.025,0.35,0.275,-10.266,-23.795,2.176
37180.0,-1.126,-0.285,-0.595,4.639,-24.246,-2.639,-1.085,-0.345,-0.066,7.37,-52.746,119.056,-0.981,-0.167,-0.164,14.759,-53.243,32.267,-0.91,0.273,0.239,-5.034,-30.392,-2.988
37200.0,-1.102,-0.315,-0.56,12.637,-30.556,-2.148,-1.143,-0.356,-0.08,14.41,-72.634,117.447,-0.972,-0.17,-0.196,19.237,-56.2,48.637,-0.752,0.216,0.204,3.748,-29.663,-4.52
37220.0,-1.078,-0.331,-0.477,17.985,-36.275,-3.887,-1.105,-0.354,-0.074,33.677,-79.142,111.086,-0.928,-0.097,-0.204,22.959,-32.872,56.464,-0.606,0.207,0.212,11.498,-17.201,-3.653
37240.0,-0.994,-0.313,-0.378,19.887,-41.849,-7.835,-0.968,-0.287,-0.096,33.286,-72.131,87.28,-0.688,0.138,-0.135,-8.198,22.021,57.222,-0.527,0.249,0.266,12.214,-1.392,0.709
37260.0,-0.881,-0.27,-0.281,21.926,-51.125,-9.155,-0.871,-0.145,-0.116,0.705,-31.576,33.873,-1.656,-0.032,-0.096,20.892,-76.149,74.711,-0.487,0.259,0.312,3.2,-2.354,3.936
37280.0,-0.88,-0.216,-0.224,26.349,-61.884,-9.387,-0.889,0.007,0.167,-0.379,-3.202,40.375,-1.074,0.079,-0.134,34.464,-145.898,63.771,-0.415,0.226,0.282,-1.167,-12.364,8.125
37300.0,-0.707,-0.191,-0.221,29.987,-68.804,-10.414,-1.264,0.005,0.119,13.858,-94.032,79.135,-0.653,0.109,-0.14,26.385,-84.868,51.184,-0.309,0.207,0.231,14.56,-7.805,12.865
37320.0,-0.56,-0.177,-0.201,35.699,-73.068,-10.628,-0.925,0.06,-0.036,-21.866,-113.327,79.642,-0.996,0.081,0.05,20.375,-90.625,50.724,-0.296,0.285,0.251,27.762,-0.144,18.389
37340.0,-0.39,-0.145,-0.149,42.838,-73.849,-10.571,-0.782,0.268,0.106,-51.103,-87.483,84.236,-0.904,0.104,0.148,4.275,-98.388,47.084,-0.378,0.491,0.431,0.596,-10.144,25.585
37360.0,-0.301,-0.139,-0.092,47.439,-80.891,-8.773,-0.859,0.142,0.288,-89.27,-63.623,86.843,-0.946,0.102,0.045,8.044,-88.691,43.292,-0.371,0.469,0.575,-47.593,-32.059,34.981
37380.0,-0.228,-0.126,-0.082,49.625,-86.891,-3.942,-0.976,-0.417,0.332,-98.115,-54.051,51.858,-1.009,0.14,-0.002,17.378,-92.488,36.67,-0.244,0.221,0.567,-61.145,-36.696,46.689
37400.0,-0.184,-0.114,-0.088,50.718,-91.102,0.633,-0.637,0.006,0.566,-34.97,-20.815,-17.045,-0.932,0.338,-0.168,7.84,-93.94,20.09,-0.361,0.227,0.533,-22.084,-24.862,51.661
37420.0,-0.18,-0.117,-0.123,50.774,-96.354,4.179,-0.812,1.006,0.418,8.921,34.933,-15.067,-0.346,0.26,1.537,5.607,-0.164,-9.672,-0.563,0.418,0.458,-9.056,-24.759,55.292
37440.0,-0.218,-0.102,-0.161,46.5,-95.032,6.744,-0.978,0.297,-0.079,-20.09,46.48,-52.64,-0.445,0.278,0.696,39.595,55.378,-58.603,-0.747,0.456,0.386,-2.168,-36.541,47.759
37460.0,-0.319,-0.088,-0.181,34.955,-80.388,6.638,-1.047,-0.329,0.143,15.266,51.19,-49.499,-0.792,0.022,0.042,23.251,130.492,-63.579,-0.828,0.446,0.348,10.223,-55.589,31.346
37480.0,-0.447,-0.084,-0.186,27.57,-64.24,4.582,-1.487,-0.185,0.174,17.064,-3.918,-21.077,-1.361,-0.059,-0.066,16.256,105.953,-61.209,-0.776,0.376,0.345,16.355,-72.776,17.33
37500.0,-0.632,-0.091,-0.205,22.479,-50.037,1.107,-0.949,-0.193,0.098,18.084,3.153,-14.607,-1.524,-0.046,-0.159,12.88,18.48,2.66,-0.613,0.366,0.492,15.09,-65.236,9.964
37520.0,-0.948,-0.113,-0.365,7.115,-30.291,-2.04,-1.013,-0.166,0.104,29.23,-3.057,-4.194,-1.118,0.083,-0.032,13.86,-21.7,11.48,-0.481,0.332,0.604,25.96,-39.817,7.261
37540.0,-1.362,-0.335,-0.498,-11.045,19.569,-7.611,-0.965,-0.22,0.079,18.664,-10.013,2.981,-0.869,0.171,-0.035,-4.649,4.516,7.161,-0.515,0.521,0.608,32.455,-6.099,7.073
37560.0,-1.466,-0.496,-0.423,-14.179,30.211,-11.27,-1.019,-0.202,0.133,21.852,-12.416,11.895,-1.042,0.051,-0.126,-11.958,4.07,-1.243,-0.602,0.639,0.51,25.904,-2.647,7.912
37580.0,-1.38,-0.424,-0.114,-11.791,14.358,-5.08,-1.023,-0.071,0.15,19.701,-12.442,14.006,-1.039,0.042,-0.01,-9.149,-10.914,1.776,-0.576,0.693,0.556,13.789,-14.201,11.564
37600.0,-1.181,-0.371,0.183,-2.927,-15.175,-0.595,-0.952,0.106,0.192,21.582,-5.836,10.518,-1.014,0.092,0.059,-4.226,-21.07,3.795,-0.558,0.672,0.654,-12.389,-18.239,16.186
37620.0,-1.002,-0.278,0.256,13.513,-39.537,4.724,-1.006,0.213,0.183,12.754,2.125,1.165,-0.897,0.135,0.175,-4.52,-3.118,-0.089,-0.563,0.59,0.645,-13.171,-20.918,17.399
37640.0,-0.793,-0.24,0.177,29.927,-54.943,12.642,-0.998,0.127,0.165,-13.718,6.288,-5.337,-0.95,-0.03,0.111,6.766,15.05,-2.017,-0.624,0.595,0.587,-10.675,-24.053,17.386
37660.0,-0.661,-0.252,0.043,40.124,-57.224,14.6,-0.985,-0.031,0.15,-23.048,9.04,-6.003,-1.099,0.016,0.091,24.073,14.944,1.179,-0.653,0.551,0.512,-14.436,-35.264,17.856
37680.0,-0.679,-0.226,-0.127,33.827,-42.267,13.005,-0.99,-0.068,0.135,-21.883,11.161,-4.074,-0.994,0.138,0.003,18.69,3.08,4.13,-0.62,0.474,0.492,-10.535,-38.85,17.017
37700.0,-0.802,-0.213,-0.148,20.328,-12.984,10.228,-1.0,-0.042,0.135,-12.227,13.437,-3.665,-0.963,0.171,0.056,3.026,6.807,0.956,-0.552,0.408,0.476,-0.275,-36.577,14.482
37720.0,-0.94,-0.211,-0.103,8.07,4.838,5.441,-1.015,-0.034,0.126,-5.716,13.745,-4.2,-0.966,0.127,0.033,-4.596,9.236,-0.878,-0.487,0.42,0.473,9.061,-26.221,10.398
37740.0,-1.028,-0.224,-0.059,1.924,9.727,1.122,-1.038,-0.091,0.101,-6.014,9.383,-3.575,-1.019,0.086,0.026,-2.621,9.587,-1.601,-0.477,0.479,0.474,9.23,-14.632,3.173
37760.0,-1.017,-0.237,-0.065,2.937,9.312,-0.07,-1.034,-0.117,0.117,-1.422,5.822,-0.042,-1.02,0.044,0.021,-0.642,9.202,0.612,-0.48,0.498,0.457,1.503,-3.433,-4.839
37780.0,-0.964,-0.243,-0.053,2.556,12.785,0.692,-0.998,-0.085,0.114,10.452,4.797,-0.057,-1.006,0.102,0.015,-2.578,6.909,2.93,-0.504,0.502,0.452,-0.61,2.62,-10.374
37800.0,-0.955,-0.253,-0.015,3.1,12.714,2.408,-0.967,0.01,0.117,16.429,11.677,-5.909,-1.026,0.133,0.065,5.982,-5.708,2.94,-0.523,0.507,0.467,-0.925,5.565,-14.911
37820.0,-0.947,-0.252,-0.001,3.907,14.771,3.391,-0.963,0.057,0.147,8.032,20.866,-13.439,-0.915,0.111,0.02,-8.296,12.42,-0.048,-0.507,0.489,0.468,0.929,10.5,-19.519
37840.0,-0.951,-0.25,0.017,5.39,16.411,3.563,-0.953,0.049,0.18,4.061,30.648,-27.559,-0.933,0.111,0.06,-16.459,22.814,-2.43,-0.501,0.458,0.457,13.058,16.893,-24.892
37860.0,-0.946,-0.237,0.003,6.073,15.603,3.134,-0.909,0.039,0.245,4.151,55.964,-49.82,-0.9,0.149,0.17,-18.711,40.008,-7.535,-0.505,0.464,0.424,20.137,18.636,-27.629
37880.0,-0.931,-0.215,-0.041,5.69,15.46,2.294,-0.944,0.104,0.106,0.595,62.93,-60.798,-0.915,0.156,0.163,-19.252,61.133,-18.673,-0.484,0.459,0.391,21.237,16.99,-27.54
