epoch,train_mse,train_mae,train_rmse,train_r2,val_mse,val_mae,val_rmse,val_r2
1,183965.90026214943,198.6338896319668,428.9124622369341,-inf,120209.49439935548,190.87265187957246,346.71240877614326,-inf
2,169923.22714351892,186.35714922165755,412.21745128453614,-inf,123504.31893229476,197.3167354750976,351.4318126355307,-inf
3,159003.6694844658,181.5384802518292,398.7526419780385,-inf,128019.48512311393,209.7337430682278,357.7981066511028,-inf
4,150101.95815964727,180.4553194761698,387.42993967896604,-inf,133751.64876143518,222.48444292400006,365.7207250914763,-inf
5,142738.99096163563,180.3869789449325,377.8081404120822,-inf,140174.40155154746,234.539673848632,374.3987200185752,-inf
6,136639.12721860968,179.92997621503966,369.6473011109505,-inf,141936.42183972913,236.2151374757977,376.7445047239961,-inf
7,125954.57728036761,164.05921386304925,354.90079921066337,-inf,149762.12961862897,245.67257990275678,386.9911234364801,-inf
8,115103.44553819591,152.54059528025363,339.26898699733215,-inf,159984.8050355679,258.84578220530136,399.9810058434874,-inf
9,107082.15282458757,146.82273315594188,327.2340948382176,-inf,167761.77469518533,267.22314046683215,409.5873224297663,-inf
10,99773.51908043394,140.05496532678262,315.86946525492766,-inf,174828.2520884074,272.86493045371344,418.12468485896335,-inf
11,93705.85658703044,133.9499829412059,306.11412346873254,-inf,182661.34590523643,279.418209199655,427.38898664476187,-inf
12,88400.55791690903,128.23018555443178,297.3223131837048,-inf,196347.4200576215,294.32975794604204,443.1110696626992,-inf
13,83477.67079290986,121.96997416022452,288.92502624886936,-inf,205151.23852953844,300.4774087690834,452.93624113062367,-inf
14,79406.09473371832,117.25063030635218,281.79087056488953,-inf,209392.8898991624,299.97494180884854,457.5946786176194,-inf
15,75809.31952684137,113.79801114169969,275.33492246142947,-inf,222313.25572037988,315.4688767039664,471.5010665103313,-inf
16,71671.9222066348,108.92201269665935,267.71612242566715,-inf,223528.41764063798,314.4827739456791,472.7879203624369,-inf
17,67848.88294475911,104.99139286318534,260.47818132188945,-inf,249650.08931329453,342.3642695452887,499.64996679004645,-inf
18,64627.50413391992,102.00241523189412,254.21940156864488,-inf,234852.10214168497,324.8505005557194,484.61541673958845,-inf
19,61219.98648653984,98.04440315167544,247.4267295312692,-inf,245876.6237265356,332.84438385702276,495.8594798191677,-inf
20,57871.23775961095,94.10182875963608,240.56441499027022,-inf,243769.9521931062,330.19940094904194,493.7306474112238,-inf
