Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
0.0,-0.992,-0.057,0.228,-1.19,-2.03,-0.42,-1.009,-0.142,0.09,-2.1,-0.63,0.84,-1.007,0.031,0.021,-0.63,-2.38,-0.98,-0.996,0.007,0.081,-1.82,-5.18,0.42,-0.984,-0.165,-0.176,-3.71,-3.71,0.91
20.0,-0.991,-0.052,0.231,-0.98,-1.89,-0.42,-1.005,-0.138,0.088,-1.085,0.115,1.008,-1.003,0.023,0.019,-1.05,-2.03,-0.84,-0.987,-0.001,0.078,-0.577,-4.214,1.125,-0.987,-0.171,-0.177,-3.918,-3.265,1.527
40.0,-0.991,-0.052,0.233,-1.12,-1.82,-0.42,-1.012,-0.133,0.086,-1.364,-0.066,1.263,-1.009,0.023,0.018,-0.402,-2.03,-1.008,-0.992,0.0,0.077,0.517,-2.768,1.836,-0.996,-0.173,-0.17,-3.591,-3.037,2.081
60.0,-0.997,-0.053,0.236,-1.068,-1.938,-0.29,-1.011,-0.139,0.077,-0.589,-0.504,1.739,-1.004,0.024,0.017,-0.538,-1.716,-1.217,-1.002,0.004,0.082,0.838,-2.37,2.04,-0.994,-0.169,-0.168,-3.57,-2.882,1.909
80.0,-0.995,-0.059,0.235,-0.874,-2.013,-0.28,-1.014,-0.13,0.08,-1.275,-1.27,1.46,-1.013,0.02,0.012,0.393,-2.257,-1.46,-1.0,0.004,0.083,0.376,-2.244,2.232,-0.983,-0.163,-0.172,-4.9,-2.24,0.84
100.0,-0.996,-0.058,0.232,-0.776,-2.169,-0.28,-1.01,-0.129,0.082,-1.953,-1.833,1.042,-1.016,0.026,0.015,0.626,-3.026,-1.47,-0.995,0.002,0.084,-0.257,-2.184,2.376,-0.988,-0.175,-0.17,-5.81,-2.17,0.07
120.0,-0.993,-0.057,0.226,-0.38,-1.429,-0.344,-1.009,-0.131,0.081,-2.422,-1.645,0.554,-1.002,0.032,0.02,-0.29,-3.216,-1.523,-0.992,-0.003,0.086,-0.222,-1.862,2.244,-0.991,-0.187,-0.161,-4.111,-2.624,0.333
140.0,-0.992,-0.062,0.227,-0.789,-1.197,-0.241,-1.014,-0.135,0.081,-2.354,-2.049,0.37,-1.005,0.014,0.017,-0.057,-2.881,-1.812,-0.991,-0.007,0.084,0.052,-1.411,2.379,-0.989,-0.191,-0.157,-1.254,-2.221,1.115
160.0,-0.989,-0.061,0.223,-0.495,-1.68,-0.114,-1.011,-0.128,0.084,-1.718,-2.1,0.283,-1.01,0.019,0.019,1.512,-3.21,-1.738,-0.991,-0.011,0.092,0.504,-1.294,2.318,-0.995,-0.181,-0.164,0.674,-2.432,1.654
180.0,-0.989,-0.049,0.215,1.182,-1.25,0.027,-1.011,-0.134,0.078,-1.736,-2.318,0.28,-1.008,0.032,0.022,1.233,-3.29,-1.415,-1.0,-0.014,0.09,1.038,-1.052,2.379,-0.994,-0.168,-0.165,0.479,-2.901,1.135
200.0,-0.991,-0.048,0.22,1.465,-0.723,0.173,-1.014,-0.139,0.079,-1.28,-2.772,0.559,-1.002,0.029,0.022,-0.211,-2.936,-1.566,-1.008,-0.01,0.09,1.164,-1.349,2.245,-0.992,-0.17,-0.162,-0.791,-3.219,0.189
220.0,-0.993,-0.053,0.224,0.571,-0.289,0.154,-1.013,-0.139,0.084,-0.546,-2.836,0.932,-1.005,0.024,0.019,-0.229,-2.785,-1.667,-1.006,-0.014,0.091,1.242,-1.336,1.812,-0.989,-0.171,-0.158,-1.553,-3.22,-0.819
240.0,-1.003,-0.05,0.23,-0.91,-0.171,-0.023,-1.011,-0.132,0.086,-0.564,-2.576,0.884,-1.006,0.024,0.02,0.561,-2.834,-1.61,-1.005,-0.013,0.097,1.826,-1.386,1.554,-0.986,-0.172,-0.161,-1.864,-3.165,-1.855
260.0,-1.003,-0.052,0.232,-0.949,-1.105,-0.168,-1.013,-0.133,0.084,-0.605,-2.299,0.873,-1.006,0.029,0.021,0.505,-2.707,-1.689,-0.997,-0.01,0.099,1.96,-1.4,1.239,-0.984,-0.174,-0.165,-1.816,-3.37,-2.525
280.0,-0.997,-0.055,0.226,-0.494,-1.311,-0.25,-1.013,-0.137,0.084,-0.22,-1.817,0.951,-1.006,0.029,0.021,-0.163,-2.399,-1.75,-0.993,-0.013,0.097,2.08,-1.28,0.967,-0.986,-0.177,-0.166,-1.11,-3.265,-2.278
300.0,-0.991,-0.056,0.22,-0.086,-1.19,-0.314,-1.011,-0.135,0.082,0.066,-1.678,0.891,-1.007,0.02,0.018,-0.249,-2.429,-1.721,-0.995,-0.008,0.1,1.989,-1.26,0.561,-0.989,-0.174,-0.164,0.06,-3.33,-1.745
320.0,-0.99,-0.055,0.222,0.089,-1.159,-0.426,-1.01,-0.132,0.081,-0.517,-1.894,0.77,-1.009,0.023,0.018,0.176,-2.59,-1.632,-1.0,-0.006,0.1,1.218,-1.426,-0.303,-0.983,-0.169,-0.167,0.21,-3.046,-1.341
340.0,-0.992,-0.055,0.225,0.355,-1.14,-0.49,-1.008,-0.134,0.082,-0.793,-2.17,0.839,-1.007,0.028,0.018,0.0,-2.59,-1.61,-1.01,-0.008,0.097,0.608,-1.929,-1.078,-0.981,-0.17,-0.169,0.21,-2.536,-1.153
360.0,-0.995,-0.056,0.224,0.669,-1.089,-0.555,-1.004,-0.138,0.077,0.687,-2.783,1.12,-1.005,0.027,0.017,-0.439,-2.527,-1.635,-1.012,-0.008,0.093,0.621,-2.449,-1.645,-0.988,-0.173,-0.17,0.322,-2.093,-0.945
380.0,-0.996,-0.055,0.224,0.646,-0.397,-0.867,-1.011,-0.133,0.084,0.67,-2.63,0.947,-1.006,0.02,0.019,0.012,-2.45,-1.724,-1.007,-0.007,0.091,1.103,-2.594,-1.989,-0.989,-0.172,-0.17,0.922,-2.351,-0.444
400.0,-0.997,-0.052,0.227,1.036,0.214,-1.063,-1.011,-0.132,0.086,-0.553,-2.17,0.39,-1.007,0.018,0.019,1.34,-2.509,-1.691,-1.007,-0.008,0.094,2.335,-2.369,-1.463,-0.988,-0.173,-0.172,1.725,-2.121,-0.475
420.0,-0.998,-0.053,0.228,1.668,-0.004,-1.076,-1.011,-0.133,0.086,-1.605,-2.092,0.156,-1.01,0.025,0.016,1.761,-2.64,-1.565,-1.001,-0.005,0.097,2.968,-2.405,-0.704,-0.987,-0.171,-0.17,2.142,-2.204,-0.793
440.0,-1.001,-0.057,0.23,1.556,-0.77,-1.01,-1.01,-0.14,0.082,-1.434,-1.57,0.316,-1.006,0.031,0.016,1.01,-2.59,-1.785,-0.999,-0.002,0.092,3.033,-1.967,-0.21,-0.983,-0.164,-0.169,1.706,-1.957,-1.513
460.0,-0.99,-0.052,0.215,1.354,-0.708,-1.19,-1.014,-0.141,0.081,-0.776,-1.461,0.42,-1.002,0.027,0.019,0.581,-2.581,-2.021,-1.003,-0.003,0.091,3.208,-2.227,-0.235,-0.981,-0.162,-0.17,0.496,-1.459,-2.749
480.0,-0.988,-0.052,0.223,1.54,0.077,-1.216,-1.011,-0.135,0.081,-1.454,-1.161,0.41,-1.012,0.023,0.018,1.063,-2.483,-1.77,-1.005,-0.001,0.095,2.896,-2.693,-0.959,-0.985,-0.168,-0.172,0.013,-0.958,-3.098
500.0,-0.992,-0.056,0.226,1.567,0.306,-1.457,-1.011,-0.132,0.083,-1.677,-0.911,0.352,-1.014,0.024,0.017,1.265,-2.8,-1.495,-1.001,-0.004,0.091,2.783,-2.845,-1.5,-0.991,-0.176,-0.171,0.409,-0.84,-2.428
520.0,-0.994,-0.057,0.224,1.855,0.078,-1.626,-1.017,-0.135,0.081,-0.853,-1.287,0.795,-1.001,0.029,0.018,-0.231,-2.794,-1.26,-0.997,-0.003,0.092,3.261,-2.935,-1.54,-0.991,-0.178,-0.169,2.187,-0.824,-0.959
540.0,-0.995,-0.053,0.221,2.24,0.506,-1.75,-1.006,-0.139,0.079,0.983,-2.206,1.381,-1.008,0.029,0.018,-0.766,-2.608,-1.263,-0.997,-0.002,0.089,3.685,-2.628,-1.535,-0.989,-0.176,-0.171,4.134,-0.717,0.077
560.0,-0.998,-0.054,0.218,2.24,0.782,-1.675,-1.005,-0.131,0.076,-0.39,-1.911,0.953,-1.009,0.024,0.02,-0.574,-3.008,-1.391,-0.996,-0.005,0.087,4.192,-2.277,-1.229,-0.99,-0.167,-0.171,4.401,-0.554,0.16
580.0,-0.996,-0.053,0.22,2.239,0.994,-1.535,-1.005,-0.137,0.079,-0.922,-1.956,0.851,-1.001,0.018,0.019,0.157,-2.74,-1.748,-1.0,-0.002,0.086,4.76,-2.03,-0.989,-0.992,-0.161,-0.169,3.708,-0.613,-0.602
600.0,-0.994,-0.053,0.219,2.093,1.33,-1.467,-1.011,-0.135,0.081,-1.399,-1.811,0.723,-1.009,0.02,0.018,1.95,-2.591,-1.55,-1.0,0.0,0.087,4.689,-2.054,-1.342,-0.992,-0.157,-0.171,2.277,-0.811,-1.752
620.0,-0.994,-0.054,0.221,1.964,1.263,-1.409,-1.011,-0.136,0.077,-1.401,-1.702,0.7,-1.006,0.027,0.02,1.393,-2.606,-1.4,-0.995,-0.0,0.086,4.346,-2.165,-1.577,-0.991,-0.158,-0.172,1.101,-0.77,-2.433
640.0,-0.996,-0.054,0.22,1.96,1.26,-1.332,-1.01,-0.137,0.081,-1.092,-1.622,0.773,-1.006,0.031,0.016,0.56,-2.8,-1.4,-0.993,-0.005,0.085,4.621,-1.993,-1.741,-0.992,-0.163,-0.167,0.7,-0.77,-2.503
660.0,-0.999,-0.058,0.223,2.298,1.132,-1.33,-1.02,-0.136,0.081,0.388,-2.388,1.429,-1.002,0.026,0.019,0.072,-2.8,-1.47,-0.994,-0.008,0.081,5.68,-1.564,-1.479,-0.994,-0.163,-0.165,0.725,-0.824,-2.064
680.0,-0.994,-0.053,0.221,2.678,1.16,-1.276,-1.012,-0.137,0.079,0.229,-2.258,1.339,-1.007,0.025,0.016,0.542,-2.869,-1.47,-0.996,-0.009,0.081,7.202,-0.983,-1.339,-0.993,-0.159,-0.17,0.553,-1.084,-1.706
700.0,-0.995,-0.048,0.217,2.529,1.289,-1.26,-1.011,-0.136,0.076,-0.246,-2.201,1.073,-1.009,0.022,0.019,0.784,-2.59,-1.609,-1.007,0.005,0.09,7.082,-1.316,-1.067,-0.995,-0.154,-0.167,-0.162,-1.003,-1.654
720.0,-0.994,-0.049,0.214,1.921,1.376,-1.318,-1.012,-0.138,0.079,-0.846,-2.12,1.094,-1.004,0.026,0.02,1.109,-2.59,-1.342,-1.0,0.003,0.088,6.166,-1.539,-0.656,-1.012,-0.144,-0.16,-1.276,-1.187,-2.194
740.0,-0.994,-0.05,0.212,1.264,1.657,-1.266,-1.007,-0.14,0.08,0.801,-2.619,1.547,-1.008,0.03,0.02,0.672,-2.524,-1.388,-0.997,-0.001,0.087,6.737,-0.749,0.091,-1.014,-0.132,-0.164,-5.153,-2.625,-4.085
760.0,-0.994,-0.051,0.215,1.799,2.423,-1.117,-1.008,-0.135,0.079,1.05,-2.586,1.476,-1.006,0.033,0.02,-0.28,-2.8,-1.47,-1.001,0.004,0.091,7.138,-0.491,0.419,-1.0,-0.131,-0.166,-9.716,-3.415,-6.001
780.0,-1.001,-0.058,0.226,1.89,2.247,-0.736,-1.008,-0.132,0.08,-0.476,-2.094,0.865,-1.004,0.021,0.021,0.105,-2.52,-1.817,-1.005,0.005,0.093,6.449,-0.49,0.126,-1.001,-0.148,-0.16,-11.755,-4.173,-6.224
800.0,-1.002,-0.065,0.218,1.286,0.665,-0.507,-1.007,-0.138,0.078,-0.516,-2.161,0.77,-1.01,0.018,0.017,1.499,-2.523,-1.4,-1.005,0.003,0.089,5.468,-0.929,-0.322,-1.007,-0.161,-0.143,-10.498,-4.879,-4.965
820.0,-0.998,-0.053,0.212,1.995,0.64,-0.534,-1.005,-0.142,0.076,0.226,-2.938,0.958,-1.011,0.031,0.018,1.793,-2.939,-1.476,-0.995,0.0,0.09,5.005,-0.885,-0.515,-1.015,-0.142,-0.128,-8.728,-4.564,-3.871
840.0,-0.997,-0.037,0.212,2.691,1.318,-0.42,-1.01,-0.138,0.077,0.323,-3.075,1.261,-1.005,0.033,0.019,0.408,-2.823,-1.527,-0.999,-0.01,0.106,4.474,-0.84,-0.765,-1.043,-0.121,-0.142,-10.723,-5.357,-4.596
860.0,-0.997,-0.04,0.212,1.929,2.115,-0.312,-1.01,-0.135,0.081,0.391,-3.084,1.47,-1.006,0.024,0.019,0.35,-2.591,-1.739,-1.018,-0.022,0.103,5.219,-0.705,-1.019,-1.038,-0.122,-0.135,-16.677,-13.096,-5.661
880.0,-0.996,-0.05,0.213,0.131,2.452,-0.489,-1.009,-0.133,0.082,0.035,-3.043,1.379,-1.006,0.028,0.018,-0.147,-2.636,-1.945,-1.026,-0.016,0.103,5.942,-2.313,-1.481,-1.005,-0.133,-0.118,-21.032,-14.729,-5.16
900.0,-0.996,-0.051,0.216,-0.14,1.987,-0.788,-1.013,-0.136,0.081,-0.655,-3.063,1.153,-1.01,0.024,0.019,0.256,-2.876,-1.91,-1.012,-0.018,0.109,6.849,-3.057,-2.478,-1.008,-0.135,-0.119,-23.45,-15.09,-4.779
920.0,-1.005,-0.047,0.212,-0.204,1.792,-0.91,-1.014,-0.143,0.079,-0.153,-3.196,1.402,-1.01,0.023,0.015,1.196,-3.2,-1.761,-1.004,-0.015,0.109,7.459,-3.542,-2.706,-0.987,-0.148,-0.128,-23.45,-15.555,-3.987
940.0,-1.011,-0.043,0.213,-0.593,1.711,-0.889,-1.011,-0.142,0.079,0.823,-2.959,1.637,-1.003,0.03,0.019,0.319,-3.032,-1.875,-0.989,-0.007,0.109,7.087,-3.447,-2.816,-1.0,-0.194,-0.145,-19.894,-19.084,0.555
960.0,-1.004,-0.041,0.21,-1.106,1.347,-0.691,-1.012,-0.139,0.082,0.896,-2.949,1.581,-1.012,0.024,0.016,0.316,-3.381,-1.827,-0.989,0.001,0.108,6.295,-2.737,-3.472,-0.984,-0.172,-0.129,-11.41,-20.79,6.86
980.0,-1.001,-0.043,0.208,-1.636,0.477,-0.624,-1.01,-0.131,0.083,-0.286,-3.052,1.238,-1.013,0.022,0.017,0.519,-4.066,-1.82,-1.0,0.004,0.105,4.356,-2.72,-5.013,-0.972,-0.158,-0.118,-9.121,-16.982,9.462
1000.0,-1.003,-0.051,0.209,-1.809,-0.318,-0.569,-1.009,-0.139,0.08,-0.904,-3.277,1.195,-1.004,0.026,0.02,0.288,-3.792,-1.82,-1.003,0.011,0.103,1.887,-3.499,-6.443,-0.995,-0.166,-0.144,-6.577,-16.177,11.072
1020.0,-1.005,-0.05,0.206,-1.884,-0.489,-0.356,-1.008,-0.139,0.082,-0.185,-2.996,1.277,-1.005,0.024,0.019,0.575,-3.746,-1.911,-0.998,0.019,0.101,-0.87,-4.005,-7.432,-0.975,-0.169,-0.173,-5.533,-13.87,11.221
1040.0,-1.002,-0.053,0.205,-2.377,-0.421,-0.28,-1.008,-0.127,0.082,-0.271,-2.667,1.25,-1.01,0.027,0.019,0.898,-4.18,-1.869,-0.997,0.018,0.097,-3.117,-4.06,-7.652,-0.986,-0.216,-0.184,-3.768,-15.803,13.08
1060.0,-1.003,-0.052,0.198,-2.181,-0.55,-0.419,-1.007,-0.132,0.074,-1.4,-2.8,0.56,-1.005,0.036,0.02,0.095,-4.23,-1.855,-0.999,0.014,0.09,-4.26,-4.049,-7.244,-0.972,-0.21,-0.188,-0.637,-15.89,11.98
1080.0,-1.002,-0.052,0.213,-1.961,-0.894,-0.281,-1.006,-0.145,0.074,-0.35,-3.5,1.4,-1.001,0.034,0.023,-1.504,-3.91,-1.874,-0.997,0.013,0.085,-4.596,-3.775,-6.153,-0.98,-0.197,-0.186,1.072,-16.206,10.877
1100.0,-0.998,-0.051,0.203,-2.112,-1.234,-0.38,-1.007,-0.14,0.082,0.55,-3.492,1.605,-1.006,0.021,0.024,-1.703,-3.398,-1.767,-1.004,0.013,0.079,-4.318,-3.033,-5.372,-0.978,-0.168,-0.187,0.463,-18.744,6.969
1120.0,-1.003,-0.053,0.206,-2.425,-0.826,-0.577,-1.006,-0.132,0.086,-0.243,-2.874,1.235,-1.005,0.02,0.023,-0.632,-3.233,-1.639,-1.006,0.013,0.077,-4.221,-3.028,-4.48,-0.972,-0.219,-0.209,4.044,-19.412,3.873
1140.0,-1.001,-0.055,0.206,-2.354,-0.975,-0.952,-1.008,-0.128,0.091,-1.75,-2.03,0.682,-1.003,0.026,0.024,-0.391,-2.873,-1.709,-1.008,0.016,0.077,-4.789,-3.657,-3.003,-0.971,-0.207,-0.187,5.161,-19.309,1.07
1160.0,-1.002,-0.054,0.21,-1.769,-1.447,-0.98,-1.006,-0.14,0.083,-1.686,-2.03,0.421,-1.006,0.027,0.022,-0.534,-2.664,-1.965,-0.996,0.01,0.071,-4.884,-3.247,-1.092,-1.01,-0.196,-0.168,4.057,-20.279,-0.225
1180.0,-1.0,-0.053,0.211,-1.097,-2.143,-0.935,-1.009,-0.149,0.082,-0.311,-2.03,0.767,-1.007,0.021,0.022,0.126,-2.726,-1.951,-0.992,0.011,0.066,-4.761,-2.621,1.075,-1.006,-0.186,-0.161,3.71,-21.951,-2.798
1200.0,-0.998,-0.051,0.209,-1.071,-2.265,-0.977,-1.006,-0.137,0.083,-0.001,-1.965,0.77,-1.009,0.02,0.021,0.606,-2.733,-1.681,-0.999,0.012,0.067,-4.989,-1.744,2.709,-0.971,-0.164,-0.148,0.673,-19.439,-8.323
1220.0,-0.998,-0.055,0.205,-1.12,-2.272,-1.171,-1.011,-0.133,0.084,-0.658,-1.754,0.573,-1.011,0.027,0.019,0.436,-3.175,-1.532,-1.005,0.006,0.067,-5.677,-1.683,3.366,-0.971,-0.163,-0.126,-6.653,-14.053,-14.18
1240.0,-0.998,-0.059,0.205,-0.936,-2.415,-1.411,-1.017,-0.137,0.082,-0.901,-2.325,0.493,-1.007,0.029,0.021,-0.422,-3.215,-1.564,-1.006,-0.005,0.076,-5.681,-2.028,3.481,-0.98,-0.175,-0.096,-11.723,-10.695,-18.118
1260.0,-0.999,-0.057,0.206,-0.439,-2.45,-1.52,-1.01,-0.136,0.084,-0.828,-2.148,0.662,-1.003,0.021,0.022,-0.42,-2.914,-1.728,-0.995,-0.018,0.074,-3.966,-1.886,4.365,-0.959,-0.164,-0.062,-19.067,-0.655,-22.346
1280.0,-0.999,-0.053,0.206,-0.024,-2.354,-1.54,-1.011,-0.138,0.085,-0.354,-1.75,0.597,-1.006,0.02,0.021,0.988,-2.78,-1.68,-0.991,-0.022,0.07,-1.721,-0.943,5.152,-0.953,-0.152,-0.055,-27.158,12.27,-27.518
1300.0,-0.995,-0.053,0.206,-0.051,-1.86,-1.54,-1.008,-0.136,0.083,-0.401,-1.556,0.508,-1.008,0.029,0.023,1.195,-2.697,-1.68,-0.996,-0.02,0.076,0.619,-0.428,5.598,-0.962,-0.164,-0.063,-29.965,22.315,-29.993
1320.0,-0.995,-0.054,0.211,-0.21,-1.779,-1.513,-1.008,-0.136,0.08,-0.973,-1.592,0.443,-1.003,0.03,0.023,-0.068,-2.387,-1.729,-0.997,-0.013,0.083,0.373,-0.353,5.472,-0.969,-0.198,-0.072,-27.441,34.094,-29.627
1340.0,-1.0,-0.056,0.212,-0.21,-2.226,-1.492,-1.007,-0.14,0.08,-1.415,-1.515,0.366,-1.005,0.024,0.02,-0.079,-2.126,-1.89,-1.006,-0.014,0.088,-1.05,-0.28,4.83,-0.978,-0.233,-0.09,-17.565,40.566,-25.21
1360.0,-1.001,-0.054,0.207,-0.246,-2.414,-1.54,-1.008,-0.141,0.079,-0.389,-2.253,0.686,-1.008,0.023,0.02,0.381,-2.17,-1.933,-1.002,-0.017,0.089,-3.707,-0.346,4.033,-0.977,-0.249,-0.131,-2.982,45.164,-19.014
1380.0,-0.999,-0.052,0.206,-0.541,-2.143,-1.559,-1.007,-0.138,0.081,0.367,-2.747,0.851,-1.007,0.022,0.02,0.966,-2.17,-2.003,-1.001,-0.026,0.092,-4.62,-0.42,3.08,-0.973,-0.25,-0.183,12.735,47.17,-13.054
1400.0,-1.0,-0.054,0.209,-0.308,-1.906,-1.686,-1.01,-0.138,0.085,0.319,-2.595,0.885,-1.007,0.028,0.02,0.885,-2.212,-1.96,-0.999,-0.032,0.093,-4.97,-0.42,1.89,-0.978,-0.257,-0.24,24.801,46.478,-9.55
1420.0,-1.0,-0.054,0.212,-0.004,-2.043,-1.701,-1.016,-0.149,0.083,0.901,-2.903,1.446,-1.01,0.029,0.019,0.494,-2.422,-1.968,-1.01,-0.035,0.096,-5.527,-0.941,0.647,-0.995,-0.249,-0.274,32.643,40.566,-6.605
1440.0,-1.0,-0.06,0.21,-0.075,-2.836,-1.61,-1.013,-0.154,0.081,1.608,-2.998,1.841,-1.011,0.021,0.02,0.685,-2.636,-2.012,-1.007,-0.046,0.096,-4.733,-1.691,-0.277,-0.995,-0.25,-0.281,38.847,31.057,-1.825
1460.0,-0.997,-0.056,0.205,0.948,-2.592,-1.61,-1.011,-0.143,0.084,1.872,-2.369,1.96,-1.004,0.018,0.021,1.399,-2.714,-1.869,-0.996,-0.045,0.094,-2.942,-2.168,-0.884,-0.989,-0.253,-0.271,44.393,21.738,6.008
1480.0,-0.996,-0.048,0.208,2.45,-1.533,-1.457,-1.008,-0.13,0.085,0.778,-2.022,1.96,-1.002,0.029,0.02,1.536,-2.592,-1.82,-0.994,-0.04,0.092,-1.852,-2.046,-1.327,-0.987,-0.191,-0.203,47.161,15.372,12.182
1500.0,-0.992,-0.052,0.205,2.706,-0.924,-1.223,-1.016,-0.138,0.079,0.544,-3.217,1.944,-1.011,0.027,0.021,0.744,-2.864,-1.82,-1.002,-0.04,0.089,-0.931,-2.076,-2.269,-1.02,-0.086,-0.147,42.983,8.418,13.733
1520.0,-0.994,-0.06,0.21,1.385,-0.556,-1.464,-1.011,-0.136,0.077,0.501,-3.577,1.682,-1.009,0.024,0.019,0.496,-2.804,-1.934,-1.014,-0.047,0.091,0.887,-2.6,-2.906,-1.035,-0.025,-0.065,21.326,4.181,5.86
1540.0,-0.994,-0.057,0.216,1.175,-0.906,-1.747,-1.013,-0.137,0.082,1.162,-4.606,1.745,-1.004,0.027,0.022,1.213,-3.129,-2.142,-1.014,-0.036,0.086,2.401,-3.193,-3.468,-1.071,-0.025,-0.046,0.99,1.377,-2.087
1560.0,-0.996,-0.057,0.208,1.77,-0.835,-1.965,-1.007,-0.139,0.086,1.652,-4.083,1.565,-1.005,0.029,0.022,0.011,-2.69,-2.295,-1.005,-0.033,0.082,3.859,-3.13,-3.817,-1.071,-0.057,-0.072,-12.317,-5.427,-5.843
1580.0,-1.0,-0.06,0.207,2.026,-0.706,-2.048,-1.005,-0.13,0.096,0.28,-3.104,1.26,-1.007,0.017,0.019,0.367,-2.713,-2.378,-0.998,-0.02,0.084,4.69,-2.658,-3.52,-1.04,-0.123,-0.11,-15.468,-8.314,-5.122
1600.0,-0.997,-0.06,0.205,1.834,-0.839,-2.232,-1.01,-0.142,0.085,0.28,-2.73,1.26,-1.011,0.016,0.022,1.75,-3.08,-2.17,-1.001,-0.018,0.095,4.061,-2.912,-3.173,-1.002,-0.193,-0.137,-14.484,-10.076,-2.004
1620.0,-0.995,-0.055,0.202,1.169,-0.764,-2.38,-1.008,-0.147,0.082,1.846,-2.669,1.785,-1.002,0.025,0.022,1.617,-3.024,-1.899,-1.0,-0.029,0.104,3.92,-3.447,-2.499,-1.001,-0.222,-0.154,-5.274,-10.029,2.854
1640.0,-0.997,-0.053,0.206,0.913,-0.635,-2.375,-1.004,-0.137,0.08,3.845,-3.92,2.589,-1.007,0.02,0.022,1.772,-2.817,-2.143,-0.992,-0.033,0.101,6.049,-3.43,-2.161,-0.997,-0.225,-0.174,2.564,-12.139,8.965
1660.0,-0.992,-0.052,0.206,1.044,-0.899,-2.072,-1.006,-0.125,0.089,2.568,-3.801,2.238,-1.006,0.024,0.02,2.025,-2.8,-1.967,-0.994,-0.026,0.1,8.228,-3.399,-2.734,-0.985,-0.179,-0.182,9.31,-11.9,12.88
1680.0,-0.994,-0.057,0.209,0.59,-0.713,-1.852,-1.001,-0.13,0.089,1.568,-3.671,1.684,-1.005,0.027,0.02,1.653,-2.868,-2.157,-1.002,-0.016,0.106,8.413,-4.074,-4.168,-0.995,-0.183,-0.19,11.998,-12.961,16.439
1700.0,-1.001,-0.06,0.212,0.56,-1.034,-1.626,-1.013,-0.145,0.092,0.299,-3.148,1.335,-1.006,0.024,0.022,1.234,-2.752,-2.222,-1.003,-0.006,0.105,6.342,-5.238,-5.59,-0.99,-0.178,-0.182,14.964,-14.412,19.64
1720.0,-1.003,-0.06,0.215,1.314,-1.088,-1.354,-1.01,-0.146,0.089,1.564,-2.269,1.689,-1.011,0.025,0.022,1.456,-2.93,-2.309,-0.995,-0.01,0.098,4.966,-5.58,-6.165,-0.996,-0.144,-0.147,13.988,-13.192,21.121
1740.0,-1.002,-0.058,0.207,1.33,-0.785,-1.109,-1.005,-0.143,0.083,2.71,-2.647,2.161,-1.01,0.022,0.022,1.663,-3.069,-2.31,-0.996,-0.014,0.096,4.791,-5.573,-6.113,-1.015,-0.117,-0.155,5.74,-14.0,18.69
1760.0,-0.995,-0.056,0.202,1.122,0.075,-0.991,-1.004,-0.125,0.084,1.945,-2.483,1.647,-1.005,0.024,0.021,1.26,-2.908,-2.21,-1.001,-0.023,0.091,5.701,-5.736,-5.155,-0.993,-0.096,-0.17,-7.14,-15.4,13.58
1780.0,-0.99,-0.057,0.207,1.339,0.455,-0.819,-1.006,-0.121,0.091,-1.336,-2.542,0.716,-1.006,0.023,0.022,0.714,-2.81,-1.946,-1.003,-0.026,0.082,7.433,-5.559,-3.824,-0.985,-0.1,-0.174,-17.148,-14.836,7.293
1800.0,-0.99,-0.061,0.211,1.788,0.828,-0.725,-1.008,-0.139,0.084,-1.36,-2.782,0.362,-1.01,0.024,0.021,-0.069,-2.981,-1.935,-0.998,-0.024,0.079,9.235,-5.118,-2.885,-0.989,-0.124,-0.175,-31.551,-15.08,3.458
1820.0,-0.995,-0.062,0.21,2.13,0.862,-0.646,-1.007,-0.137,0.086,-0.455,-2.691,0.711,-1.009,0.019,0.02,0.03,-3.08,-1.863,-0.999,-0.012,0.079,9.798,-4.761,-2.188,-0.991,-0.185,-0.171,-32.01,-15.018,2.684
1840.0,-0.999,-0.058,0.208,2.007,0.84,-0.714,-1.002,-0.133,0.089,1.027,-2.765,0.9,-1.005,0.017,0.021,0.29,-2.985,-1.992,-1.0,-0.002,0.085,7.91,-5.04,-1.96,-0.99,-0.213,-0.178,-26.445,-14.774,3.857
1860.0,-0.997,-0.053,0.206,1.549,0.904,-0.926,-1.005,-0.128,0.091,0.877,-3.325,0.722,-1.004,0.02,0.022,0.766,-2.969,-2.146,-0.995,-0.001,0.075,5.55,-4.309,-1.555,-0.983,-0.227,-0.185,-18.7,-14.186,6.162
1880.0,-0.996,-0.051,0.207,1.122,1.16,-0.911,-1.005,-0.132,0.09,-0.539,-2.918,0.341,-1.008,0.023,0.023,1.262,-3.213,-2.208,-0.994,-0.004,0.07,4.141,-3.54,-1.331,-0.975,-0.225,-0.185,-9.817,-12.64,8.843
