Joint,MSE,RMSE,MAE,R2
pelvis,10.70981502532959,3.2725853732682957,2.5160953998565674,0.7718424797058105
right thigh,27.405630111694336,5.23503869247347,3.8266711235046387,0.8283000588417053
left thigh,28.380571365356445,5.327341866762114,3.8406314849853516,0.8196955323219299
shoulders,43.16395568847656,6.569928134194206,4.819119453430176,0.9030563831329346
trunk,76.10054779052734,8.72356279226139,5.245400428771973,0.8399933576583862
right foot,124.98734283447266,11.179773827518725,7.0769362449646,0.9609591960906982
left foot,186.17344665527344,13.644539078154066,7.99199914932251,0.7136296033859253
left shank,230.71775817871094,15.189396241414961,7.507152557373047,0.9669193029403687
right shank,320.170166015625,17.8932994725854,9.34311580657959,0.9334328174591064
left ankle,335.3930358886719,18.31373899258892,10.12119197845459,0.9556200504302979
right ankle,429.68609619140625,20.728871078556264,11.272553443908691,0.9228678345680237
head,447.4637145996094,21.15333814317753,10.369409561157227,0.9422213435173035
right arm,541.9868774414062,23.280611620861816,11.610991477966309,0.9124788641929626
left arm,638.956787109375,25.277594567311482,13.170528411865234,0.8798387050628662
left forearm,851.9036865234375,29.18738916935596,15.870770454406738,0.8975432515144348
right forearm,881.7977294921875,29.695079213435136,14.559691429138184,0.900359034538269
right shoulder,957.030029296875,30.935901947363277,15.507752418518066,0.893462598323822
left hip,1110.8536376953125,33.32947100833304,14.440014839172363,0.8264703154563904
left shoulder,1419.4891357421875,37.67610828817365,18.283790588378906,0.8716803193092346
right hip,1435.6627197265625,37.89014013865035,14.983369827270508,0.8473747968673706
right elbow,1724.85986328125,41.53143223248206,20.142593383789062,0.8466817736625671
right knee,1727.6177978515625,41.56462195006184,19.64019775390625,0.8238294124603271
left elbow,2008.9666748046875,44.82149790897988,22.29170799255371,0.8429725170135498
left knee,2088.046630859375,45.69514887665183,20.98696517944336,0.788654088973999
