repeat,best_epoch,test_mse,test_rmse,test_mae,test_r2,train_time_s
1,49,831.7394409179688,28.839893219600672,13.382004737854004,0.8880373239517212,190.15
2,50,735.3133544921875,27.116661934909825,11.892443656921387,0.9006224274635315,190.95
