epoch,train_mse,train_mae,train_rmse,train_r2,val_mse,val_mae,val_rmse,val_r2
1,1454.849853515625,24.544395446777344,38.1424940652237,0.43716496229171753,842.162109375,17.3226318359375,29.020029451656317,0.6739926338195801
2,602.601318359375,13.885708808898926,24.54793918762581,0.7668727040290833,457.7632751464844,11.7903470993042,21.39540313119817,0.8227963447570801
3,405.68939208984375,10.910035133361816,20.14173259900557,0.8430516719818115,342.09417724609375,9.963135719299316,18.49578809475535,0.8675727844238281
4,308.9590759277344,9.408583641052246,17.577231748137542,0.8804735541343689,264.6080017089844,8.679780960083008,16.26677600844692,0.8975682258605957
5,246.01991271972656,8.430620193481445,15.685021922832195,0.9048227667808533,221.6595916748047,8.045552253723145,14.88823668789574,0.914193868637085
6,189.84022521972656,7.478769302368164,13.778251892737575,0.9265568852424622,195.78147888183594,7.481124401092529,13.992193497870016,0.9242115020751953
7,160.87091064453125,6.979066848754883,12.68348968716935,0.9377641677856445,174.21885681152344,7.129107475280762,13.199199097351453,0.932558536529541
8,132.5501708984375,6.4305500984191895,11.513043511532365,0.9487205743789673,124.85707092285156,6.240248203277588,11.173946076603894,0.9516668915748596
9,119.74649810791016,6.124854564666748,10.942874307416226,0.9536738991737366,184.84132385253906,7.0955095291137695,13.595636206244233,0.9284465312957764
10,125.1295394897461,6.225598335266113,11.186131569481297,0.9515913724899292,88.75336456298828,5.538324356079102,9.420900411478103,0.9656429290771484
11,84.86621856689453,5.373083591461182,9.212286283376919,0.9671679735183716,94.92536163330078,5.6126322746276855,9.742964725036254,0.9632536768913269
12,73.01912689208984,5.084239482879639,8.545122988704717,0.9717512130737305,71.71835327148438,5.094741344451904,8.468668919699505,0.9722372889518738
13,76.58464813232422,5.104518890380859,8.751265516045335,0.9703718423843384,102.7385482788086,5.711069583892822,10.1360025788675,0.9602291584014893
14,83.45628356933594,5.2978315353393555,9.135441071417183,0.9677134156227112,82.63878631591797,5.194412708282471,9.090587787152048,0.968009889125824
15,64.70958709716797,4.820031642913818,8.044226942172129,0.9749659299850464,52.23649597167969,4.4944071769714355,7.227481993867552,0.9797788858413696
16,46.17258834838867,4.269358158111572,6.795041453029457,0.9821373224258423,58.13648986816406,4.524189472198486,7.624728838992509,0.9774949550628662
17,60.64406204223633,4.614959716796875,7.787429745573075,0.9765387177467346,61.56357955932617,4.699864864349365,7.846246208176631,0.9761682748794556
18,52.686981201171875,4.410825729370117,7.258579833629432,0.9796170592308044,46.233577728271484,4.2751145362854,6.799527757739613,0.982102632522583
19,36.21686935424805,3.880764961242676,6.018045310085996,0.9859888553619385,41.554107666015625,4.019777297973633,6.446247564747698,0.9839140772819519
20,46.01941680908203,4.132501125335693,6.783761258260938,0.982196569442749,53.059837341308594,4.459219932556152,7.284218375454472,0.9794601202011108
21,56.62593460083008,4.448276996612549,7.525020571455608,0.9780932068824768,41.44633102416992,4.093884468078613,6.437882495368328,0.9839558005332947
22,32.19853210449219,3.68916916847229,5.674375040873857,0.9875434041023254,34.05842971801758,3.760145425796509,5.835960051098498,0.9868157505989075
23,49.5391731262207,4.1109232902526855,7.038407002029699,0.9808349013328552,89.68727111816406,5.332614898681641,9.470336378300617,0.9652813673019409
24,46.70170211791992,4.173152446746826,6.833864361978508,0.9819325804710388,38.05328369140625,3.923707962036133,6.168734367064792,0.98526930809021
25,28.588945388793945,3.523712635040283,5.34686313540883,0.9889398217201233,32.07200241088867,3.659039258956909,5.663214847671654,0.9875847101211548
26,38.12867736816406,3.7572402954101562,6.174842295003498,0.9852492213249207,58.642398834228516,4.41286039352417,7.657832515420307,0.9772990942001343
27,34.9577522277832,3.694932460784912,5.912508116508865,0.986475944519043,31.224323272705078,3.5888750553131104,5.587872875496102,0.9879128336906433
28,24.507963180541992,3.2697367668151855,4.950551805661869,0.9905186295509338,28.601572036743164,3.441819906234741,5.348043757930854,0.9889281392097473
