epoch,train_mse,train_mae,train_rmse,train_r2,val_mse,val_mae,val_rmse,val_r2
1,0.4818472959671293,0.42725696829849136,0.6941522138314689,0.5037257283720185,0.22967915031104874,0.2912586672482141,0.4792485266654961,0.7657374457638384
2,0.1699485599959088,0.24321356372601294,0.4122481776744547,0.8235567298899031,0.13865931873971765,0.21453564142862183,0.37236986819520945,0.8585019571937689
3,0.10070505773503924,0.18097054719064695,0.31734060209030807,0.8952829783382965,0.06985718024197007,0.15108745994757766,0.2643050893228696,0.9287412149586972
4,0.06174110165411133,0.14111580112577515,0.24847756770805554,0.9362315329633062,0.05867779777997606,0.1384996950466715,0.24223500527375488,0.9400253506582105
5,0.04602074661673018,0.12328732210023977,0.2145244662427346,0.9522481939708217,0.03461424675994878,0.10932637232824209,0.18604904396408162,0.9646974695925962
6,0.04396063659792864,0.11954593642182172,0.20966791981113525,0.9542304085367029,0.03452300882227717,0.10824892976606537,0.18580368355411356,0.9646803394659725
7,0.026390348461131415,0.0967900466934803,0.16245106481993712,0.972589799718815,0.02383937525852577,0.09271157850006687,0.15440004941231647,0.9756171496271703
8,0.04051602070512244,0.11111447930500007,0.20128591780132668,0.9583287724160087,0.03363451942738753,0.10876510598289629,0.1833971630843496,0.9656463658960197
9,0.02177576035258982,0.08904527003622995,0.14756612196771257,0.9773084183077442,0.01774033106395521,0.08053623526907212,0.13319283413140218,0.9818930711088294
10,0.017709938057592054,0.08029563744816894,0.13307869122287028,0.9816480443096913,0.014894604476832942,0.07512367877616191,0.12204345323217031,0.9847770829110294
11,0.031187909167812305,0.09955754818312877,0.1766009885810731,0.9676496623786586,0.01593986674171852,0.07938940589700214,0.12625318507553987,0.9836153761428083
12,0.013475439075065512,0.07285940790320523,0.11608375887722412,0.9859125449158376,0.013594988883565993,0.0729685672841657,0.11659755093296768,0.9860510670851379
13,0.012395391984049778,0.06929020379039709,0.11133459473160073,0.987035890000662,0.010828358651713275,0.06547761925217727,0.10405939963171648,0.9888945850856529
14,0.010718293222682654,0.0653178700702558,0.10352919019620821,0.9888332143733051,0.01676884049588697,0.07804357732068272,0.1294945577848234,0.9829008331849095
15,0.013155236815928534,0.06964625215917934,0.1146962807414806,0.9863116327194409,0.009858427795316831,0.06168971769399695,0.09928961574765426,0.9898756805395784
16,0.009053640205060172,0.059945693879888934,0.09515061852168998,0.9905333860521751,0.009537414326184103,0.06076249739569898,0.09765968628960521,0.9902034348945741
17,0.012643499706918495,0.06561404686139911,0.11244331775129413,0.9869058914894652,0.04766538601947223,0.09757880594294022,0.21832403903251751,0.9524696927102418
18,0.01753890510884523,0.07510508617466088,0.13243453140644712,0.9816261884365762,0.008724051376726612,0.058273264378568286,0.09340263045935383,0.9910832272678286
19,0.007473041410577357,0.05524426621024979,0.08644675477180944,0.9922144985373628,0.007002536952627945,0.053850971248257655,0.08368116247177704,0.9927952057327482
20,0.006439784011642562,0.05190600960423609,0.08024826485128861,0.9933125663803343,0.008470885192854539,0.05730873604877282,0.0920374119195805,0.9913606651594502
