Millis,AccelX_chest,AccelY_chest,AccelZ_chest,GyroX_chest,GyroY_chest,GyroZ_chest,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm
320.0,-0.98,-0.02,-0.149,5.283,-10.005,-1.772,-0.995,0.134,0.139,1.069,-6.238,3.061,-1.014,-0.012,-0.071,1.079,-14.658,-8.874,-0.955,0.297,-0.065,-20.499,-16.723,3.887
340.0,-0.982,-0.042,-0.183,5.634,-11.288,-1.266,-0.996,0.134,0.146,0.794,-6.3,3.016,-1.005,0.017,-0.046,0.98,-13.79,-7.63,-0.952,0.279,-0.078,-12.384,-20.72,6.937
360.0,-0.964,-0.043,-0.182,4.343,-12.428,-2.431,-1.009,0.126,0.155,1.183,-6.842,3.111,-0.982,-0.031,-0.059,3.36,-12.67,-7.35,-0.941,0.27,-0.089,-0.401,-23.888,11.541
380.0,-0.935,-0.026,-0.177,3.635,-14.879,-2.876,-1.014,0.117,0.151,2.726,-8.449,3.61,-0.999,-0.042,-0.051,3.644,-12.286,-6.764,-0.938,0.281,-0.094,11.444,-24.494,14.873
400.0,-0.937,-0.011,-0.19,4.363,-14.633,-1.863,-1.007,0.138,0.145,3.682,-9.158,3.946,-1.014,-0.013,-0.047,0.886,-11.403,-6.267,-0.93,0.32,-0.095,17.098,-23.535,15.86
420.0,-0.985,-0.013,-0.191,4.843,-9.535,-1.075,-0.998,0.164,0.153,3.598,-9.304,4.218,-1.019,-0.065,-0.054,2.559,-11.157,-6.172,-0.923,0.344,-0.096,16.995,-20.813,15.257
440.0,-1.004,-0.023,-0.162,4.73,-6.283,-1.66,-1.012,0.147,0.155,2.037,-9.952,4.917,-1.005,-0.017,-0.047,2.19,-10.852,-6.031,-0.916,0.363,-0.085,11.492,-16.166,12.557
460.0,-0.988,-0.012,-0.14,3.733,-5.622,-2.308,-1.013,0.136,0.164,2.287,-10.471,5.599,-1.0,-0.006,-0.039,1.841,-10.982,-5.524,-0.903,0.371,-0.079,4.72,-12.439,8.636
480.0,-0.956,-0.014,-0.137,3.152,-8.006,-2.0,-0.991,0.144,0.168,2.87,-10.178,5.699,-0.987,-0.018,-0.021,-1.377,-9.229,-5.446,-0.89,0.363,-0.073,-4.112,-6.008,4.754
500.0,-0.95,-0.018,-0.149,2.903,-9.416,-2.105,-0.998,0.15,0.166,2.874,-9.995,5.313,-0.995,-0.043,-0.036,2.03,-7.7,-4.27,-0.886,0.344,-0.066,-9.445,-1.134,1.498
520.0,-0.96,-0.014,-0.162,2.668,-7.619,-1.683,-0.975,0.144,0.17,3.01,-9.24,4.83,-1.002,-0.009,-0.018,-0.021,-6.739,-4.612,-0.906,0.318,-0.065,-10.971,2.111,-1.643
540.0,-0.999,-0.025,-0.153,2.806,-4.863,-1.4,-0.992,0.164,0.182,4.397,-9.047,3.93,-1.0,-0.028,-0.022,0.73,-5.94,-3.58,-0.903,0.308,-0.064,-9.521,3.819,-4.69
560.0,-1.005,-0.031,-0.139,3.623,-3.461,-2.281,-0.991,0.166,0.191,4.11,-7.196,2.214,-0.998,-0.037,-0.013,-0.282,-3.916,-2.77,-0.907,0.307,-0.055,-6.365,5.407,-7.273
580.0,-0.989,-0.021,-0.131,3.967,-3.3,-2.545,-0.976,0.162,0.196,4.336,-4.344,0.849,-0.997,-0.041,-0.022,-0.154,-2.815,-2.215,-0.921,0.317,-0.049,-3.862,6.091,-9.765
600.0,-0.991,-0.011,-0.142,3.71,-2.704,-1.731,-0.979,0.186,0.2,3.01,-1.68,-0.35,-0.999,-0.025,-0.021,0.124,-1.915,-1.404,-0.923,0.321,-0.038,-2.49,6.229,-12.267
620.0,-0.992,-0.01,-0.158,3.593,-2.118,-1.285,-0.978,0.169,0.181,2.03,0.07,-0.84,-0.989,-0.022,-0.019,-0.413,-0.125,-0.512,-0.915,0.323,-0.034,0.168,6.19,-13.551
640.0,-0.977,-0.006,-0.166,3.29,-0.227,-0.914,-0.992,0.157,0.179,1.013,0.076,-1.289,-0.986,-0.029,-0.019,-0.991,1.9,0.389,-0.914,0.325,-0.038,2.855,6.286,-14.302
660.0,-0.963,-0.006,-0.165,3.292,2.353,-0.684,-0.988,0.147,0.179,0.497,1.244,-2.073,-0.992,-0.028,-0.024,-0.996,3.497,1.527,-0.919,0.326,-0.04,6.4,6.143,-14.756
680.0,-0.977,-0.008,-0.146,3.656,4.192,-0.26,-0.991,0.141,0.179,2.002,2.281,-3.008,-0.995,-0.027,-0.032,-1.141,4.873,2.545,-0.929,0.336,-0.032,9.144,5.951,-15.438
700.0,-0.991,-0.02,-0.118,3.916,2.179,0.069,-0.993,0.174,0.172,2.643,3.251,-3.58,-0.997,-0.026,-0.031,-1.636,6.03,3.321,-0.943,0.348,-0.032,10.749,6.198,-16.337
720.0,-1.0,-0.022,-0.117,3.111,-1.495,-0.233,-0.996,0.16,0.173,1.303,3.832,-3.893,-1.001,-0.03,-0.031,-1.49,6.238,3.5,-0.946,0.363,-0.022,10.777,6.33,-17.577
740.0,-0.995,-0.021,-0.137,2.223,-4.059,-1.033,-1.001,0.139,0.169,1.688,3.916,-4.15,-1.009,-0.02,-0.048,-0.079,6.012,3.532,-0.948,0.37,-0.022,9.564,5.852,-18.289
760.0,-0.991,-0.013,-0.14,1.114,-5.117,-1.616,-0.999,0.144,0.163,3.158,3.734,-4.312,-1.017,0.003,-0.062,0.142,5.154,3.183,-0.946,0.374,-0.021,8.463,5.674,-18.297
780.0,-0.997,-0.007,-0.114,1.05,-7.35,-1.68,-0.998,0.152,0.158,3.631,3.841,-4.474,-1.016,0.012,-0.061,-1.464,3.758,1.838,-0.947,0.374,-0.018,7.624,5.083,-17.375
800.0,-1.01,-0.006,-0.123,2.312,-10.135,-1.167,-1.004,0.146,0.16,3.64,3.638,-4.299,-1.008,0.009,-0.057,-1.89,2.912,1.076,-0.953,0.371,-0.02,7.562,4.511,-15.803
820.0,-1.005,-0.005,-0.14,4.004,-10.795,-0.765,-1.004,0.143,0.161,3.186,3.888,-4.111,-1.004,-0.012,-0.056,-0.538,2.73,0.87,-0.953,0.371,-0.018,7.934,3.384,-13.882
840.0,-0.996,-0.011,-0.154,3.485,-12.253,-0.245,-1.003,0.136,0.159,2.958,3.722,-3.984,-1.004,-0.021,-0.059,0.562,2.673,0.718,-0.952,0.374,-0.015,8.118,2.198,-12.03
860.0,-0.986,-0.023,-0.146,2.556,-12.254,-0.142,-1.004,0.128,0.152,3.452,3.194,-3.883,-1.009,-0.016,-0.07,1.76,2.05,0.447,-0.952,0.382,-0.01,7.886,1.407,-9.859
880.0,-0.996,-0.018,-0.096,4.078,-12.89,-0.33,-1.004,0.128,0.144,4.677,2.953,-3.873,-1.009,0.007,-0.065,1.57,1.715,0.418,-0.96,0.381,-0.019,7.572,-0.084,-7.533
900.0,-1.012,-0.016,-0.105,5.11,-15.75,-0.28,-0.999,0.139,0.143,4.628,2.814,-3.891,-1.004,0.012,-0.059,-0.055,1.958,0.658,-0.969,0.377,-0.023,7.976,-2.0,-5.596
920.0,-0.997,-0.019,-0.134,4.55,-15.96,-0.56,-0.999,0.138,0.149,2.27,2.977,-3.582,-1.003,-0.007,-0.061,-0.325,2.41,0.775,-0.966,0.38,-0.024,8.347,-3.273,-3.758
940.0,-1.006,-0.015,-0.155,3.85,-10.92,-0.49,-1.007,0.123,0.146,0.934,3.229,-3.36,-1.003,-0.015,-0.063,0.52,2.829,0.91,-0.971,0.38,-0.024,8.672,-4.211,-2.151
960.0,-1.014,-0.015,-0.127,4.451,-8.647,-0.221,-1.013,0.123,0.145,1.916,3.044,-3.32,-1.001,-0.003,-0.07,0.816,3.25,0.89,-0.968,0.387,-0.019,8.001,-4.917,-0.57
980.0,-1.017,-0.015,-0.109,4.48,-7.899,-0.315,-1.015,0.122,0.139,2.952,2.19,-3.048,-1.002,0.005,-0.073,1.153,3.352,0.9,-0.967,0.394,-0.019,6.669,-5.315,0.837
1000.0,-1.022,-0.016,-0.112,3.079,-7.196,-0.504,-1.011,0.124,0.134,1.89,2.065,-2.449,-1.008,0.007,-0.075,-0.22,3.57,1.164,-0.959,0.392,-0.019,3.286,-6.148,2.298
1020.0,-1.015,-0.014,-0.123,2.686,-5.417,-1.106,-1.012,0.125,0.129,0.753,2.016,-1.851,-0.999,0.004,-0.076,-0.406,3.597,1.079,-0.958,0.381,-0.019,1.329,-6.826,3.891
1040.0,-1.002,-0.009,-0.124,3.13,-4.003,-1.221,-1.013,0.118,0.129,0.84,1.483,-1.563,-0.989,-0.017,-0.074,-0.618,4.061,1.529,-0.957,0.378,-0.023,0.183,-7.601,5.459
1060.0,-0.993,-0.008,-0.111,4.076,-3.648,-1.136,-1.009,0.116,0.136,1.076,0.873,-1.418,-0.999,-0.021,-0.081,-0.126,4.499,1.817,-0.951,0.368,-0.022,-0.536,-8.031,6.729
1080.0,-0.996,-0.013,-0.107,4.328,-3.347,-1.15,-1.018,0.109,0.123,1.47,-0.048,-0.829,-1.002,-0.014,-0.089,1.323,4.62,1.622,-0.949,0.364,-0.026,-0.887,-8.387,7.928
1100.0,-0.999,-0.017,-0.115,4.124,-2.729,-1.312,-1.008,0.113,0.12,1.239,-0.748,-0.077,-0.997,0.011,-0.083,-0.56,4.55,1.26,-0.942,0.36,-0.029,-1.672,-8.579,8.907
1120.0,-0.997,-0.018,-0.116,3.034,-2.13,-1.482,-1.004,0.122,0.122,1.319,-1.623,0.275,-1.001,0.025,-0.085,-0.082,3.68,1.527,-0.935,0.352,-0.035,-2.317,-8.74,9.309
1140.0,-0.99,-0.018,-0.113,2.357,-1.762,-1.699,-1.005,0.121,0.124,1.265,-2.365,0.465,-1.002,0.017,-0.095,0.47,3.969,1.277,-0.935,0.348,-0.04,-2.472,-8.556,9.809
1160.0,-0.997,-0.015,-0.104,2.421,-1.568,-1.653,-1.012,0.104,0.127,1.559,-2.764,0.538,-1.0,0.02,-0.087,-1.067,3.99,1.316,-0.933,0.346,-0.042,-2.664,-8.139,9.997
1180.0,-1.005,-0.013,-0.097,2.641,-1.964,-1.226,-1.007,0.106,0.128,2.896,-3.19,0.439,-1.003,-0.01,-0.105,2.443,3.387,0.637,-0.926,0.344,-0.045,-3.152,-7.357,10.01
1200.0,-1.004,-0.016,-0.098,2.857,-2.207,-0.773,-1.007,0.123,0.121,3.074,-3.667,0.716,-1.01,0.005,-0.106,1.764,2.279,0.384,-0.92,0.343,-0.049,-3.503,-6.687,9.895
1220.0,-0.998,-0.02,-0.101,2.778,-2.291,-0.6,-1.008,0.116,0.126,2.233,-4.303,1.144,-1.007,0.009,-0.109,1.31,1.52,-0.084,-0.917,0.339,-0.053,-3.815,-5.775,9.507
1240.0,-0.991,-0.019,-0.099,2.103,-2.918,-0.527,-1.015,0.115,0.126,2.093,-5.004,1.665,-0.994,0.024,-0.114,0.77,1.196,0.233,-0.924,0.336,-0.058,-3.762,-5.039,8.947
1260.0,-0.986,-0.013,-0.099,1.589,-3.199,-0.298,-1.012,0.118,0.122,1.682,-5.707,2.205,-0.999,0.025,-0.11,0.401,0.191,-0.333,-0.931,0.331,-0.064,-3.408,-4.122,8.236
1280.0,-0.987,-0.012,-0.101,0.804,-2.995,-0.079,-1.009,0.122,0.128,1.925,-6.407,3.069,-1.007,0.012,-0.107,1.004,-1.129,-1.568,-0.935,0.326,-0.065,-2.363,-3.339,7.235
1300.0,-1.0,-0.016,-0.101,0.364,-2.531,-0.171,-1.012,0.113,0.135,0.235,-6.664,3.523,-1.011,0.013,-0.114,2.105,-2.142,-1.929,-0.935,0.327,-0.063,-1.5,-2.468,5.791
1320.0,-1.009,-0.017,-0.097,0.633,-1.941,-0.28,-1.008,0.117,0.134,-0.349,-6.93,3.919,-1.01,0.017,-0.114,1.785,-3.139,-2.306,-0.933,0.332,-0.061,-1.19,-1.308,4.14
1340.0,-1.014,-0.018,-0.091,1.328,-1.47,-0.282,-1.004,0.117,0.139,-0.07,-6.93,3.71,-1.007,0.018,-0.111,1.478,-3.986,-3.051,-0.932,0.332,-0.059,-1.073,0.374,2.617
1360.0,-1.01,-0.017,-0.087,0.887,-1.459,-0.556,-1.009,0.121,0.138,0.537,-7.108,3.766,-1.007,0.017,-0.109,1.75,-4.915,-3.485,-0.931,0.333,-0.055,-1.124,1.561,1.353
1380.0,-1.009,-0.016,-0.085,0.205,-1.182,-0.49,-1.01,0.128,0.139,0.153,-7.315,3.951,-1.01,0.011,-0.104,1.766,-6.086,-3.766,-0.934,0.335,-0.056,-1.203,2.067,0.483
1400.0,-1.007,-0.019,-0.088,0.153,-1.075,-0.49,-1.01,0.126,0.143,-0.4,-7.618,4.324,-1.011,0.008,-0.109,1.963,-6.859,-4.004,-0.935,0.332,-0.057,-0.763,2.7,-0.033
1420.0,-1.006,-0.017,-0.094,-0.201,-0.724,-0.49,-1.009,0.123,0.153,-0.245,-7.368,4.247,-1.005,0.02,-0.1,2.601,-7.759,-4.111,-0.936,0.333,-0.054,0.193,2.812,-0.366
1440.0,-1.002,-0.017,-0.102,-0.174,0.717,-0.49,-1.006,0.117,0.151,-0.595,-6.541,4.086,-1.009,0.017,-0.101,1.68,-8.26,-4.62,-0.934,0.333,-0.049,1.273,3.22,-0.698
1460.0,-0.998,-0.009,-0.109,0.357,1.893,-0.415,-0.999,0.123,0.15,-0.53,-6.141,3.904,-1.005,0.015,-0.097,1.33,-8.68,-4.83,-0.944,0.342,-0.049,1.538,3.258,-1.326
1480.0,-0.995,-0.011,-0.109,-0.23,2.327,-0.171,-0.997,0.131,0.15,-0.331,-6.007,3.646,-0.996,-0.0,-0.095,1.772,-8.47,-4.681,-0.938,0.352,-0.037,1.47,3.85,-2.1
1500.0,-1.002,-0.017,-0.083,-0.853,4.095,-0.14,-0.995,0.138,0.151,-0.623,-5.786,3.276,-0.998,-0.003,-0.091,2.17,-8.54,-4.48,-0.938,0.369,-0.032,0.385,4.058,-3.064
1520.0,-1.015,-0.012,-0.066,-0.38,3.101,-0.025,-0.997,0.143,0.156,-1.329,-5.38,2.882,-1.0,-0.002,-0.078,1.75,-8.19,-4.27,-0.954,0.404,-0.034,-3.172,3.933,-4.648
1540.0,-1.009,-0.013,-0.088,0.619,-0.424,0.29,-1.013,0.136,0.158,-1.47,-5.28,2.917,-1.001,-0.009,-0.083,1.202,-7.972,-4.244,-0.947,0.4,-0.029,-10.327,3.798,-5.518
1560.0,-1.001,-0.018,-0.119,0.619,-0.187,-0.036,-1.017,0.121,0.151,-1.297,-5.669,3.593,-1.002,0.0,-0.079,1.96,-7.42,-3.92,-0.955,0.412,-0.02,-12.235,3.541,-5.176
1580.0,-1.001,-0.018,-0.121,0.885,2.363,-0.264,-1.008,0.125,0.149,-0.815,-6.06,3.961,-0.996,-0.003,-0.076,2.048,-6.236,-3.681,-0.943,0.44,-0.02,-17.056,2.436,-3.762
1600.0,-1.002,-0.014,-0.108,1.719,4.358,-0.22,-1.0,0.131,0.151,-0.727,-6.758,4.173,-0.999,-0.004,-0.074,2.17,-5.53,-3.5,-0.941,0.415,-0.041,-17.508,2.379,0.654
1620.0,-1.005,-0.013,-0.089,1.96,4.482,-0.155,-0.998,0.126,0.156,-0.749,-7.079,4.134,-1.0,0.008,-0.075,2.17,-4.995,-2.963,-0.916,0.413,-0.028,-13.85,1.572,5.625
1640.0,-1.003,-0.016,-0.086,1.56,3.108,-0.349,-0.998,0.118,0.157,-0.385,-7.126,3.99,-1.0,-0.001,-0.076,1.441,-4.467,-2.562,-0.924,0.459,0.001,-12.713,1.706,9.312
1660.0,-0.997,-0.021,-0.099,0.945,1.707,-0.631,-0.999,0.13,0.167,1.218,-6.936,4.023,-0.997,-0.011,-0.069,1.073,-3.401,-1.983,-0.937,0.427,0.048,-14.406,1.01,15.406
1680.0,-0.999,-0.018,-0.105,0.065,0.43,-0.979,-1.007,0.152,0.177,1.099,-6.432,4.045,-0.999,0.0,-0.073,0.49,-2.73,-1.61,-0.98,0.425,0.114,-12.856,-0.995,23.659
1700.0,-1.0,-0.015,-0.107,-0.108,-0.387,-1.288,-0.994,0.147,0.173,-0.253,-5.362,3.457,-1.006,0.002,-0.075,0.342,-2.728,-1.39,-1.066,0.46,0.246,-17.068,-10.503,32.249
1720.0,-0.999,-0.015,-0.107,0.87,-0.81,-1.273,-0.989,0.127,0.171,-0.253,-4.561,2.739,-1.006,0.0,-0.077,0.146,-2.18,-1.196,-1.131,0.504,0.386,-27.388,-27.774,32.185
1740.0,-0.997,-0.015,-0.097,1.975,-1.339,-0.862,-0.99,0.139,0.174,1.241,-3.934,2.036,-1.006,0.004,-0.076,0.206,-1.751,-1.19,-1.196,0.537,0.538,-34.872,-45.548,31.99
1760.0,-0.997,-0.015,-0.093,1.372,-2.573,-0.523,-0.991,0.142,0.187,2.1,-2.689,0.978,-0.998,0.002,-0.078,-0.404,-1.079,-1.256,-1.284,0.606,0.687,-48.474,-66.935,30.29
1780.0,-0.996,-0.017,-0.099,0.604,-4.446,-1.612,-1.001,0.155,0.188,2.051,-0.811,0.199,-1.002,-0.008,-0.076,-0.761,-1.212,-1.142,-1.417,0.599,0.815,-65.635,-92.418,29.464
1800.0,-1.039,-0.012,-0.1,-0.394,-7.247,-2.677,-1.001,0.147,0.172,1.24,-0.088,-0.07,-1.001,-0.009,-0.089,-0.158,-1.866,-1.0,-1.585,0.461,0.968,-64.762,-124.689,38.395
1820.0,-1.05,-0.013,-0.099,-3.143,-10.982,-2.97,-0.993,0.137,0.171,1.053,0.309,-0.074,-1.005,-0.001,-0.088,-0.07,-2.759,-1.055,-1.665,0.529,1.107,-44.789,-142.289,59.85
1840.0,-1.015,-0.0,-0.131,-4.854,-12.052,-3.235,-0.989,0.135,0.167,1.459,0.979,-0.559,-1.005,0.008,-0.088,-0.434,-3.258,-1.261,-1.805,0.638,1.085,-43.418,-164.998,66.496
1860.0,-1.013,0.026,-0.144,-5.15,-12.217,-3.469,-0.998,0.144,0.166,0.24,0.91,-0.287,-1.007,0.008,-0.084,-0.459,-3.937,-1.63,-1.917,0.757,1.039,-69.957,-221.289,66.15
1880.0,-1.047,0.046,-0.133,-5.26,-13.306,-1.797,-1.007,0.148,0.169,-0.061,0.903,-0.07,-1.006,0.006,-0.081,-0.282,-4.106,-2.063,-1.985,0.821,1.085,-86.256,-262.263,67.091
1900.0,-1.059,0.034,-0.093,-2.97,-15.095,0.073,-1.013,0.152,0.159,-2.1,0.7,-0.07,-0.999,-0.001,-0.08,-0.024,-3.82,-2.17,-2.071,0.776,1.079,-106.482,-294.711,66.021
1920.0,-1.043,0.017,-0.076,-0.848,-16.652,1.582,-1.014,0.122,0.15,-1.33,-0.63,0.63,-1.001,-0.004,-0.076,0.348,-3.541,-2.222,-2.066,0.776,1.023,-123.555,-324.089,69.397
1940.0,-1.038,-0.012,-0.056,-0.98,-18.2,1.89,-1.012,0.128,0.15,-1.02,-1.536,1.149,-0.999,-0.015,-0.075,0.362,-3.411,-2.198,-2.048,0.804,0.931,-129.529,-353.024,70.082
1960.0,-1.014,-0.051,-0.045,-3.08,-20.93,0.84,-1.005,0.141,0.157,-0.77,-2.03,1.33,-0.997,-0.009,-0.075,0.823,-2.61,-1.928,-1.918,0.786,0.801,-115.452,-384.357,78.183
1980.0,-0.992,-0.033,-0.048,-4.118,-21.231,-0.398,-0.998,0.14,0.158,-1.467,-2.201,0.947,-1.003,-0.002,-0.075,0.439,-1.981,-1.931,-1.695,0.889,0.785,-94.03,-406.599,98.815
2000.0,-0.966,-0.021,-0.051,-3.64,-20.23,-0.56,-0.991,0.12,0.161,-1.145,-2.59,0.655,-1.014,0.008,-0.079,0.175,-1.796,-2.095,-1.386,1.031,0.899,-68.017,-404.038,120.992
2020.0,-0.961,-0.007,-0.028,-2.398,-20.369,0.135,-0.997,0.135,0.162,0.412,-2.59,0.362,-1.009,0.01,-0.079,0.069,-1.494,-2.428,-1.131,1.222,0.829,-79.012,-388.579,128.005
2040.0,-0.973,-0.016,-0.048,0.496,-17.894,0.01,-1.002,0.14,0.166,0.079,-2.395,0.143,-1.004,0.005,-0.079,-0.439,-1.185,-2.52,-1.043,1.39,0.609,-152.792,-400.323,121.1
2060.0,-1.013,-0.02,-0.044,2.73,-12.367,-0.276,-1.005,0.121,0.161,0.404,-2.292,0.372,-1.004,-0.003,-0.081,-0.241,-1.12,-2.398,-0.833,1.128,0.577,-211.979,-387.895,94.736
2080.0,-1.054,-0.028,0.007,2.736,-8.821,0.607,-1.004,0.139,0.163,1.3,-1.966,0.557,-1.003,-0.007,-0.081,0.334,-1.078,-2.395,-0.714,1.026,0.583,-228.685,-372.701,80.218
2100.0,-1.072,-0.028,0.044,3.936,-9.043,1.636,-1.005,0.139,0.162,2.226,-2.31,0.49,-1.009,-0.006,-0.086,0.71,-1.268,-2.419,-1.016,1.214,0.371,-264.735,-408.686,67.672
2120.0,-1.061,-0.005,0.022,3.225,-10.121,3.199,-1.0,0.128,0.159,1.896,-2.31,0.49,-1.017,0.003,-0.093,0.973,-2.21,-2.486,-0.874,1.028,0.176,-266.905,-398.419,54.793
2140.0,-1.036,0.006,-0.01,0.115,-6.304,3.766,-1.007,0.124,0.156,2.584,-2.634,0.818,-1.016,0.015,-0.093,0.866,-3.619,-3.27,-0.631,0.784,0.107,-198.072,-394.231,60.648
2160.0,-1.039,-0.001,0.053,-1.833,2.613,3.451,-1.009,0.137,0.152,2.044,-3.492,1.351,-1.007,0.006,-0.092,0.494,-4.922,-4.0,-0.456,0.553,0.139,-115.315,-365.348,71.26
2180.0,-1.061,0.024,0.114,-0.369,-0.482,3.508,-1.007,0.126,0.157,2.778,-4.131,1.776,-1.006,-0.007,-0.098,1.705,-6.519,-4.185,-0.581,0.946,-0.079,-97.02,-344.75,67.69
2200.0,-1.04,0.05,0.084,0.456,-0.942,5.96,-1.006,0.143,0.152,2.664,-4.929,2.261,-1.002,-0.001,-0.094,2.637,-7.412,-3.886,-0.504,0.806,-0.265,-137.358,-332.004,70.052
2220.0,-1.016,0.014,0.07,0.342,3.562,8.06,-1.023,0.118,0.145,2.917,-6.805,2.758,-1.002,-0.018,-0.083,2.992,-7.46,-3.706,-0.112,0.031,-0.574,-131.317,-302.461,76.656
2240.0,-1.052,-0.023,0.119,-0.643,5.52,7.14,-1.006,0.138,0.159,3.078,-7.6,3.134,-1.0,-0.121,-0.087,3.167,-8.325,-3.354,0.079,-0.395,-0.663,-91.128,-270.45,84.569
2260.0,-1.098,0.032,0.11,-1.855,-7.294,6.13,-0.996,0.148,0.159,2.439,-7.765,3.215,-0.993,-0.022,-0.075,3.907,-7.688,-3.278,0.194,-0.429,-0.777,-41.763,-199.781,87.04
2280.0,-1.066,0.059,0.022,-1.874,-11.26,6.827,-0.994,0.175,0.167,-0.621,-7.839,3.426,-1.009,-0.013,-0.069,4.227,-7.603,-3.15,0.317,-0.419,-0.875,-47.652,-142.841,82.718
2300.0,-1.036,0.1,-0.043,-1.161,-13.895,11.655,-0.973,0.145,0.178,-3.069,-6.22,2.828,-1.01,-0.006,-0.066,3.575,-7.079,-3.15,0.462,-0.427,-0.932,-75.425,-99.597,72.358
2320.0,-1.016,0.07,-0.117,1.32,-15.369,13.867,-0.985,0.127,0.181,-2.534,-5.475,2.422,-1.004,-0.011,-0.062,3.532,-5.886,-3.147,0.615,-0.512,-0.893,-98.587,-51.267,57.535
