epoch,train_mse,train_mae,train_rmse,train_r2,val_mse,val_mae,val_rmse,val_r2
1,1660.46533203125,27.068058013916016,40.74880773754307,0.35759758949279785,1190.16748046875,21.479248046875,34.49880404403535,0.5404553413391113
2,865.0181274414062,17.561038970947266,29.411190513840243,0.6653409004211426,635.8787841796875,14.711318016052246,25.21663705135337,0.7544759511947632
3,584.4251708984375,13.927458763122559,24.174887195154344,0.7738969326019287,480.4715881347656,12.486075401306152,21.919662135506687,0.8144814372062683
4,426.2823791503906,11.686546325683594,20.646606964593254,0.8350794315338135,446.2811584472656,11.838704109191895,21.125367652357333,0.8276829719543457
5,369.504638671875,10.737631797790527,19.222503444449554,0.8570456504821777,336.841064453125,10.284963607788086,18.353230354712082,0.8699397444725037
6,328.4835510253906,10.097915649414062,18.12411517910297,0.8729159235954285,294.1011657714844,9.60229778289795,17.149377999551014,0.8864423632621765
7,264.61468505859375,9.128999710083008,16.26698143659707,0.8976255655288696,282.6036376953125,9.516396522521973,16.810819066759137,0.8908817768096924
8,261.91455078125,9.134786605834961,16.183774305805493,0.8986701965332031,245.9581298828125,8.830309867858887,15.683052313972956,0.9050312042236328
9,216.93116760253906,8.371344566345215,14.728583353552338,0.9160734415054321,200.53721618652344,7.955205917358398,14.161116346761771,0.9225690364837646
10,293.41632080078125,9.440109252929688,17.129399312316274,0.886482834815979,333.5777282714844,10.201133728027344,18.26411038817616,0.8711997270584106
11,215.712890625,8.324616432189941,14.687167549428992,0.9165447354316711,178.59080505371094,7.612482070922852,13.36378707753573,0.9310429096221924
12,157.0636749267578,7.247236251831055,12.532504734759042,0.9392350316047668,179.19338989257812,7.4280104637146,13.386313528846474,0.930810272693634
13,191.92881774902344,7.676787853240967,13.853837654203382,0.9257463216781616,143.35433959960938,6.824956893920898,11.973067259462354,0.9446483850479126
14,130.84791564941406,6.621546745300293,11.438877377147378,0.9493774175643921,132.72390747070312,6.607278823852539,11.52058624683237,0.9487529397010803
15,126.74230194091797,6.482967376708984,11.257988361200146,0.9509658217430115,140.07078552246094,6.731079578399658,11.835150422468695,0.9459161758422852
16,114.19071960449219,6.206506729125977,10.686005783476451,0.9558217525482178,107.68175506591797,6.007716178894043,10.376981982537984,0.9584221839904785
17,102.43013763427734,5.934760570526123,10.12077752123212,0.960371732711792,98.35164642333984,5.7329230308532715,9.917239859121077,0.9620246887207031
18,80.90054321289062,5.43758487701416,8.994472925796742,0.9687011241912842,84.6196517944336,5.463310241699219,9.198894052788823,0.9673268795013428
19,110.10562896728516,5.954952239990234,10.493122936823202,0.957402229309082,299.4877014160156,8.708820343017578,17.30571297046197,0.884362518787384
20,159.87948608398438,6.990325927734375,12.644346012506317,0.938145637512207,208.71876525878906,7.66202974319458,14.447102313571017,0.919409990310669
21,88.1420669555664,5.658473491668701,9.388400660153273,0.9658995270729065,78.69198608398438,5.366386890411377,8.870850358561144,0.969615638256073
22,63.12482452392578,4.993913650512695,7.945113248023956,0.9755781888961792,64.01549530029297,4.980362415313721,8.000968397656184,0.9752824902534485
23,64.96574401855469,4.931281566619873,8.06013300253505,0.9748659729957581,83.96104431152344,5.332021713256836,9.163025936420972,0.9675811529159546
24,77.42937469482422,5.2465128898620605,8.799396268768911,0.9700440168380737,69.7034683227539,5.020957946777344,8.348860300828726,0.9730862379074097
25,57.1680793762207,4.683067321777344,7.56095757005822,0.9778827428817749,56.438846588134766,4.657074928283691,7.512579223418197,0.9782079458236694
26,51.701416015625,4.50397253036499,7.190369671694564,0.9799976944923401,56.92927932739258,4.6890974044799805,7.5451493906610345,0.978018581867218
27,57.50491714477539,4.638669013977051,7.58319966404521,0.9777524471282959,60.86820602416992,4.766435146331787,7.80180786896024,0.9764977097511292
28,51.024776458740234,4.450068473815918,7.14316291699554,0.9802594780921936,71.4994888305664,4.976368427276611,8.455737036507605,0.9723927974700928
29,55.680660247802734,4.512376308441162,7.4619474835864885,0.9784582257270813,52.042118072509766,4.430973529815674,7.2140223227066445,0.9799056053161621
30,44.960792541503906,4.196504592895508,6.705280944263552,0.982605516910553,55.458683013916016,4.491320610046387,7.447058682051325,0.9785864353179932
31,62.32737350463867,4.681107044219971,7.894768742948629,0.9758867025375366,47.67417907714844,4.323642730712891,6.904649091528724,0.9815921783447266
32,36.955204010009766,3.946026563644409,6.079079207413716,0.9857027530670166,40.27798843383789,3.9609808921813965,6.346494184495712,0.9844479560852051
33,35.159873962402344,3.8072762489318848,5.929576204283266,0.9863973259925842,42.48442840576172,4.0368547439575195,6.518008009028657,0.9835960268974304
