time,right ankle,left ankle,right knee,left knee,right hip,left hip,right shoulder,left shoulder,right elbow,left elbow,right foot,left foot,right shank,left shank,right thigh,left thigh,pelvis,trunk,shoulders,head,right arm,left arm,right forearm,left forearm
0.16,-76.65596955725208,-78.30661105963902,7.578176441288414,1.6124719409252253,7.342991412849056,6.462363807196726,6.201259569473955,7.872427558693638,1.321525595764215,1.468840041646044,-74.13890551621756,-70.70447012389363,-87.4829359589654,-82.39785906425452,-79.90475951767698,-80.7853871233293,1.4088095780989245,92.75224906947383,3.918936275928242,93.11588669047592,-81.04649136105212,-79.3753233718324,-79.72496576528785,-77.90648333018633
0.18,-76.86995151008195,-77.95202671418666,7.5415316110572945,1.5337749529349398,7.365129827622701,6.404674995823315,6.297627050278328,7.812094376349327,1.139068526734314,1.7218632238028064,-74.31073197568243,-70.34550535346415,-87.4407804656004,-82.39347863927742,-79.8992488545431,-80.85970368634248,1.3935983673848913,92.73562131783407,3.928544180448621,93.33442285861948,-80.9667516318875,-79.45228430581648,-79.82768310515314,-77.73042108201365
0.2,-76.93822851993149,-77.1942224810469,7.460024590706539,1.499341910287838,7.397095118972536,6.371256767939195,6.444887186982524,7.757030781412324,0.9011478642290855,2.0366946779607007,-74.31231674035092,-69.63346637208097,-87.37408822041935,-82.43924389103398,-79.91406362971284,-80.93990198074616,1.3865870504310631,92.68884125131451,3.9010582226138872,93.49479896074996,-80.86627156170285,-79.55412796727303,-79.96512369747373,-77.51743328931232
0.22,-77.25902244058975,-76.33031727620441,7.310533378781538,1.5956400671453337,7.41827504837274,6.387656843330832,6.631711536872573,7.70861862823186,0.6446398296460356,2.335129739230601,-74.52084841958393,-68.90786814860431,-87.26182597899411,-82.57755087239978,-79.95129260021261,-80.98191080525449,1.3850306941754271,92.63043235141454,3.790377450052594,93.61123999071056,-80.73785611171276,-79.66094902035346,-80.0932162820667,-77.32581928112286
0.24,-77.76731606188083,-75.50654519131116,7.1485578345272085,1.829141796949916,7.404925534322996,6.452914641891912,6.770105448373594,7.662065945428173,0.472733768004839,2.622701686548225,-74.91539661325027,-68.28722059753439,-87.14808055136935,-82.78067540622311,-79.99952271684216,-80.95153360927323,1.3859295690415188,92.59555174883472,3.552827277504737,93.65977805010404,-80.63434280279155,-79.74238230573697,-80.16160903478671,-77.11968061918874
0.26,-78.25258836283524,-74.68360223047932,6.988147458488833,2.0986974273382564,7.349181462484866,6.526491577097857,6.822721995601603,7.604143843956501,0.4150646294573811,2.9222589215890165,-75.2945067024651,-67.65876042434557,-87.04191833962976,-82.97515819386616,-80.05377088114093,-80.87646076652793,1.387201956019029,92.59704765637404,3.2036521219573677,93.6517878251705,-80.58023034802417,-79.79880849966926,-80.1651657185668,-76.87654957808026
0.28,-78.78035724636081,-73.9685272452719,6.774488696761953,2.28869120980119,7.260283558075606,6.557505300804464,6.828312901039483,7.552981124794266,0.4310891469485668,3.1287270042292503,-75.67276439936624,-67.07791516858764,-86.89240715300532,-83.10938792331568,-80.11791845624337,-80.82069671351451,1.3877386324446568,92.62179798568086,2.863507606108671,93.64651294472246,-80.54988911327948,-79.82522088952467,-80.1187999663309,-76.69649388529542
0.3,-79.36906277157001,-73.53780163332169,6.541416751604203,2.3543372706071377,7.170625918636924,6.515448597757223,6.788498890043742,7.558015628254679,0.5256140484071864,3.123628206840422,-76.0784081150222,-66.71524481665645,-86.70934534345207,-83.17744318333472,-80.16792859184787,-80.82310591272758,1.3871274297655467,92.66144548951505,2.696895875808848,93.68464337162686,-80.55005562044104,-79.78053888223009,-80.02444157203384,-76.65691067538965
0.32,-79.71935261620175,-73.2979888912746,6.447599437960733,2.308189151558903,7.131510347036151,6.392777912988547,6.663872890770827,7.623778370269426,0.7180906679363264,2.9766935845961995,-76.3156089650516,-66.49356738777017,-86.59625634884975,-83.19557849649553,-80.14865691088902,-80.88738934493664,1.3855263707215115,92.71983274207469,2.786104529828103,93.75017803615464,-80.61629436715434,-79.65638888765574,-79.89820369921799,-76.6796953030595
0.34,-79.59965377548541,-73.18549710821448,6.5651034172614615,2.1754041921062504,7.154502755432378,6.20251654895443,6.479334281589332,7.690992476620106,0.942487504448748,2.860120470189946,-76.21532044571285,-66.3634507597646,-86.61566667022736,-83.17795365155007,-80.05056325296586,-81.00254945944383,1.3838678946699392,92.7949339916016,3.0982065979006017,93.78921439861298,-80.72573172680892,-79.51407353177815,-79.78324422236015,-76.65395306158818
