Millis,AccelX_right_leg,AccelY_right_leg,AccelZ_right_leg,GyroX_right_leg,GyroY_right_leg,GyroZ_right_leg,AccelX_left_leg,AccelY_left_leg,AccelZ_left_leg,GyroX_left_leg,GyroY_left_leg,GyroZ_left_leg,AccelX_right_arm,AccelY_right_arm,AccelZ_right_arm,GyroX_right_arm,GyroY_right_arm,GyroZ_right_arm,AccelX_left_arm,AccelY_left_arm,AccelZ_left_arm,GyroX_left_arm,GyroY_left_arm,GyroZ_left_arm
9580.0,-1.543,-0.111,-2.741,-64.686,-324.032,-54.524,0.045,-0.4,-0.54,-89.854,-32.201,127.651,-2.241,-0.05,0.119,46.101,-291.635,270.387,-1.186,-0.994,1.075,-49.831,-386.932,-39.415
9600.0,-0.149,-0.139,-0.125,92.475,-209.492,-83.165,-0.086,-0.318,-0.248,-73.843,-86.774,66.343,-2.435,-0.606,-0.273,121.397,-279.42,311.633,-1.113,-0.387,1.047,20.855,-387.051,-37.477
9620.0,1.043,-0.216,0.707,227.346,-49.739,-98.274,0.281,0.405,0.709,-51.569,-74.452,25.131,-2.38,-0.416,-0.428,188.545,-297.917,366.976,-1.356,-0.38,0.73,4.626,-406.505,-49.649
9640.0,0.449,0.163,0.526,223.17,-51.815,-71.491,0.165,0.471,0.144,-164.669,-59.869,75.341,-2.365,-0.264,-0.209,201.457,-291.429,410.63,-1.878,-0.815,0.439,33.053,-418.855,-65.762
9660.0,-0.277,0.193,0.234,124.194,-112.463,-21.558,0.132,0.132,-0.147,-212.466,-62.081,93.255,-2.654,-0.415,-0.084,223.641,-244.68,455.061,-2.181,-0.877,0.163,113.587,-422.485,-62.732
9680.0,-0.255,-0.177,-0.066,32.441,-136.616,-30.989,-0.015,-0.397,-0.152,-176.666,-39.971,83.739,-3.124,-0.451,-0.387,225.937,-249.894,505.012,-2.104,-0.597,-0.214,118.634,-426.341,-61.175
9700.0,-0.199,-0.278,-0.178,7.455,-124.845,-60.523,-0.153,-0.347,0.076,-75.993,-14.308,66.359,-3.088,-0.443,-0.442,155.852,-286.552,544.031,-1.896,-0.545,-0.337,62.25,-419.995,-73.428
9720.0,-0.2,0.104,-0.085,-7.799,-66.685,-63.025,-0.305,-0.289,0.067,-12.098,-18.957,58.411,-2.669,-0.744,-0.46,88.679,-299.254,550.042,-1.836,-0.803,-0.375,41.365,-394.869,-82.659
9740.0,-0.149,0.502,-0.11,-68.251,-38.997,-59.946,-0.37,-0.25,-0.355,33.236,-21.521,75.661,-2.039,-1.256,-0.68,61.716,-343.136,502.68,-1.944,-1.137,-0.383,109.567,-372.392,-64.775
9760.0,-0.069,0.421,-0.451,-158.98,-13.38,-57.964,-0.31,-0.717,-0.656,115.486,10.481,91.855,-1.015,-1.569,-0.952,75.268,-377.813,395.477,-2.065,-0.876,-0.47,142.112,-374.903,-31.767
9780.0,-0.121,0.288,-0.449,-229.134,20.026,-72.812,-0.862,-1.444,-2.086,225.264,107.731,142.414,0.02,-1.897,-1.701,43.709,-404.097,252.52,-2.079,-0.509,-0.723,54.318,-400.46,-47.065
9800.0,-0.047,0.368,-0.255,-269.983,97.523,-102.696,0.215,-0.529,-1.649,440.434,142.717,-18.294,2.431,-2.565,-2.103,44.918,-310.136,110.667,-2.167,-0.471,-0.792,-72.189,-432.445,-102.051
9820.0,-0.71,0.11,-2.569,-385.836,123.55,-87.5,-6.917,1.088,-1.597,332.878,412.101,194.834,2.941,-2.253,-1.919,67.807,127.984,37.191,-2.167,-0.433,-0.848,-201.996,-481.219,-195.51
9840.0,-0.938,0.053,-2.134,-205.38,230.195,-139.51,-3.333,-1.078,-1.121,244.38,138.211,65.379,1.292,-2.276,-2.226,53.439,146.353,-32.707,-1.766,-0.421,-1.007,-295.315,-493.613,-324.516
9860.0,-4.428,0.276,-0.075,-214.64,153.649,-221.544,-1.494,0.442,-1.247,53.954,85.72,-27.532,2.535,-2.189,-1.979,98.072,99.783,-75.611,-1.262,-0.453,-1.231,-316.914,-465.045,-422.22
9880.0,-5.551,0.635,-0.543,-343.825,24.735,-216.756,-1.895,1.026,-1.25,-95.394,95.67,-15.785,2.051,-1.824,-1.608,-22.425,217.067,-130.83,-0.89,-0.199,-1.615,-254.274,-376.006,-437.031
9900.0,-0.871,0.649,-0.367,-158.873,136.626,-130.201,-2.032,-0.059,-1.412,-103.928,9.268,-4.342,1.628,-1.781,-0.922,-188.698,263.073,-180.638,-0.192,0.987,-1.949,-103.472,-257.946,-341.022
9920.0,-1.492,-1.645,-1.554,-158.48,53.774,-12.932,-2.135,-0.12,-1.403,-4.716,-62.566,1.735,0.704,-1.413,-0.493,-209.994,411.987,-219.763,1.7,2.049,-2.053,131.655,-172.111,-150.167
9940.0,-2.639,-2.743,-1.81,92.661,-67.001,30.771,-2.25,0.303,-0.628,56.745,-89.151,49.286,-0.508,-1.148,-0.335,-120.709,543.442,-256.413,2.67,2.603,-1.892,224.282,-11.741,-23.567
9960.0,-2.199,-0.995,-0.53,138.274,-59.801,73.272,-2.217,0.687,-0.225,-5.068,-78.305,54.332,-1.624,-0.844,-0.438,-49.28,584.43,-253.82,2.032,2.992,-1.868,92.024,186.122,-11.208
9980.0,-2.64,-0.471,-0.293,-20.313,-121.772,75.888,-2.2,0.835,0.538,-92.532,-68.19,24.832,-3.548,-0.11,-0.589,-111.86,448.77,-330.26,1.705,3.16,-1.234,-62.278,201.563,-7.519
10000.0,-2.616,-0.211,0.205,-11.671,-167.542,42.068,-2.03,0.588,1.268,-68.865,-180.697,51.538,-2.735,-0.232,-0.196,-250.306,355.046,-267.497,1.532,2.386,-0.88,-32.31,301.3,85.91
10020.0,-1.446,0.492,1.914,-104.77,-173.269,124.909,-1.89,-0.083,-0.746,-214.721,-262.124,-16.537,-2.314,-0.153,-0.382,-188.453,381.898,-206.959,0.853,1.824,-0.502,70.235,356.045,162.444
10040.0,-1.632,0.827,-0.969,-42.471,-95.507,147.234,-0.478,-2.255,-2.288,-252.432,-173.855,-60.832,-2.081,-0.013,-0.551,-133.56,395.5,-186.55,0.119,0.927,-0.402,25.23,409.414,177.283
10060.0,-2.206,1.159,-1.975,327.473,-321.537,41.577,0.152,-1.502,-1.436,-100.975,-264.63,-77.017,-2.339,-0.102,-0.341,-88.471,406.788,-190.582,-0.7,0.304,-0.551,-93.025,445.717,174.71
10080.0,0.771,0.352,-0.739,445.607,-242.61,73.288,0.792,-0.745,0.081,-144.417,75.182,-124.106,-2.563,-0.217,-0.031,-44.169,424.483,-198.103,-1.78,-0.218,-0.884,-162.325,460.934,178.92
10100.0,0.74,0.877,-1.083,251.131,26.315,127.564,-0.363,-0.774,-0.043,-48.589,45.686,-132.326,-2.701,-0.15,0.073,-6.056,426.011,-200.982,-2.437,-0.794,-0.785,-147.637,463.182,202.429
10120.0,-0.242,0.623,0.609,252.891,49.822,125.37,-0.024,-0.171,0.014,21.173,-54.885,-120.908,-2.623,0.159,-0.03,-1.149,404.64,-203.934,-2.444,-1.197,-1.012,-3.585,379.743,182.925
10140.0,-0.152,0.935,0.898,69.113,24.603,166.85,-0.026,0.438,-0.205,12.087,-54.076,-109.941,-2.341,0.201,-0.118,-29.015,391.962,-212.372,-1.638,-1.177,-0.764,46.592,399.056,115.528
10160.0,-0.4,-0.099,0.29,-81.169,-27.384,167.139,0.221,0.459,-0.274,-14.146,-9.321,-94.245,-2.131,0.002,-0.086,-65.5,385.507,-204.411,-1.868,-0.655,-0.67,-1.842,406.744,43.894
10180.0,-0.033,-0.916,-0.192,-49.224,-27.623,114.025,-0.006,0.315,-0.268,1.33,15.96,-81.76,-1.973,-0.158,0.048,-93.552,374.842,-185.029,-2.346,-0.676,-0.529,-122.859,376.649,4.007
10200.0,-0.219,-0.346,-0.184,-32.538,-16.595,80.975,0.077,0.501,0.054,20.455,15.976,-72.846,-1.791,-0.146,0.361,-133.953,333.417,-155.581,-2.38,-0.919,-0.512,-194.714,365.896,9.586
10220.0,-0.091,0.194,0.121,-51.588,9.307,93.717,-0.116,0.159,-0.072,3.046,28.879,-69.404,-1.475,-0.604,0.823,-71.837,361.125,-131.709,-2.153,-1.001,-0.424,-232.144,364.51,33.714
10240.0,-0.44,-0.798,-0.274,-52.468,-6.538,86.598,-0.274,0.031,-0.305,7.332,36.136,-79.961,-1.703,-0.564,1.529,42.782,392.72,-150.64,-1.927,-1.147,-0.447,-217.856,370.438,62.517
10260.0,-0.213,-1.371,-0.481,37.179,6.983,45.647,-0.345,0.311,-0.35,41.357,75.175,-80.773,-2.768,0.039,1.982,32.364,385.367,-172.811,-1.818,-1.098,-0.474,-175.863,384.917,81.321
10280.0,0.025,-1.361,-0.259,107.713,55.658,1.631,-0.592,-0.831,-2.217,67.313,-20.192,-9.024,-4.119,-0.905,5.004,83.677,-5.731,-58.835,-1.757,-1.191,0.146,-77.743,399.639,78.96
10300.0,-0.597,-0.709,-2.396,187.755,64.88,24.042,-1.102,0.583,-0.997,164.645,429.506,-1.107,-2.369,0.708,7.167,878.311,23.364,69.676,-1.557,-1.052,0.479,57.333,385.593,78.96
10320.0,-0.525,-1.165,-1.538,161.072,233.942,-149.805,-6.079,2.12,-0.931,-212.116,-66.862,-70.072,-1.882,2.9,2.673,56.224,389.599,-112.013,-1.039,-0.334,0.863,64.927,410.371,71.837
10340.0,-4.831,4.353,-0.277,16.481,-46.048,-108.946,0.263,-0.845,-1.006,104.837,334.371,110.106,-5.027,-0.811,0.291,-439.045,108.902,-82.635,-1.413,-0.225,0.823,31.213,395.013,72.374
10360.0,-0.924,3.387,0.835,-305.974,161.867,-156.825,-2.251,0.656,-0.816,45.06,103.983,-22.501,-5.941,-2.709,-0.832,51.559,-160.181,16.845,-2.421,-0.282,1.003,49.425,372.894,70.671
10380.0,-1.636,-1.613,-0.262,-158.541,216.99,-44.04,-2.04,0.275,-1.289,48.814,24.102,-34.741,-3.959,0.162,0.338,188.405,-274.055,20.162,-3.62,0.136,1.131,68.18,280.253,60.826
10400.0,-2.443,-0.983,-0.485,-85.956,137.417,-0.641,-1.944,0.063,-0.984,-18.143,-36.485,-28.105,-3.4,-0.183,0.052,205.76,-264.262,85.744,-3.53,0.652,1.886,26.157,227.051,35.186
10420.0,-1.757,-0.677,-0.696,19.257,-0.149,-17.309,-2.01,-0.127,-0.887,-30.517,-74.121,-30.785,-2.334,-0.202,0.879,203.983,-265.31,107.638,-4.943,1.799,3.349,-101.625,87.307,2.227
10440.0,-1.834,-0.467,-1.092,21.944,-40.625,59.806,-1.746,-0.057,-0.747,-30.473,-76.265,7.63,-1.804,-0.21,0.816,274.416,-267.999,141.596,-4.421,-0.622,3.228,-279.795,-79.928,-17.048
10460.0,-1.761,-0.229,-1.102,84.679,-95.647,76.049,-1.857,0.408,-0.382,-47.052,-104.02,44.45,-1.162,0.601,0.626,252.444,-313.218,166.722,-5.276,-1.431,0.963,8.901,-23.954,98.994
10480.0,-2.338,-0.138,-0.74,121.984,-111.179,100.358,-1.552,0.625,0.644,28.715,-97.499,32.195,-0.37,0.769,0.643,94.692,-213.623,181.957,-5.225,-0.496,0.456,37.495,-86.598,156.774
10500.0,-2.436,0.094,0.184,116.613,-176.004,94.656,-1.295,0.437,0.815,-16.505,-165.565,88.21,-0.676,0.166,0.273,61.135,-208.63,169.471,-4.096,-0.124,0.453,-101.858,-206.603,122.927
10520.0,-2.197,0.346,1.618,-19.304,-188.732,45.405,-2.061,-0.072,-0.782,-45.686,-238.759,138.79,-0.969,0.144,0.261,76.192,-253.142,177.334,-3.125,-0.394,0.493,-192.636,-258.399,16.486
10540.0,0.065,1.244,1.893,-61.896,31.478,14.85,-1.305,-0.094,-1.042,5.873,-228.091,121.322,-1.154,0.266,0.076,43.18,-265.424,180.232,-2.591,-0.461,0.515,-213.201,-301.334,-60.773
10560.0,-2.449,-0.961,-0.557,-71.276,-75.754,20.426,0.81,0.154,0.164,-35.098,-177.731,79.295,-1.176,0.094,-0.038,11.745,-279.036,181.082,-1.933,-0.498,0.44,-209.236,-377.302,-129.12
10580.0,-1.841,-1.796,-2.822,-18.202,-488.946,-58.353,-0.729,-0.469,-0.991,43.307,-51.84,103.247,-1.219,-0.116,0.212,18.649,-274.85,186.472,-0.729,-0.71,0.472,-140.17,-360.624,-161.748
10600.0,1.287,-0.522,-1.902,139.727,-384.311,-115.845,0.153,-0.127,0.479,44.267,2.685,43.834,-1.158,-0.142,0.195,40.751,-254.972,203.564,-0.424,-0.691,0.498,-39.143,-334.7,-155.749
10620.0,1.199,-0.017,0.157,190.55,19.3,-98.361,-0.127,0.358,0.574,-17.074,-25.52,52.082,-1.238,-0.036,-0.066,58.553,-276.143,205.701,-0.452,-0.504,0.314,38.194,-317.14,-147.214
10640.0,-0.208,-0.082,0.435,149.284,-14.315,-90.51,0.059,0.29,0.069,-101.946,-4.127,88.216,-1.24,0.045,-0.017,60.34,-269.99,204.47,-0.768,-0.547,0.061,108.92,-287.977,-140.473
10660.0,-0.066,-0.191,0.355,120.851,-74.711,-88.993,-0.103,0.405,-0.185,-155.61,-34.72,105.63,-1.365,-0.214,0.067,84.629,-276.99,217.428,-1.032,-0.603,-0.013,151.108,-295.351,-133.269
10680.0,0.083,0.013,0.231,104.536,-54.561,-92.509,-0.039,0.016,-0.042,-156.24,-3.57,103.74,-1.413,-0.199,0.0,140.009,-277.504,235.852,-1.339,-0.617,0.01,193.47,-285.83,-120.135
10700.0,-0.117,0.245,0.158,52.777,-53.757,-80.839,-0.118,-0.616,0.035,-76.16,42.14,92.05,-1.368,-0.083,-0.147,154.23,-276.096,255.55,-1.514,-0.457,-0.097,188.371,-317.289,-109.473
10720.0,-0.106,0.306,0.151,-19.453,-46.774,-72.564,-0.475,-0.56,-0.226,37.4,-4.94,80.071,-1.417,0.005,0.013,122.752,-280.432,263.247,-1.272,-0.325,-0.287,130.598,-330.403,-114.026
10740.0,-0.166,0.205,-0.189,-92.113,-34.279,-77.799,-0.124,-0.742,-0.263,78.029,-6.14,95.149,-1.465,-0.203,0.093,91.486,-285.786,264.448,-0.985,-0.382,-0.296,94.541,-323.553,-112.408
10760.0,-0.178,0.368,-0.609,-161.656,-22.178,-98.203,0.009,-1.149,-0.441,184.743,52.664,109.466,-1.34,-0.253,-0.113,94.927,-305.384,262.855,-1.057,-0.367,-0.218,87.882,-315.138,-98.219
10780.0,-0.001,0.804,-0.692,-232.583,7.428,-115.25,-0.058,-1.047,-0.108,288.224,198.778,95.423,-0.808,-0.422,-0.271,110.593,-317.366,255.091,-1.172,-0.368,-0.244,52.036,-333.372,-105.704
10800.0,0.05,0.874,-0.263,-300.145,60.579,-108.391,-0.865,-0.694,-3.17,444.411,83.94,-9.971,-0.167,-0.474,-0.39,139.041,-315.344,230.7,-1.113,-0.493,-0.223,18.038,-341.145,-126.093
10820.0,-0.394,0.627,-0.815,-366.561,106.545,-81.222,0.173,0.042,-1.318,257.577,424.695,45.754,0.778,-0.488,-0.754,130.932,-367.363,165.065,-1.106,-0.588,-0.121,17.403,-344.335,-145.483
10840.0,-0.953,-1.056,-4.83,-401.328,203.744,-154.583,-1.604,1.581,0.493,349.411,466.101,167.459,2.856,-0.435,-1.065,140.738,-290.019,90.304,-1.249,-0.612,-0.032,24.262,-354.012,-162.577
10860.0,-1.993,0.022,-0.604,-202.441,304.395,-236.136,-5.436,-0.051,-1.007,-37.997,181.655,-34.69,2.992,-0.297,-1.172,105.566,-68.406,33.113,-1.294,-0.571,-0.148,18.0,-373.388,-190.217
10880.0,-6.005,2.097,-1.089,-212.44,27.39,-186.072,0.043,0.864,-0.338,-58.989,152.077,-35.675,2.645,-0.31,-1.146,40.697,6.728,-12.277,-1.01,-0.377,-0.235,-2.296,-373.826,-224.979
10900.0,0.099,-0.271,0.528,-144.63,155.016,-70.327,-2.418,0.58,-1.062,-44.838,-2.086,-52.265,2.32,-0.313,-1.084,-38.099,73.126,-44.718,-0.571,-0.115,-0.218,1.872,-362.313,-225.472
10920.0,-1.669,-2.201,-1.211,-86.468,54.892,-22.187,-1.73,0.013,-1.451,-16.813,38.819,-17.429,2.11,-0.349,-0.923,-99.625,144.18,-75.045,0.045,0.373,-0.274,23.466,-338.169,-205.988
10940.0,-1.901,-1.598,-0.492,138.81,41.65,-63.28,-1.301,0.399,-1.412,10.094,10.327,23.387,1.83,-0.302,-0.738,-142.521,208.322,-108.49,1.011,1.184,-0.464,28.673,-301.466,-146.698
10960.0,-1.853,-0.121,-0.799,80.71,51.38,-39.83,-1.409,0.455,-1.475,18.214,-40.237,26.129,1.186,-0.331,-0.713,-195.954,298.793,-147.859,2.155,1.492,-0.297,49.768,-149.064,-78.971
10980.0,-1.458,-0.962,-0.9,-71.157,-12.658,-3.932,-1.524,0.658,-1.423,4.818,-101.418,22.503,0.36,-0.748,-0.721,-209.434,414.114,-193.053,2.312,1.847,-0.304,81.485,-16.927,-18.741
11000.0,-1.518,-1.191,-0.975,-35.4,-47.245,37.543,-1.964,0.597,-0.954,-21.619,-141.437,22.766,-0.757,-0.911,-0.71,-153.751,475.592,-214.304,2.42,2.034,-0.367,31.742,53.734,14.596
11020.0,-2.0,-1.355,-0.875,-39.641,-98.64,94.346,-2.11,0.069,-0.09,-11.579,-249.4,20.49,-1.897,-0.66,-0.611,-109.462,458.895,-220.461,2.352,1.778,-0.355,12.044,177.484,54.884
11040.0,-2.354,-1.162,-0.508,51.24,-165.06,128.8,-2.192,0.051,0.857,9.971,-177.157,30.117,-2.079,-0.173,-0.313,-199.948,368.929,-226.623,1.914,1.502,-0.297,32.806,239.154,98.783
11060.0,-2.486,-0.266,0.399,100.888,-224.509,118.664,-3.075,0.556,0.627,-43.511,-245.166,-44.951,-1.898,-0.207,-0.019,-258.675,358.245,-220.799,1.339,1.104,-0.194,67.214,303.925,132.989
11080.0,-1.641,2.036,2.722,-19.113,-206.532,102.676,-2.15,-0.961,-1.295,-254.074,-294.846,-101.357,-1.882,-0.523,-0.152,-184.306,342.648,-183.173,0.66,0.774,-0.288,80.693,373.1,143.773
11100.0,-1.616,1.382,0.356,-161.364,-70.274,142.841,0.059,-1.066,-1.54,-300.619,-311.726,-145.52,-1.624,-0.198,-0.181,-79.876,360.783,-167.856,0.035,0.639,-0.72,39.684,398.845,136.043
11120.0,-3.325,0.099,-2.108,462.51,-408.202,153.698,1.549,-0.792,-0.168,-154.175,-55.426,-171.207,-1.794,-0.069,-0.161,-33.469,361.794,-167.791,-0.453,0.119,-0.883,-35.717,443.992,111.228
11140.0,0.397,0.857,-0.775,346.964,-312.732,153.369,0.153,-1.363,0.457,-92.6,80.753,-196.59,-1.873,-0.152,-0.037,-6.02,353.668,-156.65,-0.949,-0.515,-0.754,-21.758,456.515,110.479
11160.0,0.676,0.96,-1.636,176.96,16.029,133.704,-0.614,-0.668,0.149,17.676,1.09,-192.553,-1.816,-0.176,0.049,27.672,340.902,-147.814,-1.337,-0.71,-0.605,21.153,455.718,114.679
11180.0,-0.214,0.816,0.248,263.835,125.647,128.985,-0.498,0.375,-0.288,43.321,-47.74,-176.427,-1.738,0.152,0.043,12.167,322.596,-153.763,-1.566,-0.761,-0.532,66.147,445.697,112.85
11200.0,0.053,0.716,0.902,68.754,106.866,161.939,-0.152,1.132,-0.316,-2.55,-19.651,-158.167,-1.649,0.337,0.072,-57.753,309.922,-145.445,-1.559,-0.745,-0.536,81.557,395.165,83.36
11220.0,-0.486,-0.206,0.652,-104.716,67.765,152.088,0.126,1.277,0.089,-70.523,29.721,-112.766,-1.56,0.253,0.141,-125.521,305.194,-125.196,-1.441,-0.458,-0.61,21.878,365.37,32.111
11240.0,-0.534,-1.005,-0.131,-83.374,31.353,87.416,-0.074,0.509,0.175,-94.136,45.309,-59.944,-1.444,-0.036,0.201,-111.831,303.51,-96.882,-1.556,-0.244,-0.541,-131.753,330.571,-18.7
11260.0,-0.215,-0.784,-0.11,-12.661,26.119,47.186,-0.234,-0.104,-0.089,-28.781,0.208,-50.551,-1.249,-0.393,0.539,-5.286,264.782,-79.943,-1.562,-0.415,-0.325,-269.322,281.53,-42.921
11280.0,-0.007,-0.339,0.429,-18.307,28.784,47.72,-0.063,0.054,-0.07,127.479,-35.225,-71.009,-0.53,-0.072,0.658,130.516,262.055,-74.26,-1.427,-0.756,-0.259,-302.703,265.201,-42.475
11300.0,-0.057,-0.287,0.257,-51.091,12.519,75.943,0.115,1.015,0.161,133.414,-31.297,-77.723,-0.754,0.615,1.033,162.879,317.214,-129.093,-1.343,-0.894,-0.234,-293.999,264.311,-28.497
11320.0,-0.252,-0.714,0.004,-71.314,32.426,50.177,-0.132,0.309,-2.0,-44.753,-4.559,-43.75,-1.729,0.544,1.42,98.535,387.863,-160.936,-1.287,-0.954,-0.192,-247.66,266.736,-17.045
11340.0,-0.394,-0.893,-0.042,-24.515,31.953,16.16,-0.204,0.162,-2.969,-89.093,43.902,-37.214,-3.154,0.242,1.414,192.192,344.457,-151.711,-1.268,-0.976,-0.132,-191.051,275.538,-2.808
11360.0,-1.125,-1.564,-2.635,132.517,40.944,-5.622,0.118,1.354,-0.947,24.482,149.296,-40.372,-4.282,1.445,3.732,182.392,-247.485,-88.162,-1.255,-0.696,0.06,-162.455,262.186,6.552
11380.0,-0.306,-1.628,-1.26,-73.545,130.574,-52.296,-1.388,0.397,-1.815,57.142,344.465,-49.075,-1.814,3.076,4.224,2.458,166.044,-76.808,-1.071,-0.493,0.32,-181.144,235.824,2.857
11400.0,-3.03,-0.533,-0.275,384.184,-315.102,-313.539,-5.031,0.931,0.05,-205.559,197.722,-130.582,-2.746,1.291,1.58,129.165,159.462,-6.619,-0.945,-0.457,0.726,-212.8,204.12,19.39
11420.0,-3.502,3.423,0.474,155.132,0.44,-289.874,-1.697,-1.108,0.451,-13.082,6.643,-106.96,-4.11,-0.215,0.689,102.463,-103.405,86.17,-1.013,0.099,0.759,-319.785,147.982,62.857
11440.0,-1.518,1.498,0.108,-279.66,37.536,-39.86,-2.179,-0.706,-0.473,123.346,43.115,-13.841,-4.055,0.062,0.639,224.222,-106.481,133.824,-1.071,-0.234,-0.005,-599.273,172.607,105.547
11460.0,1.378,0.04,-1.214,-138.188,390.407,72.87,-1.492,0.08,-1.229,29.301,-38.589,-11.808,-3.938,1.073,0.394,174.365,-156.253,183.511,-2.744,-2.191,0.254,-590.173,211.921,141.14
11480.0,-1.542,0.541,-1.314,52.65,371.608,26.758,-0.916,0.148,-0.997,-7.15,56.494,50.18,-3.609,0.913,0.408,82.162,-181.3,190.662,-3.647,-4.822,1.82,-370.329,-50.318,134.907
11500.0,-3.828,-0.085,-0.93,-51.45,-163.01,-66.447,-1.848,-0.385,-0.921,6.939,-60.486,37.693,-3.123,0.365,0.644,84.599,-199.486,195.082,-1.836,-4.729,3.219,336.351,37.856,102.883
11520.0,-0.928,-0.689,-0.76,-37.262,17.788,-43.448,-1.915,-0.169,-0.918,16.728,-94.184,47.725,-2.413,0.371,0.706,128.796,-239.516,205.253,-2.398,-1.427,1.892,619.883,420.801,62.487
11540.0,-2.019,-0.52,-0.588,9.14,-82.673,19.71,-1.991,0.187,-0.721,36.84,-104.202,38.368,-1.422,0.671,0.566,130.915,-223.505,212.797,-5.096,1.789,0.853,261.512,85.806,-41.802
11560.0,-2.102,-0.372,-0.649,13.014,-109.49,73.095,-2.127,0.487,-0.032,23.177,-161.451,23.596,-0.88,0.708,0.474,79.812,-205.6,221.836,-4.879,0.566,0.713,-410.083,-343.881,-196.27
11580.0,-2.21,-0.81,-0.243,9.679,-137.931,131.426,-1.339,0.685,0.615,192.455,-157.535,80.337,-0.824,0.542,0.269,53.83,-198.765,237.495,-3.378,-3.024,0.991,-285.747,-266.546,-178.406
11600.0,-2.403,-0.474,1.048,83.14,-216.017,141.081,-2.25,2.674,-0.966,-211.527,-175.113,102.549,-1.126,0.409,-0.085,50.186,-187.448,262.972,-3.143,-2.387,0.963,81.995,-168.077,-88.407
11620.0,-1.306,0.255,1.639,102.017,-220.736,152.17,-1.51,0.504,-2.868,-260.892,-425.118,16.449,-1.493,0.328,-0.112,14.623,-190.387,282.651,-2.918,-0.689,0.701,67.565,-212.23,-88.645
11640.0,-2.027,-0.064,0.466,-59.936,-22.455,105.057,0.752,0.784,-0.04,-246.33,-52.29,198.17,-1.871,0.214,0.017,-9.863,-190.428,300.014,-2.095,-0.604,0.704,-36.194,-257.197,-138.761
11660.0,-2.818,-0.392,-2.327,-155.335,-242.764,121.17,0.383,-1.049,-1.294,-156.03,-6.79,87.29,-1.931,0.078,0.016,-35.034,-211.042,316.72,-1.353,-0.731,0.643,-41.972,-289.837,-170.559
11680.0,-0.385,-1.376,-0.257,15.221,-189.103,-38.361,0.824,-1.753,0.949,-107.336,45.292,52.418,-1.592,-0.016,-0.123,-45.708,-228.82,327.302,-0.632,-0.849,0.464,25.725,-303.681,-189.406
11700.0,1.013,-0.137,-1.004,76.268,-39.662,-128.032,-0.221,0.778,0.069,-76.391,27.77,49.276,-1.442,-0.004,-0.136,-54.782,-234.576,323.849,-0.455,-0.936,0.273,121.955,-269.588,-195.729
11720.0,0.125,0.159,0.288,147.268,67.273,-136.291,0.001,0.155,0.013,-68.787,-18.834,106.737,-1.447,-0.018,-0.047,-65.096,-241.825,309.737,-0.653,-0.961,-0.017,232.69,-238.148,-195.749
11740.0,-0.3,0.49,0.661,59.535,-10.881,-87.342,0.002,0.312,-0.067,-50.27,16.359,108.081,-1.48,-0.156,-0.016,-40.52,-247.943,300.863,-1.246,-0.833,-0.217,322.733,-234.485,-195.06
11760.0,-0.064,-0.213,0.189,-5.218,-57.384,-61.547,-0.126,0.112,0.101,-32.042,26.885,103.065,-1.493,-0.161,-0.094,4.296,-249.338,286.944,-1.763,-0.718,-0.246,342.179,-244.391,-182.921
11780.0,-0.107,-0.645,0.292,22.738,-47.942,-85.195,-0.305,-0.065,-0.067,-1.394,11.918,89.347,-1.489,-0.187,-0.073,32.822,-249.184,273.388,-1.956,-0.557,-0.289,332.01,-285.085,-173.052
11800.0,-0.046,-0.128,0.396,71.922,-50.927,-92.806,-0.282,0.006,-0.245,25.549,9.242,77.469,-1.399,-0.229,-0.022,56.897,-253.708,266.983,-1.719,-0.418,-0.326,248.506,-325.978,-176.93
11820.0,-0.119,0.08,0.199,61.832,-58.143,-91.371,-0.224,0.058,-0.235,51.532,18.235,78.227,-1.289,-0.228,0.075,72.092,-253.015,262.307,-1.183,-0.395,-0.263,196.315,-328.314,-182.024
11840.0,-0.085,0.054,0.092,30.906,-30.994,-77.106,-0.256,-0.075,-0.212,59.185,59.987,91.286,-1.356,-0.238,0.161,85.861,-252.863,257.43,-1.178,-0.527,-0.219,189.417,-316.824,-167.011
11860.0,-0.232,0.035,-0.281,-14.349,-26.991,-88.156,-0.794,-0.961,-1.22,102.676,98.982,144.185,-1.083,-0.61,-0.426,126.533,-287.832,243.773,-1.252,-0.619,-0.174,190.905,-309.481,-132.564
11880.0,-0.165,0.016,-0.404,-93.426,-0.829,-112.17,-0.858,-1.476,-2.675,257.918,156.48,187.018,0.075,-0.924,-0.936,175.106,-334.828,207.259,-1.235,-0.619,-0.056,204.404,-307.093,-105.786
11900.0,-0.182,0.446,-0.402,-155.3,22.375,-167.589,1.852,-0.323,-1.433,367.27,453.371,114.485,1.619,-0.991,-1.299,134.399,-404.565,144.316,-1.156,-0.389,0.0,171.608,-309.693,-82.089
11920.0,-0.649,0.057,-5.955,-584.96,112.436,-97.56,-3.136,-0.278,2.013,386.075,774.876,218.01,3.704,-1.304,-2.127,42.231,-243.027,63.123,-1.061,-0.353,0.005,124.839,-312.022,-52.115
11940.0,-1.355,-0.346,0.218,174.682,156.614,-140.592,-1.439,0.908,-0.347,-0.572,252.055,-46.365,3.128,-1.193,-1.928,-13.86,169.96,-21.21,-1.094,-0.461,0.043,84.224,-305.631,-29.393
