Millis,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1197324,0.016,-0.008,1.033,0.350,-2.240,-0.560
1197348,0.014,-0.008,1.032,0.350,-2.450,-0.630
1197368,0.013,-0.005,1.036,0.420,-2.380,-0.630
1197388,0.014,-0.006,1.034,0.490,-2.450,-0.560
1197403,0.017,-0.007,1.036,0.140,-2.310,-0.630
1197428,0.013,-0.005,1.034,0.280,-2.450,-0.560
1197452,0.017,-0.006,1.035,0.350,-2.520,-0.630
1197470,0.014,-0.008,1.034,0.490,-2.450,-0.490
1197492,0.014,-0.007,1.032,0.490,-2.380,-0.630
1197512,0.016,-0.008,1.032,0.350,-2.450,-0.630
1197532,0.017,-0.005,1.033,0.070,-2.380,-0.630
1197552,0.015,-0.008,1.031,0.210,-2.310,-0.560
1197567,0.018,-0.006,1.032,0.560,-2.380,-0.560
1197592,0.016,-0.008,1.033,0.420,-2.310,-0.630
1197612,0.011,-0.008,1.033,0.490,-2.450,-0.630
1197632,0.014,-0.006,1.033,0.210,-2.520,-0.560
1197652,0.014,-0.004,1.032,0.070,-2.450,-0.560
1197670,0.017,-0.004,1.037,0.280,-2.450,-0.630
1197690,0.016,-0.006,1.033,0.420,-2.450,-0.560
1197710,0.015,-0.005,1.033,0.420,-2.380,-0.560
1197730,0.016,-0.007,1.034,0.420,-2.380,-0.630
1197750,0.015,-0.003,1.034,0.490,-2.310,-0.630
1197770,0.014,-0.007,1.034,0.560,-2.590,-0.560
1197790,0.016,-0.008,1.031,0.210,-2.450,-0.560
1197814,0.018,-0.004,1.034,0.210,-2.450,-0.560
1197834,0.015,-0.006,1.037,0.140,-2.380,-0.560
1197853,0.014,-0.005,1.035,0.490,-2.450,-0.490
1197869,0.014,-0.008,1.034,0.420,-2.380,-0.490
1197889,0.014,-0.007,1.035,17.780,-2.590,-0.630
1197913,0.014,-0.007,1.033,0.140,-2.520,-0.560
1197932,0.014,-0.005,1.031,0.210,-2.380,-0.560
1197953,0.016,-0.006,1.032,0.140,-2.380,-0.560
1197977,0.017,-0.004,1.033,0.490,-2.380,-0.560
1197997,0.014,-0.007,1.031,0.630,-2.450,-0.560
1198017,0.014,-0.006,1.032,0.770,-2.450,-0.490
1198037,0.017,-0.006,1.036,0.490,-2.520,-0.700
1198057,0.015,-0.005,1.034,0.350,-2.450,-0.560
1198077,0.016,-0.005,1.036,0.140,-2.450,-0.560
1198097,0.015,-0.003,1.033,0.210,-2.380,-0.630
1198116,0.016,-0.006,1.032,0.140,-2.310,-0.560
1198137,0.014,-0.008,1.035,0.490,-2.520,-0.560
1198157,0.016,-0.009,1.032,0.490,-2.450,-0.560
