Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1743903299.867767,-0.788,-0.834,0.325,-40.880,-96.880,12.600
1743903299.887767,-0.647,-0.875,0.314,-37.240,-106.470,17.990
1743903299.907767,-0.517,-0.883,0.270,-28.420,-109.900,21.070
1743903299.927767,-0.441,-0.863,0.316,-31.570,-101.920,23.590
1743903299.947767,-0.464,-0.901,0.306,-42.420,-86.170,9.450
1743903299.967767,-0.404,-0.879,0.341,-66.430,-66.150,-15.540
1743903299.918757,-0.354,-0.923,0.352,-66.780,-58.240,-22.470
1743903299.938757,-0.303,-0.889,0.302,-51.170,-56.910,-25.970
1743903299.958757,-0.352,-0.813,0.361,-44.240,-52.850,-29.260
1743903299.978757,-0.368,-0.874,0.339,-44.030,-49.420,-26.670
1743903299.998757,-0.322,-0.951,0.379,1.960,-45.430,-29.540
1743903300.0187569,-0.380,-0.953,0.476,-21.070,-28.770,-30.100
1743903299.9864872,-0.354,-0.967,0.399,-44.310,3.920,-30.170
1743903300.0064871,-0.340,-0.941,0.427,-49.070,19.040,-28.840
1743903300.026487,-0.381,-0.935,0.418,-38.990,13.580,-26.810
1743903300.046487,-0.427,-0.967,0.244,13.160,-15.960,-27.860
1743903300.066487,-0.450,-0.792,0.352,-0.770,-27.510,-24.850
1743903300.086487,-0.454,-0.818,0.247,6.860,-35.280,-22.120
1743903299.990677,-0.375,-0.836,0.273,10.570,-22.750,-14.140
1743903300.010677,-0.349,-0.847,0.245,-6.160,-7.350,-7.350
1743903300.030677,-0.419,-0.896,0.199,-1.260,1.960,-1.260
1743903300.050677,-0.448,-0.931,0.182,10.080,8.610,7.770
1743903300.070677,-0.384,-0.937,0.185,29.260,18.550,10.850
1743903300.090677,-0.374,-0.907,0.153,46.410,31.500,16.520
1743903300.034449,-0.387,-0.851,0.106,65.240,51.660,31.220
1743903300.054449,-0.508,-0.848,0.095,91.700,57.750,38.290
1743903300.074449,-0.508,-0.858,0.074,101.010,59.850,51.520
1743903300.094449,-0.455,-0.823,0.122,135.940,72.590,55.580
1743903300.114449,-0.400,-0.895,0.213,120.750,93.590,51.870
1743903300.134449,-0.533,-0.895,0.267,109.270,114.800,50.820
1743903300.0772572,-0.422,-0.902,0.347,102.830,112.910,43.890
1743903300.0972571,-0.463,-0.748,0.299,100.100,114.240,39.900
1743903300.117257,-0.422,-0.760,0.371,63.000,99.330,40.390
1743903300.137257,-0.397,-0.627,0.453,68.950,123.620,52.780
1743903300.157257,-0.315,-0.750,0.525,28.350,92.190,39.760
1743903300.177257,-0.423,-0.732,0.457,30.450,84.070,25.550
1743903300.122168,-0.419,-0.775,0.573,-1.610,71.050,-0.560
1743903300.142168,-0.479,-0.825,0.493,-34.160,42.210,-7.630
1743903300.162168,-0.575,-0.787,0.388,-36.890,54.110,-17.990
1743903300.182168,-0.438,-0.768,0.268,-64.330,85.960,-12.390
1743903300.202168,-0.492,-0.818,0.355,-66.290,86.520,-34.090
1743903300.222168,-0.636,-1.100,0.412,-3.990,77.770,-18.340
1743903300.153409,-0.608,-0.751,0.357,-59.220,27.650,-16.170
1743903300.173409,-0.644,-0.935,0.337,-34.510,-9.380,-20.720
1743903300.193409,-0.440,-0.927,0.352,-36.120,-17.220,-24.990
1743903300.213409,-0.423,-0.859,0.368,-40.320,-30.800,-39.830
1743903300.233409,-0.347,-0.973,0.298,0.490,-25.340,-43.470
1743903300.253409,-0.672,-0.812,0.397,-17.150,-51.590,-36.260
1743903300.199379,-0.526,-0.979,0.373,-33.740,-83.930,-29.470
1743903300.219379,-0.520,-0.974,0.433,-30.870,-91.630,-33.880
1743903300.239379,-0.508,-0.971,0.472,-17.850,-82.670,-47.250
1743903300.259379,-0.327,-1.009,0.502,-14.000,-67.900,-51.170
1743903300.279379,-0.517,-0.891,0.470,-22.330,-61.670,-45.850
1743903300.2993789,-0.460,-0.685,0.357,-109.970,-53.620,-5.040
1743903300.2744112,-0.396,-0.764,0.314,-134.190,-44.940,13.510
1743903300.2944112,-0.452,-0.750,0.499,-156.030,-11.410,7.420
1743903300.3144112,-0.500,-0.816,0.138,-119.840,-28.350,1.330
