
========================================
Starting MCCV repeat 1/10
========================================
Epoch 1/50 | Train RMSE 87.01° | Val RMSE 86.01° | Train MAE 69.23° | Val MAE 68.38°
Epoch 2/50 | Train RMSE 86.23° | Val RMSE 86.00° | Train MAE 68.62° | Val MAE 68.23°
Epoch 3/50 | Train RMSE 86.23° | Val RMSE 86.01° | Train MAE 68.62° | Val MAE 68.52°
Epoch 4/50 | Train RMSE 86.21° | Val RMSE 85.94° | Train MAE 68.59° | Val MAE 68.31°
Epoch 5/50 | Train RMSE 85.67° | Val RMSE 84.78° | Train MAE 68.05° | Val MAE 67.06°
Epoch 6/50 | Train RMSE 84.18° | Val RMSE 83.24° | Train MAE 65.96° | Val MAE 64.66°
Epoch 7/50 | Train RMSE 82.98° | Val RMSE 82.40° | Train MAE 64.17° | Val MAE 63.45°
Epoch 8/50 | Train RMSE 81.95° | Val RMSE 81.25° | Train MAE 62.82° | Val MAE 62.08°
Epoch 9/50 | Train RMSE 81.04° | Val RMSE 80.56° | Train MAE 61.67° | Val MAE 61.12°
Epoch 10/50 | Train RMSE 80.28° | Val RMSE 79.75° | Train MAE 60.66° | Val MAE 59.99°
Epoch 11/50 | Train RMSE 79.68° | Val RMSE 79.25° | Train MAE 59.91° | Val MAE 59.55°
Epoch 12/50 | Train RMSE 79.23° | Val RMSE 78.80° | Train MAE 59.32° | Val MAE 58.77°
Epoch 13/50 | Train RMSE 78.74° | Val RMSE 78.49° | Train MAE 58.71° | Val MAE 58.30°
Epoch 14/50 | Train RMSE 78.34° | Val RMSE 77.95° | Train MAE 58.22° | Val MAE 57.73°
Epoch 15/50 | Train RMSE 77.83° | Val RMSE 77.61° | Train MAE 57.65° | Val MAE 57.37°
Epoch 16/50 | Train RMSE 77.46° | Val RMSE 77.22° | Train MAE 57.20° | Val MAE 56.78°
Epoch 17/50 | Train RMSE 77.28° | Val RMSE 77.07° | Train MAE 56.98° | Val MAE 56.80°
Epoch 18/50 | Train RMSE 76.78° | Val RMSE 76.76° | Train MAE 56.40° | Val MAE 56.35°
Epoch 19/50 | Train RMSE 76.36° | Val RMSE 76.16° | Train MAE 56.00° | Val MAE 55.63°
Epoch 20/50 | Train RMSE 75.71° | Val RMSE 75.58° | Train MAE 55.21° | Val MAE 54.96°
Epoch 21/50 | Train RMSE 75.37° | Val RMSE 75.34° | Train MAE 54.80° | Val MAE 54.72°
Epoch 22/50 | Train RMSE 75.05° | Val RMSE 75.12° | Train MAE 54.43° | Val MAE 54.52°
Epoch 23/50 | Train RMSE 74.77° | Val RMSE 74.86° | Train MAE 54.13° | Val MAE 54.15°
Epoch 24/50 | Train RMSE 74.48° | Val RMSE 74.67° | Train MAE 53.79° | Val MAE 53.87°
Epoch 25/50 | Train RMSE 74.34° | Val RMSE 74.49° | Train MAE 53.63° | Val MAE 53.77°
Epoch 26/50 | Train RMSE 74.17° | Val RMSE 74.34° | Train MAE 53.43° | Val MAE 53.48°
Epoch 27/50 | Train RMSE 73.94° | Val RMSE 74.15° | Train MAE 53.15° | Val MAE 53.27°
Epoch 28/50 | Train RMSE 73.77° | Val RMSE 74.15° | Train MAE 52.95° | Val MAE 53.12°
Epoch 29/50 | Train RMSE 73.75° | Val RMSE 73.96° | Train MAE 52.92° | Val MAE 52.92°
Epoch 30/50 | Train RMSE 73.55° | Val RMSE 73.85° | Train MAE 52.66° | Val MAE 52.79°
Epoch 31/50 | Train RMSE 73.42° | Val RMSE 73.79° | Train MAE 52.52° | Val MAE 52.76°
Epoch 32/50 | Train RMSE 73.35° | Val RMSE 73.75° | Train MAE 52.45° | Val MAE 52.68°
Epoch 33/50 | Train RMSE 73.22° | Val RMSE 73.62° | Train MAE 52.30° | Val MAE 52.48°
Epoch 34/50 | Train RMSE 73.07° | Val RMSE 73.51° | Train MAE 52.10° | Val MAE 52.35°
Epoch 35/50 | Train RMSE 73.05° | Val RMSE 73.49° | Train MAE 52.07° | Val MAE 52.36°
Epoch 36/50 | Train RMSE 72.96° | Val RMSE 73.43° | Train MAE 51.96° | Val MAE 52.28°
Epoch 37/50 | Train RMSE 72.84° | Val RMSE 73.25° | Train MAE 51.85° | Val MAE 52.09°
Epoch 38/50 | Train RMSE 72.78° | Val RMSE 73.19° | Train MAE 51.76° | Val MAE 51.93°
Epoch 39/50 | Train RMSE 72.74° | Val RMSE 73.26° | Train MAE 51.68° | Val MAE 51.99°
Epoch 40/50 | Train RMSE 72.66° | Val RMSE 73.10° | Train MAE 51.57° | Val MAE 51.79°
Epoch 41/50 | Train RMSE 72.59° | Val RMSE 73.15° | Train MAE 51.50° | Val MAE 51.88°
Epoch 42/50 | Train RMSE 72.55° | Val RMSE 73.11° | Train MAE 51.45° | Val MAE 51.74°
Epoch 43/50 | Train RMSE 72.50° | Val RMSE 73.18° | Train MAE 51.40° | Val MAE 51.85°
Epoch 44/50 | Train RMSE 72.44° | Val RMSE 72.99° | Train MAE 51.34° | Val MAE 51.61°
Epoch 45/50 | Train RMSE 72.35° | Val RMSE 72.98° | Train MAE 51.23° | Val MAE 51.70°
Epoch 46/50 | Train RMSE 72.32° | Val RMSE 72.84° | Train MAE 51.20° | Val MAE 51.40°
Epoch 47/50 | Train RMSE 72.16° | Val RMSE 72.71° | Train MAE 51.03° | Val MAE 51.25°
Epoch 48/50 | Train RMSE 72.00° | Val RMSE 72.64° | Train MAE 50.89° | Val MAE 51.28°
Epoch 49/50 | Train RMSE 71.99° | Val RMSE 72.54° | Train MAE 50.89° | Val MAE 51.23°
Epoch 50/50 | Train RMSE 71.91° | Val RMSE 72.51° | Train MAE 50.80° | Val MAE 51.09°
Repeat 1 finished — Test RMSE: 72.582°, Test MAE: 51.108°, Test R2: 0.2861

========================================
Starting MCCV repeat 2/10
========================================
Epoch 1/50 | Train RMSE 86.91° | Val RMSE 86.22° | Train MAE 69.16° | Val MAE 68.62°
Epoch 2/50 | Train RMSE 86.06° | Val RMSE 86.24° | Train MAE 68.47° | Val MAE 68.52°
Epoch 3/50 | Train RMSE 86.01° | Val RMSE 86.09° | Train MAE 68.44° | Val MAE 68.93°
Epoch 4/50 | Train RMSE 85.62° | Val RMSE 85.43° | Train MAE 67.88° | Val MAE 67.55°
Epoch 5/50 | Train RMSE 84.90° | Val RMSE 84.71° | Train MAE 66.84° | Val MAE 66.51°
Epoch 6/50 | Train RMSE 84.46° | Val RMSE 84.37° | Train MAE 66.18° | Val MAE 65.90°
Epoch 7/50 | Train RMSE 83.92° | Val RMSE 83.73° | Train MAE 65.31° | Val MAE 64.92°
Epoch 8/50 | Train RMSE 83.35° | Val RMSE 83.20° | Train MAE 64.49° | Val MAE 64.17°
Epoch 9/50 | Train RMSE 82.67° | Val RMSE 82.61° | Train MAE 63.61° | Val MAE 63.49°
Epoch 10/50 | Train RMSE 82.12° | Val RMSE 82.15° | Train MAE 62.95° | Val MAE 62.83°
Epoch 11/50 | Train RMSE 81.42° | Val RMSE 81.01° | Train MAE 62.04° | Val MAE 61.49°
Epoch 12/50 | Train RMSE 80.28° | Val RMSE 80.18° | Train MAE 60.67° | Val MAE 60.52°
Epoch 13/50 | Train RMSE 79.68° | Val RMSE 79.62° | Train MAE 59.89° | Val MAE 59.72°
Epoch 14/50 | Train RMSE 79.18° | Val RMSE 79.24° | Train MAE 59.25° | Val MAE 59.26°
Epoch 15/50 | Train RMSE 78.99° | Val RMSE 78.90° | Train MAE 59.02° | Val MAE 58.82°
Epoch 16/50 | Train RMSE 78.31° | Val RMSE 78.41° | Train MAE 58.21° | Val MAE 58.14°
Epoch 17/50 | Train RMSE 77.87° | Val RMSE 77.95° | Train MAE 57.71° | Val MAE 57.64°
Epoch 18/50 | Train RMSE 77.32° | Val RMSE 77.50° | Train MAE 57.04° | Val MAE 57.03°
Epoch 19/50 | Train RMSE 77.00° | Val RMSE 77.18° | Train MAE 56.69° | Val MAE 56.66°
Epoch 20/50 | Train RMSE 76.61° | Val RMSE 77.16° | Train MAE 56.24° | Val MAE 56.82°
Epoch 21/50 | Train RMSE 76.35° | Val RMSE 76.62° | Train MAE 55.97° | Val MAE 56.10°
Epoch 22/50 | Train RMSE 76.04° | Val RMSE 76.47° | Train MAE 55.62° | Val MAE 55.95°
Epoch 23/50 | Train RMSE 75.88° | Val RMSE 76.34° | Train MAE 55.46° | Val MAE 55.92°
Epoch 24/50 | Train RMSE 75.54° | Val RMSE 75.94° | Train MAE 55.09° | Val MAE 55.34°
Epoch 25/50 | Train RMSE 75.27° | Val RMSE 75.71° | Train MAE 54.76° | Val MAE 54.96°
Epoch 26/50 | Train RMSE 75.05° | Val RMSE 75.61° | Train MAE 54.50° | Val MAE 54.98°
Epoch 27/50 | Train RMSE 74.74° | Val RMSE 75.38° | Train MAE 54.17° | Val MAE 54.79°
Epoch 28/50 | Train RMSE 74.54° | Val RMSE 75.19° | Train MAE 53.95° | Val MAE 54.41°
Epoch 29/50 | Train RMSE 74.38° | Val RMSE 74.95° | Train MAE 53.74° | Val MAE 54.11°
Epoch 30/50 | Train RMSE 74.19° | Val RMSE 74.81° | Train MAE 53.53° | Val MAE 53.97°
Epoch 31/50 | Train RMSE 73.94° | Val RMSE 74.57° | Train MAE 53.24° | Val MAE 53.64°
Epoch 32/50 | Train RMSE 73.78° | Val RMSE 74.48° | Train MAE 53.04° | Val MAE 53.48°
Epoch 33/50 | Train RMSE 73.70° | Val RMSE 74.29° | Train MAE 52.94° | Val MAE 53.29°
Epoch 34/50 | Train RMSE 73.42° | Val RMSE 74.20° | Train MAE 52.62° | Val MAE 53.20°
Epoch 35/50 | Train RMSE 73.32° | Val RMSE 74.02° | Train MAE 52.49° | Val MAE 52.90°
Epoch 36/50 | Train RMSE 73.18° | Val RMSE 73.97° | Train MAE 52.31° | Val MAE 52.91°
Epoch 37/50 | Train RMSE 73.07° | Val RMSE 73.96° | Train MAE 52.20° | Val MAE 52.86°
Epoch 38/50 | Train RMSE 72.97° | Val RMSE 73.83° | Train MAE 52.07° | Val MAE 52.70°
Epoch 39/50 | Train RMSE 72.95° | Val RMSE 73.73° | Train MAE 52.07° | Val MAE 52.56°
Epoch 40/50 | Train RMSE 72.84° | Val RMSE 73.67° | Train MAE 51.92° | Val MAE 52.50°
Epoch 41/50 | Train RMSE 72.78° | Val RMSE 73.68° | Train MAE 51.85° | Val MAE 52.48°
Epoch 42/50 | Train RMSE 72.72° | Val RMSE 73.66° | Train MAE 51.76° | Val MAE 52.43°
Epoch 43/50 | Train RMSE 72.67° | Val RMSE 73.88° | Train MAE 51.71° | Val MAE 52.73°
Epoch 44/50 | Train RMSE 72.65° | Val RMSE 73.47° | Train MAE 51.70° | Val MAE 52.18°
Epoch 45/50 | Train RMSE 72.54° | Val RMSE 73.50° | Train MAE 51.55° | Val MAE 52.18°
Epoch 46/50 | Train RMSE 72.51° | Val RMSE 73.42° | Train MAE 51.52° | Val MAE 52.09°
Epoch 47/50 | Train RMSE 72.46° | Val RMSE 73.37° | Train MAE 51.43° | Val MAE 52.03°
Epoch 48/50 | Train RMSE 72.42° | Val RMSE 73.39° | Train MAE 51.38° | Val MAE 52.05°
Epoch 49/50 | Train RMSE 72.42° | Val RMSE 73.33° | Train MAE 51.39° | Val MAE 51.94°
Epoch 50/50 | Train RMSE 72.38° | Val RMSE 73.30° | Train MAE 51.35° | Val MAE 51.96°
Repeat 2 finished — Test RMSE: 73.320°, Test MAE: 51.955°, Test R2: 0.2769

========================================
Starting MCCV repeat 3/10
========================================
Epoch 1/50 | Train RMSE 86.90° | Val RMSE 85.88° | Train MAE 69.13° | Val MAE 68.27°
Epoch 2/50 | Train RMSE 86.15° | Val RMSE 85.60° | Train MAE 68.54° | Val MAE 67.99°
Epoch 3/50 | Train RMSE 85.82° | Val RMSE 85.10° | Train MAE 68.09° | Val MAE 67.35°
Epoch 4/50 | Train RMSE 85.23° | Val RMSE 84.45° | Train MAE 67.41° | Val MAE 66.56°
Epoch 5/50 | Train RMSE 84.29° | Val RMSE 83.56° | Train MAE 66.18° | Val MAE 65.40°
Epoch 6/50 | Train RMSE 83.75° | Val RMSE 83.57° | Train MAE 65.51° | Val MAE 65.39°
Epoch 7/50 | Train RMSE 83.31° | Val RMSE 82.80° | Train MAE 64.95° | Val MAE 64.27°
Epoch 8/50 | Train RMSE 83.21° | Val RMSE 83.04° | Train MAE 64.82° | Val MAE 64.69°
Epoch 9/50 | Train RMSE 82.96° | Val RMSE 82.80° | Train MAE 64.48° | Val MAE 64.43°
Epoch 10/50 | Train RMSE 82.75° | Val RMSE 82.27° | Train MAE 64.18° | Val MAE 63.64°
Epoch 11/50 | Train RMSE 82.70° | Val RMSE 82.43° | Train MAE 64.09° | Val MAE 63.80°
Epoch 12/50 | Train RMSE 82.32° | Val RMSE 81.88° | Train MAE 63.60° | Val MAE 63.08°
