Joint,MSE,RMSE,MAE,R2
pelvis,32.235626220703125,5.67764266405549,3.681365489959717,0.32457005977630615
trunk,71.66426086425781,8.465474639041677,3.945754051208496,0.8483980894088745
shoulders,228.01937866210938,15.100310548532086,6.8551225662231445,0.48571401834487915
head,3379.065185546875,58.129727210325655,36.26431655883789,0.5692388415336609
left ankle,3533.3046875,59.441607376483354,48.63856887817383,0.5340558290481567
right ankle,3595.8828125,59.96568028881187,52.807762145996094,0.35275065898895264
right foot,4029.01171875,63.47449660099716,58.63908386230469,-0.2607748508453369
left hip,4482.45166015625,66.95111395754554,31.122188568115234,0.3041531443595886
left foot,5153.85205078125,71.790333964826,69.66047668457031,-6.671167373657227
left shank,5692.0009765625,75.44535092742628,63.913841247558594,0.18598055839538574
left forearm,5929.69287109375,77.00449903150951,61.60883331298828,0.286218523979187
right forearm,5998.27099609375,77.44850544777317,61.92915344238281,0.3237046003341675
right hip,6087.123046875,78.02001696279616,39.9310188293457,0.36703163385391235
right elbow,6422.0361328125,80.1376074812101,47.763916015625,0.4249352812767029
right shoulder,6687.54541015625,81.77741381430603,49.18859100341797,0.2811070680618286
left elbow,6859.9521484375,82.82482809180772,49.4505729675293,0.46402043104171753
left arm,7100.3759765625,84.26372871267031,77.33547973632812,-0.3408850431442261
right shank,7132.6572265625,84.45506039641734,77.8618392944336,-0.4734034538269043
left knee,7243.30859375,85.10762946851474,44.27742004394531,0.27654242515563965
right arm,7429.86083984375,86.19664053687795,79.85958099365234,-0.22063744068145752
left thigh,7464.76220703125,86.39885535718196,85.53792572021484,-46.32143020629883
right thigh,7671.7177734375,87.5883426800479,86.69606018066406,-46.65791702270508
right knee,7847.52099609375,88.58623480029925,49.18150329589844,0.21852469444274902
left shoulder,8906.076171875,94.37200947248607,64.17743682861328,0.19881218671798706
